source_index,ticker,date,month,time,ts,action,delta_target,strike,entry,actual_delta_abs,expected_realized_return,source_stream,monthly_backfill_role
28,QQQ,20260114,202601,10:00,2026-01-14 10:00:00,CALL,0.25,622.0,0.8299999833106995,0.26759999990463257,0.5,QQQ_BEST,
29,SPXW,20260114,202601,10:00,2026-01-14 10:00:00,CALL,0.25,6945.0,5.199999809265137,0.23399999737739563,0.5,SPXW_BEST,
30,SPY,20260114,202601,10:50,2026-01-14 10:50:00,CALL,0.25,689.0,0.5299999713897705,0.24819999933242798,0.5,SPY_BEST,
31,SPXW,20260115,202601,10:05,2026-01-15 10:05:00,PUT,0.25,6940.0,4.900000095367432,0.2526000142097473,-0.3,SPXW_BEST,
32,QQQ,20260115,202601,11:00,2026-01-15 11:00:00,CALL,0.25,628.0,0.3100000023841858,0.18889999389648438,-0.3,QQQ_BEST,
33,SPXW,20260116,202601,10:00,2026-01-16 10:00:00,CALL,0.25,6965.0,4.199999809265137,0.23770000040531158,-0.3,SPXW_BEST,
34,QQQ,20260116,202601,10:35,2026-01-16 10:35:00,CALL,0.25,623.0,0.41999998688697815,0.22679999470710754,-0.3,QQQ_BEST,
35,SPY,20260116,202601,13:15,2026-01-16 13:15:00,PUT,0.25,691.0,0.18000000715255737,0.20010000467300415,-0.3,SPY_BEST,
36,SPXW,20260120,202601,10:00,2026-01-20 10:00:00,CALL,0.25,6880.0,6.699999809265137,0.25119999051094055,-0.3,SPXW_BEST,
37,SPY,20260120,202601,10:00,2026-01-20 10:00:00,CALL,0.25,686.0,0.6100000143051147,0.2295999974012375,-0.3,SPY_BEST,
38,QQQ,20260120,202601,10:10,2026-01-20 10:10:00,CALL,0.25,615.0,0.7099999785423279,0.2313999980688095,0.5,QQQ_BEST,
39,SPXW,20260121,202601,10:00,2026-01-21 10:00:00,CALL,0.25,6870.0,6.0,0.2606000006198883,-0.3,SPXW_BEST,
40,SPY,20260121,202601,10:25,2026-01-21 10:25:00,PUT,0.25,680.0,0.5299999713897705,0.2409999966621399,-0.3,SPY_BEST,
41,QQQ,20260121,202601,12:15,2026-01-21 12:15:00,CALL,0.25,611.0,0.6000000238418579,0.26589998602867126,0.5,QQQ_BEST,
42,QQQ,20260122,202601,10:00,2026-01-22 10:00:00,CALL,0.25,622.0,0.5199999809265137,0.23839999735355377,0.5,QQQ_BEST,
43,SPXW,20260122,202601,10:00,2026-01-22 10:00:00,CALL,0.25,6930.0,4.010000228881836,0.2280000001192093,0.5,SPXW_BEST,
44,SPY,20260122,202601,11:20,2026-01-22 11:20:00,PUT,0.25,688.0,0.47999998927116394,0.29170000553131104,-0.3,SPY_BEST,
45,SPY,20260122,202601,13:10,2026-01-22 13:10:00,PUT,0.25,689.0,0.25,0.19210000336170197,-0.3,SPY_BEST,
46,SPXW,20260123,202601,10:00,2026-01-23 10:00:00,CALL,0.25,6930.0,4.579999923706055,0.2484000027179718,-0.3,SPXW_BEST,
47,SPY,20260123,202601,10:35,2026-01-23 10:35:00,CALL,0.25,691.0,0.4300000071525574,0.2743000090122223,0.5,SPY_BEST,
48,QQQ,20260123,202601,12:15,2026-01-23 12:15:00,PUT,0.25,623.0,0.47999998927116394,0.2892000079154968,0.5,QQQ_BEST,
49,SPY,20260126,202601,10:15,2026-01-26 10:15:00,CALL,0.25,694.0,0.33000001311302185,0.25360000133514404,0.5,SPY_BEST,
50,SPXW,20260126,202601,10:25,2026-01-26 10:25:00,CALL,0.25,6970.0,2.3499999046325684,0.2498999983072281,-0.3,SPXW_BEST,
51,QQQ,20260126,202601,10:40,2026-01-26 10:40:00,CALL,0.25,628.0,0.2199999988079071,0.18700000643730164,0.5,QQQ_BEST,
52,QQQ,20260127,202601,10:00,2026-01-27 10:00:00,CALL,0.25,632.0,0.46000000834465027,0.2994999885559082,-0.3,QQQ_BEST,
53,SPXW,20260127,202601,10:00,2026-01-27 10:00:00,CALL,0.25,6990.0,2.3499999046325684,0.2264000028371811,-0.3,SPXW_BEST,
54,SPY,20260127,202601,10:05,2026-01-27 10:05:00,CALL,0.25,696.0,0.30000001192092896,0.3327000141143799,0.5,SPY_BEST,
55,SPXW,20260128,202601,10:15,2026-01-28 10:15:00,PUT,0.25,6955.0,5.400000095367432,0.24639999866485596,0.5,SPXW_BEST,
56,SPY,20260128,202601,11:55,2026-01-28 11:55:00,PUT,0.25,691.0,0.6399999856948853,0.2298000007867813,-0.3,SPY_BEST,
57,QQQ,20260128,202601,13:05,2026-01-28 13:05:00,PUT,0.25,629.0,0.8299999833106995,0.24500000476837158,-0.3,QQQ_BEST,
58,SPXW,20260129,202601,10:10,2026-01-29 10:10:00,CALL,0.25,6955.0,6.849999904632568,0.24639999866485596,-0.3,SPXW_BEST,
59,QQQ,20260129,202601,10:15,2026-01-29 10:15:00,CALL,0.25,627.0,1.0399999618530273,0.24779999256134033,-0.3,QQQ_BEST,
60,SPY,20260129,202601,10:15,2026-01-29 10:15:00,PUT,0.25,685.0,0.6200000047683716,0.2280000001192093,-0.3,SPY_BEST,
61,QQQ,20260130,202601,10:15,2026-01-30 10:15:00,PUT,0.25,624.0,0.8899999856948853,0.27559998631477356,0.5,QQQ_BEST,
62,SPXW,20260130,202601,10:15,2026-01-30 10:15:00,PUT,0.25,6925.0,7.070000171661377,0.24549999833106995,0.5,SPXW_BEST,
63,SPXW,20260202,202602,10:10,2026-02-02 10:10:00,PUT,0.25,6945.0,5.949999809265137,0.2603999972343445,-0.3,SPXW_BEST,
64,SPY,20260202,202602,10:10,2026-02-02 10:10:00,PUT,0.25,692.0,0.5799999833106995,0.249099999666214,-0.3,SPY_BEST,
65,QQQ,20260202,202602,12:25,2026-02-02 12:25:00,PUT,0.25,626.0,0.41999998688697815,0.2689000070095062,-0.3,QQQ_BEST,
66,SPXW,20260203,202602,10:15,2026-02-03 10:15:00,PUT,0.25,6915.0,6.300000190734863,0.26460000872612,-0.3,SPXW_BEST,
67,SPY,20260203,202602,10:15,2026-02-03 10:15:00,PUT,0.25,689.0,0.6100000143051147,0.25029999017715454,0.5,SPY_BEST,
68,SPXW,20260204,202602,10:00,2026-02-04 10:00:00,PUT,0.25,6865.0,11.899999618530273,0.25619998574256897,-0.3,SPXW_BEST,
69,SPY,20260204,202602,10:00,2026-02-04 10:00:00,PUT,0.25,684.0,1.3300000429153442,0.2630000114440918,-0.3,SPY_BEST,
70,SPXW,20260205,202602,10:15,2026-02-05 10:15:00,PUT,0.25,6740.0,9.5,0.2418999969959259,-0.3,SPXW_BEST,
71,SPY,20260205,202602,10:20,2026-02-05 10:20:00,PUT,0.25,673.0,1.2799999713897705,0.24570000171661377,-0.3,SPY_BEST,
72,SPXW,20260206,202602,10:25,2026-02-06 10:25:00,PUT,0.25,6825.0,6.400000095367432,0.24770000576972961,-0.3,SPXW_BEST,
73,SPY,20260206,202602,10:25,2026-02-06 10:25:00,PUT,0.25,680.0,0.6100000143051147,0.23420000076293945,-0.3,SPY_BEST,
74,QQQ,20260206,202602,11:05,2026-02-06 11:05:00,PUT,0.25,601.0,0.8700000047683716,0.24699999392032623,-0.3,QQQ_BEST,
75,SPXW,20260209,202602,10:10,2026-02-09 10:10:00,PUT,0.25,6910.0,5.400000095367432,0.24040000140666962,-0.3,SPXW_BEST,
76,SPY,20260209,202602,10:10,2026-02-09 10:10:00,PUT,0.25,689.0,0.5799999833106995,0.25279998779296875,-0.3,SPY_BEST,
77,QQQ,20260209,202602,10:35,2026-02-09 10:35:00,PUT,0.25,609.0,0.5099999904632568,0.22930000722408295,-0.3,QQQ_BEST,
78,SPXW,20260210,202602,10:00,2026-02-10 10:00:00,PUT,0.25,6955.0,6.059999942779541,0.26170000433921814,-0.3,SPXW_BEST,
79,SPY,20260210,202602,10:00,2026-02-10 10:00:00,PUT,0.25,693.0,0.5400000214576721,0.23510000109672546,-0.3,SPY_BEST,
80,SPXW,20260211,202602,10:20,2026-02-11 10:20:00,PUT,0.25,6895.0,9.699999809265137,0.2630999982357025,-0.3,SPXW_BEST,
81,SPY,20260211,202602,10:20,2026-02-11 10:20:00,PUT,0.25,687.0,0.8999999761581421,0.2378000020980835,-0.3,SPY_BEST,
82,SPXW,20260212,202602,10:00,2026-02-12 10:00:00,PUT,0.25,6920.0,7.300000190734863,0.24580000340938568,-0.3,SPXW_BEST,
83,SPY,20260212,202602,10:00,2026-02-12 10:00:00,PUT,0.25,690.0,0.7699999809265137,0.25369998812675476,-0.3,SPY_BEST,
84,QQQ,20260213,202602,11:55,2026-02-13 11:55:00,PUT,0.25,601.0,0.800000011920929,0.2572000026702881,-0.3,QQQ_BEST,
85,SPXW,20260217,202602,10:00,2026-02-17 10:00:00,PUT,0.25,6740.0,8.899999618530273,0.2508000135421753,-0.3,SPXW_BEST,
86,SPY,20260217,202602,10:00,2026-02-17 10:00:00,PUT,0.25,672.0,0.8700000047683716,0.24169999361038208,-0.3,SPY_BEST,
87,SPY,20260217,202602,10:30,2026-02-17 10:30:00,PUT,0.25,673.0,0.8799999952316284,0.23180000483989716,-0.3,SPY_BEST,
88,SPXW,20260218,202602,10:05,2026-02-18 10:05:00,PUT,0.25,6860.0,6.380000114440918,0.24240000545978546,-0.3,SPXW_BEST,
89,SPY,20260218,202602,10:05,2026-02-18 10:05:00,PUT,0.25,684.0,0.6000000238418579,0.23430000245571136,-0.3,SPY_BEST,
90,QQQ,20260218,202602,10:50,2026-02-18 10:50:00,PUT,0.25,606.0,0.699999988079071,0.271699994802475,-0.3,QQQ_BEST,
91,QQQ,20260219,202602,10:05,2026-02-19 10:05:00,PUT,0.25,601.0,1.0499999523162842,0.2540000081062317,-0.3,QQQ_BEST,
92,SPXW,20260219,202602,10:05,2026-02-19 10:05:00,PUT,0.25,6835.0,8.800000190734863,0.24009999632835388,-0.3,SPXW_BEST,
93,SPY,20260219,202602,10:05,2026-02-19 10:05:00,PUT,0.25,682.0,0.9700000286102295,0.25609999895095825,-0.3,SPY_BEST,
94,SPXW,20260220,202602,10:45,2026-02-20 10:45:00,PUT,0.25,6865.0,7.0,0.24300000071525574,-0.3,SPXW_BEST,
95,SPY,20260220,202602,10:55,2026-02-20 10:55:00,PUT,0.25,686.0,0.6499999761581421,0.2549999952316284,0.5,SPY_BEST,
96,QQQ,20260220,202602,11:40,2026-02-20 11:40:00,PUT,0.25,606.0,0.6200000047683716,0.2533000111579895,-0.3,QQQ_BEST,
97,SPXW,20260223,202602,10:05,2026-02-23 10:05:00,PUT,0.25,6835.0,9.199999809265137,0.25999999046325684,0.5,SPXW_BEST,
98,SPY,20260223,202602,10:05,2026-02-23 10:05:00,PUT,0.25,682.0,1.0,0.2687999904155731,0.5,SPY_BEST,
99,QQQ,20260223,202602,10:55,2026-02-23 10:55:00,PUT,0.25,598.0,0.7099999785423279,0.2287999987602234,0.5,QQQ_BEST,
100,SPXW,20260224,202602,10:25,2026-02-24 10:25:00,PUT,0.25,6840.0,5.699999809265137,0.24570000171661377,-0.3,SPXW_BEST,
101,SPY,20260224,202602,10:25,2026-02-24 10:25:00,PUT,0.25,682.0,0.5199999809265137,0.2223999947309494,-0.3,SPY_BEST,
102,QQQ,20260224,202602,11:15,2026-02-24 11:15:00,PUT,0.25,606.0,0.5899999737739563,0.2799000144004822,0.5,QQQ_BEST,
103,SPXW,20260225,202602,10:00,2026-02-25 10:00:00,PUT,0.25,6905.0,4.880000114440918,0.23770000040531158,-0.3,SPXW_BEST,
104,SPY,20260225,202602,10:00,2026-02-25 10:00:00,PUT,0.25,688.0,0.7099999785423279,0.24529999494552612,-0.3,SPY_BEST,
105,SPXW,20260226,202602,10:20,2026-02-26 10:20:00,PUT,0.25,6840.0,9.800000190734863,0.2401999980211258,-0.3,SPXW_BEST,
106,SPY,20260226,202602,10:20,2026-02-26 10:20:00,PUT,0.25,683.0,1.149999976158142,0.2736000120639801,-0.3,SPY_BEST,
107,SPXW,20260227,202602,10:00,2026-02-27 10:00:00,PUT,0.25,6810.0,9.699999809265137,0.27399998903274536,-0.3,SPXW_BEST,
108,QQQ,20260227,202602,10:20,2026-02-27 10:20:00,PUT,0.25,603.0,0.8100000023841858,0.275299996137619,-0.3,QQQ_BEST,
109,SPXW,20260302,202603,10:05,2026-03-02 10:05:00,PUT,0.25,6820.0,7.599999904632568,0.2425999939441681,0.5,SPXW_BEST,
110,QQQ,20260302,202603,10:10,2026-03-02 10:10:00,CALL,0.25,608.0,0.8899999856948853,0.2752000093460083,-0.3,QQQ_BEST,
111,SPY,20260302,202603,10:10,2026-03-02 10:10:00,PUT,0.25,681.0,0.7900000214576721,0.26829999685287476,0.5,SPY_BEST,
112,QQQ,20260302,202603,10:55,2026-03-02 10:55:00,PUT,0.25,601.0,0.6000000238418579,0.22300000488758087,-0.3,QQQ_BEST,
113,SPY,20260302,202603,11:15,2026-03-02 11:15:00,CALL,0.25,687.0,0.5099999904632568,0.2935999929904938,-0.3,SPY_BEST,
114,SPXW,20260303,202603,10:20,2026-03-03 10:20:00,CALL,0.25,6765.0,9.100000381469727,0.2606000006198883,0.5,SPXW_BEST,
115,QQQ,20260303,202603,10:25,2026-03-03 10:25:00,CALL,0.25,597.0,0.9700000286102295,0.273499995470047,0.5,QQQ_BEST,
116,SPY,20260303,202603,10:25,2026-03-03 10:25:00,CALL,0.25,675.0,0.800000011920929,0.2393999993801117,0.5,SPY_BEST,
117,SPY,20260303,202603,10:55,2026-03-03 10:55:00,PUT,0.25,667.0,0.9300000071525574,0.26570001244544983,-0.3,SPY_BEST,
118,QQQ,20260303,202603,11:55,2026-03-03 11:55:00,PUT,0.25,597.0,0.7900000214576721,0.2655999958515167,0.5,QQQ_BEST,
119,SPXW,20260304,202603,10:25,2026-03-04 10:25:00,PUT,0.25,6840.0,7.800000190734863,0.25619998574256897,-0.3,SPXW_BEST,
120,SPY,20260304,202603,10:30,2026-03-04 10:30:00,PUT,0.25,683.0,0.7200000286102295,0.24289999902248383,0.5,SPY_BEST,
121,QQQ,20260304,202603,10:55,2026-03-04 10:55:00,PUT,0.25,607.0,0.6600000262260437,0.2759000062942505,-0.3,QQQ_BEST,
122,SPY,20260304,202603,11:05,2026-03-04 11:05:00,PUT,0.25,684.0,0.7599999904632568,0.2728999853134155,0.5,SPY_BEST,
123,QQQ,20260304,202603,11:30,2026-03-04 11:30:00,PUT,0.25,607.0,0.5899999737739563,0.22630000114440918,-0.3,QQQ_BEST,
124,QQQ,20260305,202603,10:00,2026-03-05 10:00:00,PUT,0.25,609.0,0.75,0.2671000063419342,0.5,QQQ_BEST,
125,SPXW,20260305,202603,10:00,2026-03-05 10:00:00,PUT,0.25,6830.0,6.079999923706055,0.23649999499320984,0.5,SPXW_BEST,
126,SPY,20260305,202603,10:25,2026-03-05 10:25:00,CALL,0.25,684.0,0.8100000023841858,0.27079999446868896,-0.3,SPY_BEST,
127,QQQ,20260305,202603,10:30,2026-03-05 10:30:00,CALL,0.25,611.0,0.5899999737739563,0.2784000039100647,0.5,QQQ_BEST,
128,SPY,20260305,202603,12:10,2026-03-05 12:10:00,CALL,0.25,683.0,0.5299999713897705,0.29030001163482666,-0.3,SPY_BEST,
129,SPXW,20260306,202603,10:10,2026-03-06 10:10:00,CALL,0.25,6770.0,10.600000381469727,0.2556999921798706,0.5,SPXW_BEST,
130,QQQ,20260306,202603,10:15,2026-03-06 10:15:00,PUT,0.25,598.0,1.0099999904632568,0.24120000004768372,-0.3,QQQ_BEST,
131,SPY,20260306,202603,10:25,2026-03-06 10:25:00,PUT,0.25,670.0,1.0199999809265137,0.2628999948501587,-0.3,SPY_BEST,
132,QQQ,20260306,202603,11:00,2026-03-06 11:00:00,PUT,0.25,601.0,0.8299999833106995,0.267300009727478,0.5,QQQ_BEST,
133,SPY,20260306,202603,11:40,2026-03-06 11:40:00,PUT,0.25,672.0,0.8500000238418579,0.27880001068115234,0.5,SPY_BEST,
134,SPXW,20260309,202603,10:10,2026-03-09 10:10:00,CALL,0.25,6690.0,9.0,0.25519999861717224,0.5,SPXW_BEST,
135,SPY,20260309,202603,10:55,2026-03-09 10:55:00,PUT,0.25,664.0,0.7699999809265137,0.23119999468326569,-0.3,SPY_BEST,
136,QQQ,20260309,202603,11:20,2026-03-09 11:20:00,PUT,0.25,595.0,0.7900000214576721,0.2558000087738037,-0.3,QQQ_BEST,
137,SPY,20260309,202603,11:35,2026-03-09 11:35:00,CALL,0.25,672.0,0.5600000023841858,0.23489999771118164,0.5,SPY_BEST,
138,QQQ,20260309,202603,11:50,2026-03-09 11:50:00,CALL,0.25,602.0,0.4699999988079071,0.22110000252723694,0.5,QQQ_BEST,
139,QQQ,20260310,202603,10:00,2026-03-10 10:00:00,CALL,0.25,611.0,0.6000000238418579,0.24459999799728394,0.5,QQQ_BEST,
140,SPXW,20260310,202603,10:00,2026-03-10 10:00:00,CALL,0.25,6805.0,6.5,0.25690001249313354,0.5,SPXW_BEST,
141,SPY,20260310,202603,10:00,2026-03-10 10:00:00,CALL,0.25,679.0,0.7599999904632568,0.27970001101493835,0.5,SPY_BEST,
142,QQQ,20260310,202603,10:40,2026-03-10 10:40:00,PUT,0.25,605.0,0.49000000953674316,0.249099999666214,-0.3,QQQ_BEST,
143,SPY,20260310,202603,10:50,2026-03-10 10:50:00,PUT,0.25,677.0,0.6700000166893005,0.2395000010728836,-0.3,SPY_BEST,
144,QQQ,20260311,202603,10:00,2026-03-11 10:00:00,PUT,0.25,607.0,0.6700000166893005,0.2732999920845032,0.5,QQQ_BEST,
145,SPXW,20260311,202603,10:00,2026-03-11 10:00:00,PUT,0.25,6750.0,5.400000095367432,0.24420000612735748,0.5,SPXW_BEST,
146,SPY,20260311,202603,10:00,2026-03-11 10:00:00,PUT,0.25,674.0,0.5799999833106995,0.2549000084400177,0.5,SPY_BEST,
147,SPY,20260311,202603,10:30,2026-03-11 10:30:00,PUT,0.25,672.0,0.699999988079071,0.23350000381469727,0.5,SPY_BEST,
148,QQQ,20260311,202603,10:35,2026-03-11 10:35:00,CALL,0.25,611.0,0.9100000262260437,0.25459998846054077,0.5,QQQ_BEST,
149,SPXW,20260312,202603,10:20,2026-03-12 10:20:00,PUT,0.25,6670.0,10.0,0.2605000138282776,0.5,SPXW_BEST,
150,QQQ,20260312,202603,10:30,2026-03-12 10:30:00,CALL,0.25,603.0,0.7900000214576721,0.23399999737739563,-0.3,QQQ_BEST,
151,SPY,20260312,202603,10:45,2026-03-12 10:45:00,PUT,0.25,665.0,0.8299999833106995,0.23960000276565552,-0.3,SPY_BEST,
152,SPY,20260312,202603,11:15,2026-03-12 11:15:00,PUT,0.25,664.0,0.8999999761581421,0.26739999651908875,-0.3,SPY_BEST,
153,QQQ,20260312,202603,11:40,2026-03-12 11:40:00,PUT,0.25,597.0,0.8299999833106995,0.2387000024318695,-0.3,QQQ_BEST,
154,SPXW,20260313,202603,10:00,2026-03-13 10:00:00,PUT,0.25,6675.0,7.599999904632568,0.2409999966621399,0.5,SPXW_BEST,
155,QQQ,20260313,202603,10:15,2026-03-13 10:15:00,PUT,0.25,596.0,0.8700000047683716,0.2296999990940094,-0.3,QQQ_BEST,
156,SPY,20260313,202603,10:35,2026-03-13 10:35:00,CALL,0.25,673.0,0.49000000953674316,0.22779999673366547,-0.3,SPY_BEST,
157,QQQ,20260313,202603,10:45,2026-03-13 10:45:00,CALL,0.25,602.0,0.699999988079071,0.2485000044107437,-0.3,QQQ_BEST,
158,SPY,20260313,202603,11:15,2026-03-13 11:15:00,PUT,0.25,663.0,0.7400000095367432,0.22599999606609344,0.5,SPY_BEST,
159,SPXW,20260316,202603,10:00,2026-03-16 10:00:00,CALL,0.25,6745.0,4.900000095367432,0.24420000612735748,-0.3,SPXW_BEST,
160,QQQ,20260316,202603,10:10,2026-03-16 10:10:00,PUT,0.25,599.0,0.6499999761581421,0.26350000500679016,0.5,QQQ_BEST,
161,QQQ,20260316,202603,10:40,2026-03-16 10:40:00,PUT,0.25,596.0,0.699999988079071,0.2296999990940094,-0.3,QQQ_BEST,
162,SPY,20260316,202603,11:05,2026-03-16 11:05:00,PUT,0.25,666.0,0.7300000190734863,0.2485000044107437,-0.3,SPY_BEST,
163,SPY,20260316,202603,12:40,2026-03-16 12:40:00,PUT,0.25,666.0,0.6000000238418579,0.27309998869895935,-0.3,SPY_BEST,
164,SPXW,20260317,202603,10:00,2026-03-17 10:00:00,PUT,0.25,6720.0,7.869999885559082,0.257999986410141,0.5,SPXW_BEST,
165,SPY,20260317,202603,10:00,2026-03-17 10:00:00,CALL,0.25,676.0,0.49000000953674316,0.27230000495910645,-0.3,SPY_BEST,
166,QQQ,20260317,202603,10:05,2026-03-17 10:05:00,PUT,0.25,602.0,0.6800000071525574,0.2662999927997589,0.5,QQQ_BEST,
167,QQQ,20260317,202603,10:35,2026-03-17 10:35:00,PUT,0.25,602.0,0.46000000834465027,0.23109999299049377,0.5,QQQ_BEST,
168,SPY,20260317,202603,10:55,2026-03-17 10:55:00,PUT,0.25,671.0,0.5199999809265137,0.26809999346733093,0.5,SPY_BEST,
169,SPXW,20260318,202603,10:00,2026-03-18 10:00:00,CALL,0.25,6735.0,6.699999809265137,0.25920000672340393,-0.3,SPXW_BEST,
170,SPY,20260318,202603,10:00,2026-03-18 10:00:00,CALL,0.25,673.0,0.5799999833106995,0.23399999737739563,-0.3,SPY_BEST,
171,QQQ,20260318,202603,10:25,2026-03-18 10:25:00,CALL,0.25,604.0,0.6899999976158142,0.2612000107765198,-0.3,QQQ_BEST,
172,SPY,20260318,202603,10:55,2026-03-18 10:55:00,PUT,0.25,663.0,0.8899999856948853,0.2761000096797943,-0.3,SPY_BEST,
173,QQQ,20260318,202603,12:35,2026-03-18 12:35:00,CALL,0.25,603.0,0.5600000023841858,0.2401999980211258,-0.3,QQQ_BEST,
174,SPXW,20260319,202603,10:00,2026-03-19 10:00:00,CALL,0.25,6630.0,8.5,0.24469999969005585,-0.3,SPXW_BEST,
175,QQQ,20260319,202603,11:05,2026-03-19 11:05:00,CALL,0.25,595.0,0.7699999809265137,0.22210000455379486,-0.3,QQQ_BEST,
176,SPXW,20260320,202603,10:15,2026-03-20 10:15:00,CALL,0.25,6580.0,8.5,0.25270000100135803,-0.3,SPXW_BEST,
177,QQQ,20260320,202603,10:45,2026-03-20 10:45:00,PUT,0.25,583.0,0.7400000095367432,0.24979999661445618,-0.3,QQQ_BEST,
178,SPY,20260320,202603,11:05,2026-03-20 11:05:00,CALL,0.25,655.0,0.7400000095367432,0.2635999917984009,0.5,SPY_BEST,
179,QQQ,20260320,202603,11:20,2026-03-20 11:20:00,CALL,0.25,589.0,0.5400000214576721,0.226500004529953,0.5,QQQ_BEST,
180,SPY,20260320,202603,11:40,2026-03-20 11:40:00,CALL,0.25,655.0,0.6399999856948853,0.26100000739097595,0.5,SPY_BEST,
181,SPXW,20260323,202603,10:20,2026-03-23 10:20:00,CALL,0.25,6670.0,6.210000038146973,0.23800000548362732,-0.3,SPXW_BEST,
182,SPY,20260323,202603,10:25,2026-03-23 10:25:00,PUT,0.25,658.0,0.8899999856948853,0.2467000037431717,-0.3,SPY_BEST,
183,SPY,20260323,202603,11:10,2026-03-23 11:10:00,PUT,0.25,659.0,0.6100000143051147,0.23739999532699585,0.5,SPY_BEST,
184,QQQ,20260323,202603,11:25,2026-03-23 11:25:00,PUT,0.25,591.0,0.5899999737739563,0.2240999937057495,0.5,QQQ_BEST,
185,QQQ,20260323,202603,11:55,2026-03-23 11:55:00,PUT,0.25,586.0,0.8999999761581421,0.2612999975681305,0.5,QQQ_BEST,
