feature,importance
ib_range_bps,12561.166169524193
oi_diff,6838.892267227173
dist_ib_low_bps,4799.157588601112
dist_ib_high_bps,3978.6108886003494
minute,3251.2208478450775
iv_diff,3172.2089706659317
nearest_level_abs_bps,2092.0623881816864
ret_30m_bps,1794.1055895090103
ret_15m_bps,1579.0254777669907
spread_pct_diff,1270.2274990081787
volume_diff,1208.2471202611923
ret_5m_bps,1188.3174464702606
iv_diff_chg_15m,1107.142443537712
ret_1m_bps,1104.9674586057663
iv_diff_chg_5m,1052.0953994989395
volume_diff_chg_15m,1001.4846477508545
iv_diff_chg_25m,999.1590807437897
volume_diff_chg_5m,938.784961104393
spread_pct_diff_chg_5m,936.6421221494675
vega_diff,934.5976366996765
abs_delta_diff,876.9363393783569
spread_pct_diff_chg_15m,858.3473387956619
vega_diff_chg_5m,844.2305210828781
spread_pct_diff_chg_25m,828.7767196893692
volume_diff_chg_25m,779.3060089349747
abs_delta_diff_chg_5m,762.4987378120422
abs_delta_diff_chg_25m,650.8199499845505
vega_diff_chg_15m,643.5115450620651
abs_delta_diff_chg_15m,641.8199595212936
vega_diff_chg_25m,626.8315074443817
