feature,importance
ib_range_bps,14105.540584206581
oi_diff,5945.419961571693
dist_ib_low_bps,4654.4208879470825
dist_ib_high_bps,3801.0026735067368
iv_diff,3248.8937324285507
minute,2272.2509655952454
nearest_level_abs_bps,1785.057602763176
ret_30m_bps,1686.1264032125473
ret_15m_bps,1225.9244709014893
spread_pct_diff,1162.6049190759659
ret_5m_bps,1126.3921810388565
volume_diff,1118.6358007192612
iv_diff_chg_15m,998.6476904153824
spread_pct_diff_chg_5m,931.0905232429504
iv_diff_chg_5m,920.3511691093445
ret_1m_bps,914.7363506555557
iv_diff_chg_25m,888.5768301486969
volume_diff_chg_15m,808.3236503601074
volume_diff_chg_25m,799.8468618392944
spread_pct_diff_chg_15m,791.7150485515594
spread_pct_diff_chg_25m,757.3638089895248
abs_delta_diff,743.0445599555969
volume_diff_chg_5m,733.5725798606873
abs_delta_diff_chg_25m,700.9439898729324
abs_delta_diff_chg_5m,669.6249722242355
vega_diff,591.7315882444382
vega_diff_chg_15m,532.5949410200119
vega_diff_chg_25m,515.0762091875076
abs_delta_diff_chg_15m,493.4317307472229
vega_diff_chg_5m,490.3957396745682
