dir,name,trade_file,fold_file,passed_metrics,fold_ok,fold_issue,overall_trades,overall_win_rate,overall_profit_factor,overall_pnl_return,overall_min_month_trades,overall_call_rate,overall_positive_month_rate,SPXW_trades,SPXW_win_rate,SPXW_profit_factor,SPXW_pnl_return,SPXW_min_month_trades,SPXW_call_rate,SPXW_positive_month_rate,SPY_trades,SPY_win_rate,SPY_profit_factor,SPY_pnl_return,SPY_min_month_trades,SPY_call_rate,SPY_positive_month_rate,QQQ_trades,QQQ_win_rate,QQQ_profit_factor,QQQ_pnl_return,QQQ_min_month_trades,QQQ_call_rate,QQQ_positive_month_rate,passed_all
research_papers\JEPA\results\event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,469,0.511727078891258,1.5397070276188605,28.996885144003436,109,0.5948827292110874,1.0,166,0.5120481927710844,1.5461472315118736,9.719222172094591,26,0.7409638554216867,1.0,115,0.5043478260869565,1.453797777321281,6.6633175973383505,20,0.26956521739130435,1.0,188,0.5159574468085106,1.5936816610552922,12.614345374570494,40,0.6648936170212766,1.0,True
research_papers\JEPA\results\event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,event_option_current_best_causal_spxw_outer_s1_qqq_outer_call50_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,469,0.511727078891258,1.5397070276188605,28.996885144003436,109,0.5948827292110874,1.0,166,0.5120481927710844,1.5461472315118736,9.719222172094591,26,0.7409638554216867,1.0,115,0.5043478260869565,1.453797777321281,6.6633175973383505,20,0.26956521739130435,1.0,188,0.5159574468085106,1.5936816610552922,12.614345374570494,40,0.6648936170212766,1.0,True
research_papers\JEPA\results\event_option_current_best_plus_qqq_full20familyselector_partialonly_2026janjun_diag_risk5000,event_option_current_best_plus_qqq_full20familyselector_partialonly_2026janjun_diag_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,469,0.511727078891258,1.5397070276188605,28.996885144003436,109,0.5948827292110874,1.0,166,0.5120481927710844,1.5461472315118736,9.719222172094591,26,0.7409638554216867,1.0,115,0.5043478260869565,1.453797777321281,6.6633175973383505,20,0.26956521739130435,1.0,188,0.5159574468085106,1.5936816610552922,12.614345374570494,40,0.6648936170212766,1.0,True
research_papers\JEPA\results\event_static_union_config_scan_octdec_scoredesc_spxw_combined_2026janmay_32w_v1,event_static_union_config_scan_octdec_scoredesc_spxw_combined_2026janmay_32w_v1,combined_trades.csv,combined_folds.csv,True,True,ok,896,0.5033482142857143,1.5355212907605176,55.26261571582456,167,0.6037946428571429,1.0,134,0.6044776119402985,2.2836328899111376,13.173048039132174,19,0.7985074626865671,1.0,325,0.5107692307692308,1.5770911467305875,24.232139906724612,70,0.5138461538461538,1.0,437,0.4668192219679634,1.35054706341436,17.857427769967764,72,0.6109839816933639,1.0,True
research_papers\JEPA\results\event_static_union_pretest_octdec_selected_scorecap5_2026janmay_risk5000_v2,event_static_union_pretest_octdec_selected_scorecap5_2026janmay_risk5000_v2,combined_trades.csv,combined_folds.csv,True,True,ok,896,0.5033482142857143,1.5355212907605176,55.26261571582455,167,0.6060267857142857,1.0,134,0.6044776119402985,2.2836328899111376,13.173048039132174,19,0.7985074626865671,1.0,325,0.5107692307692308,1.5770911467305875,24.232139906724612,70,0.5138461538461538,1.0,437,0.4668192219679634,1.35054706341436,17.857427769967764,72,0.6155606407322655,1.0,True
research_papers\JEPA\results\event_static_union_longsrc_2024h2select_2025_2026janmay_risk5000_v1,event_static_union_longsrc_2024h2select_2025_2026janmay_risk5000_v1,combined_trades.csv,combined_folds.csv,True,True,ok,442,0.5248868778280543,1.5339512864376583,22.162456108923184,104,0.6131221719457014,1.0,82,0.5121951219512195,1.7371907395113129,5.335253546790646,19,0.5487804878048781,1.0,208,0.5432692307692307,1.5676464289458187,11.606373186236834,44,0.6442307692307693,1.0,152,0.506578947368421,1.3776982322348923,5.220829375895704,34,0.6052631578947368,0.75,True
research_papers\JEPA\results\event_option_current_best_plus_qqq_full20win65_autopartial19_2026janjun_diag_risk5000,event_option_current_best_plus_qqq_full20win65_autopartial19_2026janjun_diag_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,474,0.510548523206751,1.5326457625426506,29.096885144003437,112,0.5886075949367089,1.0,166,0.5120481927710844,1.5461472315118736,9.719222172094591,26,0.7409638554216867,1.0,115,0.5043478260869565,1.453797777321281,6.6633175973383505,20,0.26956521739130435,1.0,193,0.5129533678756477,1.574071755614806,12.714345374570497,40,0.6476683937823834,1.0,True
research_papers\JEPA\results\event_static_union_longsrc_2025select_2026janmay_risk5000_v1,event_static_union_longsrc_2025select_2026janmay_risk5000_v1,combined_trades.csv,combined_folds.csv,True,True,ok,521,0.5239923224568138,1.519526893530733,26.761074256067737,119,0.5988483685220729,1.0,157,0.5159235668789809,1.5982160982197728,9.434135097439485,36,0.5987261146496815,0.75,208,0.5432692307692307,1.5676464289458187,11.606373186236834,44,0.6442307692307693,1.0,156,0.5064102564102564,1.3740511416172307,5.720565972391419,34,0.5384615384615384,0.75,True
research_papers\JEPA\results\event_option_current_best_plus_qqq_full20win65_backfill_t28_2026janjun_diag_risk5000,event_option_current_best_plus_qqq_full20win65_backfill_t28_2026janjun_diag_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,476,0.5084033613445378,1.515994739519825,28.496885144003436,113,0.5861344537815126,1.0,166,0.5120481927710844,1.5461472315118736,9.719222172094591,26,0.7409638554216867,1.0,115,0.5043478260869565,1.453797777321281,6.6633175973383505,20,0.26956521739130435,1.0,195,0.5076923076923077,1.5325535026223858,12.114345374570497,40,0.6410256410256411,1.0,True
research_papers\JEPA\results\event_static_union_longsrc_2024h2select_objpass_simpler_spy_daily_guard_l5p2_risk5000_v1,event_static_union_longsrc_2024h2select_objpass_simpler_spy_daily_guard_l5p2_risk5000_v1,combined_trades.csv,combined_folds.csv,True,True,ok,426,0.5234741784037559,1.505826372845081,20.051371426374256,96,0.6291079812206573,1.0,82,0.5121951219512195,1.7371907395113129,5.335253546790646,19,0.5487804878048781,1.0,196,0.5357142857142857,1.4671969380345093,8.969004071713282,38,0.6785714285714286,0.5,148,0.5135135135135135,1.4351875826629967,5.747113807870331,34,0.6081081081081081,0.75,True
research_papers\JEPA\results\event_option_live_ready_current_sources_2026janmay_risk5000,event_option_live_ready_current_sources_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,422,0.490521327014218,1.4929608712882632,25.790062201933154,81,0.5284360189573459,1.0,128,0.515625,1.6693423941115757,8.544221642307212,24,0.7109375,1.0,145,0.45517241379310347,1.405285807125485,7.8994889538995094,22,0.4,1.0,149,0.5033557046979866,1.4659106010232559,9.346351605726433,27,0.4966442953020134,1.0,True
research_papers\JEPA\results\event_option_h2_spxw_cap4_qqq_mtdrescue1_spy_candidate_2026janmay_risk5000,event_option_h2_spxw_cap4_qqq_mtdrescue1_spy_candidate_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,422,0.490521327014218,1.4929608712882632,25.790062201933154,81,0.5260663507109005,1.0,128,0.515625,1.6693423941115757,8.544221642307212,24,0.7109375,1.0,145,0.45517241379310347,1.405285807125485,7.8994889538995094,22,0.4,1.0,149,0.5033557046979866,1.4659106010232559,9.346351605726433,27,0.4899328859060403,1.0,True
research_papers\JEPA\results\event_static_union_longsrc_2024h2select_2025_2026janmay_objpass_simpler_spy_risk5000_v1,event_static_union_longsrc_2024h2select_2025_2026janmay_objpass_simpler_spy_risk5000_v1,combined_trades.csv,combined_folds.csv,True,True,ok,435,0.5218390804597701,1.4798710949413654,19.60633824340003,100,0.632183908045977,1.0,82,0.5121951219512195,1.7371907395113129,5.335253546790646,19,0.5487804878048781,1.0,201,0.5373134328358209,1.4571417739649106,9.050255320713681,38,0.6865671641791045,0.5,152,0.506578947368421,1.3776982322348923,5.220829375895704,34,0.6052631578947368,0.75,True
research_papers\JEPA\results\event_option_static_union_live_equiv_balanced_2026janmay_risk5000,event_option_static_union_live_equiv_balanced_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,514,0.4961089494163424,1.476280449175229,30.303217396787012,80,0.556420233463035,1.0,197,0.5380710659898477,1.721945745926225,15.214407655275156,21,0.6802030456852792,1.0,145,0.45517241379310347,1.405285807125485,7.8994889538995094,22,0.4,1.0,172,0.48255813953488375,1.3117738591358434,7.189320787612345,29,0.5465116279069767,1.0,True
research_papers\JEPA\results\event_static_union_config_scan_octdec_ordergrid_combined_2026janmay_32w_v1,event_static_union_config_scan_octdec_ordergrid_combined_2026janmay_32w_v1,combined_trades.csv,combined_folds.csv,True,True,ok,896,0.4888392857142857,1.474629748045068,50.409296353668964,167,0.6037946428571429,1.0,134,0.5074626865671642,1.6266800548619096,8.319728676976583,19,0.7985074626865671,1.0,325,0.5107692307692308,1.5770911467305875,24.232139906724612,70,0.5138461538461538,1.0,437,0.4668192219679634,1.35054706341436,17.857427769967764,72,0.6109839816933639,1.0,True
research_papers\JEPA\results\event_option_static_union_live_equiv_candidate_2026janmay_risk5000,event_option_static_union_live_equiv_candidate_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,589,0.4940577249575552,1.4569425746973426,33.22750648248494,87,0.5602716468590832,1.0,197,0.5380710659898477,1.721945745926225,15.214407655275156,21,0.6802030456852792,1.0,145,0.45517241379310347,1.405285807125485,7.8994889538995094,22,0.4,1.0,247,0.4817813765182186,1.3145590771091804,10.113609873310272,36,0.5587044534412956,1.0,True
research_papers\JEPA\results\event_option_h2_spxw_static_qqq_spy_candidate_2026janmay_risk5000,event_option_h2_spxw_static_qqq_spy_candidate_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,458,0.48253275109170307,1.429095611301188,24.189184799521165,83,0.5458515283842795,1.0,141,0.5106382978723404,1.658401767517018,9.10037505800931,24,0.6950354609929078,1.0,145,0.45517241379310347,1.405285807125485,7.8994889538995094,22,0.4,1.0,172,0.48255813953488375,1.3117738591358434,7.189320787612345,29,0.5465116279069767,1.0,True
research_papers\JEPA\results\event_option_h2_spxw_cap4_qqq_spy_candidate_2026janmay_risk5000,event_option_h2_spxw_cap4_qqq_spy_candidate_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,True,True,ok,445,0.48314606741573035,1.427239410854356,23.633031383819066,83,0.5460674157303371,1.0,128,0.515625,1.6693423941115757,8.544221642307212,24,0.7109375,1.0,145,0.45517241379310347,1.405285807125485,7.8994889538995094,22,0.4,1.0,172,0.48255813953488375,1.3117738591358434,7.189320787612345,29,0.5465116279069767,1.0,True
research_papers\JEPA\results\event_option_spxw_spy_dailyjanmay_juneselector_qqq_partialonly_2026janjun_diag_risk5000,event_option_spxw_spy_dailyjanmay_juneselector_qqq_partialonly_2026janjun_diag_risk5000,combined_trades.csv,combined_folds.csv,True,False,missing_ticker_folds:['QQQ'],456,0.5219298245614035,1.68484573120667,35.94620471411866,103,0.6425438596491229,1.0,166,0.5120481927710844,1.5461472315118736,9.719222172094591,26,0.7409638554216867,1.0,102,0.5490196078431373,2.0125136370743584,13.612637167453569,23,0.4411764705882353,1.0,188,0.5159574468085106,1.5936816610552922,12.614345374570494,40,0.6648936170212766,1.0,False
research_papers\JEPA\results\event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,event_option_current_best_causal_qqqcircuit_spxwmeta_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,,True,False,missing_folds,471,0.524416135881104,1.662444705232898,42.02067459908431,82,0.5859872611464968,1.0,179,0.5642458100558659,1.9134524665566868,14.9553085665269,24,0.7150837988826816,1.0,130,0.5,1.6272821345818882,14.741549904049515,20,0.6461538461538462,0.75,162,0.5,1.5230873144999777,12.323816128507893,33,0.3950617283950617,0.75,False
research_papers\JEPA\results\event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,event_option_current_best_causal_qqqcircuit_sidecircuits_spydd25_tdvp_meta_2026janjun_risk5000,combined_trades.csv,,True,False,missing_folds,484,0.518595041322314,1.5909241471781277,39.911902917433295,87,0.5826446280991735,1.0,179,0.5642458100558659,1.9134524665566868,14.9553085665269,24,0.7150837988826816,1.0,143,0.4825174825174825,1.4575528458792077,12.632778222398501,20,0.6293706293706294,0.75,162,0.5,1.5230873144999777,12.323816128507893,33,0.3950617283950617,0.75,False
research_papers\JEPA\results\event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,event_option_current_best_causal_qqqbalanced_spxwrouter_spy2025h2circuit_2026janjun_risk5000,combined_trades.csv,combined_folds.csv,True,False,"weak_modes:INSUFFICIENT_ROWS,NO_HISTORY",536,0.498134328358209,1.5165875818042827,38.96021225243321,96,0.6119402985074627,1.0,264,0.4772727272727273,1.3759724886681883,12.989315056929449,53,0.5833333333333334,1.0,130,0.5,1.6272821345818882,14.741549904049515,20,0.6461538461538462,0.75,142,0.5352112676056338,1.646510714566215,11.229347291454252,18,0.6338028169014085,1.0,False
