dir,name,trade_file,fold_file,passed_metrics,fold_ok,fold_issue,overall_trades,overall_win_rate,overall_profit_factor,overall_pnl_return,overall_min_month_trades,overall_call_rate,overall_positive_month_rate,SPXW_trades,SPXW_win_rate,SPXW_profit_factor,SPXW_pnl_return,SPXW_min_month_trades,SPXW_call_rate,SPXW_positive_month_rate,SPY_trades,SPY_win_rate,SPY_profit_factor,SPY_pnl_return,SPY_min_month_trades,SPY_call_rate,SPY_positive_month_rate,QQQ_trades,QQQ_win_rate,QQQ_profit_factor,QQQ_pnl_return,QQQ_min_month_trades,QQQ_call_rate,QQQ_positive_month_rate,passed_all
research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_minmonth18_v1,event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,381,0.46194225721784776,1.1819194627623903,8.419211411238933,75,0.5826771653543307,0.5,82,0.4268292682926829,1.2390654404784958,2.728690206521374,19,0.524390243902439,0.75,121,0.45454545454545453,1.1195406188782753,1.717417080622442,19,0.5785123966942148,0.5,178,0.48314606741573035,1.1938185937735253,3.9731041240951193,34,0.6123595505617978,0.5,False
research_papers\JEPA\results\event_trade_union_window_meta_selector_full20_2026_from_2025_s3s6s12_v1,event_trade_union_window_meta_selector_full20_2026_from_2025_s3s6s12_v1,combined_trades.csv,combined_folds.csv,False,True,ok,644,0.4891304347826087,1.1764397801034006,10.773659327672693,87,0.6444099378881988,0.75,186,0.46774193548387094,1.2136538275124988,3.4215371270719723,19,0.6720430107526881,0.75,201,0.48756218905472637,1.1095905018599557,2.1615632741184565,19,0.6417910447761194,0.5,257,0.5058365758754864,1.2049741104456022,5.190558926482265,49,0.6264591439688716,0.5,False
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2026janmay,event_option_gate_wide_delta35_quantile_front_weekly_2026janmay,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,268,0.47388059701492535,1.1588478377897629,4.632493900349334,41,0.8768656716417911,0.5,71,0.6338028169014085,2.8547799209351252,9.394774389632234,12,0.8450704225352113,1.0,97,0.4948453608247423,1.0510560172201395,0.541850524398037,18,0.8865979381443299,0.5,100,0.34,0.6066660641719936,-5.304131013680937,0,0.89,0.25,False
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026jun_rebuild,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,268,0.47388059701492535,1.1588478377897629,4.632493900349334,41,0.8768656716417911,0.5,71,0.6338028169014085,2.8547799209351252,9.394774389632234,12,0.8450704225352113,1.0,97,0.4948453608247423,1.0510560172201395,0.541850524398037,18,0.8865979381443299,0.5,100,0.34,0.6066660641719936,-5.304131013680937,0,0.89,0.25,False
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_wide_delta35_quantile_front_weekly_2025h2_2026janmay,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,268,0.47388059701492535,1.1588478377897629,4.632493900349334,41,0.8768656716417911,0.5,71,0.6338028169014085,2.8547799209351252,9.394774389632234,12,0.8450704225352113,1.0,97,0.4948453608247423,1.0510560172201395,0.541850524398037,18,0.8865979381443299,0.5,100,0.34,0.6066660641719936,-5.304131013680937,0,0.89,0.25,False
research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_presel2025_v1,event_option_gate_full20_physics_pooled_2026_janjun_d80_return_fullgrid_call05_presel2025_v1,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,243,0.4444444444444444,1.1553166272509174,5.082545157141278,26,0.48148148148148145,0.5,53,0.4528301886792453,1.4650615932624016,3.1568652913996766,4,0.5094339622641509,0.75,94,0.46808510638297873,1.2486719173299718,2.966081930700767,7,0.5,0.5,96,0.4166666666666667,0.925728099052009,-1.040402064959165,9,0.4479166666666667,0.5,False
research_papers\JEPA\results\event_option_pre2026_policy_scoreonly_2026janmay_risk5000,event_option_pre2026_policy_scoreonly_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,False,True,ok,683,0.43484626647144947,1.1538902650388703,13.51714527779585,127,0.6969253294289898,1.0,239,0.5104602510460251,1.5213907119907064,12.987687991637308,41,0.7280334728033473,0.75,119,0.3949579831932773,1.1191268717405296,2.4028819118163023,2,0.6386554621848739,0.75,325,0.39384615384615385,0.956183122230318,-1.8734246256577614,37,0.6953846153846154,0.5,False
research_papers\JEPA\results\event_trade_union_window_meta_selector_full20_2026_frozen_2025select_s3s6s12_pos0_diag_v1,event_trade_union_window_meta_selector_full20_2026_frozen_2025select_s3s6s12_pos0_diag_v1,combined_trades.csv,combined_folds.csv,False,True,ok,654,0.4831804281345566,1.1509517375950602,9.397069258960656,87,0.6681957186544343,0.75,223,0.452914798206278,1.203272374284705,4.32738139755162,19,0.7174887892376681,0.75,174,0.4885057471264368,0.9922719477938114,-0.1208710650732292,19,0.6666666666666666,0.5,257,0.5058365758754864,1.2049741104456022,5.190558926482265,49,0.6264591439688716,0.5,False
research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d65_return_minmonth18_v1,event_option_gate_full20_physics_pooled_2026_janjun_d65_return_minmonth18_v1,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,556,0.44064748201438847,1.1472998306930988,11.280053969303301,93,0.5719424460431655,0.75,210,0.44285714285714284,1.1955203272025678,5.686717831481544,36,0.5666666666666667,0.75,202,0.4306930693069307,1.0673225428755806,1.9646860951758258,32,0.5346534653465347,0.75,144,0.4513888888888889,1.1981717086395594,3.6286500426459325,19,0.6319444444444444,1.0,False
research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d50_return_minmonth18_v1,event_option_gate_full20_physics_pooled_2026_janjun_d50_return_minmonth18_v1,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,371,0.4636118598382749,1.1214097558357277,6.013281852059149,55,0.4339622641509434,0.75,159,0.48427672955974843,1.219338515541771,4.580726052144015,21,0.39622641509433965,1.0,115,0.4608695652173913,1.1232042452657318,1.8749169195401452,0,0.46956521739130436,0.5,97,0.4329896907216495,0.9670533441473218,-0.4423611196250123,17,0.4536082474226804,0.75,False
research_papers\JEPA\results\event_option_teacher_distill_ptdj_lgbm_multiclass_ckpt_2026janmay_risk5000,event_option_teacher_distill_ptdj_lgbm_multiclass_ckpt_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,False,True,ok,391,0.43478260869565216,1.1185857236982837,6.673453186033232,57,0.6521739130434783,0.5,83,0.46987951807228917,1.3365199769173892,3.675279521293277,11,0.6385542168674698,1.0,111,0.35135135135135137,0.8499521793756849,-2.7570070017304795,12,0.6306306306306306,0.5,197,0.467005076142132,1.2133149733236062,5.755180666470436,0,0.6700507614213198,0.25,False
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_spxw_spy_qqq_medium_even,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,222,0.4009009009009009,1.114053024671796,4.229631347288034,19,0.527027027027027,0.75,49,0.40816326530612246,1.168835052289824,1.3123157426463055,7,0.3877551020408163,0.5,119,0.3949579831932773,1.1191268717405296,2.4028819118163023,2,0.6386554621848739,0.75,54,0.4074074074074074,1.0562761885521976,0.514433692825427,8,0.4074074074074074,0.75,False
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_abstain,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,174,0.39655172413793105,1.0496801868691843,1.473371809921962,23,0.5689655172413793,0.75,74,0.44594594594594594,1.3027797586108525,3.651658903384536,11,0.8108108108108109,0.75,74,0.32432432432432434,0.7812230346953692,-3.0231609601520364,6,0.3108108108108108,0.0,26,0.46153846153846156,1.2236166638386805,0.8448738666894651,0,0.6153846153846154,0.75,False
research_papers\JEPA\results\event_option_teacher_distill_ptdj_clean_spyhist_vol18_allowinvalid_ckpt_2026janmay_risk5000,event_option_teacher_distill_ptdj_clean_spyhist_vol18_allowinvalid_ckpt_2026janmay_risk5000,combined_trades.csv,combined_folds.csv,False,True,ok,707,0.42998585572843,1.043730121519351,4.494697989153037,153,0.693069306930693,0.25,121,0.4628099173553719,1.3068960163132348,5.169717227889477,23,0.6198347107438017,0.75,116,0.45689655172413796,1.2384165833993146,4.1546381355741,16,0.45689655172413796,0.5,470,0.4148936170212766,0.9295059065159161,-4.829657374310539,97,0.7702127659574468,0.25,False
research_papers\JEPA\results\event_option_gate_wide_delta35_2026janmay,event_option_gate_wide_delta35_2026janmay,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,397,0.3979848866498741,1.0354609450252334,2.180375629684791,72,0.7329974811083123,0.5,146,0.3835616438356164,1.0656306454001714,1.502859477883288,26,0.6986301369863014,0.75,135,0.35555555555555557,0.8381789200415071,-3.611511684375041,17,0.7703703703703704,0.25,116,0.46551724137931033,1.2636157426637806,4.289027836176547,25,0.7327586206896551,0.5,False
research_papers\JEPA\results\event_option_gate_trailing_liveexit_2024train_2025h2_2026jun_d80_return_v1,event_option_gate_trailing_liveexit_2024train_2025h2_2026jun_d80_return_v1,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,381,0.5144356955380578,1.0136310058163012,0.9848132782468024,70,0.6482939632545932,0.5,102,0.5098039215686274,1.0840811904353014,1.5802475374974794,19,0.6666666666666666,0.5,181,0.5414364640883977,1.1809162912535744,5.523313190779561,17,0.6298342541436464,0.5,98,0.46938775510204084,0.7330862262806538,-6.118747450030238,19,0.6632653061224489,0.25,False
research_papers\JEPA\results\event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_spxw_spy_qqq_medium_even_tickeronly_allow_invalid,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,231,0.3852813852813853,1.0071622197984602,0.2815885798849287,45,0.5974025974025974,0.75,74,0.44594594594594594,1.3027797586108525,3.651658903384536,11,0.8108108108108109,0.75,74,0.32432432432432434,0.7812230346953692,-3.0231609601520364,6,0.3108108108108108,0.0,83,0.3855421686746988,0.9741823711321393,-0.3469093633475688,8,0.6626506024096386,0.75,False
research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d65_win_fullgrid_call05_minmonth18_v1,event_option_gate_full20_physics_pooled_2026_janjun_d65_win_fullgrid_call05_minmonth18_v1,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,628,0.4729299363057325,0.9874996833979933,-0.7483522598924539,77,0.6369426751592356,0.5,229,0.4410480349344978,0.8752560037644133,-2.716537955726487,19,0.6855895196506551,0.5,161,0.5217391304347826,1.134615053752621,1.9828262799440757,22,0.6708074534161491,0.5,238,0.47058823529411764,0.9993732669115956,-0.014640584110043875,28,0.5672268907563025,0.75,False
research_papers\JEPA\results\event_option_gate_wide_delta35_quantile_zero_dte_2026janmay,event_option_gate_wide_delta35_quantile_zero_dte_2026janmay,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,209,0.37320574162679426,0.9867218810633216,-0.5191866323178487,33,0.4688995215311005,0.5,84,0.39285714285714285,1.0784313725490193,1.1999999999999995,16,0.42857142857142855,0.75,73,0.3698630136986301,0.9925801004481964,-0.10091744122626761,5,0.589041095890411,0.5,52,0.34615384615384615,0.8413461577361193,-1.6182691910915807,6,0.36538461538461536,0.5,False
research_papers\JEPA\results\event_option_gate_trailing_liveexit_2024train_2025h2_2026jun_d80_return_strict_v1,event_option_gate_trailing_liveexit_2024train_2025h2_2026jun_d80_return_strict_v1,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,166,0.5301204819277109,0.9741278906824367,-0.964469036608472,1,0.43373493975903615,0.5,37,0.35135135135135137,0.4016600684133935,-6.738781335452196,0,0.7567567567567568,0.0,82,0.573170731707317,1.3232869121269721,5.333585831302963,0,0.2804878048780488,0.5,47,0.5957446808510638,1.04630514565644,0.4407264675407621,0,0.44680851063829785,0.25,False
research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2026_janjun_d80_return_front_weekly_minmonth18_v1,event_option_gate_full20_physics_pooled_2026_janjun_d80_return_front_weekly_minmonth18_v1,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,459,0.5010893246187363,0.9720976751567073,-0.9078503500946722,50,0.6710239651416122,0.5,183,0.5027322404371585,0.8658474741140227,-1.8444422517732515,19,0.6775956284153005,0.5,128,0.515625,1.1786530734481615,1.5144967452746187,16,0.6875,0.75,148,0.4864864864864865,0.9439502920710297,-0.5779048435960392,15,0.6486486486486487,0.75,False
research_papers\JEPA\results\event_option_gate_wide_delta25_quantile_2026janmay,event_option_gate_wide_delta25_quantile_2026janmay,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,323,0.38080495356037153,0.9561095553171999,-2.1396356711105007,24,0.7244582043343654,0.25,146,0.4178082191780822,1.185951410144319,3.83677914662505,11,0.5958904109589042,0.5,74,0.44594594594594594,1.0655066176696937,0.6752094705225622,6,0.8513513513513513,0.5,103,0.2815533980582524,0.6264964113944445,-6.651624288258111,7,0.8155339805825242,0.25,False
research_papers\JEPA\results\event_option_gate_tdvp_oof_all13_2026_janjun_d80_return_minmonth18_rerun_v2,event_option_gate_tdvp_oof_all13_2026_janjun_d80_return_minmonth18_rerun_v2,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,543,0.425414364640884,0.9508074648477741,-3.2546757374809014,88,0.5340699815837937,0.25,145,0.503448275862069,1.1452737545100466,2.3450521663779202,0,0.46206896551724136,0.75,209,0.37799043062200954,0.8731016797509908,-3.324185869673286,12,0.6124401913875598,0.25,189,0.41798941798941797,0.904485395287411,-2.2755420341855372,29,0.5026455026455027,0.5,False
research_papers\JEPA\results\event_option_gate_full19_physics_pooled_2026_janjun_d35_win_v1,event_option_gate_full19_physics_pooled_2026_janjun_d35_win_v1,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,248,0.41935483870967744,0.922035109480128,-2.416658656307921,43,0.7459677419354839,0.5,84,0.38095238095238093,0.7060037586136448,-3.28566269621265,18,0.8095238095238095,0.5,117,0.38461538461538464,0.8174380235288011,-2.8593713315391565,6,0.6923076923076923,0.75,47,0.574468085106383,1.896584594044941,3.728375371443885,1,0.7659574468085106,1.0,False
research_papers\JEPA\results\event_option_gate_ptdj_oof_core_2026_janjun_d80_return_minmonth18_rerun_v2,event_option_gate_ptdj_oof_core_2026_janjun_d80_return_minmonth18_rerun_v2,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,773,0.3958602846054334,0.8893979331299926,-10.590435464795107,85,0.536869340232859,0.5,293,0.4402730375426621,1.0112629161251736,0.4189748766482566,28,0.5085324232081911,0.5,273,0.3992673992673993,0.8903088020777395,-3.4190824240499724,30,0.5604395604395604,0.25,207,0.3285024154589372,0.7228090211319605,-7.590327917393392,0,0.5458937198067633,0.25,False
research_papers\JEPA\results\event_option_gate_wide_2024train_spxw_spy_qqq_2026janmay,event_option_gate_wide_2024train_spxw_spy_qqq_2026janmay,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,453,0.37527593818984545,0.8591590327369913,-9.901876634963486,104,0.7505518763796909,0.25,140,0.35714285714285715,0.8861788878227734,-2.674740351896342,22,0.7,0.25,102,0.3431372549019608,0.5873762550407149,-7.072047837521325,0,0.8137254901960784,0.0,211,0.4028436018957346,0.9947722958657138,-0.1550884455458208,31,0.7535545023696683,0.25,False
research_papers\JEPA\results\event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_wide_2024train_spxw_spy_qqq_2025h2_2026,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,453,0.37527593818984545,0.8591590327369913,-9.901876634963486,104,0.7505518763796909,0.25,140,0.35714285714285715,0.8861788878227734,-2.674740351896342,22,0.7,0.25,102,0.3431372549019608,0.5873762550407149,-7.072047837521325,0,0.8137254901960784,0.0,211,0.4028436018957346,0.9947722958657138,-0.1550884455458208,31,0.7535545023696683,0.25,False
research_papers\JEPA\results\event_option_gate_8ticker_medium_even,event_option_gate_8ticker_medium_even,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,283,0.3392226148409894,0.8336871104348176,-7.842829674099068,37,0.7067137809187279,0.5,152,0.3223684210526316,0.7793827190103405,-5.46722029557038,5,0.7697368421052632,0.25,85,0.3176470588235294,0.791103796467067,-3.1887887252079263,8,0.6235294117647059,0.5,46,0.43478260869565216,1.1143605318106033,0.813179346679239,4,0.6521739130434783,0.75,False
research_papers\JEPA\results\event_option_gate_wide_2024train_spxw_spy_qqq_2026janmay_valstrict,event_option_gate_wide_2024train_spxw_spy_qqq_2026janmay_valstrict,event_option_gate_trades.csv,fold_configs.csv,False,True,ok,82,0.34146341463414637,0.622253879241614,-4.468106692339641,0,0.9146341463414634,0.0,0,0.0,0.0,0.0,0,0.0,0.0,28,0.4642857142857143,0.6179261990500949,-1.5400371434908005,0,0.9642857142857143,0.0,54,0.2777777777777778,0.6244909417838429,-2.9280695488488404,0,0.8888888888888888,0.0,False
research_papers\JEPA\results\event_static_union_qqq_h1h2_primary_d65win_d80_d80zero_cap1_score_risk5000_v1,event_static_union_qqq_h1h2_primary_d65win_d80_d80zero_cap1_score_risk5000_v1,combined_trades.csv,combined_folds.csv,False,False,"missing_ticker_folds:['SPXW', 'SPY']",78,0.6282051282051282,2.8233867932387704,8.313965917670169,17,0.6666666666666666,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,78,0.6282051282051282,2.8233867932387704,8.313965917670169,17,0.6666666666666666,1.0,False
research_papers\JEPA\results\event_static_union_qqq_h1h2_backfill_d65win_d80_d80zero_d80front_t18_md2_cd15_2025_2026_risk5000_v1,event_static_union_qqq_h1h2_backfill_d65win_d80_d80zero_d80front_t18_md2_cd15_2025_2026_risk5000_v1,monthly_volume_backfill_trades.csv,monthly_volume_backfill_config.csv,False,False,fold_missing_month,85,0.611764705882353,2.790843946031381,8.588093904130755,20,0.6705882352941176,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85,0.611764705882353,2.790843946031381,8.588093904130755,20,0.6705882352941176,1.0,False
research_papers\JEPA\results\event_static_union_qqq_pre2025_primary_cons_m2s1c45_d65win_d80_cap1_score_risk5000_v1,event_static_union_qqq_pre2025_primary_cons_m2s1c45_d65win_d80_cap1_score_risk5000_v1,combined_trades.csv,combined_folds.csv,False,False,"missing_ticker_folds:['SPXW', 'SPY']",78,0.6153846153846154,2.6452295983450402,7.995204219905848,17,0.6666666666666666,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,78,0.6153846153846154,2.6452295983450402,7.995204219905848,17,0.6666666666666666,1.0,False
research_papers\JEPA\results\event_static_union_qqq_pre2025_backfill_cons_m2s1c45_d65win_d80_d80front_t18_md2_cd0_2025_2026_risk5000_v1,event_static_union_qqq_pre2025_backfill_cons_m2s1c45_d65win_d80_d80front_t18_md2_cd0_2025_2026_risk5000_v1,monthly_volume_backfill_trades.csv,monthly_volume_backfill_config.csv,False,False,fold_missing_month,85,0.5882352941176471,2.5313658407385504,7.991506471196005,20,0.6705882352941176,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85,0.5882352941176471,2.5313658407385504,7.991506471196005,20,0.6705882352941176,1.0,False
research_papers\JEPA\results\event_static_union_spxw_vol25phys_scorecap5_octdec_select_2026janmay_v1,event_static_union_spxw_vol25phys_scorecap5_octdec_select_2026janmay_v1,combined_trades.csv,combined_folds.csv,False,False,"missing_ticker_folds:['QQQ', 'SPY']",134,0.6044776119402985,2.2836328899111376,13.173048039132176,19,0.7985074626865671,1.0,134,0.6044776119402985,2.2836328899111376,13.173048039132176,19,0.7985074626865671,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1,event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spxw_v1,event_option_gate_trades.csv,fold_configs.csv,False,False,"missing_ticker_folds:['QQQ', 'SPY']",75,0.5733333333333334,2.2395833333333335,11.899999999999999,18,0.30666666666666664,1.0,75,0.5733333333333334,2.2395833333333335,11.899999999999999,18,0.30666666666666664,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_valthr_d25_monthly_backfill18_d35max3_2025_2026_qqq_v1,event_option_gate_dense15_zero_dte_return_valthr_d25_monthly_backfill18_d35max3_2025_2026_qqq_v1,monthly_volume_backfill_trades.csv,monthly_volume_backfill_config.csv,False,False,fold_missing_month,98,0.5714285714285714,2.222222222222222,15.399999999999999,21,0.35714285714285715,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,98,0.5714285714285714,2.222222222222222,15.399999999999999,21,0.35714285714285715,1.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_valthr_d25_physctx_2023_2026_qqq_v1,event_option_gate_dense15_zero_dte_return_valthr_d25_physctx_2023_2026_qqq_v1,event_option_gate_trades.csv,fold_configs.csv,False,False,"missing_ticker_folds:['SPXW', 'SPY']",93,0.5698924731182796,2.2083333333333335,14.5,21,0.34408602150537637,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,93,0.5698924731182796,2.2083333333333335,14.5,21,0.34408602150537637,1.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_valthr_d25_physctx_2025_2026_qqq_v1,event_option_gate_dense15_zero_dte_return_valthr_d25_physctx_2025_2026_qqq_v1,event_option_gate_trades.csv,fold_configs.csv,False,False,"missing_ticker_folds:['SPXW', 'SPY']",93,0.5698924731182796,2.2083333333333335,14.5,21,0.34408602150537637,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,93,0.5698924731182796,2.2083333333333335,14.5,21,0.34408602150537637,1.0,False
research_papers\JEPA\results\event_trade_union_config_selector_scorecap5pool_monthly_s3_ordergrid_spxw_2026janmay_v1,event_trade_union_config_selector_scorecap5pool_monthly_s3_ordergrid_spxw_2026janmay_v1,trade_union_config_selector_trades.csv,trade_union_config_selector_folds.csv,False,False,"missing_ticker_folds:['QQQ', 'SPY']",134,0.582089552238806,2.1516912802001467,12.49315101787393,19,0.7985074626865671,1.0,134,0.582089552238806,2.1516912802001467,12.49315101787393,19,0.7985074626865671,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_trade_union_config_selector_scorecap5pool_monthly_s3_spxw_2025oct_2026may_ordergrid_v1,event_trade_union_config_selector_scorecap5pool_monthly_s3_spxw_2025oct_2026may_ordergrid_v1,trade_union_config_selector_trades.csv,trade_union_config_selector_folds.csv,False,False,"missing_ticker_folds:['QQQ', 'SPY']",134,0.582089552238806,2.1516912802001467,12.49315101787393,19,0.7985074626865671,1.0,134,0.582089552238806,2.1516912802001467,12.49315101787393,19,0.7985074626865671,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_valthr_d50_physctx_2023_2026_spxw_v1,event_option_gate_dense15_zero_dte_return_valthr_d50_physctx_2023_2026_spxw_v1,event_option_gate_trades.csv,fold_configs.csv,False,False,"missing_ticker_folds:['QQQ', 'SPY']",57,0.5614035087719298,2.1333333333333337,8.499999999999998,0,0.47368421052631576,0.25,57,0.5614035087719298,2.1333333333333337,8.499999999999998,0,0.47368421052631576,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_valthr_d50_physctx_2025_2026_spxw_v1,event_option_gate_dense15_zero_dte_return_valthr_d50_physctx_2025_2026_spxw_v1,event_option_gate_trades.csv,fold_configs.csv,False,False,"missing_ticker_folds:['QQQ', 'SPY']",57,0.5614035087719298,2.1333333333333337,8.499999999999998,0,0.47368421052631576,0.25,57,0.5614035087719298,2.1333333333333337,8.499999999999998,0,0.47368421052631576,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_monthly_backfill18_d50max3_2023_2026_spxw_v1,event_option_gate_dense15_zero_dte_win_valthr_strict_d25_monthly_backfill18_d50max3_2023_2026_spxw_v1,monthly_volume_backfill_trades.csv,monthly_volume_backfill_config.csv,False,False,fold_missing_month,79,0.5569620253164557,2.095238095238095,11.499999999999998,19,0.2911392405063291,1.0,79,0.5569620253164557,2.095238095238095,11.499999999999998,19,0.2911392405063291,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1,event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1,event_option_gate_trades.csv,fold_configs.csv,False,False,"missing_ticker_folds:['QQQ', 'SPY']",78,0.5512820512820513,2.0476190476190474,10.999999999999996,18,0.3076923076923077,1.0,78,0.5512820512820513,2.0476190476190474,10.999999999999996,18,0.3076923076923077,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_valthr_d50_physctx_2023_2026_spy_v1,event_option_gate_dense15_zero_dte_return_valthr_d50_physctx_2023_2026_spy_v1,event_option_gate_trades.csv,fold_configs.csv,False,False,"missing_ticker_folds:['QQQ', 'SPXW']",60,0.55,2.037037037037037,8.399999999999999,0,0.5166666666666667,0.5,0,0.0,0.0,0.0,0,0.0,0.0,60,0.55,2.037037037037037,8.399999999999999,0,0.5166666666666667,0.5,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_valthr_d50_physctx_2025_2026_spy_v1,event_option_gate_dense15_zero_dte_return_valthr_d50_physctx_2025_2026_spy_v1,event_option_gate_trades.csv,fold_configs.csv,False,False,"missing_ticker_folds:['QQQ', 'SPXW']",60,0.55,2.037037037037037,8.399999999999999,0,0.5166666666666667,0.5,0,0.0,0.0,0.0,0,0.0,0.0,60,0.55,2.037037037037037,8.399999999999999,0,0.5166666666666667,0.5,0,0.0,0.0,0.0,0,0.0,0.0,False
research_papers\JEPA\results\event_option_spy_daily_router_topk_nested_backfill_topk_t24_md4_2026janjun_risk5000,event_option_spy_daily_router_topk_nested_backfill_topk_t24_md4_2026janjun_risk5000,monthly_volume_backfill_trades.csv,monthly_volume_backfill_config.csv,False,False,fold_missing_month,102,0.5490196078431373,2.0125136370743584,13.612637167453569,23,0.4411764705882353,1.0,0,0.0,0.0,0.0,0,0.0,0.0,102,0.5490196078431373,2.0125136370743584,13.612637167453569,23,0.4411764705882353,1.0,0,0.0,0.0,0.0,0,0.0,0.0,False
