ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_variant,source_priority,config_selector_mode,selected_variants,selected_max_day,selected_cooldown,selected_daily_order,source_stream,source_file,candidate_id
SPY,20260306,202603,10:10,610,zero_dte,CALL,0.1765657693039092,0.1765657693039092,-0.0904027113056506,0.8380502286456619,-0.6,0.8380502286456619,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,47
QQQ,20260306,202603,10:40,640,zero_dte,PUT,0.0806889773940465,-0.1983571247416747,0.0806889773940465,-0.6,0.4359503285447323,0.4359503285447323,thr0.064_maxday1,202603,d50,2,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,56
SPY,20260306,202603,10:40,640,zero_dte,CALL,0.1611463040144384,0.1611463040144384,-0.525770464349626,-0.6,0.6838235932186394,-0.6,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,48
QQQ,20260306,202603,11:10,670,zero_dte,PUT,0.2294949326845641,-0.1086188972438707,0.2294949326845641,-0.2648809209144971,-0.1612903275425303,-0.1612903275425303,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,55
QQQ,20260306,202603,11:45,705,zero_dte,PUT,0.2516029481445191,-0.2124268907114114,0.2516029481445191,-0.6,0.2740174968006099,0.2740174968006099,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,53
QQQ,20260306,202603,12:30,750,zero_dte,CALL,0.238090843980472,0.238090843980472,-0.4206716519428498,-0.6,0.3712121362637985,-0.6,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,54
SPXW,20260309,202603,10:10,610,zero_dte,CALL,0.3662195833727131,0.3662195833727131,-0.5842239174345805,0.9240475609188988,-0.6,0.9240475609188988,thr0.100_maxday2,202603,d65,3,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,41
SPY,20260309,202603,10:10,610,zero_dte,CALL,0.2040050182683008,0.2040050182683008,0.0867909303198115,0.4846938113512218,-0.6,0.4846938113512218,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,49
QQQ,20260309,202603,10:15,615,zero_dte,CALL,0.427930272980858,0.427930272980858,-0.3405908858527547,1.0590908744118432,-0.6,1.0590908744118432,thr0.064_maxday1,202603,d50,2,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,57
QQQ,20260309,202603,10:45,645,zero_dte,CALL,0.2394227971269672,0.2394227971269672,-0.0936790047572987,0.321428501918783,-0.6,0.321428501918783,thr-0.041_maxday3,202603,d25,0,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,58
SPY,20260309,202603,10:45,645,zero_dte,CALL,0.2921400312881024,0.2921400312881024,-0.4433720315956087,0.5545112916738408,-0.6,0.5545112916738408,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,50
QQQ,20260309,202603,11:30,690,zero_dte,CALL,0.201537724084147,0.201537724084147,-0.2867933249330824,0.2707667906849484,-0.6,0.2707667906849484,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,59
QQQ,20260310,202603,10:00,600,zero_dte,PUT,0.3952695818473387,-0.2730939102804307,0.3952695818473387,0.4369566064701207,-0.6,-0.6,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,60
SPY,20260310,202603,10:10,610,zero_dte,PUT,0.125290401006838,-0.1802900380507213,0.125290401006838,1.302447712761288,-0.6,-0.6,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,51
QQQ,20260310,202603,10:30,630,zero_dte,PUT,0.120464971108412,-0.3030009083363368,0.120464971108412,1.105072471905696,-0.6,-0.6,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,62
SPXW,20260310,202603,10:30,630,zero_dte,PUT,0.3612679088088605,-0.2520070079990957,0.3612679088088605,0.5200518968323595,-0.6,-0.6,thr0.100_maxday2,202603,d65,3,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,42
SPY,20260310,202603,10:45,645,zero_dte,CALL,0.0747449926173629,0.0747449926173629,0.0577714311086496,0.5999999962747098,-0.6,0.5999999962747098,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,52
QQQ,20260310,202603,11:00,660,zero_dte,PUT,0.3249725027454289,-0.3690474598351871,0.3249725027454289,-0.6,0.3376287798253645,0.3376287798253645,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,61
QQQ,20260310,202603,11:30,690,zero_dte,PUT,0.0005441493034242,-0.4484029284447665,0.0005441493034242,0.4521276892553687,-0.6,-0.6,thr-0.041_maxday3,202603,d25,0,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,64
QQQ,20260310,202603,13:30,810,zero_dte,PUT,0.0445802664307101,-0.5090116289217481,0.0445802664307101,-0.6,1.6346154904224504,1.6346154904224504,thr-0.041_maxday3,202603,d25,0,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,63
SPXW,20260311,202603,10:00,600,zero_dte,PUT,0.2508851974385224,-0.107526529741565,0.2508851974385224,-0.6,1.07782365310146,1.07782365310146,thr0.100_maxday2,202603,d65,3,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,43
SPY,20260311,202603,10:00,600,zero_dte,PUT,0.2318427695078042,-0.2009991434849551,0.2318427695078042,-0.6,1.6847826072872247,1.6847826072872247,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,53
QQQ,20260311,202603,10:05,605,zero_dte,PUT,0.0663162856842391,-0.2532882903907441,0.0663162856842391,-0.6,1.361111100598828,1.361111100598828,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,69
SPY,20260311,202603,10:30,630,zero_dte,PUT,0.3442188549421233,-0.0111706041064438,0.3442188549421233,-0.6,-0.6,-0.6,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,54
QQQ,20260311,202603,10:35,635,zero_dte,CALL,0.1574128824363575,0.1574128824363575,-0.4884615114070991,0.3073769931157615,-0.6,0.3073769931157615,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,68
QQQ,20260311,202603,11:15,675,zero_dte,CALL,0.234138853024113,0.234138853024113,-0.400993655451987,-0.6,0.2685184449325402,-0.6,thr-0.041_maxday3,202603,d25,0,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,67
QQQ,20260311,202603,12:55,775,zero_dte,PUT,0.3003868241498742,-0.0227884064605431,0.3003868241498742,-0.6,0.5420791681882573,0.5420791681882573,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,65
QQQ,20260311,202603,13:25,805,zero_dte,PUT,0.2357837236654866,0.033877743916783,0.2357837236654866,-0.6,1.294910245039341,1.294910245039341,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,66
SPY,20260312,202603,10:20,620,zero_dte,CALL,0.1595772347987797,0.1595772347987797,-0.2285154244145353,-0.3929539363682144,0.2527026678716471,-0.3929539363682144,thr0.050_maxday1,202603,d65,3,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,55
QQQ,20260312,202603,10:30,630,zero_dte,CALL,0.3633950062525664,0.3633950062525664,-0.4856175744281372,0.3182819262960989,-0.6,0.3182819262960989,thr0.064_maxday1,202603,d50,2,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,70
SPXW,20260312,202603,10:50,650,zero_dte,CALL,0.3658062123241477,0.3658062123241477,-0.3776657055524414,0.2730126404544821,-0.6,0.2730126404544821,thr-0.100_maxday2,202603,d35,1,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,44
QQQ,20260312,202603,11:00,660,zero_dte,CALL,0.2548624115530332,0.2548624115530332,-0.1991036513192653,0.3793928812023486,-0.6,0.3793928812023486,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,72
SPY,20260312,202603,11:00,660,zero_dte,CALL,0.0944534944861977,0.0944534944861977,0.061226803266774,0.3112244302160996,-0.6,0.3112244302160996,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,56
QQQ,20260312,202603,11:30,690,zero_dte,CALL,0.2987499403631137,0.2987499403631137,0.0423421221500685,0.8204226380798305,-0.6,0.8204226380798305,thr-0.041_maxday3,202603,d25,0,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,71
QQQ,20260312,202603,12:10,730,zero_dte,CALL,0.2408248120628119,0.2408248120628119,-0.3542149797228789,0.4004854518753629,-0.1688888867696126,0.4004854518753629,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,73
SPY,20260313,202603,10:00,600,zero_dte,PUT,0.1986463449506418,0.0040570842146246,0.1986463449506418,-0.6,1.013636323243134,1.013636323243134,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,57
SPXW,20260313,202603,10:15,615,zero_dte,CALL,0.195300550620756,0.195300550620756,-0.1227134118359211,-0.6,0.6673531352348676,-0.6,thr0.100_maxday2,202603,d65,3,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,45
QQQ,20260313,202603,10:35,635,zero_dte,PUT,0.3439410579058644,-0.5331350947694895,0.3439410579058644,-0.6,0.9872263113522136,0.9872263113522136,thr0.064_maxday1,202603,d50,2,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,74
SPY,20260313,202603,10:35,635,zero_dte,PUT,0.122115394377442,0.0883351788902984,0.122115394377442,-0.6,1.1477902153538937,1.1477902153538937,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,58
QQQ,20260313,202603,11:15,675,zero_dte,CALL,0.1767176976001438,0.1767176976001438,-0.3775024072325007,-0.6,1.6514084577986088,-0.6,thr-0.041_maxday3,202603,d25,0,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,76
QQQ,20260313,202603,11:45,705,zero_dte,CALL,0.2176932406919608,0.2176932406919608,-0.2946255374389598,0.3571428077257412,-0.6,0.3571428077257412,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,75
SPY,20260316,202603,10:00,600,zero_dte,CALL,0.1323601664662538,0.1323601664662538,-0.1416930410827779,-0.6,0.335271423850582,-0.6,thr0.050_maxday1,202603,d65,3,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,59
QQQ,20260316,202603,10:10,610,zero_dte,PUT,0.2012883660822536,-0.4497576286256074,0.2012883660822536,-0.6,1.0988371480536383,1.0988371480536383,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,79
SPXW,20260316,202603,10:40,640,zero_dte,PUT,0.2713115532382009,0.2011648382161611,0.2713115532382009,0.2954546242706077,-0.6,-0.6,thr-0.100_maxday2,202603,d35,1,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,46
SPY,20260316,202603,10:40,640,zero_dte,PUT,0.1999820130676049,-0.1095375490198745,0.1999820130676049,0.2788462420187085,-0.6,-0.6,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,60
QQQ,20260316,202603,10:50,650,zero_dte,PUT,0.3037428617799053,-0.3171816760349908,0.3037428617799053,0.684782670666455,-0.6,-0.6,thr0.064_maxday1,202603,d50,2,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,77
QQQ,20260316,202603,11:25,685,zero_dte,PUT,0.2435231695248223,-0.3061686720925197,0.2435231695248223,-0.6,0.4649532226113049,0.4649532226113049,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,78
SPY,20260317,202603,10:00,600,zero_dte,CALL,0.1521818002855264,0.1521818002855264,-0.1033837561923173,-0.6,0.3397436602816335,-0.6,thr0.050_maxday1,202603,d65,3,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,61
QQQ,20260317,202603,10:05,605,zero_dte,PUT,0.2142897773227998,-0.3963577267650083,0.2142897773227998,-0.6,0.3509615605046772,0.3509615605046772,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,82
SPXW,20260317,202603,10:05,605,zero_dte,PUT,0.4167793699174856,-0.0430355741839304,0.4167793699174856,-0.6,0.5545977187890616,0.5545977187890616,thr-0.100_maxday2,202603,d35,1,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,47
QQQ,20260317,202603,10:35,635,zero_dte,PUT,0.2656053548657662,-0.2711916015147236,0.2656053548657662,-0.6,0.3800577469086206,0.3800577469086206,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,80
SPY,20260317,202603,10:55,655,zero_dte,CALL,0.177260863563107,0.177260863563107,-0.132778135338569,-0.6,0.7766666412353516,-0.6,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,62
QQQ,20260317,202603,11:55,715,zero_dte,PUT,0.2348601157209804,0.0456387843290247,0.2348601157209804,-0.3535353742124059,0.3725165981173775,0.3725165981173775,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,81
SPY,20260318,202603,10:00,600,zero_dte,CALL,0.3165810085254552,0.3165810085254552,-0.0921473312299773,-0.6,0.659677502714511,-0.6,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,63
QQQ,20260318,202603,10:30,630,zero_dte,CALL,0.1360193656576363,0.1360193656576363,-0.3413592448879307,0.3431033564237609,-0.1693548681708699,0.3431033564237609,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,85
SPY,20260318,202603,10:35,635,zero_dte,PUT,0.0856227936478017,0.076049192033274,0.0856227936478017,-0.2720588241739257,-0.3664121988054318,-0.3664121988054318,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,64
SPXW,20260318,202603,10:40,640,zero_dte,CALL,0.1988082635253626,0.1988082635253626,0.0541532701019229,-0.0736363728841146,-0.1616766850053851,-0.0736363728841146,thr0.100_maxday2,202603,d65,3,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,48
QQQ,20260318,202603,12:35,755,zero_dte,CALL,0.2681793295868473,0.2681793295868473,-0.3977934124658259,-0.6,-0.6,-0.6,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,84
QQQ,20260318,202603,13:05,785,zero_dte,CALL,0.3634480403353496,0.3634480403353496,-0.4822627268053797,0.2747524518754454,-0.6,0.2747524518754454,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,83
QQQ,20260319,202603,10:00,600,zero_dte,CALL,0.3225982973971547,0.3225982973971547,0.1048541147126511,-0.6,0.527777851363761,-0.6,thr0.064_maxday1,202603,d50,2,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,88
SPXW,20260319,202603,10:00,600,zero_dte,CALL,0.3089054065961109,0.3089054065961109,-0.1136875718338646,-0.6,0.4341574324174337,-0.6,thr0.100_maxday2,202603,d65,3,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,49
SPY,20260319,202603,10:00,600,zero_dte,CALL,0.105160955328561,0.105160955328561,-0.2809643708246543,-0.6,0.4752395840030128,-0.6,thr0.050_maxday1,202603,d65,3,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,65
QQQ,20260319,202603,10:35,635,zero_dte,CALL,0.2870589647685613,0.2870589647685613,-0.4501847045697514,-0.6,0.4594017721021928,-0.6,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,89
QQQ,20260319,202603,11:05,665,zero_dte,CALL,0.4224083879846486,0.4224083879846486,-0.5131115213328036,-0.6,1.305555597604688,-0.6,thr-0.041_maxday3,202603,d25,0,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,86
SPY,20260319,202603,11:05,665,zero_dte,PUT,0.054651204094631,0.0520622061431889,0.054651204094631,-0.6,0.9605262431411524,0.9605262431411524,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,66
QQQ,20260319,202603,12:05,725,zero_dte,CALL,0.3341688483041514,0.3341688483041514,-0.3043906539670216,-0.6,0.2934782721369842,-0.6,thr0.200_maxday3,202603,d65,3,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,87
QQQ,20260320,202603,10:15,615,zero_dte,PUT,0.2070099908968478,0.1627242563948657,0.2070099908968478,-0.6,-0.6,-0.6,thr-0.041_maxday3,202603,d25,0,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,93
SPY,20260320,202603,10:20,620,zero_dte,CALL,0.0638948483784345,0.0638948483784345,-0.3680378578354423,0.3531746001710938,-0.6,0.3531746001710938,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,67
SPXW,20260320,202603,10:40,640,zero_dte,PUT,0.2353541761061049,0.0620407295540476,0.2353541761061049,-0.445614028395268,0.1130742349543549,0.1130742349543549,thr0.100_maxday2,202603,d65,3,SELECTED,"d35,d65",1,0,score_desc,SPXW,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPXW_wf2026_v1\trade_union_config_selector_trades.csv,50
QQQ,20260320,202603,10:45,645,zero_dte,PUT,0.180274940742271,-0.1944561011647299,0.180274940742271,-0.6,-0.6,-0.6,thr0.000_maxday3,202603,d35,1,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,94
SPY,20260320,202603,10:50,650,zero_dte,CALL,0.3798792308418274,0.3798792308418274,-0.5393915876433766,0.563953391663639,-0.6,0.563953391663639,thr0.050_maxday3,202603,d35,1,SELECTED,"d35,d65",2,30,time_asc,SPY,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_SPY_wf2026_v1\trade_union_config_selector_trades.csv,68
QQQ,20260320,202603,11:20,680,zero_dte,CALL,0.4315368630444541,0.4315368630444541,-0.2519912973450867,1.1574072234424615,-0.6,1.1574072234424615,thr-0.041_maxday3,202603,d25,0,SELECTED,"d25,d35,d50,d65",999,30,score_desc,QQQ,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_union_selector_QQQ_wf2026_v1\trade_union_config_selector_trades.csv,90
