cell_id,fold,ticker,horizon,arm,bin,lower,upper,count,mean_probability,event_rate
2025_SPXW_60m,2025,SPXW,60,F0,5,0.5,0.6000000000000001,119,0.5480579869722882,0.35294117647058826
2025_SPXW_60m,2025,SPXW,60,F0,6,0.6000000000000001,0.7000000000000001,91,0.6456874299211578,0.5384615384615384
2025_SPXW_60m,2025,SPXW,60,F0,7,0.7000000000000001,0.8,26,0.738484894373499,0.6538461538461539
2025_SPXW_60m,2025,SPXW,60,F0,8,0.8,0.9,4,0.8186979629679014,0.5
2025_SPXW_60m,2025,SPXW,60,F0,9,0.9,1.0,0,,
2025_SPXW_60m,2025,SPXW,60,F1,0,0.0,0.1,0,,
2025_SPXW_60m,2025,SPXW,60,F1,1,0.1,0.2,6,0.16889679212892325,0.16666666666666666
2025_SPXW_60m,2025,SPXW,60,F1,2,0.2,0.30000000000000004,65,0.2555481300249233,0.3384615384615385
2025_SPXW_60m,2025,SPXW,60,F1,3,0.30000000000000004,0.4,132,0.35640704834295145,0.4090909090909091
2025_SPXW_60m,2025,SPXW,60,F1,4,0.4,0.5,150,0.4484910841561132,0.26
2025_SPXW_60m,2025,SPXW,60,F1,5,0.5,0.6000000000000001,99,0.5429895652989839,0.3838383838383838
2025_SPXW_60m,2025,SPXW,60,F1,6,0.6000000000000001,0.7000000000000001,73,0.6455943002541034,0.5205479452054794
2025_SPXW_60m,2025,SPXW,60,F1,7,0.7000000000000001,0.8,13,0.7387357598413864,0.6153846153846154
2025_SPXW_60m,2025,SPXW,60,F1,8,0.8,0.9,1,0.8019573796159836,1.0
2025_SPXW_60m,2025,SPXW,60,F1,9,0.9,1.0,0,,
2025_SPXW_120m,2025,SPXW,120,F0,0,0.0,0.1,0,,
2025_SPXW_120m,2025,SPXW,120,F0,1,0.1,0.2,5,0.15990587386235583,0.2
2025_SPXW_120m,2025,SPXW,120,F0,2,0.2,0.30000000000000004,46,0.2645522907252615,0.3695652173913043
2025_SPXW_120m,2025,SPXW,120,F0,3,0.30000000000000004,0.4,116,0.355581382317996,0.3706896551724138
2025_SPXW_120m,2025,SPXW,120,F0,4,0.4,0.5,159,0.45113662937564586,0.33962264150943394
2025_SPXW_120m,2025,SPXW,120,F0,5,0.5,0.6000000000000001,149,0.5437089603800209,0.3691275167785235
2025_SPXW_120m,2025,SPXW,120,F0,6,0.6000000000000001,0.7000000000000001,90,0.6432210795666212,0.5555555555555556
2025_SPXW_120m,2025,SPXW,120,F0,7,0.7000000000000001,0.8,27,0.737748421720987,0.5185185185185185
2025_SPXW_120m,2025,SPXW,120,F0,8,0.8,0.9,1,0.8471049644855108,0.0
2025_SPXW_120m,2025,SPXW,120,F0,9,0.9,1.0,0,,
2025_SPXW_120m,2025,SPXW,120,F1,0,0.0,0.1,0,,
2025_SPXW_120m,2025,SPXW,120,F1,1,0.1,0.2,8,0.17608031664850401,0.375
2025_SPXW_120m,2025,SPXW,120,F1,2,0.2,0.30000000000000004,91,0.25756563871364063,0.34065934065934067
2025_SPXW_120m,2025,SPXW,120,F1,3,0.30000000000000004,0.4,151,0.3496356206304252,0.3708609271523179
2025_SPXW_120m,2025,SPXW,120,F1,4,0.4,0.5,161,0.449534954193639,0.38509316770186336
2025_SPXW_120m,2025,SPXW,120,F1,5,0.5,0.6000000000000001,117,0.5494286465081297,0.4188034188034188
2025_SPXW_120m,2025,SPXW,120,F1,6,0.6000000000000001,0.7000000000000001,52,0.6393653445737696,0.4807692307692308
2025_SPXW_120m,2025,SPXW,120,F1,7,0.7000000000000001,0.8,13,0.7400174317267264,0.6153846153846154
2025_SPXW_120m,2025,SPXW,120,F1,8,0.8,0.9,0,,
2025_SPXW_120m,2025,SPXW,120,F1,9,0.9,1.0,0,,
2025_SPXW_180m,2025,SPXW,180,F0,0,0.0,0.1,0,,
2025_SPXW_180m,2025,SPXW,180,F0,1,0.1,0.2,0,,
2025_SPXW_180m,2025,SPXW,180,F0,2,0.2,0.30000000000000004,24,0.2645963530894834,0.4166666666666667
2025_SPXW_180m,2025,SPXW,180,F0,3,0.30000000000000004,0.4,85,0.36041099989694875,0.3176470588235294
2025_SPXW_180m,2025,SPXW,180,F0,4,0.4,0.5,130,0.4489107819817337,0.3923076923076923
2025_SPXW_180m,2025,SPXW,180,F0,5,0.5,0.6000000000000001,138,0.5485456286546796,0.4057971014492754
2025_SPXW_180m,2025,SPXW,180,F0,6,0.6000000000000001,0.7000000000000001,83,0.6430972153677754,0.43373493975903615
2025_SPXW_180m,2025,SPXW,180,F0,7,0.7000000000000001,0.8,15,0.732797379744881,0.5333333333333333
2025_SPXW_180m,2025,SPXW,180,F0,8,0.8,0.9,1,0.8356704771437579,0.0
2025_SPXW_180m,2025,SPXW,180,F0,9,0.9,1.0,0,,
2025_SPXW_180m,2025,SPXW,180,F1,0,0.0,0.1,0,,
2025_SPXW_180m,2025,SPXW,180,F1,1,0.1,0.2,20,0.1682679600641805,0.2
2025_SPXW_180m,2025,SPXW,180,F1,2,0.2,0.30000000000000004,83,0.25364487186899193,0.4578313253012048
2025_SPXW_180m,2025,SPXW,180,F1,3,0.30000000000000004,0.4,140,0.351757148758991,0.4142857142857143
2025_SPXW_180m,2025,SPXW,180,F1,4,0.4,0.5,115,0.4451408254654324,0.3565217391304348
2025_SPXW_180m,2025,SPXW,180,F1,5,0.5,0.6000000000000001,77,0.5498493628531168,0.4025974025974026
2025_SPXW_180m,2025,SPXW,180,F1,6,0.6000000000000001,0.7000000000000001,33,0.6410804181983233,0.36363636363636365
2025_SPXW_180m,2025,SPXW,180,F1,7,0.7000000000000001,0.8,8,0.7248598570147688,0.5
2025_SPXW_180m,2025,SPXW,180,F1,8,0.8,0.9,0,,
2025_SPXW_180m,2025,SPXW,180,F1,9,0.9,1.0,0,,
2025_QQQ_30m,2025,QQQ,30,F0,0,0.0,0.1,0,,
2025_QQQ_30m,2025,QQQ,30,F0,1,0.1,0.2,29,0.1668578760663622,0.06896551724137931
2025_QQQ_30m,2025,QQQ,30,F0,2,0.2,0.30000000000000004,76,0.250028330161962,0.21052631578947367
2025_QQQ_30m,2025,QQQ,30,F0,3,0.30000000000000004,0.4,90,0.35090465618412375,0.32222222222222224
2025_QQQ_30m,2025,QQQ,30,F0,4,0.4,0.5,99,0.44877087151162454,0.2828282828282828
2025_QQQ_30m,2025,QQQ,30,F0,5,0.5,0.6000000000000001,101,0.5517705094807867,0.46534653465346537
2025_QQQ_30m,2025,QQQ,30,F0,6,0.6000000000000001,0.7000000000000001,63,0.6477869410783712,0.47619047619047616
2025_QQQ_30m,2025,QQQ,30,F0,7,0.7000000000000001,0.8,31,0.7327216582864852,0.6774193548387096
2025_QQQ_30m,2025,QQQ,30,F0,8,0.8,0.9,1,0.8144163459601277,1.0
2025_QQQ_30m,2025,QQQ,30,F0,9,0.9,1.0,0,,
2025_QQQ_30m,2025,QQQ,30,F1,0,0.0,0.1,0,,
2025_QQQ_30m,2025,QQQ,30,F1,1,0.1,0.2,19,0.1584928849309586,0.15789473684210525
2025_QQQ_30m,2025,QQQ,30,F1,2,0.2,0.30000000000000004,82,0.2551280642062029,0.1951219512195122
2025_QQQ_30m,2025,QQQ,30,F1,3,0.30000000000000004,0.4,114,0.3514709957448326,0.2982456140350877
2025_QQQ_30m,2025,QQQ,30,F1,4,0.4,0.5,108,0.446902401122707,0.4074074074074074
2025_QQQ_30m,2025,QQQ,30,F1,5,0.5,0.6000000000000001,78,0.5464720354919155,0.48717948717948717
2025_QQQ_30m,2025,QQQ,30,F1,6,0.6000000000000001,0.7000000000000001,64,0.637006285959252,0.40625
2025_QQQ_30m,2025,QQQ,30,F1,7,0.7000000000000001,0.8,23,0.7324722404212032,0.5652173913043478
2025_QQQ_30m,2025,QQQ,30,F1,8,0.8,0.9,2,0.8107007999075007,0.0
2025_QQQ_30m,2025,QQQ,30,F1,9,0.9,1.0,0,,
2025_QQQ_60m,2025,QQQ,60,F0,0,0.0,0.1,0,,
2025_QQQ_60m,2025,QQQ,60,F0,1,0.1,0.2,19,0.16391604172346003,0.3684210526315789
2025_QQQ_60m,2025,QQQ,60,F0,2,0.2,0.30000000000000004,67,0.25190368499486576,0.29850746268656714
2025_QQQ_60m,2025,QQQ,60,F0,3,0.30000000000000004,0.4,122,0.3526926215641884,0.3770491803278688
2025_QQQ_60m,2025,QQQ,60,F0,4,0.4,0.5,149,0.45211511726012343,0.4429530201342282
2025_QQQ_60m,2025,QQQ,60,F0,5,0.5,0.6000000000000001,121,0.5454108191587551,0.47107438016528924
2025_QQQ_60m,2025,QQQ,60,F0,6,0.6000000000000001,0.7000000000000001,58,0.6419202394951862,0.5344827586206896
2025_QQQ_60m,2025,QQQ,60,F0,7,0.7000000000000001,0.8,21,0.7411057203461493,0.6666666666666666
2025_QQQ_60m,2025,QQQ,60,F0,8,0.8,0.9,1,0.8009090208751148,0.0
2025_QQQ_60m,2025,QQQ,60,F0,9,0.9,1.0,0,,
2025_QQQ_60m,2025,QQQ,60,F1,0,0.0,0.1,0,,
2025_QQQ_60m,2025,QQQ,60,F1,1,0.1,0.2,16,0.1771037245252356,0.3125
2025_QQQ_60m,2025,QQQ,60,F1,2,0.2,0.30000000000000004,90,0.2576517048211995,0.3888888888888889
2025_QQQ_60m,2025,QQQ,60,F1,3,0.30000000000000004,0.4,142,0.3569445076860538,0.5070422535211268
2025_QQQ_60m,2025,QQQ,60,F1,4,0.4,0.5,161,0.4461300598964369,0.391304347826087
2025_QQQ_60m,2025,QQQ,60,F1,5,0.5,0.6000000000000001,90,0.5450513744980322,0.45555555555555555
2025_QQQ_60m,2025,QQQ,60,F1,6,0.6000000000000001,0.7000000000000001,49,0.6431292487993651,0.46938775510204084
2025_QQQ_60m,2025,QQQ,60,F1,7,0.7000000000000001,0.8,9,0.7416397911451766,0.2222222222222222
2025_QQQ_60m,2025,QQQ,60,F1,8,0.8,0.9,1,0.8064484411694793,0.0
2025_QQQ_60m,2025,QQQ,60,F1,9,0.9,1.0,0,,
2025_QQQ_120m,2025,QQQ,120,F0,0,0.0,0.1,0,,
2025_QQQ_120m,2025,QQQ,120,F0,1,0.1,0.2,9,0.1698536455738503,0.4444444444444444
2025_QQQ_120m,2025,QQQ,120,F0,2,0.2,0.30000000000000004,78,0.25415185483874664,0.3717948717948718
2025_QQQ_120m,2025,QQQ,120,F0,3,0.30000000000000004,0.4,126,0.35509210772546224,0.36507936507936506
2025_QQQ_120m,2025,QQQ,120,F0,4,0.4,0.5,156,0.45179640466532167,0.46153846153846156
2025_QQQ_120m,2025,QQQ,120,F0,5,0.5,0.6000000000000001,139,0.5501994692823547,0.460431654676259
2025_QQQ_120m,2025,QQQ,120,F0,6,0.6000000000000001,0.7000000000000001,59,0.6409935014666361,0.5084745762711864
2025_QQQ_120m,2025,QQQ,120,F0,7,0.7000000000000001,0.8,10,0.7400647514777414,0.9
2025_QQQ_120m,2025,QQQ,120,F0,8,0.8,0.9,2,0.8068745510643364,0.0
2025_QQQ_120m,2025,QQQ,120,F0,9,0.9,1.0,0,,
2025_QQQ_120m,2025,QQQ,120,F1,0,0.0,0.1,0,,
2025_QQQ_120m,2025,QQQ,120,F1,1,0.1,0.2,24,0.17454535633944798,0.2916666666666667
2025_QQQ_120m,2025,QQQ,120,F1,2,0.2,0.30000000000000004,107,0.2582127658889708,0.411214953271028
2025_QQQ_120m,2025,QQQ,120,F1,3,0.30000000000000004,0.4,172,0.3537560665520874,0.43023255813953487
2025_QQQ_120m,2025,QQQ,120,F1,4,0.4,0.5,147,0.4489076693493461,0.5034013605442177
2025_QQQ_120m,2025,QQQ,120,F1,5,0.5,0.6000000000000001,107,0.5399324628227975,0.4205607476635514
2025_QQQ_120m,2025,QQQ,120,F1,6,0.6000000000000001,0.7000000000000001,17,0.6210837225631243,0.35294117647058826
2025_QQQ_120m,2025,QQQ,120,F1,7,0.7000000000000001,0.8,5,0.7220597183642207,0.8
2025_QQQ_120m,2025,QQQ,120,F1,8,0.8,0.9,0,,
2025_QQQ_120m,2025,QQQ,120,F1,9,0.9,1.0,0,,
2025_QQQ_180m,2025,QQQ,180,F0,0,0.0,0.1,0,,
2025_QQQ_180m,2025,QQQ,180,F0,1,0.1,0.2,3,0.19012984021729837,0.3333333333333333
2025_QQQ_180m,2025,QQQ,180,F0,2,0.2,0.30000000000000004,51,0.25932210718034865,0.27450980392156865
2025_QQQ_180m,2025,QQQ,180,F0,3,0.30000000000000004,0.4,114,0.3553362186983614,0.47368421052631576
2025_QQQ_180m,2025,QQQ,180,F0,4,0.4,0.5,123,0.45135915319985426,0.4146341463414634
2025_QQQ_180m,2025,QQQ,180,F0,5,0.5,0.6000000000000001,98,0.5467862552930116,0.5510204081632653
2025_QQQ_180m,2025,QQQ,180,F0,6,0.6000000000000001,0.7000000000000001,61,0.6352327236591608,0.5081967213114754
2025_QQQ_180m,2025,QQQ,180,F0,7,0.7000000000000001,0.8,12,0.7208460289172504,0.75
2025_QQQ_180m,2025,QQQ,180,F0,8,0.8,0.9,0,,
2025_QQQ_180m,2025,QQQ,180,F0,9,0.9,1.0,0,,
2025_QQQ_180m,2025,QQQ,180,F1,0,0.0,0.1,0,,
2025_QQQ_180m,2025,QQQ,180,F1,1,0.1,0.2,23,0.16808404050998446,0.21739130434782608
2025_QQQ_180m,2025,QQQ,180,F1,2,0.2,0.30000000000000004,88,0.2550993500413345,0.4659090909090909
2025_QQQ_180m,2025,QQQ,180,F1,3,0.30000000000000004,0.4,136,0.3476879648950612,0.49264705882352944
2025_QQQ_180m,2025,QQQ,180,F1,4,0.4,0.5,125,0.44662919187159206,0.472
2025_QQQ_180m,2025,QQQ,180,F1,5,0.5,0.6000000000000001,63,0.5474246337952575,0.3968253968253968
2025_QQQ_180m,2025,QQQ,180,F1,6,0.6000000000000001,0.7000000000000001,22,0.6364579609836765,0.5454545454545454
2025_QQQ_180m,2025,QQQ,180,F1,7,0.7000000000000001,0.8,4,0.729133043319295,1.0
2025_QQQ_180m,2025,QQQ,180,F1,8,0.8,0.9,1,0.8448187316975916,1.0
2025_QQQ_180m,2025,QQQ,180,F1,9,0.9,1.0,0,,
2025_SPY_30m,2025,SPY,30,F0,0,0.0,0.1,13,0.08246206825255477,0.0
2025_SPY_30m,2025,SPY,30,F0,1,0.1,0.2,91,0.15738207257136874,0.04395604395604396
2025_SPY_30m,2025,SPY,30,F0,2,0.2,0.30000000000000004,94,0.2465884779506801,0.11702127659574468
2025_SPY_30m,2025,SPY,30,F0,3,0.30000000000000004,0.4,83,0.3493338427602781,0.21686746987951808
2025_SPY_30m,2025,SPY,30,F0,4,0.4,0.5,112,0.45274986707117887,0.38392857142857145
2025_SPY_30m,2025,SPY,30,F0,5,0.5,0.6000000000000001,115,0.5516042278285602,0.4
2025_SPY_30m,2025,SPY,30,F0,6,0.6000000000000001,0.7000000000000001,84,0.6473338322805021,0.4166666666666667
2025_SPY_30m,2025,SPY,30,F0,7,0.7000000000000001,0.8,67,0.7434629720477897,0.5671641791044776
2025_SPY_30m,2025,SPY,30,F0,8,0.8,0.9,7,0.8191874984565516,0.7142857142857143
2025_SPY_30m,2025,SPY,30,F0,9,0.9,1.0,0,,
2025_SPY_30m,2025,SPY,30,F1,0,0.0,0.1,2,0.08724772600224423,0.0
2025_SPY_30m,2025,SPY,30,F1,1,0.1,0.2,52,0.1591621879285982,0.019230769230769232
2025_SPY_30m,2025,SPY,30,F1,2,0.2,0.30000000000000004,73,0.25269155453139225,0.1506849315068493
2025_SPY_30m,2025,SPY,30,F1,3,0.30000000000000004,0.4,93,0.3532621357029328,0.21505376344086022
2025_SPY_30m,2025,SPY,30,F1,4,0.4,0.5,114,0.4453215173495435,0.2719298245614035
2025_SPY_30m,2025,SPY,30,F1,5,0.5,0.6000000000000001,131,0.548807312709379,0.40458015267175573
2025_SPY_30m,2025,SPY,30,F1,6,0.6000000000000001,0.7000000000000001,145,0.6430150713384013,0.41379310344827586
2025_SPY_30m,2025,SPY,30,F1,7,0.7000000000000001,0.8,52,0.7418025171348026,0.4423076923076923
2025_SPY_30m,2025,SPY,30,F1,8,0.8,0.9,4,0.8388018278601387,0.25
2025_SPY_30m,2025,SPY,30,F1,9,0.9,1.0,0,,
2025_SPY_60m,2025,SPY,60,F0,0,0.0,0.1,1,0.09991749953767527,0.0
2025_SPY_60m,2025,SPY,60,F0,1,0.1,0.2,31,0.16286184715976565,0.16129032258064516
2025_SPY_60m,2025,SPY,60,F0,2,0.2,0.30000000000000004,97,0.24860042407138364,0.21649484536082475
2025_SPY_60m,2025,SPY,60,F0,3,0.30000000000000004,0.4,139,0.3539424674231183,0.30935251798561153
2025_SPY_60m,2025,SPY,60,F0,4,0.4,0.5,177,0.4517795283071356,0.3107344632768362
2025_SPY_60m,2025,SPY,60,F0,5,0.5,0.6000000000000001,186,0.5456806071607223,0.43010752688172044
2025_SPY_60m,2025,SPY,60,F0,6,0.6000000000000001,0.7000000000000001,127,0.642277692179638,0.48031496062992124
2025_SPY_60m,2025,SPY,60,F0,7,0.7000000000000001,0.8,28,0.7309913653647125,0.5357142857142857
2025_SPY_60m,2025,SPY,60,F0,8,0.8,0.9,2,0.8229868238120479,1.0
2025_SPY_60m,2025,SPY,60,F0,9,0.9,1.0,0,,
2025_SPY_60m,2025,SPY,60,F1,0,0.0,0.1,0,,
2025_SPY_60m,2025,SPY,60,F1,1,0.1,0.2,13,0.16458076546711142,0.23076923076923078
2025_SPY_60m,2025,SPY,60,F1,2,0.2,0.30000000000000004,61,0.260219816749085,0.22950819672131148
2025_SPY_60m,2025,SPY,60,F1,3,0.30000000000000004,0.4,123,0.3545530487004915,0.2764227642276423
2025_SPY_60m,2025,SPY,60,F1,4,0.4,0.5,203,0.4510447287527218,0.31527093596059114
2025_SPY_60m,2025,SPY,60,F1,5,0.5,0.6000000000000001,207,0.5465602055180083,0.42028985507246375
2025_SPY_60m,2025,SPY,60,F1,6,0.6000000000000001,0.7000000000000001,132,0.6442875837994037,0.4621212121212121
2025_SPY_60m,2025,SPY,60,F1,7,0.7000000000000001,0.8,47,0.7361436990244186,0.3617021276595745
2025_SPY_60m,2025,SPY,60,F1,8,0.8,0.9,2,0.8422676586051986,1.0
2025_SPY_60m,2025,SPY,60,F1,9,0.9,1.0,0,,
2025_SPY_120m,2025,SPY,120,F0,0,0.0,0.1,0,,
2025_SPY_120m,2025,SPY,120,F0,1,0.1,0.2,11,0.16196636025317526,0.36363636363636365
2025_SPY_120m,2025,SPY,120,F0,2,0.2,0.30000000000000004,61,0.26048401208244126,0.32786885245901637
2025_SPY_120m,2025,SPY,120,F0,3,0.30000000000000004,0.4,173,0.35452658285466826,0.3583815028901734
2025_SPY_120m,2025,SPY,120,F0,4,0.4,0.5,225,0.45055445492368423,0.40444444444444444
2025_SPY_120m,2025,SPY,120,F0,5,0.5,0.6000000000000001,196,0.547454343974881,0.5408163265306123
2025_SPY_120m,2025,SPY,120,F0,6,0.6000000000000001,0.7000000000000001,116,0.6424947069522248,0.5431034482758621
2025_SPY_120m,2025,SPY,120,F0,7,0.7000000000000001,0.8,32,0.7420819916138823,0.46875
2025_SPY_120m,2025,SPY,120,F0,8,0.8,0.9,4,0.8231173832225032,0.5
2025_SPY_120m,2025,SPY,120,F0,9,0.9,1.0,0,,
2025_SPY_120m,2025,SPY,120,F1,0,0.0,0.1,0,,
2025_SPY_120m,2025,SPY,120,F1,1,0.1,0.2,7,0.1680734144273326,0.14285714285714285
2025_SPY_120m,2025,SPY,120,F1,2,0.2,0.30000000000000004,52,0.264104586671458,0.28846153846153844
2025_SPY_120m,2025,SPY,120,F1,3,0.30000000000000004,0.4,149,0.3533662755752393,0.38926174496644295
2025_SPY_120m,2025,SPY,120,F1,4,0.4,0.5,214,0.4509660459548735,0.4392523364485981
2025_SPY_120m,2025,SPY,120,F1,5,0.5,0.6000000000000001,202,0.5483724627470424,0.4801980198019802
2025_SPY_120m,2025,SPY,120,F1,6,0.6000000000000001,0.7000000000000001,153,0.6497976589374528,0.49673202614379086
2025_SPY_120m,2025,SPY,120,F1,7,0.7000000000000001,0.8,38,0.7375206216239448,0.5526315789473685
2025_SPY_120m,2025,SPY,120,F1,8,0.8,0.9,3,0.8068890274945847,0.3333333333333333
2025_SPY_120m,2025,SPY,120,F1,9,0.9,1.0,0,,
2025_SPY_180m,2025,SPY,180,F0,0,0.0,0.1,0,,
2025_SPY_180m,2025,SPY,180,F0,1,0.1,0.2,3,0.19015706460679835,0.0
2025_SPY_180m,2025,SPY,180,F0,2,0.2,0.30000000000000004,31,0.2592663159482377,0.3548387096774194
2025_SPY_180m,2025,SPY,180,F0,3,0.30000000000000004,0.4,128,0.35816927471202786,0.375
2025_SPY_180m,2025,SPY,180,F0,4,0.4,0.5,196,0.4521222817806023,0.41836734693877553
2025_SPY_180m,2025,SPY,180,F0,5,0.5,0.6000000000000001,183,0.549081685294905,0.4371584699453552
2025_SPY_180m,2025,SPY,180,F0,6,0.6000000000000001,0.7000000000000001,99,0.6455037953709166,0.5252525252525253
2025_SPY_180m,2025,SPY,180,F0,7,0.7000000000000001,0.8,28,0.7356526777878515,0.5357142857142857
2025_SPY_180m,2025,SPY,180,F0,8,0.8,0.9,1,0.8281381937677531,1.0
2025_SPY_180m,2025,SPY,180,F0,9,0.9,1.0,0,,
2025_SPY_180m,2025,SPY,180,F1,0,0.0,0.1,0,,
2025_SPY_180m,2025,SPY,180,F1,1,0.1,0.2,2,0.18140279558854627,0.0
2025_SPY_180m,2025,SPY,180,F1,2,0.2,0.30000000000000004,27,0.2716724308058028,0.2962962962962963
2025_SPY_180m,2025,SPY,180,F1,3,0.30000000000000004,0.4,111,0.3613695267787401,0.43243243243243246
2025_SPY_180m,2025,SPY,180,F1,4,0.4,0.5,201,0.45424631152997064,0.42786069651741293
2025_SPY_180m,2025,SPY,180,F1,5,0.5,0.6000000000000001,200,0.5476235878524498,0.435
2025_SPY_180m,2025,SPY,180,F1,6,0.6000000000000001,0.7000000000000001,101,0.6409715645950191,0.4752475247524752
2025_SPY_180m,2025,SPY,180,F1,7,0.7000000000000001,0.8,26,0.732851172939597,0.46153846153846156
2025_SPY_180m,2025,SPY,180,F1,8,0.8,0.9,1,0.8352523426971598,0.0
2025_SPY_180m,2025,SPY,180,F1,9,0.9,1.0,0,,
