epoch,train_loss,validation_loss
1,0.207559393044326,0.17387687288797818
2,0.16705972961215085,0.1704333191458513
3,0.18106967392949963,0.18925135583288757
4,0.20183530488481552,0.20807237300554268
5,0.22144568542705423,0.2206770319929007
6,0.23315614569820836,0.2306124726891035
7,0.24130346394852548,0.23648846103594853
