feature,importance
ib_range_bps,6155.68723320961
oi_diff,4235.112077355385
dist_ib_low_bps,2910.7327843904495
iv_diff,2730.897211909294
dist_ib_high_bps,2469.7114355564117
minute,2434.6586694717407
ret_30m_bps,2357.8029898405075
nearest_level_abs_bps,1779.685895204544
ret_15m_bps,1594.7359218597412
iv_diff_chg_25m,1547.3301713466644
ret_5m_bps,1438.3060297966003
volume_diff,1371.9137465953827
iv_diff_chg_5m,1331.5964277982712
iv_diff_chg_15m,1311.0720677375793
ret_1m_bps,1276.0414570569992
volume_diff_chg_5m,1273.5102874040604
spread_pct_diff_chg_5m,1262.2395119667053
volume_diff_chg_25m,1199.2060005664825
volume_diff_chg_15m,1194.9419807195663
abs_delta_diff,1190.740100979805
spread_pct_diff,1144.8421317338943
spread_pct_diff_chg_15m,1119.6765097379684
abs_delta_diff_chg_5m,974.8756625652313
vega_diff_chg_15m,898.5666811466217
vega_diff_chg_25m,885.0366201400757
spread_pct_diff_chg_25m,881.123493552208
abs_delta_diff_chg_15m,879.8811497688293
vega_diff_chg_5m,863.2401624917984
vega_diff,861.653688788414
abs_delta_diff_chg_25m,830.7741422653198
