arm,scope,ticker,month,trades,win_rate,profit_factor,pnl_return,avg_return,max_drawdown,call_rate,days_with_trades,daily_win_rate,median_daily_return,daily_max_drawdown,top5_day_return,top5_share_of_pnl,min_month_trades,positive_month_rate
flat,overall,ALL,ALL,481,0.4386694386694387,0.8995941915899386,-15.0936892354895,-0.03137981130039397,-26.009363174531657,0.33471933471933474,101,0.3564356435643564,-0.41224686813162725,-28.54743022444032,35.27411358971064,-2.3370107227841483,74,0.2
flat,ticker,QQQ,ALL,166,0.463855421686747,0.9997916318203621,-0.009771341003211198,-5.886350001934457e-05,-8.146084110925322,0.39759036144578314,94,0.4148936170212766,-0.10203150880489514,-8.146084110925322,10.692349207778946,-1094.2560703044826,28,0.6
flat,ticker_month,QQQ,202601,34,0.5,1.3857287904111968,2.9937502534527805,0.08805147804272884,-1.96911870888456,0.08823529411764706,19,0.47368421052631576,-0.06579489307050612,-1.0049411555299814,5.057743585562338,1.689434040040278,34,1.0
flat,ticker_month,QQQ,202602,28,0.42857142857142855,1.0824388583320943,0.6011411139040981,0.02146932549657493,-3.588007356600637,0.14285714285714285,18,0.5,-0.017598195803594268,-3.588007356600637,4.694750559359392,7.809731277352558,28,1.0
flat,ticker_month,QQQ,202603,35,0.42857142857142855,0.5958757073641305,-4.749319860169826,-0.13569485314770932,-8.146084110925322,0.6,19,0.3157894736842105,-0.4519873836472752,-8.146084110925322,5.684793149083694,-1.1969699486360594,35,0.0
flat,ticker_month,QQQ,202604,29,0.4827586206896552,1.593968731891566,4.512962483880937,0.1556193959958944,-2.9560641037426376,0.6551724137931034,18,0.3888888888888889,-0.14187907014489737,-2.3460640894375233,8.667494762975345,1.9205776236636702,29,1.0
flat,ticker_month,QQQ,202605,40,0.475,0.730346613607394,-3.368305332071199,-0.08420763330177997,-3.874798832532864,0.475,20,0.4,-0.06792022888466437,-3.5376518744387875,2.3232500689998847,-0.6897385598862259,40,0.0
flat,ticker,SPXW,ALL,217,0.41013824884792627,0.8126980267440356,-14.24905572617948,-0.0656638512727165,-22.421122353927252,0.3317972350230415,89,0.33707865168539325,-0.313940440367893,-21.602156822511162,18.605603599084613,-1.3057429177500472,17,0.6
flat,ticker_month,SPXW,202601,47,0.5106382978723404,1.1796802958473893,2.2325422337624654,0.04750089859069075,-5.158934845272009,0.23404255319148937,20,0.4,-0.20229936700636,-4.276397489656504,7.980762584410191,3.574742042375766,47,1.0
flat,ticker_month,SPXW,202602,63,0.4126984126984127,1.001568286503604,0.03449574678063236,0.0005475515362005136,-6.525068907654888,0.2222222222222222,19,0.42105263157894735,-0.7164135591113682,-5.4343262228664715,13.908062421672726,403.1819490709333,63,1.0
flat,ticker_month,SPXW,202603,17,0.47058823529411764,1.0735309169242506,0.3696902990168863,0.021746488177463903,-3.6784840342896175,0.7058823529411765,12,0.5833333333333334,0.27547647963429356,-3.6784840342896175,4.70557741649483,12.728430875812332,17,1.0
flat,ticker_month,SPXW,202604,42,0.30952380952380953,0.4434761939804449,-9.713510397836064,-0.23127405709133486,-9.713510397836064,0.14285714285714285,18,0.16666666666666666,-0.7111797027670734,-9.713510397836064,1.8364137880386229,-0.18905768489708227,42,0.0
