feature,median
dte_days,0.0
minute,750.0
spot,603.5700073242188
underlying_volume,60.0
dist_ib_high_bps,-10.149337642485774
dist_ib_low_bps,22.94513646270041
dist_fib_127_up_bps,-22.295310725742205
dist_fib_161_up_bps,-38.03365409009866
dist_fib_200_up_bps,-55.77237895245482
dist_fib_127_dn_bps,34.38263564650779
dist_fib_161_dn_bps,51.14227011141929
dist_fib_200_dn_bps,69.59749647986625
nearest_level_abs_bps,5.0505694644610815
ib_range_bps,44.45798778583831
ret_1m_bps,0.0
ret_5m_bps,0.15059002650641418
ret_15m_bps,0.3291960006812644
ret_30m_bps,0.8236035319408863
call_d15_available,1.0
call_d15_strike,606.0
call_d15_strike_bps,39.96044807895727
call_d15_abs_delta,0.14409999549388885
call_d15_iv,0.1875
call_d15_mid_bps,2.951046383508998
call_d15_spread_pct,0.05405400180747055
call_d15_theta_over_mid,-10.303529462707083
call_d15_vega,2.6872000694274902
call_d15_oi,9251.0
call_d15_volume,350.0
put_d15_available,1.0
put_d15_strike,601.0
put_d15_strike_bps,-49.91941889790241
put_d15_abs_delta,0.1467999964952469
put_d15_iv,0.23579999804496765
put_d15_mid_bps,3.739591601393118
put_d15_spread_pct,0.044444467991958274
put_d15_theta_over_mid,-10.119130444669768
put_d15_vega,2.7504000663757324
put_d15_oi,6970.0
put_d15_volume,261.0
call_d25_available,1.0
call_d25_strike,605.0
call_d25_strike_bps,26.484675973410532
call_d25_abs_delta,0.2460000067949295
call_d25_iv,0.18700000643730164
call_d25_mid_bps,5.792089018927569
call_d25_spread_pct,0.02898547970379774
call_d25_theta_over_mid,-7.415319015156256
call_d25_vega,3.7321999073028564
call_d25_oi,8894.0
call_d25_volume,613.0
put_d25_available,1.0
put_d25_strike,602.0
put_d25_strike_bps,-30.466957179415832
put_d25_abs_delta,0.2451999932527542
put_d25_iv,0.21770000457763672
put_d25_mid_bps,6.650108160774899
put_d25_spread_pct,0.02531650726888082
put_d25_theta_over_mid,-7.234285249691265
put_d25_vega,3.7664999961853027
put_d25_oi,6432.0
put_d25_volume,508.0
call_d35_available,1.0
call_d35_strike,605.0
call_d35_strike_bps,16.36271980492099
call_d35_abs_delta,0.34450000524520874
call_d35_iv,0.1898999959230423
call_d35_mid_bps,9.14534047511329
call_d35_spread_pct,0.018691682494856594
call_d35_theta_over_mid,-5.436097750746021
call_d35_vega,4.3769001960754395
call_d35_oi,8891.0
call_d35_volume,901.0
put_d35_available,1.0
put_d35_strike,603.0
put_d35_strike_bps,-17.312073252852002
put_d35_abs_delta,0.34549999237060547
