feature,median
dte_days,0.0
minute,750.0
spot,596.7100219726562
underlying_volume,60.0
dist_ib_high_bps,-9.013639656131158
dist_ib_low_bps,30.011268504273286
dist_fib_127_up_bps,-21.966169066625273
dist_fib_161_up_bps,-39.19937837491957
dist_fib_200_up_bps,-59.1109931952839
dist_fib_127_dn_bps,39.88825501464248
dist_fib_161_dn_bps,56.6254812852197
dist_fib_200_dn_bps,76.51719550936802
nearest_level_abs_bps,5.4058618381574215
ib_range_bps,51.11691634693643
ret_1m_bps,0.0
ret_5m_bps,0.0
ret_15m_bps,0.33756333815082584
ret_30m_bps,0.9921051441708073
call_d15_available,1.0
call_d15_strike,599.0
call_d15_strike_bps,45.553315243693774
call_d15_abs_delta,0.14499999582767487
call_d15_iv,0.21330000460147858
call_d15_mid_bps,3.4015864226426253
call_d15_spread_pct,0.04878044170967348
call_d15_theta_over_mid,-10.335789358437555
call_d15_vega,2.640399932861328
call_d15_oi,8528.0
call_d15_volume,319.0
put_d15_available,1.0
put_d15_strike,593.0
put_d15_strike_bps,-55.516539850083426
put_d15_abs_delta,0.14740000665187836
put_d15_iv,0.26660001277923584
put_d15_mid_bps,4.169503190899287
put_d15_spread_pct,0.04081634887304493
put_d15_theta_over_mid,-10.139454708544672
put_d15_vega,2.695199966430664
put_d15_oi,6543.0
put_d15_volume,258.0
call_d25_available,1.0
call_d25_strike,598.0
call_d25_strike_bps,30.10691380833652
call_d25_abs_delta,0.24740000069141388
call_d25_iv,0.21240000426769257
call_d25_mid_bps,6.5575445839627164
call_d25_spread_pct,0.02597400184666031
call_d25_theta_over_mid,-7.396242653185565
call_d25_vega,3.6577000617980957
call_d25_oi,8420.0
call_d25_volume,568.0
put_d25_available,1.0
put_d25_strike,595.0
put_d25_strike_bps,-33.90160424337818
put_d25_abs_delta,0.2467000037431717
put_d25_iv,0.2460000067949295
put_d25_mid_bps,7.4750246032912075
put_d25_spread_pct,0.022988483697581656
put_d25_theta_over_mid,-7.23863285891091
put_d25_vega,3.697200059890747
put_d25_oi,6212.0
put_d25_volume,487.0
call_d35_available,1.0
call_d35_strike,598.0
call_d35_strike_bps,18.31339665730125
call_d35_abs_delta,0.3447999954223633
call_d35_iv,0.21480000019073486
call_d35_mid_bps,10.345490620003252
call_d35_spread_pct,0.01729104964980983
call_d35_theta_over_mid,-5.449008871426339
call_d35_vega,4.28980016708374
call_d35_oi,8372.0
call_d35_volume,836.0
put_d35_available,1.0
put_d35_strike,596.0
put_d35_strike_bps,-19.148405833675497
put_d35_abs_delta,0.3456000089645386
