date,daily_pnl,cum_pnl
20260102,-3000.0,-3000.0
20260105,2343.2204682948222,-656.7795317051778
20260106,-3000.0,-3656.7795317051778
20260107,1753.9528105348365,-1902.8267211703412
20260108,-3000.0,-4902.826721170341
20260109,-3000.0,-7902.826721170341
20260112,1401.9996643066402,-6500.827056863702
20260113,-1637.6308843199065,-8138.457941183608
20260114,1186.652855792114,-6951.805085391495
20260115,-293.33343505859347,-7245.138520450088
20260116,2968.107128319356,-4277.0313921307325
20260119,0.0,-4277.0313921307325
20260120,1281.3808733470212,-2995.650518783711
20260121,-3000.0,-5995.650518783711
20260122,4339.732289924528,-1655.9182288591828
20260123,-3000.0,-4655.918228859183
20260126,1296.8428848972198,-3359.075343961963
20260127,-385.2494445741155,-3744.3247885360784
20260128,-2350.7464138287896,-6095.071202364868
20260129,-3000.0,-9095.071202364868
20260130,2103.5990676998385,-6991.472134665029
20260202,1279.9997329711914,-5711.472401693838
20260203,6377.930473909927,666.458072216089
20260204,3692.8986983635396,4359.356770579629
20260205,-6000.0,-1640.6432294203714
20260206,-6000.0,-7640.643229420371
20260209,-6000.0,-13640.643229420371
20260210,3741.7686780495137,-9898.874551370858
20260211,-6000.0,-15898.874551370858
20260212,19130.13164483802,3231.257093467162
20260213,-6000.0,-2768.742906532838
20260216,0.0,-2768.742906532838
20260217,-6000.0,-8768.742906532838
20260218,-6000.0,-14768.742906532838
20260219,2842.5016762295595,-11926.241230303278
20260220,5773.620426424393,-6152.6208038788845
20260223,6281.487043775606,128.8662398967217
20260224,-6000.0,-5871.133760103278
20260225,-1589.833194665375,-7460.9669547686535
20260226,-6000.0,-13460.966954768654
20260227,-6000.0,-19460.966954768654
20260302,4245.613740030351,-15215.353214738301
20260303,14336.364837202998,-878.9883775353028
20260304,-2889.6109199298653,-3768.599297465168
20260305,10487.321256679492,6718.721959214324
20260306,-4489.0317063100865,2229.6902529042372
20260309,11198.39345273836,13428.083705642599
20260310,-2173.076629638672,11255.007076003927
20260311,306.5264209711447,11561.533496975071
20260312,7888.012595433709,19449.546092408782
20260313,-210.52666664784465,19239.019425760936
20260316,7776.895245077207,27015.914670838145
20260317,1096.7003487049997,28112.615019543144
20260318,1346.412581530422,29459.027601073565
20260319,-9000.0,20459.027601073565
20260320,-4660.714156469518,15798.313444604048
20260323,23247.064343600116,39045.37778820416
20260324,-4502.747367911396,34542.630420292764
20260325,6693.10305337289,41235.733473665656
20260326,-9000.0,32235.733473665656
20260327,2913.968002697916,35149.701476363574
20260330,4898.0139003771965,40047.71537674077
20260331,2487.0896222858555,42534.80499902663
20260401,-9000.0,33534.80499902663
20260402,-4911.290237815105,28623.514761211525
20260403,0.0,28623.514761211525
20260406,-998.6878581458266,27624.8269030657
20260407,-9000.0,18624.8269030657
20260408,1143.857565830835,19768.684468896536
20260409,-6000.0,13768.684468896536
20260410,7985.0703919081225,21753.754860804656
20260413,-4333.333333333334,17420.42152747132
20260414,1738.37166105884,19158.79318853016
20260415,7480.877749017407,26639.670937547566
20260416,-9000.0,17639.670937547566
20260417,-6000.0,11639.670937547566
20260420,11986.958562851742,23626.629500399307
20260421,6993.104910657864,30619.734411057172
20260422,-9000.0,21619.734411057172
20260423,-4415.242143954965,17204.492267102207
20260424,-9000.0,8204.492267102207
20260427,3794.8726844348885,11999.364951537096
20260428,9718.894851515655,21718.25980305275
20260429,3938.2129447809734,25656.472747833726
20260430,1420.4173591436388,27076.890106977364
20260501,-9000.0,18076.890106977364
20260504,1969.4461259989052,20046.336232976268
20260505,-4696.808305570249,15349.52792740602
20260506,3791.2662907851645,19140.794218191186
20260507,6206.531568752611,25347.325786943795
20260508,-9000.0,16347.325786943795
20260511,5671.881345531028,22019.207132474825
20260512,8036.683773411847,30055.89090588667
20260513,-9000.0,21055.89090588667
20260514,-1795.4537572939225,19260.437148592748
20260515,1438.5236899596543,20698.9608385524
20260518,1954.1637925600003,22653.1246311124
20260519,-4632.812613504937,18020.312017607466
20260520,-9000.0,9020.312017607466
20260521,2639.535124417537,11659.847142025003
20260522,-4034.0373870188814,7625.809755006121
20260525,0.0,7625.809755006121
20260526,859.7915813611851,8485.601336367306
20260527,1481.1314643596625,9966.732800726968
20260528,-9000.0,966.732800726968
20260529,2254.988929233781,3221.721729960749
20260601,-2027.777989705403,1193.9437402553463
20260602,6265.733808857358,7459.677549112705
20260603,8966.327467254592,16426.005016367297
20260604,-4141.8919963850585,12284.113019982238
20260605,6949.173393170866,19233.286413153102
20260608,9966.464206452583,29199.750619605686
20260609,12588.535400223402,41788.28601982909
20260610,8735.097761130264,50523.38378095935
20260611,-308.0917444175029,50215.292036541854
20260612,-3825.4714102115277,46389.82062633033
20260615,-6000.0,40389.82062633033
20260616,9304.609298796313,49694.42992512664
20260617,5434.0963424646525,55128.526267591296
20260618,-4674.2423147756745,50454.28395281562
20260619,0.0,50454.28395281562
20260622,-1912.9944952658684,48541.28945754975
20260623,4765.6243635962655,53306.913821146016
20260624,-3559.523187797328,49747.39063334869
20260625,0.0,49747.39063334869
20260626,-3287.7361715879565,46459.65446176073
20260629,-1103.9322351148048,45355.72222664592
20260630,151.40884562490783,45507.13107227083
