ticker,event_type,action,trades,option_wr,option_pf,option_pnl,pierced_rate,spot_accuracy_5m,spot_mean_5m_bps,spot_accuracy_15m,spot_mean_15m_bps,spot_accuracy_30m,spot_mean_30m_bps,spot_accuracy_60m,spot_mean_60m_bps,spot_accuracy_120m,spot_mean_120m_bps
QQQ,acceptance,CALL,145,0.5103448275862069,1.067778155522326,2.7773487346063908,0.006896551724137931,0.4482758620689655,-0.16205979722244118,0.5172413793103449,1.2792316505085222,0.5862068965517241,2.634861103988722,0.5655172413793104,3.5384349674720665,0.5804195804195804,4.130670190678181
QQQ,acceptance,PUT,81,0.41975308641975306,0.557136509316645,-12.472848601965946,0.08641975308641975,0.5061728395061729,0.5596060182663685,0.49382716049382713,1.785343668683969,0.49382716049382713,-4.942775385540921,0.4567901234567901,-7.189936390494112,0.4358974358974359,-10.23793369167989
QQQ,magnet,CALL,16,0.625,1.7512491624626567,2.3940594379592772,1.0,0.4375,1.1935377160874479,0.6875,8.623147032611051,0.5625,10.646059051812179,0.5625,0.09382201309596283,0.6,6.121436108494321
QQQ,magnet,PUT,23,0.21739130434782608,0.3463324451312304,-6.815764865690792,1.0,0.6086956521739131,2.2396785665303236,0.5652173913043478,-1.8931836243173066,0.2608695652173913,-5.40587446026832,0.34782608695652173,-8.035924406943895,0.22727272727272727,-16.657808176205577
QQQ,rejection,CALL,291,0.4329896907216495,0.7866395281188862,-21.10466758113413,0.36769759450171824,0.47079037800687284,-0.4159252516679493,0.4879725085910653,0.9251470776160703,0.5085910652920962,1.0839312752249517,0.5017182130584192,1.0804534622582886,0.5323741007194245,0.815900051013341
QQQ,rejection,PUT,347,0.43804034582132567,0.8720923583160046,-14.59440921389611,0.36023054755043227,0.5129682997118156,0.9765686400781464,0.4956772334293948,0.28803457319335557,0.4812680115273775,-0.0018758333283068675,0.4668587896253602,1.2493984130487896,0.4424778761061947,3.0073384067665727
SPXW,acceptance,CALL,207,0.4782608695652174,1.1013641936612386,6.472042947599398,0.043478260869565216,0.5120772946859904,0.1914524759393495,0.6038647342995169,2.0087722659788243,0.5845410628019324,2.13313245129903,0.6183574879227053,3.364678602908943,0.6354679802955665,3.999874709908537
SPXW,acceptance,PUT,111,0.3333333333333333,0.47456096912903734,-24.516891773659843,0.0990990990990991,0.4864864864864865,-0.45242508486580063,0.4864864864864865,-0.18458308468617016,0.4864864864864865,-3.977882891712335,0.4144144144144144,-6.400804313383352,0.42718446601941745,-5.847847116753573
SPXW,magnet,CALL,16,0.375,0.2934159044571547,-4.357856343533085,1.0,0.625,-0.17456325659886984,0.375,-3.289501731817274,0.5625,-7.585364498936194,0.5625,-2.0949030525869325,0.6,-1.3608986468443731
SPXW,magnet,PUT,33,0.42424242424242425,1.0369811956421724,0.41740954418363674,1.0,0.5757575757575758,2.762421805435857,0.45454545454545453,0.23515412555714357,0.2727272727272727,-1.9510327144606048,0.5151515151515151,-0.20080526380674515,0.40625,-3.129917511852513
SPXW,rejection,CALL,549,0.4225865209471767,0.8697025633032286,-25.322672929168768,0.33697632058287796,0.4681238615664845,-0.452932776890462,0.5063752276867031,-0.023985647939986435,0.5355191256830601,0.21201121634984965,0.5446265938069217,1.2795952809128248,0.521415270018622,0.0929106305141971
SPXW,rejection,PUT,648,0.37962962962962965,0.8817529785347037,-28.05804183523812,0.3132716049382716,0.4783950617283951,0.027645139688086212,0.4737654320987654,-0.009206715193707396,0.48302469135802467,0.26109867608137755,0.470679012345679,0.6109815844945586,0.4529505582137161,0.1514951372179614
SPY,acceptance,CALL,59,0.4406779661016949,0.9720578185158846,-0.4441933609569546,0.06779661016949153,0.5254237288135594,-0.5385378441185293,0.559322033898305,1.3211513341263263,0.6271186440677966,2.8442034695760663,0.5932203389830508,3.3312483066217187,0.5932203389830508,3.130047938264716
SPY,acceptance,PUT,35,0.3142857142857143,0.39822465897527065,-8.960403840169263,0.05714285714285714,0.45714285714285713,-1.9868433198775928,0.4857142857142857,-1.8985247850849933,0.37142857142857144,-8.757351684932033,0.34285714285714286,-12.727552172326998,0.38235294117647056,-12.212772633585288
SPY,magnet,CALL,6,0.6666666666666666,1.8566229549245241,1.0989835326850954,1.0,0.5,-4.045400813217914,0.3333333333333333,-5.308847450970673,0.5,5.053633218608152,0.6666666666666666,8.600418512898313,0.5,8.053626611315885
SPY,magnet,PUT,10,0.6,2.761520676549873,2.7829067680682202,1.0,0.8,6.086582293969078,0.7,10.939480141556214,0.4,6.893538885707318,0.7,11.59038219089914,0.5,12.374419708631956
SPY,rejection,CALL,188,0.42021276595744683,0.7897711076359687,-13.06907387864092,0.2925531914893617,0.4308510638297872,-1.58690787638456,0.526595744680851,-0.6832950938229635,0.5212765957446809,-1.2803668487564714,0.526595744680851,-1.880620628330024,0.5026737967914439,-2.154661150727195
SPY,rejection,PUT,198,0.48484848484848486,1.0554221610848473,3.1698720000108525,0.31313131313131315,0.5151515151515151,0.9560089865898038,0.5202020202020202,1.150886603970087,0.51010101010101,0.7320392470257189,0.5,2.416951649409573,0.4595959595959596,1.8623386586306399
