feature,median
dte_days,0.0
minute,755.0
spot,537.260009765625
underlying_volume,60.0
dist_ib_high_bps,-11.032007892769997
dist_ib_low_bps,38.497394226764065
dist_fib_127_up_bps,-28.608275955460197
dist_fib_161_up_bps,-49.71202734407194
dist_fib_200_up_bps,-74.41965281117697
dist_fib_127_dn_bps,50.690063352767275
dist_fib_161_dn_bps,71.19389005967466
dist_fib_200_dn_bps,97.88536407221767
nearest_level_abs_bps,6.199582068705401
ib_range_bps,60.36428632074247
ret_1m_bps,0.0
ret_5m_bps,0.2091686528116199
ret_15m_bps,0.5343481604080935
ret_30m_bps,0.9523315107795582
call_d15_available,1.0
call_d15_strike,540.0
call_d15_strike_bps,47.927326440897474
call_d15_abs_delta,0.14470000565052032
call_d15_iv,0.22259999811649323
call_d15_mid_bps,3.5589927714565035
call_d15_spread_pct,0.05405400180747055
call_d15_theta_over_mid,-10.520799950385092
call_d15_vega,2.3810999393463135
call_d15_oi,4624.0
call_d15_volume,114.0
put_d15_available,1.0
put_d15_strike,535.0
put_d15_strike_bps,-59.86657478875057
put_d15_abs_delta,0.14730000495910645
put_d15_iv,0.289000004529953
put_d15_mid_bps,4.5194917523059415
put_d15_spread_pct,0.04255315101540634
put_d15_theta_over_mid,-10.294757129005056
put_d15_vega,2.448199987411499
put_d15_oi,3901.0
put_d15_volume,97.0
call_d25_available,1.0
call_d25_strike,539.0
call_d25_strike_bps,31.98884081724751
call_d25_abs_delta,0.2451999932527542
call_d25_iv,0.22460000216960907
call_d25_mid_bps,6.858710961876337
call_d25_spread_pct,0.02898547970379774
call_d25_theta_over_mid,-7.496603912909967
call_d25_vega,3.3022000789642334
call_d25_oi,4426.0
call_d25_volume,232.0
put_d25_available,1.0
put_d25_strike,535.0
put_d25_strike_bps,-36.47579813803481
put_d25_abs_delta,0.2460000067949295
put_d25_iv,0.2655999958515167
put_d25_mid_bps,7.924989744075949
put_d25_spread_pct,0.02531650726888082
put_d25_theta_over_mid,-7.3733330331025275
put_d25_vega,3.3320999145507812
put_d25_oi,3658.0
put_d25_volume,205.0
call_d35_available,1.0
call_d35_strike,538.0
call_d35_strike_bps,19.09279758181448
call_d35_abs_delta,0.34549999237060547
call_d35_iv,0.22849999368190765
call_d35_mid_bps,10.966820512039318
call_d35_spread_pct,0.01980196150035633
call_d35_theta_over_mid,-5.528799692789714
call_d35_vega,3.8784000873565674
call_d35_oi,4387.0
call_d35_volume,367.0
put_d35_available,1.0
put_d35_strike,536.0
put_d35_strike_bps,-20.380441339235
put_d35_abs_delta,0.3467000126838684
put_d35_iv,0.2513999938964844
put_d35_mid_bps,11.919510494864356
put_d35_spread_pct,0.01834860579271824
