result,file,ticker,month,month_trades,month_wr,month_pf,month_pnl_r,date_min,date_max,ret_source
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202601,40,0.5,1.1537017691276685,0.5080218650272981,20260105,20260130,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202602,40,0.475,1.2102986944035667,1.1140125903054603,20260202,20260226,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202603,68,0.4117647058823529,1.1626336366173022,1.634708129659396,20260302,20260331,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202604,40,0.75,4.607887819047978,9.357602789578342,20260406,20260430,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202605,24,0.625,2.2752894317961108,2.886630803836878,20260504,20260528,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202606,10,0.6,2.5,1.8,20260603,20260612,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202601,76,0.4473684210526316,1.3190132087813924,3.533615827360444,20260102,20260130,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202602,53,0.4716981132075472,1.1489869094707796,1.0801413827833062,20260203,20260227,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202603,74,0.4594594594594595,1.4275037034106324,3.797839164633296,20260302,20260331,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202604,60,0.55,1.6360951939867505,4.476969189558069,20260401,20260430,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202605,22,0.5454545454545454,2.1643692389527143,2.951275482532252,20260504,20260529,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202606,39,0.5641025641025641,1.9352609160360201,2.738787415459382,20260601,20260616,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPY,202601,34,0.4411764705882353,1.3151908342726057,1.4484553608039703,20260102,20260130,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPY,202602,28,0.4642857142857143,1.1733152013440158,0.6951984440738479,20260202,20260226,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPY,202603,33,0.5151515151515151,1.5411941653041112,2.37035312555154,20260302,20260331,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPY,202604,20,0.65,2.266589602166736,2.149310666908992,20260402,20260429,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPY,202605,49,0.42857142857142855,1.5958953009123102,3.551465657010959,20260501,20260528,realized_return
event_option_candidate_spxw_maxday7_qqq_outer_spy_junes2_2026janjun_partial_risk5000,combined_trades.csv,SPY,202606,20,0.45,2.4407357787937567,4.259501080324522,20260601,20260616,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202601,40,0.5,1.1537017691276685,0.5080218650272981,20260105,20260130,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202602,40,0.475,1.2102986944035667,1.1140125903054603,20260202,20260226,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202603,68,0.4117647058823529,1.1626336366173022,1.634708129659396,20260302,20260331,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202604,40,0.75,4.607887819047978,9.357602789578342,20260406,20260430,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202605,24,0.625,2.2752894317961108,2.886630803836878,20260504,20260528,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202606,10,0.6,2.5,1.8,20260603,20260612,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202601,35,0.5428571428571428,1.7553918602753142,3.059761226369696,20260105,20260130,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202602,45,0.4666666666666667,1.0086445436098324,0.03611582334787187,20260206,20260224,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202603,26,0.46153846153846156,1.8485941495120517,2.1463759328189544,20260302,20260331,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202604,60,0.55,1.6360951939867505,4.476969189558069,20260401,20260430,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202605,22,0.5454545454545454,2.1643692389527143,2.951275482532252,20260504,20260529,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202606,39,0.5641025641025641,1.9352609160360201,2.738787415459382,20260601,20260616,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202601,28,0.5357142857142857,2.039676400068612,3.6800825020748524,20260102,20260130,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202602,23,0.5217391304347826,2.087515955727879,4.149416318090653,20260202,20260226,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202603,28,0.4642857142857143,1.4056005666726035,1.6547923653176562,20260302,20260331,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202604,23,0.6956521739130435,3.0545165460486166,4.128345981970409,20260402,20260429,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202605,36,0.4166666666666667,1.5874139869509694,2.540972989167943,20260501,20260528,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202606,19,0.42105263157894735,0.7341840326101743,-0.7245925220497766,20260601,20260616,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202601,40,0.5,1.1537017691276685,0.5080218650272981,20260105,20260130,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202602,40,0.475,1.2102986944035667,1.1140125903054603,20260202,20260226,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202603,68,0.4117647058823529,1.1626336366173022,1.634708129659396,20260302,20260331,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202604,40,0.75,4.607887819047978,9.357602789578342,20260406,20260430,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202605,24,0.625,2.2752894317961108,2.886630803836878,20260504,20260528,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202606,10,0.6,2.5,1.8,20260603,20260612,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202601,35,0.5428571428571428,1.7553918602753142,3.059761226369696,20260105,20260130,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202602,45,0.4666666666666667,1.0086445436098324,0.03611582334787187,20260206,20260224,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202603,26,0.46153846153846156,1.8485941495120517,2.1463759328189544,20260302,20260331,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202604,60,0.55,1.6360951939867505,4.476969189558069,20260401,20260430,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202605,22,0.5454545454545454,2.1643692389527143,2.951275482532252,20260504,20260529,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPXW,202606,39,0.5641025641025641,1.9352609160360201,2.738787415459382,20260601,20260616,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202601,29,0.4482758620689655,1.3088091933132389,2.0134177631914536,20260102,20260130,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202602,23,0.5217391304347826,2.087515955727879,4.149416318090653,20260202,20260226,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202603,28,0.4642857142857143,1.4056005666726035,1.6547923653176562,20260302,20260331,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202604,23,0.6956521739130435,3.0545165460486166,4.128345981970409,20260402,20260429,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202605,36,0.4166666666666667,1.5874139869509694,2.540972989167943,20260501,20260528,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_dailyrouter_srchist10d20t_bftopk_2026janjun_partial_risk5000,combined_trades.csv,SPY,202606,19,0.42105263157894735,0.7341840326101743,-0.7245925220497766,20260601,20260616,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202601,40,0.5,1.1537017691276685,0.5080218650272981,20260105,20260130,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202602,40,0.475,1.2102986944035667,1.1140125903054603,20260202,20260226,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202603,68,0.4117647058823529,1.1626336366173022,1.634708129659396,20260302,20260331,realized_return
event_option_candidate_spxw_outer_s1_qqq_outer_call50_spy_srchist_relmomtopk2_2026janjun_partial_risk5000,combined_trades.csv,QQQ,202604,40,0.75,4.607887819047978,9.357602789578342,20260406,20260430,realized_return
