ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_stream,source_file,candidate_id,entry_minute,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
SPXW,20260212,202602,10:30,630,zero_dte,PUT,0.0397918383391229,-0.2887634428859101,0.0397918383391229,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,81,1,9,8,18,False,fallback_volume_pace
SPY,20260212,202602,10:30,630,zero_dte,PUT,0.0370911973507739,-0.3019873895499259,0.0370911973507739,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,789,1,9,8,18,False,fallback_volume_pace
QQQ,20260212,202602,10:35,635,zero_dte,CALL,-0.2520623271372992,-0.2520623271372992,-0.2668079181138264,-0.3,0.5,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,440,1,9,8,18,False,fallback_volume_pace
QQQ,20260217,202602,10:30,630,zero_dte,CALL,-0.0830293057691639,-0.0830293057691639,-0.1973505450825488,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,446,1,11,9,18,False,fallback_volume_pace
SPXW,20260217,202602,10:30,630,zero_dte,CALL,-0.055764840503567,-0.055764840503567,-0.2406317166353311,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,86,1,11,9,18,False,fallback_volume_pace
SPY,20260217,202602,10:30,630,zero_dte,CALL,-0.0338292709380151,-0.0338292709380151,-0.2406317166353311,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,794,1,11,9,18,False,fallback_volume_pace
QQQ,20260217,202602,11:15,675,zero_dte,PUT,-0.1368855425192489,-0.2933156237285402,-0.1368855425192489,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,675,447,1,11,10,18,False,fallback_volume_pace
SPXW,20260217,202602,11:15,675,zero_dte,PUT,0.3350338154194502,-0.2716038349177918,0.3350338154194502,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,675,87,1,11,10,18,False,fallback_volume_pace
SPY,20260217,202602,11:15,675,zero_dte,PUT,0.3511648190234138,-0.3013661965532842,0.3511648190234138,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,675,795,1,11,10,18,False,fallback_volume_pace
QQQ,20260218,202602,10:30,630,zero_dte,PUT,0.3905161383644697,-0.2950538506071239,0.3905161383644697,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,449,1,12,11,18,False,fallback_volume_pace
SPXW,20260218,202602,10:30,630,zero_dte,PUT,0.457715607131283,-0.2832198740617999,0.457715607131283,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,89,1,12,11,18,False,fallback_volume_pace
SPY,20260218,202602,10:30,630,zero_dte,PUT,0.4428713661579024,-0.2866870448217195,0.4428713661579024,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,797,1,12,11,18,False,fallback_volume_pace
QQQ,20260219,202602,10:35,635,zero_dte,PUT,0.3932780079422431,-0.3043969325683399,0.3932780079422431,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,452,1,13,12,18,False,fallback_volume_pace
SPXW,20260219,202602,10:35,635,zero_dte,PUT,0.2229614752755198,-0.2655247362374339,0.2229614752755198,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,92,1,13,12,18,False,fallback_volume_pace
SPY,20260219,202602,10:35,635,zero_dte,PUT,0.2491752274274894,-0.3014602560699928,0.2491752274274894,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,800,1,13,12,18,False,fallback_volume_pace
QQQ,20260220,202602,10:45,645,zero_dte,CALL,-0.0222776719283363,-0.0222776719283363,-0.0675783760443898,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,645,455,1,14,13,18,False,fallback_volume_pace
SPXW,20260220,202602,10:45,645,zero_dte,PUT,0.1930067167579582,-0.237506145693335,0.1930067167579582,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,645,95,1,14,13,18,False,fallback_volume_pace
SPY,20260220,202602,10:55,655,zero_dte,PUT,0.4492053913429361,-0.29466068336652,0.4492053913429361,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,655,803,1,14,13,18,False,fallback_volume_pace
QQQ,20260223,202602,10:30,630,zero_dte,CALL,-0.0596804404993904,-0.0596804404993904,-0.2262111958921858,-0.3,0.5,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,458,1,15,14,18,False,fallback_volume_pace
SPXW,20260223,202602,10:30,630,zero_dte,CALL,-0.0449954998071515,-0.0449954998071515,-0.2668079181138264,-0.3,0.5,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,98,1,15,14,18,False,fallback_volume_pace
SPY,20260223,202602,10:30,630,zero_dte,CALL,-0.0552047287007429,-0.0552047287007429,-0.2668079181138264,-0.3,0.5,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,806,1,15,14,18,False,fallback_volume_pace
QQQ,20260224,202602,10:30,630,zero_dte,PUT,0.4042668850993943,-0.3444772607581605,0.4042668850993943,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,461,1,16,15,18,False,fallback_volume_pace
SPXW,20260224,202602,10:30,630,zero_dte,PUT,0.4466824755119561,-0.3341859390814921,0.4466824755119561,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,101,1,16,15,18,False,fallback_volume_pace
SPY,20260224,202602,10:30,630,zero_dte,PUT,0.4024418992400687,-0.3305773441231546,0.4024418992400687,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,809,1,16,15,18,False,fallback_volume_pace
QQQ,20260225,202602,10:30,630,zero_dte,PUT,0.3775401996631572,-0.2299761485904946,0.3775401996631572,-0.3,-0.1931818381937083,-0.1931818381937083,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,464,1,17,16,18,False,fallback_volume_pace
SPXW,20260225,202602,10:30,630,zero_dte,PUT,0.4345088385155089,-0.1553299504223559,0.4345088385155089,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,104,1,17,16,18,False,fallback_volume_pace
SPY,20260225,202602,10:30,630,zero_dte,PUT,0.3882372200389805,-0.1574672004000277,0.3882372200389805,0.339506215991779,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,812,1,17,16,18,False,fallback_volume_pace
QQQ,20260226,202602,10:30,630,zero_dte,CALL,-0.0920991042338448,-0.0920991042338448,-0.2668079181138264,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,467,1,18,17,18,False,fallback_volume_pace
SPXW,20260226,202602,10:30,630,zero_dte,CALL,-0.0996601486913798,-0.0996601486913798,-0.2668079181138264,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,107,1,18,17,18,False,fallback_volume_pace
SPY,20260226,202602,10:30,630,zero_dte,CALL,-0.0814437687578489,-0.0814437687578489,-0.2668079181138264,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,815,1,18,17,18,False,fallback_volume_pace
QQQ,20260302,202603,10:40,640,zero_dte,PUT,0.4031402945889089,-0.0256891299629252,0.4031402945889089,0.5,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,640,473,1,1,0,18,False,fallback_volume_pace
SPXW,20260302,202603,10:45,645,zero_dte,PUT,0.3329895985038022,-0.1703749969133092,0.3329895985038022,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,645,113,1,1,0,18,False,fallback_volume_pace
SPY,20260302,202603,10:45,645,zero_dte,PUT,0.4501960392136849,-0.1936759404211261,0.4501960392136849,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,645,821,1,1,0,18,False,fallback_volume_pace
QQQ,20260303,202603,10:30,630,zero_dte,CALL,0.0611941435218919,0.0611941435218919,0.0191731590724953,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,476,1,2,1,18,False,fallback_volume_pace
SPXW,20260303,202603,10:30,630,zero_dte,CALL,0.0608870819626715,0.0608870819626715,0.0156357544004101,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,116,1,2,1,18,False,fallback_volume_pace
SPY,20260303,202603,10:30,630,zero_dte,CALL,0.0692716255301907,0.0692716255301907,0.0047189226190517,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,824,1,2,1,18,False,fallback_volume_pace
QQQ,20260304,202603,10:30,630,zero_dte,PUT,0.0255859593578882,-0.1336613392496181,0.0255859593578882,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,479,1,3,2,18,False,fallback_volume_pace
SPXW,20260304,202603,10:30,630,zero_dte,PUT,-0.0230134426072591,-0.1087959245924191,-0.0230134426072591,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,119,1,3,2,18,False,fallback_volume_pace
SPY,20260304,202603,10:30,630,zero_dte,PUT,0.0040856075171214,-0.1340106884738735,0.0040856075171214,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,827,1,3,2,18,False,fallback_volume_pace
QQQ,20260305,202603,10:30,630,zero_dte,CALL,0.0905914486331393,0.0905914486331393,-0.0655088115245874,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,482,1,4,3,18,False,fallback_volume_pace
SPXW,20260305,202603,10:30,630,zero_dte,CALL,0.0810756047769157,0.0810756047769157,-0.0636428608406865,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,122,1,4,3,18,False,fallback_volume_pace
SPY,20260305,202603,10:30,630,zero_dte,CALL,0.0996774532959939,0.0996774532959939,-0.0536718219725449,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,830,1,4,3,18,False,fallback_volume_pace
QQQ,20260306,202603,10:30,630,zero_dte,PUT,-0.0463206123362954,-0.0665489012767213,-0.0463206123362954,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,485,1,5,4,18,False,fallback_volume_pace
SPXW,20260306,202603,10:30,630,zero_dte,CALL,-0.0256972819362719,-0.0256972819362719,-0.0583137544301481,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,125,1,5,4,18,False,fallback_volume_pace
SPY,20260306,202603,10:30,630,zero_dte,PUT,-0.033813011663422,-0.0845271623241076,-0.033813011663422,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,833,1,5,4,18,False,fallback_volume_pace
QQQ,20260310,202603,10:30,630,zero_dte,PUT,0.2037956510082137,-0.0981869430044162,0.2037956510082137,0.5,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,491,1,6,5,18,False,fallback_volume_pace
SPXW,20260310,202603,10:30,630,zero_dte,PUT,0.0478828318845213,-0.0722387553177033,0.0478828318845213,0.5,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,131,1,6,5,18,False,fallback_volume_pace
SPY,20260310,202603,10:30,630,zero_dte,PUT,0.1013073232320328,-0.0525849008626031,0.1013073232320328,0.5,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,839,1,6,5,18,False,fallback_volume_pace
QQQ,20260311,202603,10:30,630,zero_dte,PUT,0.3569255052758309,-0.1497537480310076,0.3569255052758309,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,494,1,7,6,18,False,fallback_volume_pace
SPXW,20260311,202603,10:30,630,zero_dte,PUT,0.3030063772788341,-0.143958736358389,0.3030063772788341,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,134,1,7,6,18,False,fallback_volume_pace
SPY,20260311,202603,10:30,630,zero_dte,PUT,0.3906992754609723,-0.1217405154444358,0.3906992754609723,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,842,1,7,6,18,False,fallback_volume_pace
QQQ,20260312,202603,10:30,630,zero_dte,CALL,0.2026745796485126,0.2026745796485126,-0.0393330877455769,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,497,1,8,7,18,False,fallback_volume_pace
SPXW,20260312,202603,10:30,630,zero_dte,CALL,0.1608850952981965,0.1608850952981965,-0.0373304787924726,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,137,1,8,7,18,False,fallback_volume_pace
SPY,20260312,202603,10:30,630,zero_dte,CALL,0.1889426752220181,0.1889426752220181,-0.0216687538179423,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,845,1,8,7,18,False,fallback_volume_pace
QQQ,20260313,202603,10:35,635,zero_dte,PUT,-0.011383564536658,-0.1028444312661208,-0.011383564536658,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,500,1,9,8,18,False,fallback_volume_pace
SPXW,20260313,202603,10:35,635,zero_dte,PUT,0.0698056218719161,-0.114271347922723,0.0698056218719161,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,140,1,9,8,18,False,fallback_volume_pace
SPY,20260313,202603,10:35,635,zero_dte,PUT,0.1006552094480491,-0.1089169523526001,0.1006552094480491,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,848,1,9,8,18,False,fallback_volume_pace
SPXW,20260317,202603,10:30,630,zero_dte,CALL,-0.1324311357041472,-0.1324311357041472,-0.230827998904675,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,146,1,10,9,18,False,fallback_volume_pace
SPY,20260317,202603,10:30,630,zero_dte,CALL,-0.1619722618748619,-0.1619722618748619,-0.1973963950564081,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,854,1,10,9,18,False,fallback_volume_pace
QQQ,20260317,202603,10:35,635,zero_dte,PUT,0.5279211670977085,-0.1277214092548819,0.5279211670977085,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,506,1,10,9,18,False,fallback_volume_pace
QQQ,20260318,202603,10:30,630,zero_dte,PUT,-0.0352239752560936,-0.1123348580545576,-0.0352239752560936,0.5,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,509,1,11,10,18,False,fallback_volume_pace
SPXW,20260318,202603,10:30,630,zero_dte,PUT,-0.0348365583244954,-0.1101632578348804,-0.0348365583244954,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,149,1,11,10,18,False,fallback_volume_pace
SPY,20260318,202603,10:30,630,zero_dte,PUT,-0.0138308297436939,-0.1384161333679904,-0.0138308297436939,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,857,1,11,10,18,False,fallback_volume_pace
QQQ,20260319,202603,10:35,635,zero_dte,PUT,0.0262441177024482,-0.0179221778403196,0.0262441177024482,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,512,1,12,11,18,False,fallback_volume_pace
SPXW,20260319,202603,10:35,635,zero_dte,CALL,0.0191002590942702,0.0191002590942702,0.0053694688166357,-0.3,0.5,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,152,1,12,11,18,False,fallback_volume_pace
SPY,20260319,202603,10:35,635,zero_dte,PUT,0.0394741757911302,-0.0167200760802405,0.0394741757911302,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,860,1,12,11,18,False,fallback_volume_pace
SPXW,20260320,202603,10:30,630,zero_dte,PUT,-0.1777630190437425,-0.2093836031447919,-0.1777630190437425,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,155,1,13,12,18,False,fallback_volume_pace
SPY,20260320,202603,10:30,630,zero_dte,PUT,-0.0949525796349757,-0.217690166288494,-0.0949525796349757,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,863,1,13,12,18,False,fallback_volume_pace
QQQ,20260320,202603,10:45,645,zero_dte,PUT,0.0219693568652163,-0.0233008385161559,0.0219693568652163,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,645,515,1,13,12,18,False,fallback_volume_pace
QQQ,20260323,202603,10:35,635,zero_dte,PUT,0.1529947773055029,-0.1467681058621626,0.1529947773055029,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,518,1,14,13,18,False,fallback_volume_pace
SPXW,20260323,202603,10:35,635,zero_dte,PUT,0.1322018301416258,-0.1430338996201398,0.1322018301416258,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,158,1,14,13,18,False,fallback_volume_pace
SPY,20260323,202603,10:35,635,zero_dte,PUT,0.152145327750855,-0.154703769972239,0.152145327750855,-0.3,-0.3,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,866,1,14,13,18,False,fallback_volume_pace
QQQ,20260325,202603,10:35,635,zero_dte,PUT,0.2837921413215171,-0.0476697823454916,0.2837921413215171,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,524,1,15,14,18,False,fallback_volume_pace
SPXW,20260325,202603,11:15,675,zero_dte,PUT,-0.245453015831996,-0.2766328120441381,-0.245453015831996,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,675,164,1,15,14,18,False,fallback_volume_pace
SPY,20260325,202603,11:15,675,zero_dte,PUT,-0.1170961088896575,-0.2800897490022948,-0.1170961088896575,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,675,872,1,15,14,18,False,fallback_volume_pace
QQQ,20260326,202603,10:30,630,zero_dte,CALL,0.009535712853968,0.009535712853968,-0.0168275756176998,-0.3,0.5,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,527,1,16,15,18,False,fallback_volume_pace
SPXW,20260326,202603,10:30,630,zero_dte,PUT,0.0031413082938142,-0.0001326461592744,0.0031413082938142,-0.3,0.5,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,167,1,16,15,18,False,fallback_volume_pace
SPY,20260326,202603,10:30,630,zero_dte,CALL,0.0207193701035447,0.0207193701035447,0.0128881303348941,-0.3,0.5,-0.3,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,875,1,16,15,18,False,fallback_volume_pace
QQQ,20260327,202603,10:30,630,zero_dte,CALL,-0.1699765547356003,-0.1699765547356003,-0.2079088408881123,0.5,-0.3,0.5,thr-999.000_maxday3,202603,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,530,1,17,16,18,False,fallback_volume_pace
