ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_stream,source_file,candidate_id,entry_minute,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
QQQ,20260109,202601,10:30,630,zero_dte,PUT,0.0398387677096194,-0.1226774696014337,0.0398387677096194,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,374,1,6,5,18,False,fallback_volume_pace
SPXW,20260109,202601,10:30,630,zero_dte,PUT,0.1740588896722172,-0.1010667819734545,0.1740588896722172,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,15,1,6,5,18,False,fallback_volume_pace
SPY,20260109,202601,10:30,630,zero_dte,PUT,0.0769390443181514,-0.1897254953941796,0.0769390443181514,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,723,1,6,5,18,False,fallback_volume_pace
QQQ,20260112,202601,10:30,630,zero_dte,PUT,0.2336994202681103,-0.0959651010963495,0.2336994202681103,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,377,1,7,6,18,False,fallback_volume_pace
SPXW,20260112,202601,10:30,630,zero_dte,PUT,0.1712698317024308,-0.1237020753054336,0.1712698317024308,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,18,1,7,6,18,False,fallback_volume_pace
SPY,20260112,202601,10:30,630,zero_dte,PUT,0.2175064019564457,-0.1416970629258109,0.2175064019564457,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,726,1,7,6,18,False,fallback_volume_pace
QQQ,20260113,202601,10:30,630,zero_dte,PUT,0.2256495963442748,-0.1417058934744047,0.2256495963442748,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,380,1,8,7,18,False,fallback_volume_pace
SPXW,20260113,202601,10:30,630,zero_dte,PUT,0.283518615531214,-0.1157369677373099,0.283518615531214,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,21,1,8,7,18,False,fallback_volume_pace
SPY,20260113,202601,10:30,630,zero_dte,PUT,0.2628058038214003,-0.1155152067147591,0.2628058038214003,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,729,1,8,7,18,False,fallback_volume_pace
QQQ,20260114,202601,10:30,630,zero_dte,PUT,0.2471630140207718,-0.1173815043788072,0.2471630140207718,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,383,1,9,8,18,False,fallback_volume_pace
SPXW,20260114,202601,10:30,630,zero_dte,PUT,0.2420884666946162,-0.0879614307419607,0.2420884666946162,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,24,1,9,8,18,False,fallback_volume_pace
SPY,20260114,202601,10:30,630,zero_dte,PUT,0.1989707307923462,-0.087767785380752,0.1989707307923462,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,732,1,9,8,18,False,fallback_volume_pace
QQQ,20260116,202601,10:30,630,zero_dte,PUT,0.1142780895775206,-0.0720979559587358,0.1142780895775206,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,389,1,10,9,18,False,fallback_volume_pace
SPXW,20260116,202601,10:30,630,zero_dte,PUT,0.1829903655270861,-0.0914554778745636,0.1829903655270861,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,30,1,10,9,18,False,fallback_volume_pace
SPY,20260116,202601,10:30,630,zero_dte,PUT,0.2487146394676719,-0.1165690200488615,0.2487146394676719,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,738,1,10,9,18,False,fallback_volume_pace
QQQ,20260120,202601,10:30,630,zero_dte,PUT,0.3000988341642238,-0.1166171954376387,0.3000988341642238,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,392,1,12,10,18,False,fallback_volume_pace
SPXW,20260120,202601,10:30,630,zero_dte,PUT,0.1606301389971839,-0.1184110867961194,0.1606301389971839,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,33,1,12,10,18,False,fallback_volume_pace
SPY,20260120,202601,10:30,630,zero_dte,PUT,0.1369651518687008,-0.1196667465460914,0.1369651518687008,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,741,1,12,10,18,False,fallback_volume_pace
QQQ,20260120,202601,11:00,660,zero_dte,PUT,0.3534871227638341,-0.0708453355055469,0.3534871227638341,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,660,393,1,12,11,18,False,fallback_volume_pace
SPXW,20260120,202601,11:00,660,zero_dte,PUT,0.2854474765691732,-0.0718544044703682,0.2854474765691732,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,660,34,1,12,11,18,False,fallback_volume_pace
SPY,20260120,202601,11:00,660,zero_dte,PUT,0.2452431353655821,-0.0737451707286964,0.2452431353655821,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,660,742,1,12,11,18,False,fallback_volume_pace
QQQ,20260121,202601,10:30,630,zero_dte,PUT,0.3242350634702582,-0.1503255271307248,0.3242350634702582,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,395,1,13,12,18,False,fallback_volume_pace
SPXW,20260121,202601,10:30,630,zero_dte,PUT,0.4163096790770796,-0.1724190102435356,0.4163096790770796,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,36,1,13,12,18,False,fallback_volume_pace
SPY,20260121,202601,10:30,630,zero_dte,PUT,0.4434067615146485,-0.1710520019095212,0.4434067615146485,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,744,1,13,12,18,False,fallback_volume_pace
SPXW,20260122,202601,10:45,645,zero_dte,CALL,-0.1387320857626089,-0.1387320857626089,-0.2429111548903538,0.5,-0.3,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,645,39,1,14,13,18,False,fallback_volume_pace
SPY,20260122,202601,10:45,645,zero_dte,CALL,-0.175426041596496,-0.175426041596496,-0.2241003424074002,0.5,-0.3,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,645,747,1,14,13,18,False,fallback_volume_pace
QQQ,20260122,202601,11:25,685,zero_dte,PUT,0.218388239844796,-0.1478772259572228,0.218388239844796,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,685,398,1,14,13,18,False,fallback_volume_pace
QQQ,20260126,202601,10:30,630,zero_dte,PUT,0.2695464453892947,-0.1700571999335927,0.2695464453892947,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,404,1,15,14,18,False,fallback_volume_pace
SPXW,20260126,202601,10:30,630,zero_dte,PUT,0.2118933489762886,-0.1717069094507983,0.2118933489762886,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,45,1,15,14,18,False,fallback_volume_pace
SPY,20260126,202601,10:30,630,zero_dte,PUT,0.1819739912073987,-0.1700241004330995,0.1819739912073987,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,753,1,15,14,18,False,fallback_volume_pace
QQQ,20260127,202601,10:30,630,zero_dte,PUT,-0.0463529572839832,-0.1275092765302635,-0.0463529572839832,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,407,1,16,15,18,False,fallback_volume_pace
SPXW,20260127,202601,10:30,630,zero_dte,PUT,-0.1281840694604387,-0.1699306235033439,-0.1281840694604387,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,48,1,16,15,18,False,fallback_volume_pace
SPY,20260127,202601,10:30,630,zero_dte,PUT,-0.1226868045803338,-0.1684912153956451,-0.1226868045803338,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,756,1,16,15,18,False,fallback_volume_pace
QQQ,20260128,202601,10:30,630,zero_dte,PUT,-0.0474721237514847,-0.1107389208549075,-0.0474721237514847,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,410,1,17,16,18,False,fallback_volume_pace
SPXW,20260128,202601,10:30,630,zero_dte,CALL,-0.1524028434187506,-0.1524028434187506,-0.2407800468507197,-0.3,0.5,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,51,1,17,16,18,False,fallback_volume_pace
SPY,20260128,202601,10:30,630,zero_dte,CALL,-0.1509045614463404,-0.1509045614463404,-0.2287606198925506,-0.3,0.5,-0.3,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,759,1,17,16,18,False,fallback_volume_pace
QQQ,20260129,202601,10:30,630,zero_dte,PUT,0.2736541994220419,-0.121479060351675,0.2736541994220419,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,413,1,18,17,18,False,fallback_volume_pace
SPXW,20260129,202601,10:30,630,zero_dte,PUT,0.150639104855455,-0.1476046433188057,0.150639104855455,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,54,1,18,17,18,False,fallback_volume_pace
SPY,20260129,202601,10:30,630,zero_dte,PUT,0.2423613920989215,-0.121360792905201,0.2423613920989215,-0.3,0.5,0.5,thr-999.000_maxday3,202601,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,762,1,18,17,18,False,fallback_volume_pace
SPXW,20260202,202602,10:30,630,zero_dte,PUT,0.0437016739037981,-0.2130591791475228,0.0437016739037981,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,60,1,1,0,18,False,fallback_volume_pace
SPY,20260202,202602,10:30,630,zero_dte,PUT,0.0218147220571271,-0.2325266382340008,0.0218147220571271,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,768,1,1,0,18,False,fallback_volume_pace
QQQ,20260202,202602,10:35,635,zero_dte,PUT,-0.1561363222562084,-0.3128774069058365,-0.1561363222562084,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,419,1,1,0,18,False,fallback_volume_pace
SPXW,20260203,202602,10:30,630,zero_dte,CALL,-0.1627120850016218,-0.1627120850016218,-0.2173842741652882,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,63,1,2,1,18,False,fallback_volume_pace
SPY,20260203,202602,10:30,630,zero_dte,CALL,-0.1628743071240058,-0.1628743071240058,-0.1908225800080451,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,771,1,2,1,18,False,fallback_volume_pace
QQQ,20260203,202602,10:35,635,zero_dte,CALL,-0.0791780797491547,-0.0791780797491547,-0.2668079181138264,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,422,1,2,1,18,False,fallback_volume_pace
QQQ,20260204,202602,10:35,635,zero_dte,CALL,-0.1269563774961733,-0.1269563774961733,-0.2300239492142104,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,425,1,3,2,18,False,fallback_volume_pace
SPXW,20260204,202602,11:05,665,zero_dte,CALL,-0.0251717373427589,-0.0251717373427589,-0.2171560844692231,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,665,66,1,3,2,18,False,fallback_volume_pace
SPY,20260204,202602,11:05,665,zero_dte,CALL,-0.0139347445511855,-0.0139347445511855,-0.2141369672744451,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,665,774,1,3,2,18,False,fallback_volume_pace
SPXW,20260205,202602,10:30,630,zero_dte,PUT,-0.0197162167378246,-0.1160154869019884,-0.0197162167378246,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,69,1,4,3,18,False,fallback_volume_pace
SPY,20260205,202602,10:30,630,zero_dte,PUT,-0.0197162167378246,-0.118019742417722,-0.0197162167378246,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,777,1,4,3,18,False,fallback_volume_pace
QQQ,20260205,202602,10:35,635,zero_dte,CALL,-0.0887647568965781,-0.0887647568965781,-0.2668079181138264,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,635,428,1,4,3,18,False,fallback_volume_pace
SPXW,20260206,202602,10:30,630,zero_dte,PUT,0.0834251080753575,-0.2971155277255538,0.0834251080753575,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,71,1,5,4,18,False,fallback_volume_pace
SPY,20260206,202602,10:30,630,zero_dte,PUT,0.0827350577209789,-0.3196692251335432,0.0827350577209789,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,779,1,5,4,18,False,fallback_volume_pace
QQQ,20260206,202602,11:05,665,zero_dte,PUT,0.4503827010119663,-0.3324170166888788,0.4503827010119663,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,665,430,1,5,4,18,False,fallback_volume_pace
QQQ,20260209,202602,10:30,630,zero_dte,PUT,0.3961875413997802,-0.3107787605414791,0.3961875413997802,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,433,1,6,5,18,False,fallback_volume_pace
SPXW,20260209,202602,10:30,630,zero_dte,PUT,0.4585152218244497,-0.2778394335232919,0.4585152218244497,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,74,1,6,5,18,False,fallback_volume_pace
SPY,20260209,202602,10:30,630,zero_dte,PUT,0.4569075267835027,-0.2876425265187851,0.4569075267835027,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,782,1,6,5,18,False,fallback_volume_pace
QQQ,20260210,202602,10:30,630,zero_dte,PUT,0.4952763997701388,-0.3265978073823243,0.4952763997701388,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,436,1,7,6,18,False,fallback_volume_pace
SPXW,20260210,202602,10:30,630,zero_dte,PUT,0.4468433916305194,-0.3267861703745965,0.4468433916305194,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,77,1,7,6,18,False,fallback_volume_pace
SPY,20260210,202602,10:30,630,zero_dte,PUT,0.4770172306070031,-0.3149136330360625,0.4770172306070031,-0.3,0.5,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,785,1,7,6,18,False,fallback_volume_pace
QQQ,20260211,202602,10:30,630,zero_dte,CALL,-0.1367746508994823,-0.1367746508994823,-0.1973505450825488,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,439,1,8,7,18,False,fallback_volume_pace
SPXW,20260211,202602,10:30,630,zero_dte,CALL,-0.162264300832503,-0.162264300832503,-0.2406317166353311,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,80,1,8,7,18,False,fallback_volume_pace
SPY,20260211,202602,10:30,630,zero_dte,CALL,-0.1122516367066685,-0.1122516367066685,-0.2406317166353311,0.5,-0.3,0.5,thr-999.000_maxday3,202602,fallback_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live1030_d50_fallback_wf2026_v1\event_option_gate_trades.csv,,630,788,1,8,7,18,False,fallback_volume_pace
