ticker,month,test_month,train_months,train_month_max,first_val_month,val_months,val_month_max,deploy_config,train_rows,val_rows,test_rows,val_score,abstained_invalid_val,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,source_delta_bucket,source_combined_from
SPXW,202508,202508,202501,202501,202502,"202502,202503,202504,202505,202506,202507",202507,thr0.200_maxday1,765,4460,778,6.44176698983458,False,121,0.5206611570247934,1.399833165325986,11.66510994092128,0.0964058672803411,-2.5637556792898604,0.3305785123966942,121,0.5206611570247934,0.1811765034993488,-2.5637556792898604,9.4671679750871,0.8115798327691892,18,1.0,18,0.5,1.064870593779209,0.3503012064077275,0.0194611781337626,-1.7999999999999998,0.0555555555555555,18,0.5,-0.1684466140997689,-1.7999999999999998,4.584417015883576,13.087071731484752,18,1.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
SPXW,202509,202509,"202501,202502",202502,202503,"202503,202504,202505,202506,202507,202508",202508,thr0.000_maxday2,1392,4611,814,6.681824036094498,False,249,0.5461847389558233,1.3335650858776726,19.33002076629737,0.077630605487138,-5.556801604143683,0.4497991967871486,125,0.56,0.0761745971621979,-5.556801604143681,11.104579364399395,0.5744732247655241,39,0.8333333333333334,42,0.5476190476190477,1.4071022647393816,3.748044110670887,0.0892391454921639,-4.033998762001892,0.3095238095238095,21,0.5238095238095238,0.1857184226160927,-4.033998762001892,6.987584004307665,1.864328113005296,42,1.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
SPXW,202510,202510,"202501,202502,202503",202503,202504,"202504,202505,202506,202507,202508,202509",202509,thr0.200_maxday1,2116,4701,852,7.345178376423176,False,121,0.6033057851239669,1.6770774631232048,17.13049683022929,0.1415743539688371,-2.4192893935735325,0.3801652892561983,121,0.6033057851239669,0.2996599307632437,-2.4192893935735325,7.225615799009052,0.4217983792658241,19,1.0,23,0.6956521739130435,1.589536912682587,2.476055033266864,0.1076545666637766,-1.8000000000000005,0.217391304347826,23,0.6956521739130435,0.3375705745903672,-1.8000000000000005,2.827965741391063,1.1421255599718616,23,1.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
SPXW,202511,202511,"202501,202502,202503,202504",202504,202505,"202505,202506,202507,202508,202509,202510",202510,thr0.000_maxday2,2765,4904,648,6.727293617655585,False,256,0.5625,1.320367740907999,18.4228920822554,0.0719644221963101,-4.852951042466598,0.4453125,128,0.5546875,0.1130548153103665,-4.527219970592109,12.942302969028212,0.7025120112109873,40,0.8333333333333334,37,0.5945945945945946,1.5060953673805637,4.290908997283216,0.1159705134400869,-2.3999999999999995,0.4864864864864865,19,0.5263157894736842,0.0368181055242365,-2.4000000000000004,7.235530124254691,1.6862464640559514,37,1.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
SPXW,202512,202512,"202501,202502,202503,202504,202505",202505,202506,"202506,202507,202508,202509,202510,202511",202511,thr0.000_maxday3,3585,4732,842,9.553371516601644,False,374,0.5909090909090909,1.527274373320928,41.181109185157766,0.1101099176073737,-4.2330682228514345,0.4572192513368984,126,0.5952380952380952,0.2928712536746376,-4.2330682228514345,14.982815267827352,0.3638273850386566,55,0.8333333333333334,66,0.5303030303030303,0.9761008717902322,-0.400739111312425,-0.0060718047168549,-6.835245813858247,0.4696969696969697,22,0.5454545454545454,0.1424357966292637,-6.132723041140897,7.402195129092794,-18.471356850721467,66,0.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
SPXW,202601,202601,"202501,202502,202503,202504,202505,202506",202506,202507,"202507,202508,202509,202510,202511,202512",202512,thr-999.000_maxday3,4362,4797,779,7.943714218983317,False,381,0.5669291338582677,1.3333509974693265,29.146004669173216,0.0764986999190898,-5.941209069573006,0.4146981627296588,128,0.59375,0.19630991883878,-5.3273510569387845,17.954057081122116,0.6160040556128621,55,1.0,60,0.5833333333333334,1.0817185558288152,1.1125829629789488,0.0185430493829824,-3.385657503525998,0.4166666666666667,20,0.45,-0.0785308935277089,-3.385657503525998,5.969217931068207,5.365189050788252,60,1.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
SPXW,202602,202602,"202501,202502,202503,202504,202505,202506,202507",202507,202508,"202508,202509,202510,202511,202512,202601",202601,thr0.460_maxday2,5225,4713,616,6.324630083304032,False,230,0.5652173913043478,1.2901166477850294,16.024874439863925,0.0696733671298431,-6.063767964579597,0.008695652173913,120,0.5,-0.0039094916105273,-6.063767964579574,11.965981025369064,0.7467129349607979,32,1.0,37,0.4324324324324324,0.8763690203028441,-1.5577503441841676,-0.0421013606536261,-4.2,0.0,19,0.3684210526315789,-0.6,-4.152076663904385,9.05353339780654,-5.811928356560948,37,0.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
SPXW,202603,202603,"202501,202502,202503,202504,202505,202506,202507,202508",202508,202509,"202509,202510,202511,202512,202601,202602",202602,thr0.000_maxday2,6003,4551,793,6.611655009707486,False,247,0.5708502024291497,1.3505163015921668,20.305977960815756,0.0822104370883228,-5.652787046526761,0.6194331983805668,124,0.5,-0.0094633062124031,-5.6527870465267664,15.865443765386292,0.7813188705317067,37,0.6666666666666666,44,0.5227272727272727,1.3249061896434968,3.571334048940447,0.0811666829304647,-5.221198740610854,0.6363636363636364,22,0.3636363636363636,-0.1524572904257131,-4.621198740610854,8.674452072233263,2.42891086450085,44,1.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
SPXW,202604,202604,"202501,202502,202503,202504,202505,202506,202507,202508,202509",202509,202510,"202510,202511,202512,202601,202602,202603",202603,thr0.104_maxday2,6817,4530,793,8.617165008170067,False,244,0.6065573770491803,1.6012620405586704,33.536086310037405,0.1374429766804811,-5.4,0.1598360655737705,123,0.5528455284552846,0.2890373458847067,-4.799999999999997,17.254940534515995,0.5145186106391778,37,1.0,40,0.525,0.9757773000728278,-0.2581405763862978,-0.0064535144096574,-2.9146771643624048,0.125,20,0.5,0.0717456638921004,-2.9146771643624048,6.2631886303706885,-24.262704910823697,40,0.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
SPXW,202605,202605,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",202510,202511,"202511,202512,202601,202602,202603,202604",202604,thr-0.200_maxday2,7669,4471,783,9.17162864677966,False,245,0.6163265306122448,1.6916754503514244,36.54966129677007,0.1491822910072247,-4.656141026190659,0.2816326530612245,123,0.5691056910569106,0.3240475609188987,-4.098246369657972,15.500383705206929,0.4240910354640335,37,1.0,40,0.425,0.7529589259148052,-3.260942177924573,-0.0815235544481143,-4.868833926144195,0.325,20,0.4,-0.1952599026817328,-4.268833926144195,4.795357690816782,-1.4705436126036395,40,0.0,65,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d65_return_wf202504_202606_v1
