source_index,ticker,date,month,time,ts,action,delta_target,strike,entry,actual_delta_abs,expected_realized_return,source_stream,monthly_backfill_role
27,SPXW,20260210,202602,10:00,2026-02-10 10:00:00,PUT,0.25,6955.0,6.059999942779541,0.26170000433921814,-0.3,win_valthr_wr45_d25,primary
28,SPXW,20260211,202602,10:00,2026-02-11 10:00:00,PUT,0.25,6930.0,6.0,0.23989999294281006,0.5,win_valthr_wr45_d25,primary
29,SPXW,20260212,202602,10:00,2026-02-12 10:00:00,CALL,0.25,6970.0,4.449999809265137,0.2623000144958496,0.5,win_valthr_wr45_d25,primary
30,SPXW,20260213,202602,10:00,2026-02-13 10:00:00,PUT,0.25,6765.0,9.800000190734863,0.2540000081062317,-0.3,win_valthr_wr45_d25,primary
31,SPXW,20260217,202602,10:00,2026-02-17 10:00:00,CALL,0.25,6825.0,8.600000381469727,0.24240000545978546,0.5,win_valthr_wr45_d25,primary
32,SPXW,20260218,202602,10:00,2026-02-18 10:00:00,CALL,0.25,6905.0,6.699999809265137,0.2685000002384186,0.5,win_valthr_wr45_d25,primary
33,SPXW,20260219,202602,10:00,2026-02-19 10:00:00,PUT,0.25,6830.0,9.0,0.24629999697208405,-0.3,win_valthr_wr45_d25,primary
34,SPXW,20260220,202602,10:00,2026-02-20 10:00:00,PUT,0.25,6830.0,7.099999904632568,0.2590000033378601,-0.3,win_valthr_wr45_d25,primary
35,SPXW,20260223,202602,10:00,2026-02-23 10:00:00,PUT,0.25,6850.0,8.300000190734863,0.26269999146461487,0.5,win_valthr_wr45_d25,primary
36,SPXW,20260224,202602,10:00,2026-02-24 10:00:00,PUT,0.25,6815.0,10.899999618530273,0.2603999972343445,-0.3,win_valthr_wr45_d25,primary
37,SPXW,20260225,202602,10:00,2026-02-25 10:00:00,PUT,0.25,6905.0,4.880000114440918,0.23770000040531158,-0.3,win_valthr_wr45_d25,primary
38,SPXW,20260226,202602,10:00,2026-02-26 10:00:00,PUT,0.25,6890.0,8.329999923706055,0.2533000111579895,0.5,win_valthr_wr45_d25,primary
39,SPXW,20260227,202602,10:00,2026-02-27 10:00:00,PUT,0.25,6810.0,9.699999809265137,0.27399998903274536,-0.3,win_valthr_wr45_d25,primary
40,SPXW,20260302,202603,10:00,2026-03-02 10:00:00,CALL,0.25,6875.0,4.599999904632568,0.2493000030517578,0.5,win_valthr_wr45_d25,primary
41,SPXW,20260303,202603,10:00,2026-03-03 10:00:00,PUT,0.25,6690.0,8.899999618530273,0.24449999630451202,0.5,win_valthr_wr45_d25,primary
42,SPXW,20260304,202603,10:00,2026-03-04 10:00:00,CALL,0.25,6865.0,8.600000381469727,0.24320000410079956,-0.3,win_valthr_wr45_d25,primary
43,SPXW,20260305,202603,10:00,2026-03-05 10:00:00,PUT,0.25,6830.0,6.079999923706055,0.23649999499320984,0.5,win_valthr_wr45_d25,primary
44,SPXW,20260306,202603,10:00,2026-03-06 10:00:00,PUT,0.25,6675.0,8.100000381469727,0.25459998846054077,-0.3,win_valthr_wr45_d25,primary
45,SPXW,20260309,202603,10:00,2026-03-09 10:00:00,CALL,0.25,6700.0,9.5,0.23999999463558197,-0.3,win_valthr_wr45_d25,primary
46,SPXW,20260310,202603,10:00,2026-03-10 10:00:00,CALL,0.25,6805.0,6.5,0.25690001249313354,0.5,win_valthr_wr45_d25,primary
47,SPXW,20260311,202603,10:00,2026-03-11 10:00:00,PUT,0.25,6750.0,5.400000095367432,0.24420000612735748,0.5,win_valthr_wr45_d25,primary
48,SPXW,20260312,202603,10:15,2026-03-12 10:15:00,CALL,0.25,6755.0,7.699999809265137,0.25929999351501465,-0.3,win_valthr_wr45_d25,primary
49,SPXW,20260313,202603,10:00,2026-03-13 10:00:00,PUT,0.25,6675.0,7.599999904632568,0.2409999966621399,0.5,win_valthr_wr45_d25,primary
50,SPXW,20260316,202603,10:00,2026-03-16 10:00:00,PUT,0.25,6685.0,8.699999809265137,0.2583000063896179,0.5,win_valthr_wr45_d25,primary
51,SPXW,20260317,202603,10:00,2026-03-17 10:00:00,CALL,0.25,6770.0,4.539999961853027,0.26649999618530273,-0.3,win_valthr_wr45_d25,primary
52,SPXW,20260318,202603,10:00,2026-03-18 10:00:00,PUT,0.25,6665.0,10.300000190734863,0.25589999556541443,0.5,win_valthr_wr45_d25,primary
53,SPXW,20260319,202603,10:00,2026-03-19 10:00:00,PUT,0.25,6555.0,7.099999904632568,0.24150000512599945,0.5,win_valthr_wr45_d25,primary
54,SPXW,20260320,202603,10:30,2026-03-20 10:30:00,PUT,0.25,6510.0,5.599999904632568,0.2410999983549118,-0.3,win_valthr_wr45_d25,primary
55,SPXW,20260323,202603,10:00,2026-03-23 10:00:00,CALL,0.25,6665.0,7.300000190734863,0.2484000027179718,-0.3,win_valthr_wr45_d25,primary
56,SPXW,20260324,202603,10:00,2026-03-24 10:00:00,CALL,0.25,6575.0,8.699999809265137,0.24860000610351562,0.5,win_valthr_wr45_d25,primary
57,SPXW,20260325,202603,10:00,2026-03-25 10:00:00,CALL,0.25,6630.0,7.099999904632568,0.2451000064611435,0.5,win_valthr_wr45_d25,primary
58,SPXW,20260326,202603,10:00,2026-03-26 10:00:00,PUT,0.25,6530.0,8.0,0.23720000684261322,-0.3,win_valthr_wr45_d25,primary
59,SPXW,20260327,202603,10:15,2026-03-27 10:15:00,PUT,0.25,6385.0,7.699999809265137,0.2515999972820282,-0.3,win_valthr_wr45_d25,primary
60,SPXW,20260330,202603,10:15,2026-03-30 10:15:00,CALL,0.25,6425.0,7.119999885559082,0.25609999895095825,-0.3,win_valthr_wr45_d25,primary
61,SPXW,20260331,202603,10:00,2026-03-31 10:00:00,PUT,0.25,6410.0,9.369999885559082,0.2551000118255615,0.5,win_valthr_wr45_d25,primary
62,SPXW,20260401,202604,10:00,2026-04-01 10:00:00,CALL,0.25,6600.0,5.900000095367432,0.24070000648498535,-0.3,win_valthr_wr45_d25,primary
63,SPXW,20260402,202604,10:00,2026-04-02 10:00:00,PUT,0.5,6520.0,22.799999237060547,0.48910000920295715,-0.3,forcedmax3_d50,fallback
64,SPXW,20260402,202604,11:30,2026-04-02 11:30:00,PUT,0.25,6540.0,8.800000190734863,0.2533999979496002,0.5,win_valthr_wr45_d25,primary
65,SPXW,20260406,202604,10:00,2026-04-06 10:00:00,PUT,0.5,6610.0,20.100000381469727,0.5112000107765198,0.5,forcedmax3_d50,fallback
66,SPXW,20260407,202604,10:00,2026-04-07 10:00:00,PUT,0.25,6530.0,8.989999771118164,0.25270000100135803,0.5,win_valthr_wr45_d25,primary
67,SPXW,20260408,202604,10:15,2026-04-08 10:15:00,PUT,0.25,6740.0,6.550000190734863,0.2443999946117401,0.5,win_valthr_wr45_d25,primary
68,SPXW,20260409,202604,13:00,2026-04-09 13:00:00,PUT,0.25,6805.0,3.700000047683716,0.24889999628067017,-0.3,win_valthr_wr45_d25,primary
69,SPXW,20260410,202604,10:00,2026-04-10 10:00:00,CALL,0.25,6855.0,2.799999952316284,0.22439999878406525,0.5,win_valthr_wr45_d25,primary
70,SPXW,20260413,202604,10:00,2026-04-13 10:00:00,PUT,0.25,6795.0,6.0,0.26159998774528503,0.5,win_valthr_wr45_d25,primary
71,SPXW,20260414,202604,10:00,2026-04-14 10:00:00,CALL,0.25,6935.0,4.949999809265137,0.2775999903678894,0.5,win_valthr_wr45_d25,primary
72,SPXW,20260416,202604,11:15,2026-04-16 11:15:00,PUT,0.25,7020.0,4.099999904632568,0.2651999890804291,0.5,win_valthr_wr45_d25,primary
73,SPXW,20260417,202604,10:15,2026-04-17 10:15:00,PUT,0.25,7090.0,5.599999904632568,0.2538999915122986,-0.3,win_valthr_wr45_d25,primary
74,SPXW,20260420,202604,10:00,2026-04-20 10:00:00,PUT,0.25,7095.0,5.489999771118164,0.24279999732971191,0.5,win_valthr_wr45_d25,primary
75,SPXW,20260421,202604,10:15,2026-04-21 10:15:00,PUT,0.25,7110.0,4.5,0.2363000065088272,0.5,win_valthr_wr45_d25,primary
76,SPXW,20260422,202604,10:30,2026-04-22 10:30:00,PUT,0.25,7105.0,5.900000095367432,0.24879999458789825,-0.3,win_valthr_wr45_d25,primary
77,SPXW,20260423,202604,10:00,2026-04-23 10:00:00,CALL,0.25,7145.0,4.0,0.2632000148296356,0.5,win_valthr_wr45_d25,primary
78,SPXW,20260424,202604,10:00,2026-04-24 10:00:00,CALL,0.25,7145.0,4.400000095367432,0.26420000195503235,0.5,win_valthr_wr45_d25,primary
79,SPXW,20260427,202604,10:00,2026-04-27 10:00:00,PUT,0.25,7140.0,5.199999809265137,0.24199999868869781,-0.3,win_valthr_wr45_d25,primary
80,SPXW,20260429,202604,10:15,2026-04-29 10:15:00,PUT,0.25,7110.0,6.5,0.26570001244544983,-0.3,win_valthr_wr45_d25,primary
81,SPXW,20260430,202604,10:15,2026-04-30 10:15:00,PUT,0.25,7110.0,7.400000095367432,0.25949999690055847,0.5,win_valthr_wr45_d25,primary
82,SPXW,20260501,202605,10:00,2026-05-01 10:00:00,PUT,0.25,7245.0,4.900000095367432,0.26190000772476196,-0.3,win_valthr_wr45_d25,primary
83,SPXW,20260504,202605,10:00,2026-05-04 10:00:00,PUT,0.5,7230.0,11.699999809265137,0.4828000068664551,-0.3,forcedmax3_d50,fallback
84,SPXW,20260504,202605,10:30,2026-05-04 10:30:00,PUT,0.25,7215.0,3.5,0.24379999935626984,-0.3,win_valthr_wr45_d25,primary
85,SPXW,20260505,202605,10:00,2026-05-05 10:00:00,CALL,0.25,7265.0,3.450000047683716,0.26420000195503235,0.5,win_valthr_wr45_d25,primary
86,SPXW,20260506,202605,11:00,2026-05-06 11:00:00,CALL,0.25,7360.0,3.700000047683716,0.25459998846054077,-0.3,win_valthr_wr45_d25,primary
87,SPXW,20260507,202605,10:15,2026-05-07 10:15:00,PUT,0.25,7350.0,5.349999904632568,0.2703000009059906,-0.3,win_valthr_wr45_d25,primary
88,SPXW,20260508,202605,10:00,2026-05-08 10:00:00,CALL,0.25,7410.0,3.200000047683716,0.2289000004529953,0.5,win_valthr_wr45_d25,primary
89,SPXW,20260511,202605,10:15,2026-05-11 10:15:00,PUT,0.25,7395.0,4.099999904632568,0.263700008392334,0.5,win_valthr_wr45_d25,primary
90,SPXW,20260512,202605,10:00,2026-05-12 10:00:00,CALL,0.25,7395.0,4.650000095367432,0.2547999918460846,0.5,win_valthr_wr45_d25,primary
91,SPXW,20260513,202605,10:15,2026-05-13 10:15:00,CALL,0.25,7420.0,4.400000095367432,0.23489999771118164,0.5,win_valthr_wr45_d25,primary
92,SPXW,20260514,202605,10:15,2026-05-14 10:15:00,PUT,0.25,7450.0,4.800000190734863,0.2443999946117401,-0.3,win_valthr_wr45_d25,primary
93,SPXW,20260515,202605,10:15,2026-05-15 10:15:00,CALL,0.25,7460.0,7.300000190734863,0.257999986410141,0.5,win_valthr_wr45_d25,primary
94,SPXW,20260518,202605,10:00,2026-05-18 10:00:00,PUT,0.25,7400.0,8.300000190734863,0.265500009059906,0.5,win_valthr_wr45_d25,primary
95,SPXW,20260519,202605,10:00,2026-05-19 10:00:00,PUT,0.25,7340.0,9.800000190734863,0.26019999384880066,0.5,win_valthr_wr45_d25,primary
96,SPXW,20260520,202605,10:00,2026-05-20 10:00:00,CALL,0.25,7405.0,5.599999904632568,0.26669999957084656,-0.3,win_valthr_wr45_d25,primary
97,SPXW,20260521,202605,10:00,2026-05-21 10:00:00,PUT,0.25,7380.0,7.599999904632568,0.24729999899864197,0.5,win_valthr_wr45_d25,primary
98,SPXW,20260522,202605,10:00,2026-05-22 10:00:00,PUT,0.25,7465.0,10.75,0.2630000114440918,0.5,win_valthr_wr45_d25,primary
99,SPXW,20260526,202605,11:00,2026-05-26 11:00:00,CALL,0.25,7550.0,3.4000000953674316,0.2433999925851822,-0.3,win_valthr_wr45_d25,primary
100,SPXW,20260527,202605,10:00,2026-05-27 10:00:00,PUT,0.25,7495.0,5.300000190734863,0.2395000010728836,-0.3,win_valthr_wr45_d25,primary
101,SPXW,20260528,202605,10:15,2026-05-28 10:15:00,PUT,0.25,7525.0,6.099999904632568,0.2533999979496002,-0.3,win_valthr_wr45_d25,primary
102,SPXW,20260529,202605,10:00,2026-05-29 10:00:00,PUT,0.25,7570.0,5.21999979019165,0.23340000212192535,0.5,win_valthr_wr45_d25,primary
103,SPXW,20260601,202606,10:00,2026-06-01 10:00:00,CALL,0.5,7575.0,11.800000190734863,0.48080000281333923,-0.3,forcedmax3_d50,fallback
104,SPXW,20260601,202606,14:15,2026-06-01 14:15:00,CALL,0.25,7620.0,1.399999976158142,0.21449999511241913,0.5,win_valthr_wr45_d25,primary
105,SPXW,20260602,202606,14:15,2026-06-02 14:15:00,PUT,0.25,7600.0,2.2200000286102295,0.26499998569488525,-0.3,win_valthr_wr45_d25,primary
106,SPXW,20260603,202606,10:00,2026-06-03 10:00:00,PUT,0.25,7550.0,3.7699999809265137,0.2513999938964844,-0.3,win_valthr_wr45_d25,primary
107,SPXW,20260604,202606,10:00,2026-06-04 10:00:00,PUT,0.25,7520.0,4.800000190734863,0.23420000076293945,0.5,win_valthr_wr45_d25,primary
108,SPXW,20260605,202606,10:15,2026-06-05 10:15:00,PUT,0.25,7485.0,4.300000190734863,0.2337000072002411,0.5,win_valthr_wr45_d25,primary
109,SPXW,20260608,202606,10:00,2026-06-08 10:00:00,CALL,0.25,7460.0,8.300000190734863,0.24709999561309814,0.5,win_valthr_wr45_d25,primary
110,SPXW,20260609,202606,10:00,2026-06-09 10:00:00,PUT,0.25,7425.0,7.099999904632568,0.23729999363422394,-0.3,win_valthr_wr45_d25,primary
111,SPXW,20260610,202606,10:00,2026-06-10 10:00:00,PUT,0.25,7320.0,12.399999618530273,0.25110000371932983,-0.3,win_valthr_wr45_d25,primary
112,SPXW,20260611,202606,10:15,2026-06-11 10:15:00,PUT,0.25,7240.0,10.699999809265137,0.2549000084400177,-0.3,win_valthr_wr45_d25,primary
113,SPXW,20260612,202606,10:15,2026-06-12 10:15:00,PUT,0.25,7355.0,9.0,0.24330000579357147,0.5,win_valthr_wr45_d25,primary
114,SPXW,20260615,202606,10:15,2026-06-15 10:15:00,PUT,0.25,7515.0,6.300000190734863,0.2508000135421753,-0.3,win_valthr_wr45_d25,primary
115,SPXW,20260616,202606,10:00,2026-06-16 10:00:00,PUT,0.25,7530.0,4.659999847412109,0.26269999146461487,-0.3,win_valthr_wr45_d25,primary
116,SPXW,20260617,202606,10:00,2026-06-17 10:00:00,CALL,0.25,7550.0,8.300000190734863,0.24060000479221344,0.5,win_valthr_wr45_d25,primary
117,SPXW,20260618,202606,10:15,2026-06-18 10:15:00,PUT,0.25,7445.0,9.0,0.2612000107765198,-0.3,win_valthr_wr45_d25,primary
118,SPXW,20260622,202606,10:00,2026-06-22 10:00:00,PUT,0.25,7505.0,6.0,0.2506999969482422,-0.3,win_valthr_wr45_d25,primary
119,SPXW,20260623,202606,10:30,2026-06-23 10:30:00,PUT,0.25,7380.0,8.300000190734863,0.23659999668598175,0.5,win_valthr_wr45_d25,primary
120,SPXW,20260624,202606,10:00,2026-06-24 10:00:00,CALL,0.25,7420.0,5.769999980926514,0.24160000681877136,-0.3,win_valthr_wr45_d25,primary
121,SPXW,20260625,202606,10:15,2026-06-25 10:15:00,PUT,0.25,7325.0,9.399999618530273,0.2409999966621399,-0.3,win_valthr_wr45_d25,primary
122,SPXW,20260626,202606,10:45,2026-06-26 10:45:00,PUT,0.25,7315.0,7.900000095367432,0.25859999656677246,-0.3,win_valthr_wr45_d25,primary
123,SPXW,20260629,202606,10:00,2026-06-29 10:00:00,PUT,0.25,7360.0,9.300000190734863,0.23999999463558197,0.5,win_valthr_wr45_d25,primary
124,SPXW,20260630,202606,10:30,2026-06-30 10:30:00,PUT,0.25,7445.0,4.75,0.2451999932527542,0.5,win_valthr_wr45_d25,primary
125,SPY,20260102,202601,10:00,2026-01-02 10:00:00,PUT,0.25,684.0,0.3100000023841858,0.22439999878406525,0.5,win_no_scorethr_d25,primary
126,SPY,20260102,202601,10:30,2026-01-02 10:30:00,PUT,0.5,682.0,1.1299999952316284,0.44279998540878296,-0.3,forcedmax3_d50,fallback
127,SPY,20260105,202601,10:00,2026-01-05 10:00:00,CALL,0.25,689.0,0.25999999046325684,0.21619999408721924,0.5,win_no_scorethr_d25,primary
128,SPY,20260106,202601,10:00,2026-01-06 10:00:00,PUT,0.25,688.0,0.27000001072883606,0.20679999887943268,-0.3,win_no_scorethr_d25,primary
129,SPY,20260107,202601,10:00,2026-01-07 10:00:00,CALL,0.25,694.0,0.23000000417232513,0.26759999990463257,-0.3,win_no_scorethr_d25,primary
130,SPY,20260108,202601,10:00,2026-01-08 10:00:00,CALL,0.25,690.0,0.4399999976158142,0.2727999985218048,0.5,win_no_scorethr_d25,primary
131,SPY,20260109,202601,10:00,2026-01-09 10:00:00,CALL,0.25,694.0,0.6200000047683716,0.2754000127315521,-0.3,win_no_scorethr_d25,primary
132,SPY,20260112,202601,10:00,2026-01-12 10:00:00,PUT,0.25,692.0,0.49000000953674316,0.2791000008583069,-0.3,win_no_scorethr_d25,primary
133,SPY,20260113,202601,10:00,2026-01-13 10:00:00,PUT,0.25,692.0,0.38999998569488525,0.24150000512599945,0.5,win_no_scorethr_d25,primary
134,SPY,20260114,202601,10:00,2026-01-14 10:00:00,CALL,0.25,692.0,0.5600000023841858,0.24369999766349792,0.5,win_no_scorethr_d25,primary
135,SPY,20260115,202601,10:00,2026-01-15 10:00:00,CALL,0.25,695.0,0.5899999737739563,0.3001999855041504,-0.3,win_no_scorethr_d25,primary
136,SPY,20260116,202601,10:00,2026-01-16 10:00:00,CALL,0.25,694.0,0.4699999988079071,0.25119999051094055,-0.3,win_no_scorethr_d25,primary
137,SPY,20260120,202601,10:00,2026-01-20 10:00:00,CALL,0.25,686.0,0.6100000143051147,0.2295999974012375,-0.3,win_no_scorethr_d25,primary
138,SPY,20260121,202601,10:00,2026-01-21 10:00:00,PUT,0.25,680.0,0.7300000190734863,0.28119999170303345,-0.3,win_no_scorethr_d25,primary
139,SPY,20260122,202601,10:00,2026-01-22 10:00:00,CALL,0.25,690.0,0.5799999833106995,0.28839999437332153,0.5,win_no_scorethr_d25,primary
140,SPY,20260123,202601,10:00,2026-01-23 10:00:00,PUT,0.25,686.0,0.4000000059604645,0.21559999883174896,-0.3,win_no_scorethr_d25,primary
141,SPY,20260126,202601,10:00,2026-01-26 10:00:00,PUT,0.25,690.0,0.5099999904632568,0.24449999630451202,-0.3,win_no_scorethr_d25,primary
142,SPY,20260127,202601,10:00,2026-01-27 10:00:00,PUT,0.25,693.0,0.3499999940395355,0.21629999577999115,-0.3,win_no_scorethr_d25,primary
143,SPY,20260128,202601,10:00,2026-01-28 10:00:00,PUT,0.25,694.0,0.7799999713897705,0.25929999351501465,0.5,win_no_scorethr_d25,primary
144,SPY,20260129,202601,10:00,2026-01-29 10:00:00,CALL,0.25,695.0,0.5099999904632568,0.23569999635219574,-0.3,win_no_scorethr_d25,primary
145,SPY,20260130,202601,10:00,2026-01-30 10:00:00,CALL,0.25,695.0,0.5899999737739563,0.22269999980926514,0.5,win_no_scorethr_d25,primary
146,SPY,20260202,202602,10:00,2026-02-02 10:00:00,PUT,0.25,690.0,0.7300000190734863,0.26249998807907104,-0.3,win_no_scorethr_d25,primary
147,SPY,20260203,202602,10:00,2026-02-03 10:00:00,PUT,0.25,691.0,0.8299999833106995,0.26339998841285706,0.5,win_no_scorethr_d25,primary
148,SPY,20260204,202602,10:00,2026-02-04 10:00:00,CALL,0.25,692.0,0.6200000047683716,0.24709999561309814,0.5,win_no_scorethr_d25,primary
149,SPY,20260205,202602,10:00,2026-02-05 10:00:00,PUT,0.25,675.0,1.3899999856948853,0.23999999463558197,0.5,win_no_scorethr_d25,primary
150,SPY,20260206,202602,10:00,2026-02-06 10:00:00,PUT,0.25,681.0,0.9599999785423279,0.2671999931335449,0.5,win_no_scorethr_d25,primary
151,SPY,20260209,202602,10:00,2026-02-09 10:00:00,PUT,0.25,687.0,0.5799999833106995,0.2249000072479248,-0.3,win_no_scorethr_d25,primary
152,SPY,20260210,202602,10:00,2026-02-10 10:00:00,PUT,0.25,693.0,0.5400000214576721,0.23510000109672546,-0.3,win_no_scorethr_d25,primary
153,SPY,20260211,202602,10:00,2026-02-11 10:00:00,PUT,0.25,691.0,0.6299999952316284,0.24220000207424164,0.5,win_no_scorethr_d25,primary
154,SPY,20260212,202602,10:00,2026-02-12 10:00:00,CALL,0.25,695.0,0.46000000834465027,0.25769999623298645,0.5,win_no_scorethr_d25,primary
155,SPY,20260213,202602,10:00,2026-02-13 10:00:00,PUT,0.25,674.0,0.8899999856948853,0.23229999840259552,-0.3,win_no_scorethr_d25,primary
156,SPY,20260217,202602,10:00,2026-02-17 10:00:00,CALL,0.25,681.0,0.8100000023841858,0.23019999265670776,0.5,win_no_scorethr_d25,primary
157,SPY,20260217,202602,10:30,2026-02-17 10:30:00,PUT,0.5,677.0,2.25,0.47450000047683716,-0.3,forcedmax3_d50,fallback
158,SPY,20260218,202602,10:00,2026-02-18 10:00:00,CALL,0.25,689.0,0.6000000238418579,0.23800000548362732,0.5,win_no_scorethr_d25,primary
159,SPY,20260219,202602,10:00,2026-02-19 10:00:00,PUT,0.25,681.0,0.8700000047683716,0.23690000176429749,-0.3,win_no_scorethr_d25,primary
160,SPY,20260220,202602,10:00,2026-02-20 10:00:00,PUT,0.25,681.0,0.6700000166893005,0.2409999966621399,-0.3,win_no_scorethr_d25,primary
161,SPY,20260223,202602,10:00,2026-02-23 10:00:00,PUT,0.25,683.0,0.800000011920929,0.24490000307559967,0.5,win_no_scorethr_d25,primary
162,SPY,20260224,202602,10:00,2026-02-24 10:00:00,PUT,0.25,680.0,1.149999976158142,0.2660999894142151,-0.3,win_no_scorethr_d25,primary
163,SPY,20260225,202602,10:00,2026-02-25 10:00:00,PUT,0.25,688.0,0.7099999785423279,0.24529999494552612,-0.3,win_no_scorethr_d25,primary
164,SPY,20260226,202602,10:00,2026-02-26 10:00:00,PUT,0.25,687.0,0.7900000214576721,0.2363000065088272,0.5,win_no_scorethr_d25,primary
165,SPY,20260227,202602,10:00,2026-02-27 10:00:00,PUT,0.25,679.0,0.8299999833106995,0.25200000405311584,-0.3,win_no_scorethr_d25,primary
166,SPY,20260302,202603,10:00,2026-03-02 10:00:00,CALL,0.25,686.0,0.47999998927116394,0.25380000472068787,0.5,win_no_scorethr_d25,primary
167,SPY,20260303,202603,10:00,2026-03-03 10:00:00,PUT,0.25,668.0,1.0,0.26339998841285706,0.5,win_no_scorethr_d25,primary
168,SPY,20260304,202603,10:00,2026-03-04 10:00:00,CALL,0.25,685.0,0.9599999785423279,0.2515000104904175,-0.3,win_no_scorethr_d25,primary
169,SPY,20260305,202603,10:00,2026-03-05 10:00:00,PUT,0.25,682.0,0.7099999785423279,0.2653999924659729,0.5,win_no_scorethr_d25,primary
170,SPY,20260306,202603,10:00,2026-03-06 10:00:00,PUT,0.25,666.0,0.8399999737739563,0.25049999356269836,-0.3,win_no_scorethr_d25,primary
171,SPY,20260309,202603,10:00,2026-03-09 10:00:00,CALL,0.25,669.0,0.9399999976158142,0.23149999976158142,-0.3,win_no_scorethr_d25,primary
