min_hold_minutes,stop_loss_pct,take_profit_pct,horizon_minutes,passes,score,overall_trades,overall_win_rate,overall_profit_factor,overall_avg_return,overall_avg_hold_minutes,overall_median_hold_minutes,overall_min_month_trades,overall_avg_month_trades,QQQ_trades,QQQ_win_rate,QQQ_profit_factor,QQQ_avg_return,QQQ_avg_hold_minutes,QQQ_median_hold_minutes,QQQ_min_month_trades,QQQ_avg_month_trades,SPXW_trades,SPXW_win_rate,SPXW_profit_factor,SPXW_avg_return,SPXW_avg_hold_minutes,SPXW_median_hold_minutes,SPXW_min_month_trades,SPXW_avg_month_trades,SPY_trades,SPY_win_rate,SPY_profit_factor,SPY_avg_return,SPY_avg_hold_minutes,SPY_median_hold_minutes,SPY_min_month_trades,SPY_avg_month_trades
20,0.5,0.75,180,True,1000048.6040004782,425,0.5152941176470588,1.6138117777772611,0.14639709534454728,42.53411764705882,31.0,58,70.83333333333333,178,0.4943820224719101,1.4960912178488839,0.12294967881202604,37.68539325842696,27.0,19,29.666666666666668,125,0.512,1.60530965048027,0.14479381327763372,44.888,32.0,19,20.833333333333332,122,0.5491803278688525,1.8129960281848116,0.18224996748514546,47.19672131147541,34.0,19,20.333333333333332
0,0.5,0.75,180,True,1000048.3205276799,425,0.5129411764705882,1.6050723391355037,0.14502454651972585,37.178823529411765,27.0,58,70.83333333333333,178,0.4943820224719101,1.4960912178488839,0.12294967881202604,32.51123595505618,23.0,19,29.666666666666668,125,0.504,1.554236777831267,0.1347938132776337,39.712,31.0,19,20.833333333333332,122,0.5491803278688525,1.8373724484381628,0.18771444903802162,41.39344262295082,31.0,19,20.333333333333332
10,0.5,0.75,180,True,1000048.2643479046,425,0.5129411764705882,1.6050723391355037,0.14502454651972585,38.48,28.0,58,70.83333333333333,178,0.4887640449438202,1.462514011819809,0.11592720690191367,33.53932584269663,23.5,19,29.666666666666668,125,0.512,1.60530965048027,0.14479381327763372,40.936,31.0,19,20.833333333333332,122,0.5491803278688525,1.8373724484381628,0.18771444903802162,43.17213114754098,32.5,19,20.333333333333332
15,0.5,0.75,180,True,1000048.2643479046,425,0.5129411764705882,1.6050723391355037,0.14502454651972585,40.26352941176471,30.0,58,70.83333333333333,178,0.4887640449438202,1.462514011819809,0.11592720690191367,35.668539325842694,25.0,19,29.666666666666668,125,0.512,1.60530965048027,0.14479381327763372,42.568,31.0,19,20.833333333333332,122,0.5491803278688525,1.8373724484381628,0.18771444903802162,44.60655737704918,33.0,19,20.333333333333332
0,0.6,0.75,180,True,1000047.345052123,425,0.5411764705882353,1.5031399204987455,0.1355952205216052,44.821176470588235,33.0,58,70.83333333333333,178,0.5224719101123596,1.3996740872183908,0.11189309301267245,40.50561797752809,29.0,19,29.666666666666668,125,0.536,1.4795393681830975,0.13029381316587502,46.776,35.0,19,20.833333333333332,122,0.5737704918032787,1.6969427068790899,0.17560878294829618,49.114754098360656,37.0,19,20.333333333333332
10,0.6,0.75,180,True,1000046.1942957978,425,0.5364705882352941,1.474594360685992,0.12924227934513463,46.0,34.0,58,70.83333333333333,178,0.5112359550561798,1.3373691654977025,0.09672455368682975,41.561797752808985,29.5,19,29.666666666666668,125,0.536,1.4795393681830975,0.13029381316587502,47.68,35.0,19,20.833333333333332,122,0.5737704918032787,1.6969427068790899,0.17560878294829618,50.75409836065574,39.0,19,20.333333333333332
20,0.6,0.75,180,True,1000045.9798309979,425,0.5364705882352941,1.4688341571483476,0.1276736516993678,49.53176470588235,36.0,58,70.83333333333333,178,0.5112359550561798,1.3373691654977025,0.09672455368682975,45.07303370786517,33.0,19,29.666666666666668,125,0.528,1.432156019849056,0.11949381316587503,51.424,38.0,19,20.833333333333332,122,0.5819672131147541,1.7334883479968684,0.1812098751659118,54.09836065573771,40.5,19,20.333333333333332
15,0.6,0.75,180,True,1000045.6773057431,425,0.5341176470588235,1.4605424140289092,0.12606580875689932,47.538823529411765,35.0,58,70.83333333333333,178,0.5112359550561798,1.3373691654977025,0.09672455368682975,43.42134831460674,31.0,19,29.666666666666668,125,0.528,1.432156019849056,0.11949381316587503,49.304,36.0,19,20.833333333333332,122,0.5737704918032787,1.6969427068790899,0.17560878294829618,51.73770491803279,40.0,19,20.333333333333332
0,0.8,0.5,180,False,51.901085005950435,425,0.7011764705882353,1.581366403599389,0.12888867566256443,51.04470588235294,28.0,58,70.83333333333333,178,0.651685393258427,1.2576143853204975,0.06674682397332456,54.21910112359551,30.0,19,29.666666666666668,125,0.736,1.8511646100597847,0.16920622552949777,47.352,24.0,19,20.833333333333332,122,0.7377049180327869,1.9351488029198176,0.1782456909684498,50.19672131147541,31.5,19,20.333333333333332
0,1.0,0.5,180,False,51.04024571728284,425,0.7105882352941176,1.550887435164902,0.12592339724998983,70.90352941176471,30.0,58,70.83333333333333,178,0.6629213483146067,1.2272556137567914,0.061029482006378394,77.06179775280899,31.5,19,29.666666666666668,125,0.744,1.8417489354850922,0.1700180724784727,65.88,24.0,19,20.833333333333332,122,0.7459016393442623,1.888118557556999,0.1754257129041085,67.06557377049181,32.5,19,20.333333333333332
