fold,ticker,horizon,month,resolved_episodes,classes,both_classes
2024,QQQ,30,202407,91,2,True
2024,QQQ,30,202408,102,2,True
2024,QQQ,30,202409,80,2,True
2024,QQQ,30,202410,57,2,True
2024,QQQ,30,202411,54,2,True
2024,QQQ,30,202412,68,2,True
2024,QQQ,60,202401,64,2,True
2024,QQQ,60,202402,74,2,True
2024,QQQ,60,202403,70,2,True
2024,QQQ,60,202404,104,2,True
2024,QQQ,60,202405,78,2,True
2024,QQQ,60,202406,75,2,True
2024,QQQ,60,202407,112,2,True
2024,QQQ,60,202408,112,2,True
2024,QQQ,60,202409,98,2,True
2024,QQQ,60,202410,73,2,True
2024,QQQ,60,202411,71,2,True
2024,QQQ,60,202412,81,2,True
2024,QQQ,120,202401,68,2,True
2024,QQQ,120,202402,82,2,True
2024,QQQ,120,202403,75,2,True
2024,QQQ,120,202404,98,2,True
2024,QQQ,120,202405,84,2,True
2024,QQQ,120,202406,78,2,True
2024,QQQ,120,202407,110,2,True
2024,QQQ,120,202408,117,2,True
2024,QQQ,120,202409,96,2,True
2024,QQQ,120,202410,76,2,True
2024,QQQ,120,202411,81,2,True
2024,QQQ,120,202412,92,2,True
2024,QQQ,180,202401,59,2,True
2024,QQQ,180,202402,66,2,True
2024,QQQ,180,202403,54,2,True
2024,QQQ,180,202404,76,2,True
2024,QQQ,180,202405,68,2,True
2024,QQQ,180,202406,63,2,True
2024,QQQ,180,202407,83,2,True
2024,QQQ,180,202408,90,2,True
2024,QQQ,180,202409,74,2,True
2024,QQQ,180,202410,57,2,True
2024,QQQ,180,202411,60,2,True
2024,QQQ,180,202412,72,2,True
2024,SPY,30,202401,67,2,True
2024,SPY,30,202402,62,2,True
2024,SPY,30,202403,46,2,True
2024,SPY,30,202404,87,2,True
2024,SPY,30,202405,54,2,True
2024,SPY,30,202406,59,2,True
2024,SPY,30,202407,78,2,True
2024,SPY,30,202408,95,2,True
2024,SPY,30,202409,71,2,True
2024,SPY,30,202410,64,2,True
2024,SPY,30,202411,57,2,True
2024,SPY,30,202412,62,2,True
2024,SPY,60,202401,86,2,True
2024,SPY,60,202402,80,2,True
2024,SPY,60,202403,54,2,True
2024,SPY,60,202404,104,2,True
2024,SPY,60,202405,72,2,True
2024,SPY,60,202406,77,2,True
2024,SPY,60,202407,89,2,True
2024,SPY,60,202408,115,2,True
2024,SPY,60,202409,88,2,True
2024,SPY,60,202410,76,2,True
2024,SPY,60,202411,76,2,True
2024,SPY,60,202412,78,2,True
2024,SPY,120,202401,102,2,True
2024,SPY,120,202402,90,2,True
2024,SPY,120,202403,76,2,True
2024,SPY,120,202404,108,2,True
2024,SPY,120,202405,94,2,True
2024,SPY,120,202406,86,2,True
2024,SPY,120,202407,103,2,True
2024,SPY,120,202408,121,2,True
2024,SPY,120,202409,97,2,True
2024,SPY,120,202410,94,2,True
2024,SPY,120,202411,84,2,True
2024,SPY,120,202412,87,2,True
2024,SPY,180,202401,84,2,True
2024,SPY,180,202402,64,2,True
2024,SPY,180,202403,60,2,True
2024,SPY,180,202404,81,2,True
2024,SPY,180,202405,67,2,True
2024,SPY,180,202406,64,2,True
2024,SPY,180,202407,72,2,True
2024,SPY,180,202408,87,2,True
2024,SPY,180,202409,77,2,True
2024,SPY,180,202410,68,2,True
2024,SPY,180,202411,59,2,True
2024,SPY,180,202412,65,2,True
2025,SPXW,30,202501,68,2,True
2025,SPXW,30,202502,53,2,True
2025,SPXW,30,202503,89,2,True
2025,SPXW,30,202504,103,2,True
2025,SPXW,30,202505,74,2,True
2025,SPXW,30,202506,55,2,True
2025,SPXW,30,202507,65,2,True
2025,SPXW,30,202508,51,2,True
2025,SPXW,30,202509,52,2,True
2025,SPXW,30,202510,67,2,True
2025,SPXW,30,202511,72,2,True
2025,SPXW,30,202512,54,2,True
2025,SPXW,60,202501,82,2,True
2025,SPXW,60,202502,70,2,True
2025,SPXW,60,202503,97,2,True
2025,SPXW,60,202504,107,2,True
2025,SPXW,60,202505,94,2,True
2025,SPXW,60,202506,71,2,True
2025,SPXW,60,202507,82,2,True
2025,SPXW,60,202508,75,2,True
2025,SPXW,60,202509,71,2,True
2025,SPXW,60,202510,89,2,True
2025,SPXW,60,202511,82,2,True
2025,SPXW,60,202512,69,2,True
2025,SPXW,120,202501,96,2,True
2025,SPXW,120,202502,73,2,True
2025,SPXW,120,202503,100,2,True
2025,SPXW,120,202504,105,2,True
2025,SPXW,120,202505,100,2,True
2025,SPXW,120,202506,80,2,True
2025,SPXW,120,202507,94,2,True
2025,SPXW,120,202508,87,2,True
2025,SPXW,120,202509,87,2,True
2025,SPXW,120,202510,90,2,True
2025,SPXW,120,202511,80,2,True
2025,SPXW,120,202512,86,2,True
2025,SPXW,180,202501,69,2,True
2025,SPXW,180,202502,54,2,True
2025,SPXW,180,202503,79,2,True
2025,SPXW,180,202504,74,2,True
2025,SPXW,180,202505,71,2,True
2025,SPXW,180,202506,64,2,True
2025,SPXW,180,202507,70,2,True
2025,SPXW,180,202508,66,2,True
2025,SPXW,180,202509,68,2,True
2025,SPXW,180,202510,72,2,True
2025,SPXW,180,202511,64,2,True
2025,SPXW,180,202512,65,2,True
2025,QQQ,30,202501,65,2,True
2025,QQQ,30,202502,45,2,True
2025,QQQ,30,202503,92,2,True
2025,QQQ,30,202504,100,2,True
2025,QQQ,30,202505,87,2,True
2025,QQQ,30,202506,63,2,True
2025,QQQ,30,202507,59,2,True
2025,QQQ,30,202508,60,2,True
2025,QQQ,30,202509,52,2,True
2025,QQQ,30,202510,76,2,True
2025,QQQ,30,202511,75,2,True
2025,QQQ,30,202512,52,2,True
2025,QQQ,60,202501,86,2,True
2025,QQQ,60,202502,64,2,True
2025,QQQ,60,202503,100,2,True
2025,QQQ,60,202504,112,2,True
2025,QQQ,60,202505,104,2,True
2025,QQQ,60,202506,79,2,True
2025,QQQ,60,202507,70,2,True
2025,QQQ,60,202508,80,2,True
2025,QQQ,60,202509,68,2,True
2025,QQQ,60,202510,94,2,True
2025,QQQ,60,202511,88,2,True
2025,QQQ,60,202512,66,2,True
2025,QQQ,120,202501,81,2,True
2025,QQQ,120,202502,72,2,True
2025,QQQ,120,202503,103,2,True
2025,QQQ,120,202504,106,2,True
2025,QQQ,120,202505,101,2,True
2025,QQQ,120,202506,86,2,True
2025,QQQ,120,202507,75,2,True
2025,QQQ,120,202508,91,2,True
2025,QQQ,120,202509,79,2,True
2025,QQQ,120,202510,93,2,True
2025,QQQ,120,202511,86,2,True
2025,QQQ,120,202512,75,2,True
2025,QQQ,180,202501,61,2,True
2025,QQQ,180,202502,58,2,True
2025,QQQ,180,202503,76,2,True
2025,QQQ,180,202504,73,2,True
2025,QQQ,180,202505,72,2,True
2025,QQQ,180,202506,63,2,True
2025,QQQ,180,202507,62,2,True
2025,QQQ,180,202508,75,2,True
2025,QQQ,180,202509,67,2,True
2025,QQQ,180,202510,75,2,True
2025,QQQ,180,202511,66,2,True
2025,QQQ,180,202512,57,2,True
2025,SPY,30,202501,65,2,True
2025,SPY,30,202502,53,2,True
2025,SPY,30,202503,91,2,True
2025,SPY,30,202504,105,2,True
2025,SPY,30,202505,77,2,True
2025,SPY,30,202506,54,2,True
2025,SPY,30,202507,59,2,True
2025,SPY,30,202508,51,2,True
2025,SPY,30,202509,53,2,True
2025,SPY,30,202510,73,2,True
2025,SPY,30,202511,73,2,True
2025,SPY,30,202512,55,2,True
2025,SPY,60,202501,80,2,True
2025,SPY,60,202502,72,2,True
2025,SPY,60,202503,97,2,True
2025,SPY,60,202504,110,2,True
2025,SPY,60,202505,98,2,True
2025,SPY,60,202506,74,2,True
2025,SPY,60,202507,79,2,True
2025,SPY,60,202508,74,2,True
2025,SPY,60,202509,73,2,True
2025,SPY,60,202510,92,2,True
2025,SPY,60,202511,87,2,True
2025,SPY,60,202512,69,2,True
2025,SPY,120,202501,97,2,True
2025,SPY,120,202502,74,2,True
2025,SPY,120,202503,97,2,True
2025,SPY,120,202504,108,2,True
2025,SPY,120,202505,99,2,True
2025,SPY,120,202506,80,2,True
2025,SPY,120,202507,93,2,True
2025,SPY,120,202508,87,2,True
2025,SPY,120,202509,87,2,True
2025,SPY,120,202510,98,2,True
2025,SPY,120,202511,83,2,True
2025,SPY,120,202512,85,2,True
2025,SPY,180,202501,68,2,True
2025,SPY,180,202502,56,2,True
2025,SPY,180,202503,77,2,True
2025,SPY,180,202504,76,2,True
2025,SPY,180,202505,74,2,True
2025,SPY,180,202506,66,2,True
2025,SPY,180,202507,73,2,True
2025,SPY,180,202508,65,2,True
2025,SPY,180,202509,67,2,True
2025,SPY,180,202510,76,2,True
2025,SPY,180,202511,66,2,True
2025,SPY,180,202512,65,2,True
