cell_id,family,arm,fold,ticker,horizon,bin,lower,upper,count,mean_probability,event_rate
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F0,2024,SPY,60,6,0.6000000000000001,0.7000000000000001,141,0.6441697514378061,0.4326241134751773
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F0,2024,SPY,60,7,0.7000000000000001,0.8,50,0.733778160765087,0.48
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F0,2024,SPY,60,8,0.8,0.9,4,0.8197153034469381,0.25
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F0,2024,SPY,60,9,0.9,1.0,0,,
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,0,0.0,0.1,0,,
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,1,0.1,0.2,13,0.1786264885097437,0.23076923076923078
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,2,0.2,0.30000000000000004,86,0.264665389192423,0.43023255813953487
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,3,0.30000000000000004,0.4,213,0.3541405171840627,0.4084507042253521
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,4,0.4,0.5,268,0.4503574517755472,0.40671641791044777
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,5,0.5,0.6000000000000001,262,0.5477547047535497,0.4351145038167939
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,6,0.6000000000000001,0.7000000000000001,116,0.6423088113484906,0.46551724137931033
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,7,0.7000000000000001,0.8,36,0.7353786970608586,0.4722222222222222
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,8,0.8,0.9,1,0.8504264955904174,0.0
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,F1,2024,SPY,60,9,0.9,1.0,0,,
lgbm_sensitivity_2024_SPY_120m,lgbm_sensitivity,F0,2024,SPY,120,0,0.0,0.1,0,,
lgbm_sensitivity_2024_SPY_120m,lgbm_sensitivity,F0,2024,SPY,120,1,0.1,0.2,5,0.19339975558264993,0.2
lgbm_sensitivity_2024_SPY_120m,lgbm_sensitivity,F0,2024,SPY,120,2,0.2,0.30000000000000004,49,0.2685510707814195,0.42857142857142855
lgbm_sensitivity_2024_SPY_120m,lgbm_sensitivity,F0,2024,SPY,120,3,0.30000000000000004,0.4,184,0.35785426337825754,0.42391304347826086
lgbm_sensitivity_2024_SPY_120m,lgbm_sensitivity,F0,2024,SPY,120,4,0.4,0.5,318,0.4535075675327904,0.4716981132075472
lgbm_sensitivity_2024_SPY_120m,lgbm_sensitivity,F0,2024,SPY,120,5,0.5,0.6000000000000001,315,0.5528652925064935,0.4603174603174603
lgbm_sensitivity_2024_SPY_120m,lgbm_sensitivity,F0,2024,SPY,120,6,0.6000000000000001,0.7000000000000001,206,0.6444143602408869,0.470873786407767
lgbm_sensitivity_2024_SPY_120m,lgbm_sensitivity,F0,2024,SPY,120,7,0.7000000000000001,0.8,60,0.7346543859496817,0.5833333333333334
