ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
QQQ,20260102,202601,10:00,600,zero_dte,PUT,0.6233219849646991,0.2282229835053737,0.6233219849646991,-0.3,0.5,0.5,thr0.406_maxday1,202601,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,0,0,2,0,18,False,primary
QQQ,20260102,202601,10:30,630,zero_dte,PUT,-0.145484147642381,-0.3000000119209289,-0.145484147642381,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,630,forcedmax3_d50,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,1,1,2,1,18,False,fallback_volume_pace
QQQ,20260105,202601,10:00,600,zero_dte,PUT,-0.1994925764427451,-0.3000000119209289,-0.1994925764427451,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,600,forcedmax3_d50,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,3,1,3,2,18,False,fallback_volume_pace
QQQ,20260105,202601,11:00,660,zero_dte,PUT,0.4125007218460794,0.347068387777029,0.4125007218460794,0.5,-0.3,-0.3,thr0.406_maxday1,202601,660,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,1,0,3,3,18,False,primary
QQQ,20260106,202601,10:00,600,zero_dte,PUT,0.5867096465067737,0.1909401632478735,0.5867096465067737,-0.3,-0.3,-0.3,thr0.406_maxday1,202601,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,2,0,4,4,18,False,primary
QQQ,20260107,202601,10:00,600,zero_dte,PUT,0.5460082247699899,0.2685290773132784,0.5460082247699899,0.5,-0.3,-0.3,thr0.406_maxday1,202601,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,3,0,5,5,18,False,primary
QQQ,20260108,202601,10:00,600,zero_dte,CALL,0.4205086287543925,0.4205086287543925,0.2027880408564477,0.5,-0.3,0.5,thr0.406_maxday1,202601,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,4,0,5,6,18,False,primary
QQQ,20260109,202601,10:00,600,zero_dte,CALL,0.4189627559986378,0.4189627559986378,0.3525993705251669,-0.3,-0.3,-0.3,thr0.406_maxday1,202601,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,5,0,6,7,18,False,primary
QQQ,20260112,202601,10:15,615,zero_dte,PUT,0.4079012450227018,0.2677724099460716,0.4079012450227018,-0.3,-0.3,-0.3,thr0.406_maxday1,202601,615,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,6,0,7,8,18,False,primary
QQQ,20260113,202601,10:00,600,zero_dte,PUT,0.6125189269533512,0.3252389918885252,0.6125189269533512,-0.3,0.5,0.5,thr0.406_maxday1,202601,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_qqq_v1\event_option_gate_trades.csv,7,0,8,9,18,False,primary
