month,ticker,direction,config_id,trades,win_rate,profit_factor,pnl,minimum_hold,maximum_hold,max_drawdown,call_rate,put_rate,positive_month,gate_pass
202301,SPXW,D1_INVERTED,S50,51,0.37254901960784315,0.7509252956763696,-4.568844724614806,30.0,180.0,6.80470275724147,0.8235294117647058,0.17647058823529413,False,False
202301,QQQ,D1_INVERTED,S50,36,0.3333333333333333,0.8004219373128515,-2.5646275176357616,30.0,120.0,3.6495454159593197,0.6944444444444444,0.3055555555555556,False,False
202301,SPY,D1_INVERTED,S50,19,0.5263157894736842,0.9880174103729854,-0.05644008257857491,31.0,180.0,1.9635577220056122,0.6842105263157895,0.3157894736842105,False,False
202302,SPXW,D1_INVERTED,S50,42,0.5,1.5014551092009876,5.463156254015445,30.0,180.0,3.6455820708886773,0.7857142857142857,0.21428571428571427,True,True
202302,QQQ,D1_INVERTED,S50,28,0.32142857142857145,0.6105471892310818,-3.518893909359212,30.0,180.0,4.188736313446915,0.7857142857142857,0.21428571428571427,False,False
202302,SPY,D1_INVERTED,S50,19,0.3157894736842105,0.6270032380014945,-2.4805641164274235,30.0,180.0,3.217239658726663,0.7368421052631579,0.2631578947368421,False,False
202303,SPXW,D1_INVERTED,S50,64,0.34375,0.6620648918899421,-7.715685710285903,30.0,128.0,12.368110663728174,0.734375,0.265625,False,False
202303,QQQ,D1_INVERTED,S50,45,0.4666666666666667,1.1315626041401268,1.814290306474995,30.0,180.0,5.791537596965144,0.7333333333333333,0.26666666666666666,True,False
202303,SPY,D1_INVERTED,S50,23,0.391304347826087,1.0177955858464345,0.11524191545925677,30.0,128.0,3.695890389616289,0.6956521739130435,0.30434782608695654,True,False
202304,SPXW,D1_INVERTED,S50,51,0.4117647058823529,0.8114460987654857,-2.9882541949045924,30.0,180.0,5.728490038926785,0.7647058823529411,0.23529411764705882,False,False
202304,QQQ,D1_INVERTED,S50,33,0.3333333333333333,0.6891398304361478,-3.6712996308881714,30.0,159.0,5.748519637030575,0.8181818181818182,0.18181818181818182,False,False
202304,SPY,D1_INVERTED,S50,19,0.5263157894736842,1.0801866937985753,0.3751230400614205,30.0,180.0,1.944492801257589,0.8947368421052632,0.10526315789473684,True,False
202305,SPXW,D1_INVERTED,S50,55,0.38181818181818183,0.8924623436559338,-1.9763335919707838,30.0,140.0,6.020883179272911,0.7636363636363637,0.23636363636363636,False,False
202305,QQQ,D1_INVERTED,S50,41,0.4146341463414634,0.8509584394575848,-1.8278786965498872,30.0,179.0,4.687638046601347,0.6097560975609756,0.3902439024390244,False,False
202305,SPY,D1_INVERTED,S50,22,0.4090909090909091,1.3575859549857237,2.0755405567523875,30.0,180.0,2.838640332600148,0.6818181818181818,0.3181818181818182,True,False
202306,SPXW,D1_INVERTED,S50,63,0.3968253968253968,0.6343947112907656,-7.598976216343891,30.0,153.0,10.315202949092486,0.7301587301587301,0.2698412698412698,False,False
202306,QQQ,D1_INVERTED,S50,34,0.3235294117647059,0.549591772555859,-5.884336767293028,30.0,180.0,7.244336662388854,0.7941176470588235,0.20588235294117646,False,False
202306,SPY,D1_INVERTED,S50,20,0.6,1.7857792976335958,3.38401022064157,30.0,161.0,1.2169117607716615,0.9,0.1,True,True
202307,SPXW,D1_INVERTED,S50,52,0.34615384615384615,0.6784875888669621,-5.873902348210239,30.0,180.0,9.477069640680696,0.7115384615384616,0.28846153846153844,False,False
202307,QQQ,D1_INVERTED,S50,30,0.5333333333333333,1.3584174434056795,2.65960282822961,30.0,180.0,3.3325654807411955,0.5333333333333333,0.4666666666666667,True,True
202307,SPY,D1_INVERTED,S50,19,0.21052631578947367,0.21192746091017522,-5.45138920695605,30.0,180.0,5.45138920695605,0.7368421052631579,0.2631578947368421,False,False
202308,SPXW,D1_INVERTED,S50,73,0.4383561643835616,1.0691374293816331,1.4898853834638481,30.0,134.0,5.532135119647051,0.7671232876712328,0.2328767123287671,True,False
202308,QQQ,D1_INVERTED,S50,40,0.325,0.513625902272938,-6.945534119176367,30.0,180.0,7.130579151375092,0.75,0.25,False,False
202308,SPY,D1_INVERTED,S50,22,0.3181818181818182,0.6086537673558823,-3.251890116586509,30.0,142.0,4.572718770963249,0.7272727272727273,0.2727272727272727,False,False
202309,SPXW,D1_INVERTED,S50,60,0.36666666666666664,0.6010732757118118,-8.457839352959311,30.0,131.0,9.791572345737261,0.7833333333333333,0.21666666666666667,False,False
202309,QQQ,D1_INVERTED,S50,37,0.3783783783783784,0.9537138334964014,-0.5298740015851724,30.0,180.0,3.84674368040803,0.8378378378378378,0.16216216216216217,False,False
202309,SPY,D1_INVERTED,S50,20,0.35,0.5974110930417249,-2.531240809085327,30.0,133.0,3.603968010878148,0.7,0.3,False,False
202310,SPXW,D1_INVERTED,S50,70,0.42857142857142855,1.1279795519786515,2.7898742345388534,30.0,122.0,6.290086669917402,0.7571428571428571,0.24285714285714285,True,False
202310,QQQ,D1_INVERTED,S50,42,0.5,1.3647735490595085,4.179910399623068,30.0,105.0,2.6471070301713353,0.6428571428571429,0.35714285714285715,True,True
202310,SPY,D1_INVERTED,S50,22,0.4090909090909091,0.9824069823693898,-0.1212663494977948,30.0,122.0,2.805472558498338,0.6818181818181818,0.3181818181818182,False,False
202311,SPXW,D1_INVERTED,S50,58,0.41379310344827586,1.2342330475670973,4.122985882927142,30.0,106.0,4.689751076310426,0.7758620689655172,0.22413793103448276,True,False
202311,QQQ,D1_INVERTED,S50,34,0.4117647058823529,0.9016397757798786,-0.9393791461220837,30.0,180.0,1.6932310281679777,0.7058823529411765,0.29411764705882354,False,False
