direction,config_id,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
D1_INVERTED,S50,POOLED,1364,0.05708523456022452,0.08974670129264878,True
D1_INVERTED,S50,SPXW,688,0.1121665419432713,0.12213591497473768,True
D1_INVERTED,S50,QQQ,432,0.11884506361850682,0.11638415561818928,True
D1_INVERTED,S50,SPY,244,0.15968896735842486,0.15968896735842486,True
