feature,importance
ib_range_bps,11805.053016781807
oi_diff,7168.215163588524
dist_ib_low_bps,3875.0946592092514
dist_ib_high_bps,3570.1139067411423
iv_diff,3509.266205430031
minute,2852.9713382720947
ret_30m_bps,2527.4432950019836
nearest_level_abs_bps,2260.501166343689
iv_diff_chg_25m,1485.0625299215317
ret_15m_bps,1434.7695008516312
volume_diff_chg_5m,1344.9907431602478
volume_diff,1238.5421303510666
ret_5m_bps,1213.6916995048523
spread_pct_diff_chg_5m,1183.4740599393845
iv_diff_chg_5m,1181.85325050354
ret_1m_bps,1120.3644334077835
spread_pct_diff_chg_15m,1111.5040972232819
spread_pct_diff,1041.1428195238113
abs_delta_diff,1030.055557012558
iv_diff_chg_15m,1029.8288720846176
vega_diff,1015.3808110952377
volume_diff_chg_25m,983.4100011587143
volume_diff_chg_15m,937.3081420660019
spread_pct_diff_chg_25m,908.1521402597427
vega_diff_chg_5m,845.5453584194183
abs_delta_diff_chg_5m,804.5256613492966
abs_delta_diff_chg_15m,701.257640004158
abs_delta_diff_chg_25m,692.186577796936
vega_diff_chg_25m,688.217227101326
vega_diff_chg_15m,664.2497301101685
