feature,importance
ib_range_bps,13561.345981478691
oi_diff,6926.945569753647
dist_ib_low_bps,4375.650615572929
dist_ib_high_bps,4285.097660422325
iv_diff,3915.8957327604294
minute,2716.7463260889053
ret_30m_bps,2250.100641489029
nearest_level_abs_bps,1666.2170767784119
ret_5m_bps,1305.1600477695465
ret_15m_bps,1297.5117789506912
ret_1m_bps,1274.829050064087
iv_diff_chg_25m,1227.590129494667
volume_diff,1194.8939620256424
spread_pct_diff_chg_5m,1173.0405184030533
spread_pct_diff,1137.944121837616
iv_diff_chg_15m,1112.0797369480133
iv_diff_chg_5m,1107.2269206047058
spread_pct_diff_chg_15m,1105.7101800441742
volume_diff_chg_5m,1083.2380694150925
vega_diff,1071.7544009685516
spread_pct_diff_chg_25m,1060.8408199548721
volume_diff_chg_15m,1004.3752204179764
abs_delta_diff,972.437246799469
abs_delta_diff_chg_5m,944.464079618454
volume_diff_chg_25m,883.4587111473083
vega_diff_chg_5m,832.6221609115601
abs_delta_diff_chg_25m,820.9284701347351
vega_diff_chg_15m,669.9360698461533
abs_delta_diff_chg_15m,625.7098222970963
vega_diff_chg_25m,619.5666524171829
