feature,importance
ib_range_bps,13625.71274960041
oi_diff,9307.04207766056
dist_ib_high_bps,3923.610608100891
dist_ib_low_bps,3899.642809987068
iv_diff,3016.704974412918
minute,2586.9606940746307
ret_30m_bps,1606.9391963481903
nearest_level_abs_bps,1471.6006838083267
vega_diff,1134.6808334589005
ret_15m_bps,1133.2729194164276
spread_pct_diff,998.4464774131775
ret_1m_bps,965.7283899784088
abs_delta_diff,944.7281653881073
volume_diff,941.1834419965744
iv_diff_chg_5m,908.1276290416718
iv_diff_chg_25m,903.8567216396332
iv_diff_chg_15m,796.7282383441925
vega_diff_chg_15m,788.1797472238541
ret_5m_bps,748.5775519609451
vega_diff_chg_25m,703.9913192987442
volume_diff_chg_15m,681.7574310302734
spread_pct_diff_chg_5m,663.2001085281372
spread_pct_diff_chg_15m,662.5266396999359
volume_diff_chg_5m,640.2149008512497
volume_diff_chg_25m,608.3761905431747
abs_delta_diff_chg_5m,589.0319368839264
abs_delta_diff_chg_15m,552.8656613826752
vega_diff_chg_5m,541.6746089458466
spread_pct_diff_chg_25m,521.1750596761703
abs_delta_diff_chg_25m,509.039559841156
