feature,importance
ib_range_bps,14271.0232847929
oi_diff,8401.93476319313
dist_ib_high_bps,3881.8930447101593
iv_diff,3540.356860399246
dist_ib_low_bps,3192.3291858434677
minute,2641.5737532377243
ret_30m_bps,1862.4349353313446
nearest_level_abs_bps,1717.5995777845383
spread_pct_diff,1403.6780579090118
ret_15m_bps,1402.7290391921997
iv_diff_chg_5m,1247.870777130127
vega_diff,1239.8809344768524
iv_diff_chg_25m,1178.7921487092972
ret_1m_bps,1119.6150786876678
iv_diff_chg_15m,1097.7692068815231
volume_diff_chg_5m,1018.3920894861221
abs_delta_diff,1013.6751264333725
volume_diff,1001.3736579418182
spread_pct_diff_chg_15m,931.1346781253815
ret_5m_bps,906.5291411876678
spread_pct_diff_chg_5m,854.3380984067917
volume_diff_chg_15m,842.4184881448746
abs_delta_diff_chg_15m,841.0321769714355
spread_pct_diff_chg_25m,812.7978699207306
vega_diff_chg_15m,794.3877611160278
volume_diff_chg_25m,765.8780909776688
abs_delta_diff_chg_5m,712.5276327133179
vega_diff_chg_5m,710.4230889081955
abs_delta_diff_chg_25m,692.7041478157043
vega_diff_chg_25m,681.4635510444641
