trades,wr,pf,pnl_r,name,ticker,month,date_min,date_max,pnl_dollars
153,0.35947712418300654,0.6978951904247186,-5.4021898188135475,spx_base,SPXW,ALL,20260601,20260622,-27010.94909406774
153,0.35947712418300654,0.6978951904247186,-5.4021898188135475,spx_base,SPXW,202606,20260601,20260622,-27010.94909406774
183,0.3989071038251366,1.1196383601367752,2.4165454318080326,spx_wide,SPXW,ALL,20260601,20260622,12082.727159040163
183,0.3989071038251366,1.1196383601367752,2.4165454318080326,spx_wide,SPXW,202606,20260601,20260622,12082.727159040163
141,0.3971631205673759,0.9214727828298417,-1.3028523388859958,spx_primary,SPXW,ALL,20260601,20260622,-6514.261694429979
141,0.3971631205673759,0.9214727828298417,-1.3028523388859958,spx_primary,SPXW,202606,20260601,20260622,-6514.261694429979
137,0.31386861313868614,0.5220787933658715,-8.295855156435843,spx_fallback_circuit,SPXW,ALL,20260601,20260622,-41479.27578217922
137,0.31386861313868614,0.5220787933658715,-8.295855156435843,spx_fallback_circuit,SPXW,202606,20260601,20260622,-41479.27578217922
32,0.28125,0.6855378831055222,-1.596592150688137,spx_selected,SPXW,ALL,20260601,20260622,-7982.960753440685
32,0.28125,0.6855378831055222,-1.596592150688137,spx_selected,SPXW,202606,20260601,20260622,-7982.960753440685
162,0.35802469135802467,0.8673337555952741,-3.291529867098996,spy_raw,SPY,ALL,20260601,20260622,-16457.649335494978
162,0.35802469135802467,0.8673337555952741,-3.291529867098996,spy_raw,SPY,202606,20260601,20260622,-16457.649335494978
162,0.35802469135802467,0.8673337555952741,-3.291529867098996,spy_selected,SPY,ALL,20260601,20260622,-16457.649335494978
162,0.35802469135802467,0.8673337555952741,-3.291529867098996,spy_selected,SPY,202606,20260601,20260622,-16457.649335494978
53,0.5660377358490566,2.5978379650760144,4.742792937509639,qqq_meta_sel,QQQ,ALL,20260601,20260622,23713.964687548196
53,0.5660377358490566,2.5978379650760144,4.742792937509639,qqq_meta_sel,QQQ,202606,20260601,20260622,23713.964687548196
48,0.5,1.7370229338956082,2.7501067987588232,qqq_current_sel,QQQ,ALL,20260601,20260622,13750.533993794117
48,0.5,1.7370229338956082,2.7501067987588232,qqq_current_sel,QQQ,202606,20260601,20260622,13750.533993794117
20,0.3,0.5579173526589559,-1.7019763075105514,qqq_online_sel,QQQ,ALL,20260601,20260622,-8509.881537552757
20,0.3,0.5579173526589559,-1.7019763075105514,qqq_online_sel,QQQ,202606,20260601,20260622,-8509.881537552757
40,0.5,1.5260812677620395,2.007323160047481,qqq_selected,QQQ,ALL,20260601,20260622,10036.615800237405
40,0.5,1.5260812677620395,2.007323160047481,qqq_selected,QQQ,202606,20260601,20260622,10036.615800237405
40,0.5,1.5260812677620395,2.007323160047481,combined,QQQ,ALL,20260601,20260622,10036.615800237405
40,0.5,1.5260812677620395,2.007323160047481,combined,QQQ,202606,20260601,20260622,10036.615800237405
32,0.28125,0.6855378831055222,-1.596592150688137,combined,SPXW,ALL,20260601,20260622,-7982.960753440685
32,0.28125,0.6855378831055222,-1.596592150688137,combined,SPXW,202606,20260601,20260622,-7982.960753440685
162,0.35802469135802467,0.8673337555952741,-3.291529867098996,combined,SPY,ALL,20260601,20260622,-16457.649335494978
162,0.35802469135802467,0.8673337555952741,-3.291529867098996,combined,SPY,202606,20260601,20260622,-16457.649335494978
