date,ticker,pnl
20260601,QQQ,2461.7871743764213
20260601,SPXW,1226.5138783505774
20260601,SPY,6039.32337242964
20260602,SPXW,-1232.4844230547203
20260603,QQQ,1000.0
20260603,SPY,12500.0
20260604,QQQ,244.33643037006732
20260604,SPY,-19500.0
20260605,QQQ,6000.0
20260605,SPY,7500.0
20260608,QQQ,2777.1488328577852
20260608,SPXW,2787.3000412643855
20260608,SPY,-22912.46959759946
20260609,QQQ,4788.202297904379
20260609,SPXW,-6000.0
20260609,SPY,-846.2783214648093
20260611,QQQ,-4500.0
20260611,SPY,-10000.0
20260612,QQQ,-3000.0
20260612,SPY,-3500.0
20260615,QQQ,-112.5069493807701
20260615,SPXW,-4089.3874717707436
20260615,SPY,-8328.321388225038
20260616,QQQ,842.136734383423
20260616,SPXW,-4373.826579422728
20260616,SPY,20121.520128838118
20260617,SPXW,6931.818181818182
20260618,QQQ,-3000.0
20260618,SPY,14000.0
20260622,QQQ,2535.5112797261
20260622,SPXW,-3232.8943806256393
20260622,SPY,-11531.423529473424
