feature,importance
ib_range_bps,10318.206418156624
oi_diff,8446.505234479904
dist_ib_low_bps,3671.5642545223236
iv_diff,3097.054738998413
dist_ib_high_bps,3011.47497010231
minute,2636.974815964699
nearest_level_abs_bps,1620.8552825450897
ret_30m_bps,1485.3232307434082
abs_delta_diff,1282.0450766086578
ret_1m_bps,1220.5800955295563
volume_diff,1185.8415104150772
iv_diff_chg_15m,1140.9345314502716
iv_diff_chg_25m,1093.8083087205887
vega_diff,1073.0279697179794
spread_pct_diff,1059.9411096572876
ret_15m_bps,1037.9234184026718
volume_diff_chg_5m,969.3779057264328
iv_diff_chg_5m,954.7925940752029
ret_5m_bps,906.9608069658279
spread_pct_diff_chg_5m,848.7040396928787
spread_pct_diff_chg_15m,798.4564919471741
volume_diff_chg_15m,796.8119393587112
vega_diff_chg_15m,769.2006705999374
volume_diff_chg_25m,756.3839987516403
vega_diff_chg_5m,744.770192027092
spread_pct_diff_chg_25m,721.3164514303207
abs_delta_diff_chg_5m,578.3859312534332
abs_delta_diff_chg_25m,521.8685719966888
vega_diff_chg_25m,515.4930914640427
abs_delta_diff_chg_15m,472.0708894729614
