ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,candidate_id
SPXW,20260106,202601,10:05,605,zero_dte,CALL,0.4338417926914054,0.4338417926914054,0.1737680603416917,0.5,-0.3,0.5,thr0.300_maxday1,202601,605,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,2,0,4,3,18,False,primary,3
SPY,20260106,202601,10:25,625,zero_dte,PUT,0.5038109145545144,0.2114311535896477,0.5038109145545144,-0.3,0.5,0.5,thr0.400_maxday1,202601,625,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,335,1,4,3,18,False,fallback_volume_pace,3
QQQ,20260106,202601,12:35,755,zero_dte,PUT,0.3989266985877266,0.2141297734984233,0.3989266985877266,0.5,-0.3,-0.3,thr0.398_maxday1,202601,755,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,140,0,4,4,18,False,primary,4
SPXW,20260107,202601,10:05,605,zero_dte,CALL,0.4346056172518542,0.4346056172518542,0.0947964302575165,-0.3,0.5,-0.3,thr0.300_maxday1,202601,605,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,3,0,5,4,18,False,primary,4
SPY,20260107,202601,10:05,605,zero_dte,CALL,0.0268299507466147,0.0268299507466147,-0.2897859203899782,-0.3,-0.3,-0.3,thr0.014_maxday1,202601,605,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,188,0,5,4,18,False,primary,4
QQQ,20260107,202601,11:55,715,zero_dte,CALL,0.3989889333518301,0.3989889333518301,0.228248509034248,0.5,-0.3,0.5,thr0.398_maxday1,202601,715,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,141,0,5,5,18,False,primary,5
QQQ,20260108,202601,10:00,600,zero_dte,CALL,0.6110475552647685,0.6110475552647685,0.1665515589190965,0.5,-0.3,0.5,thr0.398_maxday1,202601,600,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,142,0,5,6,18,False,primary,6
SPXW,20260108,202601,10:00,600,zero_dte,CALL,0.4863418897840773,0.4863418897840773,0.1287230649039017,0.5,-0.3,0.5,thr0.300_maxday1,202601,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,4,0,5,5,18,False,primary,5
SPY,20260108,202601,10:00,600,zero_dte,CALL,0.1730761380842066,0.1730761380842066,-0.2825167987704813,0.5,-0.3,0.5,thr0.014_maxday1,202601,600,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,189,0,5,5,18,False,primary,5
SPXW,20260109,202601,10:05,605,zero_dte,CALL,0.3832905435948225,0.3832905435948225,0.1079039912163594,-0.3,-0.3,-0.3,thr0.300_maxday1,202601,605,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,5,0,6,6,18,False,primary,6
QQQ,20260109,202601,10:10,610,zero_dte,CALL,0.4666346270350102,0.4666346270350102,0.2427400821565468,0.5,-0.3,0.5,thr0.398_maxday1,202601,610,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,143,0,6,7,18,False,primary,7
SPXW,20260112,202601,10:00,600,zero_dte,CALL,0.3657293486516558,0.3657293486516558,0.1256448230304596,-0.3,-0.3,-0.3,thr0.300_maxday1,202601,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,6,0,7,7,18,False,primary,7
SPY,20260112,202601,10:00,600,zero_dte,CALL,0.466498661063056,0.466498661063056,0.1951554496998496,-0.3,-0.3,-0.3,thr0.400_maxday1,202601,600,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,339,1,7,6,18,False,fallback_volume_pace,6
SPY,20260112,202601,10:35,635,zero_dte,CALL,0.0737904966622679,0.0737904966622679,-0.2287093856606961,0.5,-0.3,0.5,thr0.014_maxday1,202601,635,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,190,0,7,7,18,False,primary,7
QQQ,20260112,202601,11:45,705,zero_dte,PUT,0.4360737425955261,0.3145183932922291,0.4360737425955261,0.5,-0.3,-0.3,thr0.398_maxday1,202601,705,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,144,0,7,8,18,False,primary,8
SPXW,20260113,202601,10:10,610,zero_dte,CALL,0.3899164114391703,0.3899164114391703,0.1441354786349745,-0.3,0.5,-0.3,thr0.300_maxday1,202601,610,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,7,0,8,8,18,False,primary,8
SPY,20260113,202601,10:10,610,zero_dte,CALL,0.0206722563031964,0.0206722563031964,-0.2930188936199399,-0.3,0.5,-0.3,thr0.014_maxday1,202601,610,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,191,0,8,8,18,False,primary,8
QQQ,20260113,202601,10:20,620,zero_dte,CALL,0.6096969428247669,0.6096969428247669,0.2007647904025271,-0.3,0.5,-0.3,thr0.398_maxday1,202601,620,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,145,0,8,9,18,False,primary,9
QQQ,20260114,202601,10:00,600,zero_dte,CALL,0.5907189671926518,0.5907189671926518,0.1563668419015569,0.5,-0.3,0.5,thr0.398_maxday1,202601,600,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,146,0,9,10,18,False,primary,10
SPXW,20260114,202601,10:00,600,zero_dte,CALL,0.437967828318798,0.437967828318798,0.2368688894963448,0.5,-0.3,0.5,thr0.300_maxday1,202601,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,8,0,9,9,18,False,primary,9
SPY,20260114,202601,10:50,650,zero_dte,CALL,0.041747349258289,0.041747349258289,-0.2889822261801056,0.5,-0.3,0.5,thr0.014_maxday1,202601,650,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,192,0,9,9,18,False,primary,9
SPXW,20260115,202601,10:05,605,zero_dte,PUT,0.3004108348857622,0.1648007813754795,0.3004108348857622,0.5,-0.3,-0.3,thr0.300_maxday1,202601,605,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,9,0,9,10,18,False,primary,10
QQQ,20260115,202601,11:00,660,zero_dte,CALL,0.4545532724277189,0.4545532724277189,0.2871365364141301,-0.3,-0.3,-0.3,thr0.398_maxday1,202601,660,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,147,0,9,11,18,False,primary,11
SPXW,20260116,202601,10:00,600,zero_dte,CALL,0.4066221820832238,0.4066221820832238,0.2042306337946448,-0.3,-0.3,-0.3,thr0.300_maxday1,202601,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,10,0,10,11,18,False,primary,11
QQQ,20260116,202601,10:35,635,zero_dte,CALL,0.4075577808214908,0.4075577808214908,0.2109384639344717,-0.3,0.5,-0.3,thr0.398_maxday1,202601,635,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,148,0,10,12,18,False,primary,12
SPY,20260116,202601,13:15,795,zero_dte,PUT,0.0190179662338281,-0.1931728347786267,0.0190179662338281,0.5,-0.3,-0.3,thr0.014_maxday1,202601,795,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,193,0,10,10,18,False,primary,10
SPXW,20260120,202601,10:00,600,zero_dte,CALL,0.3812760065789111,0.3812760065789111,0.2814298710047861,-0.3,-0.3,-0.3,thr0.300_maxday1,202601,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,11,0,12,12,18,False,primary,12
SPY,20260120,202601,10:00,600,zero_dte,CALL,0.1431197479160574,0.1431197479160574,-0.296819109006996,-0.3,-0.3,-0.3,thr0.014_maxday1,202601,600,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,194,0,12,11,18,False,primary,11
QQQ,20260120,202601,10:10,610,zero_dte,CALL,0.4642355885015736,0.4642355885015736,0.2088442837203802,0.5,-0.3,0.5,thr0.398_maxday1,202601,610,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,149,0,12,13,18,False,primary,13
SPXW,20260121,202601,10:00,600,zero_dte,CALL,0.3902320869898306,0.3902320869898306,0.2472988495609954,-0.3,-0.3,-0.3,thr0.300_maxday1,202601,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,12,0,13,13,18,False,primary,13
SPY,20260121,202601,10:25,625,zero_dte,PUT,0.4275086850436189,0.1605301343043045,0.4275086850436189,0.5,-0.3,-0.3,thr0.400_maxday1,202601,625,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,345,1,13,12,18,False,fallback_volume_pace,12
QQQ,20260121,202601,12:15,735,zero_dte,CALL,0.4551675691202085,0.4551675691202085,0.2980829345495298,0.5,-0.3,0.5,thr0.398_maxday1,202601,735,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,150,0,13,14,18,False,primary,14
QQQ,20260122,202601,10:00,600,zero_dte,CALL,0.4088947774836817,0.4088947774836817,0.1721628201843828,0.5,-0.3,0.5,thr0.398_maxday1,202601,600,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,151,0,14,15,18,False,primary,15
SPXW,20260122,202601,10:00,600,zero_dte,CALL,0.3022826057299076,0.3022826057299076,0.1986225418063646,0.5,-0.3,0.5,thr0.300_maxday1,202601,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,13,0,14,14,18,False,primary,14
SPY,20260122,202601,11:20,680,zero_dte,PUT,0.4491188040424191,0.1996599165415267,0.4491188040424191,0.5,-0.3,-0.3,thr0.400_maxday1,202601,680,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,346,1,14,13,18,False,fallback_volume_pace,13
SPY,20260122,202601,13:10,790,zero_dte,PUT,0.0290941517045011,-0.2074514937249086,0.0290941517045011,-0.3,-0.3,-0.3,thr0.014_maxday1,202601,790,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,195,0,14,14,18,False,primary,14
SPXW,20260123,202601,10:00,600,zero_dte,CALL,0.3046455933453088,0.3046455933453088,0.1800304062487565,-0.3,-0.3,-0.3,thr0.300_maxday1,202601,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,14,0,14,15,18,False,primary,15
SPY,20260123,202601,10:35,635,zero_dte,CALL,0.0782531873048178,0.0782531873048178,-0.2276335479831271,0.5,-0.3,0.5,thr0.014_maxday1,202601,635,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,196,0,14,15,18,False,primary,15
QQQ,20260123,202601,12:15,735,zero_dte,PUT,0.4261567784104877,0.2926284044884881,0.4261567784104877,-0.3,0.5,0.5,thr0.398_maxday1,202601,735,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,152,0,14,16,18,False,primary,16
SPY,20260126,202601,10:15,615,zero_dte,CALL,0.0422370155507105,0.0422370155507105,-0.1570897582871276,0.5,-0.3,0.5,thr0.014_maxday1,202601,615,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,197,0,15,16,18,False,primary,16
SPXW,20260126,202601,10:25,625,zero_dte,CALL,0.3187005520612089,0.3187005520612089,0.1594603398127809,-0.3,0.5,-0.3,thr0.300_maxday1,202601,625,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,15,0,15,16,18,False,primary,16
QQQ,20260126,202601,10:40,640,zero_dte,CALL,0.4181192557371289,0.4181192557371289,0.1821183145536188,0.5,-0.3,0.5,thr0.398_maxday1,202601,640,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,153,0,15,17,18,False,primary,17
QQQ,20260127,202601,10:00,600,zero_dte,CALL,0.4097162774456927,0.4097162774456927,0.1443324840356981,-0.3,-0.3,-0.3,thr0.398_maxday1,202601,600,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,154,0,16,18,18,False,primary,18
SPXW,20260127,202601,10:00,600,zero_dte,CALL,0.3148836368258366,0.3148836368258366,0.2327816358622832,-0.3,-0.3,-0.3,thr0.300_maxday1,202601,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,16,0,16,17,18,False,primary,17
SPY,20260127,202601,10:05,605,zero_dte,CALL,0.0764685134372207,0.0764685134372207,-0.2706772260960678,0.5,-0.3,0.5,thr0.014_maxday1,202601,605,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,198,0,16,17,18,False,primary,17
SPXW,20260128,202601,10:15,615,zero_dte,PUT,0.3084467342309837,0.1449659719013932,0.3084467342309837,-0.3,0.5,0.5,thr0.300_maxday1,202601,615,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,17,0,17,18,18,False,primary,18
SPY,20260128,202601,11:55,715,zero_dte,PUT,0.1574699535492298,-0.2393886923615404,0.1574699535492298,-0.3,-0.3,-0.3,thr0.014_maxday1,202601,715,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,199,0,17,18,18,False,primary,18
QQQ,20260128,202601,13:05,785,zero_dte,PUT,0.4142116243587764,0.0750394936666442,0.4142116243587764,-0.3,-0.3,-0.3,thr0.398_maxday1,202601,785,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,155,0,17,19,18,False,primary,19
SPXW,20260129,202601,10:10,610,zero_dte,CALL,0.4363959993107071,0.4363959993107071,0.2082826998903678,-0.3,0.5,-0.3,thr0.300_maxday1,202601,610,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,18,0,18,19,18,False,primary,19
QQQ,20260129,202601,10:15,615,zero_dte,CALL,0.5512853087395231,0.5512853087395231,0.1819146835039468,-0.3,-0.3,-0.3,thr0.398_maxday1,202601,615,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,156,0,18,20,18,False,primary,20
SPY,20260129,202601,10:15,615,zero_dte,PUT,0.0472790686541814,0.0066703792970878,0.0472790686541814,-0.3,-0.3,-0.3,thr0.014_maxday1,202601,615,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,200,0,18,19,18,False,primary,19
QQQ,20260130,202601,10:15,615,zero_dte,PUT,0.426344688795418,0.1535795832615787,0.426344688795418,-0.3,0.5,0.5,thr0.398_maxday1,202601,615,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,157,0,18,21,18,False,primary,21
SPXW,20260130,202601,10:15,615,zero_dte,PUT,0.3684284472586739,0.225046195576675,0.3684284472586739,-0.3,0.5,0.5,thr0.300_maxday1,202601,615,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,19,0,18,20,18,False,primary,20
SPXW,20260202,202602,10:10,610,zero_dte,PUT,0.5946387613466383,0.1826251131338684,0.5946387613466383,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,610,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,20,1,1,0,18,False,fallback_volume_pace,21
SPY,20260202,202602,10:10,610,zero_dte,PUT,0.7111596743385171,0.1395904886897252,0.7111596743385171,0.5,-0.3,-0.3,thr0.500_maxday2,202602,610,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,353,1,1,0,18,False,fallback_volume_pace,20
QQQ,20260202,202602,12:25,745,zero_dte,PUT,0.7530005177546932,0.1894713661222335,0.7530005177546932,-0.3,-0.3,-0.3,thr0.737_maxday1,202602,745,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,158,0,1,0,18,False,primary,22
SPXW,20260203,202602,10:15,615,zero_dte,PUT,0.5575667863427668,0.2162246310608969,0.5575667863427668,-0.3,-0.3,-0.3,thr-999.000_maxday1,202602,615,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,21,1,2,1,18,False,fallback_volume_pace,22
SPY,20260203,202602,10:15,615,zero_dte,PUT,0.6864669270571649,0.22172751299024,0.6864669270571649,-0.3,0.5,0.5,thr0.500_maxday2,202602,615,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,355,1,2,1,18,False,fallback_volume_pace,21
SPXW,20260204,202602,10:00,600,zero_dte,PUT,0.6732960590723762,0.3607360766556918,0.6732960590723762,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,600,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,22,1,3,2,18,False,fallback_volume_pace,23
SPY,20260204,202602,10:00,600,zero_dte,PUT,0.6860410593125627,0.3144496339549932,0.6860410593125627,0.5,-0.3,-0.3,thr0.500_maxday2,202602,600,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,357,1,3,2,18,False,fallback_volume_pace,22
SPXW,20260205,202602,10:15,615,zero_dte,PUT,0.6038365225816571,0.2988945884039007,0.6038365225816571,-0.3,-0.3,-0.3,thr-999.000_maxday1,202602,615,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,23,1,4,3,18,False,fallback_volume_pace,24
SPY,20260205,202602,10:20,620,zero_dte,PUT,0.5973021393887018,0.2217858327524485,0.5973021393887018,-0.3,-0.3,-0.3,thr0.500_maxday2,202602,620,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,359,1,4,3,18,False,fallback_volume_pace,23
SPXW,20260206,202602,10:25,625,zero_dte,PUT,0.6152073253554274,0.18533286837285,0.6152073253554274,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,625,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,24,1,5,4,18,False,fallback_volume_pace,25
SPY,20260206,202602,10:25,625,zero_dte,PUT,0.7290142676515797,0.2358169564287868,0.7290142676515797,0.5,-0.3,-0.3,thr0.500_maxday2,202602,625,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,361,1,5,4,18,False,fallback_volume_pace,24
QQQ,20260206,202602,11:05,665,zero_dte,PUT,0.7858145471303848,0.1569708070003406,0.7858145471303848,0.5,-0.3,-0.3,thr0.737_maxday1,202602,665,QQQ_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,159,0,5,1,18,False,primary,23
SPXW,20260209,202602,10:10,610,zero_dte,PUT,0.7483773977131372,0.1510754604049921,0.7483773977131372,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,610,SPXW_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,25,1,6,5,18,False,fallback_volume_pace,26
SPY,20260209,202602,10:10,610,zero_dte,PUT,0.7718689359060648,0.1209825294113418,0.7718689359060648,0.5,-0.3,-0.3,thr0.500_maxday2,202602,610,SPY_BEST,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_bestmix_spy_backfill18_v1\monthly_volume_backfill_trades.csv,363,1,6,5,18,False,fallback_volume_pace,25
