ticker,month,arm,status,selected,deploy_config,delta_bucket,cooldown_minutes,daily_cap,training_months,selection_months,train_rows,val_rows,test_rows,seed,model_artifact_path,model_artifact_sha256,policy_artifact_path,policy_artifact_sha256,val_score,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,prediction_horizon_steps
QQQ,202601,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509","202510,202511,202512",27656,2994,900,20463219,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202601.pt,31FB9943F1BABECF88D6EF52050164A20D66F74981074AB84E61B72C7236EB07,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_QQQ_202601.json,780104E60233EACB63E1C782426329BB02978E5C3A0F617103F51B117C70CE76,-9.999999999999999e+17,104,0.33653846153846156,0.38750651908176176,-26.759720674423026,-0.2573050064848368,-26.75972067442302,0.5,57,0.2631578947368421,-0.5476223263048807,-26.75972067442303,5.6761539190087245,-0.21211558924955445,30,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
QQQ,202602,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510","202511,202512,202601",31332,2770,602,20463220,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202602.pt,0F0C90CE3719FCC1A43EEB894FEAED59B9A99FE0CDEBD803E5F173DEF50A689D,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_QQQ_202602.json,8E2386C96D9719B20381952DE81F1E0517D7EAD07872E75DBDDFF81C1D03A5B7,-9.999999999999999e+17,97,0.35051546391752575,0.4546926784239311,-20.330622648871227,-0.2095940479265075,-20.9599389846953,0.6082474226804123,54,0.18518518518518517,-0.4209702499424511,-20.67127922888998,6.825217357325506,-0.33571118185622556,29,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
QQQ,202603,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511","202512,202601,202602",34010,2562,850,20463221,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202603.pt,42C5EF3A3F91C94848FF5A45D8886EC3C4DBC8A75BAE3A406B9AF9D825DB70F3,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_QQQ_202603.json,BDA6F080A6D062AF571BEDB40E3A66A8FDA46BEF3B0C64905AF94CE28F631CD8,-9.999999999999999e+17,91,0.4725274725274725,0.818905642948797,-5.050768431614489,-0.055502949797961415,-9.688123253766934,0.5384615384615384,54,0.3148148148148148,-0.2955457000548981,-9.688123253766928,7.921013166641069,-1.5682788221017492,23,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
QQQ,202604,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603",37506,2352,870,20463222,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202604.pt,6B044B64FE2BA2EBFFB3239550FD93AB5ACFD97FC12C9C0A04F9DDB1EA390250,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_QQQ_202604.json,950BCFB8021F5CD46F07B49519FA1EF6278AD152B53C6D67112B2EAA7CE93687,-9.999999999999999e+17,93,0.44086021505376344,0.7938066782823583,-5.886446250444636,-0.06329512097252296,-8.86099671711426,0.4838709677419355,54,0.35185185185185186,-0.2776286003097815,-8.633465207593796,6.820401240570486,-1.158661941414194,24,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
QQQ,202605,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604",40722,2322,932,20463223,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202605.pt,81D25DECCFE1E7825BBE38A96BCF23A9038F4E6E4C3524A5BF92BAAF3CF18EE5,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_QQQ_202605.json,B187B19A04068D4481306FAB2F53EAE4538D671EB2DA13B503F44651A869D6A6,-9.999999999999999e+17,92,0.44565217391304346,0.8569081380442605,-4.149684368636906,-0.0451052648764881,-9.729123269231584,0.5434782608695652,52,0.46153846153846156,-0.16912580067887045,-9.455439065309664,6.873645997272424,-1.6564262210454068,23,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
SPXW,202601,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509","202510,202511,202512",27656,3416,1158,20463219,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202601.pt,31FB9943F1BABECF88D6EF52050164A20D66F74981074AB84E61B72C7236EB07,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_SPXW_202601.json,E3CA32A60089E80D230EC7CAEAF052A1F543879DDF44945B27597BDCC7A78FB6,-9.999999999999999e+17,182,0.31868131868131866,0.8986157851162075,-7.785051320932382,-0.04277500725787023,-34.12845312247264,0.5989010989010989,62,0.3064516129032258,-0.7540944068959881,-33.28467153422649,37.59617143331782,-4.8292772755690825,53,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
SPXW,202602,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510","202511,202512,202601",31332,3304,816,20463220,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202602.pt,0F0C90CE3719FCC1A43EEB894FEAED59B9A99FE0CDEBD803E5F173DEF50A689D,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_SPXW_202602.json,E8CC78A952140CBC0E636E1662DD6348AE1FB53639FED89BADBA51CE1F53126D,-9.999999999999999e+17,185,0.3567567567567568,0.6588131116534925,-24.029688152693872,-0.12989020623077768,-25.067320865975468,0.6270270270270271,60,0.26666666666666666,-0.5012499587467075,-24.432185732581882,12.708997818933932,-0.528887338785925,54,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
SPXW,202603,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511","202512,202601,202602",34010,3186,918,20463221,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202603.pt,42C5EF3A3F91C94848FF5A45D8886EC3C4DBC8A75BAE3A406B9AF9D825DB70F3,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_SPXW_202603.json,ED0404D7CDF06A915C9520BBC380F11EE7F6CAFDBE7F38AA0A234CD91BD74D4F,-9.999999999999999e+17,176,0.3806818181818182,0.6815768566753173,-21.363221309108216,-0.12138193925629669,-25.06125110051626,0.5511363636363636,59,0.3389830508474576,-0.5191248319841772,-24.92578053172395,13.211279459849331,-0.618412329708755,49,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
SPXW,202604,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603",37506,2892,1186,20463222,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202604.pt,6B044B64FE2BA2EBFFB3239550FD93AB5ACFD97FC12C9C0A04F9DDB1EA390250,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_SPXW_202604.json,1B3EA45C06D9BB890FAFD843E041587AD256D9CB68E3BFAC3501232B9B25A80B,-9.999999999999999e+17,161,0.36024844720496896,0.6306623169360857,-22.803251720550413,-0.1416351038543504,-28.94462089374756,0.5900621118012422,57,0.2982456140350877,-0.6219512223488232,-27.67730890520184,13.084708666165579,-0.5738088947364278,48,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
SPXW,202605,h1,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604",40722,2920,1172,20463223,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_model_artifacts\payoff_head_202605.pt,81D25DECCFE1E7825BBE38A96BCF23A9038F4E6E4C3524A5BF92BAAF3CF18EE5,research_papers\JEPA\results\_diagnostics\phys_td_h1_vs_h6_downstream_202601_202605_seed20260618_v1\h1\fold_policy_artifacts\policy_SPXW_202605.json,CD81DF3E20206E37E7414A9C56668057F6E2608F29BB070A8059DFB96DEE0635,-9.999999999999999e+17,165,0.3515151515151515,0.656582218887873,-22.098631068817653,-0.13393109738677367,-24.518514437704066,0.6424242424242425,57,0.3157894736842105,-0.627450978100552,-24.2518477710374,13.203006812120366,-0.5974581308228867,50,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,1
