source_file,pre2026_rank,trigger_losses,pause_days,volume_protect_monthly_target,valid_pf_min,valid_wr_min,valid_min_month_min,pretest_health_flag_count,pretest_max_negative_day_streak,forward_gate_strict,forward_wilson_min,forward_pf_min,forward_wr_min,forward_min_month_min,forward_health_flag_count,spxw_trades,spxw_wr,spxw_pf,spxw_min_month,spxw_wilson_low,spy_trades,spy_wr,spy_pf,spy_min_month,spy_wilson_low,qqq_trades,qqq_wr,qqq_pf,qqq_min_month,qqq_wilson_low
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,2,5,1,0,1.851851851851853,0.5263157894736842,18,6,5,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,4,5,1,18,1.8372703412073503,0.5243445692883895,18,6,7,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,5,0,0,0,1.822916666666667,0.5223880597014925,19,6,7,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,6,0,0,0,1.822916666666667,0.5223880597014925,19,6,7,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,7,0,0,0,1.822916666666667,0.5223880597014925,19,6,7,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,8,0,0,18,1.822916666666667,0.5223880597014925,19,6,7,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,9,0,0,18,1.822916666666667,0.5223880597014925,19,6,7,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,10,0,0,18,1.822916666666667,0.5223880597014925,19,6,7,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,11,3,0,0,1.822916666666667,0.5223880597014925,19,6,7,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
dense_candidate_pre2026_recent_daily_guard_selection_scan_v1.csv,12,3,0,18,1.822916666666667,0.5223880597014925,19,6,7,True,0.4134801193402717,1.7346938775510203,0.51,19,0,99,0.5454545454545454,2.0,19,0.4475069462953531,100,0.51,1.7346938775510203,19,0.4134801193402717,108,0.5370370370370371,1.933333333333333,19,0.4433455287185074
