feature,importance
ib_range_bps,14570.771067142487
oi_diff,9491.859424829483
dist_ib_low_bps,4914.171120405197
dist_ib_high_bps,4645.837137937546
iv_diff,3369.494555950165
minute,2700.862245321274
ret_30m_bps,1817.2070903778076
nearest_level_abs_bps,1771.2590435743332
ret_5m_bps,1366.8521497249603
ret_15m_bps,1264.4413129091263
ret_1m_bps,1228.540182352066
volume_diff,1220.9564603567123
spread_pct_diff,1198.5854306221008
iv_diff_chg_25m,1072.759380698204
iv_diff_chg_5m,1066.7476922273636
iv_diff_chg_15m,1061.2748999595642
volume_diff_chg_25m,986.7491075992584
abs_delta_diff,915.169220328331
volume_diff_chg_5m,888.5374722480774
spread_pct_diff_chg_25m,834.9535890817642
vega_diff,787.1205191612244
volume_diff_chg_15m,767.6157492399216
spread_pct_diff_chg_15m,740.0706813335419
spread_pct_diff_chg_5m,697.2292788028717
vega_diff_chg_5m,688.7591998577118
abs_delta_diff_chg_25m,628.9557483196259
vega_diff_chg_25m,602.7718688249588
abs_delta_diff_chg_15m,601.0877212285995
vega_diff_chg_15m,565.5731070041656
abs_delta_diff_chg_5m,549.3471403121948
