run,trades,win_rate,profit_factor,pnl_return,max_drawdown,positive_month_rate,min_month_trades,call_rate
physics_control,362,0.3259668508287293,0.8007994329467286,-14.581481508299483,-17.58148150829957,0.16666666666666666,57,0.2569060773480663
xinput_baseline_sigvic,362,0.32320441988950277,0.790728142744225,-15.381481508299483,-18.381481508299572,0.16666666666666666,57,0.26519337016574585
xinput_visreg_straight,362,0.32320441988950277,0.790728142744225,-15.381481508299483,-18.381481508299572,0.16666666666666666,57,0.26795580110497236
