ticker,trade_date,minute,ret_15m_bps,option_price_mode,call_d25_opt_exit_ret,call_d25_opt_exit_minutes,call_d35_opt_exit_ret,call_d35_opt_exit_minutes,put_d25_opt_exit_ret,put_d25_opt_exit_minutes,put_d35_opt_exit_ret,put_d35_opt_exit_minutes,wall_net_gamma_total_log,lag_minute,gex_log_lag45,net_gex_proxy,net_gex_proxy_lag45,net_gex_slope15,month,action,score,realized_return,exit_minutes,date,deploy_config,arm,policy
SPY,20231002,680,12.882197900379033,executable_quote,-0.5250000130385158,30,-0.4736841960792064,30,1.5454545700845639,39,1.1973683921584128,40,-20.599520539979157,635.0,-20.870268494948554,-883604868.0637534,-1158357040.9412634,91584057.62583669,202310,CALL,1.0,-0.4736841960792064,30.0,20231002,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
SPY,20231003,680,8.06672508845585,executable_quote,-0.6216216248870331,136,-0.625,149,0.2888888859454495,31,0.2727273290244592,31,-20.979283554938156,635.0,-20.86714458450909,-1291775614.4066339,-1154744083.501232,-45677176.96846732,202310,CALL,1.0,-0.625,149.0,20231003,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
SPY,20231004,680,35.60915475203208,executable_quote,0.3400000333786011,42,0.3400000333786011,42,-0.6086956437233492,39,-0.6266666650772095,60,18.41448916562204,635.0,-19.060783648394185,99382753.99922548,-189667603.5652828,96350119.18816942,202310,PUT,1.0,-0.6266666650772095,60.0,20231004,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
SPY,20231005,680,0.4742014501868397,executable_quote,0.12500006984919465,38,0.12500006984919465,38,-0.6086956437233492,35,-0.6624999916180969,52,-20.613976124563436,635.0,-19.497987098429217,-896470660.2212176,-293675829.14844596,-200931610.35759056,202310,CALL,1.0,0.12500006984919465,38.0,20231005,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
SPY,20231006,680,9.897573810744298,executable_quote,3.812499988358468,31,2.6999999006589293,31,-0.7450980437988963,30,-0.7654321023993077,30,-20.301003550037322,635.0,-21.077774804640466,-655562070.4925152,-1425480524.413128,256639484.64020422,202310,CALL,1.0,2.6999999006589293,31.0,20231006,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
SPY,20231009,680,9.352862813047924,executable_quote,0.2962962227103181,30,0.26785709914200173,30,-0.625,40,-0.6428571390558262,48,-20.035306383222842,635.0,-19.803967503806756,-502600602.1952877,-398798765.81452054,-34600612.12692239,202310,CALL,1.0,0.26785709914200173,30.0,20231009,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
SPY,20231010,680,22.957895927895322,executable_quote,-0.7105263137256009,105,-0.6133333444595337,105,0.4047618861776896,107,0.4305554589739591,107,20.774878849579753,635.0,20.71968279093287,1052968177.2748604,996423364.4360325,18848270.94627595,202310,PUT,1.0,0.4305554589739591,107.0,20231010,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
SPY,20231011,680,-26.85796236760907,executable_quote,-0.604651165208409,94,-0.6025640849295917,121,0.20833332557231166,152,0.20833332557231166,152,-19.09034913209053,635.0,18.373693480788905,-195358936.9797947,95409953.97229883,-96922963.65069784,202310,PUT,1.0,0.20833332557231166,152.0,20231011,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
SPY,20231012,680,11.694893927152172,executable_quote,-0.6249999906867744,102,-0.6249999906867744,102,2.410256645383223,119,1.9000000085149495,120,19.23142501136636,635.0,-17.434186355856948,224958164.40914097,-37288157.05753845,87415440.48889314,202310,PUT,1.0,1.9000000085149495,120.0,20231012,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
SPY,20231013,680,9.256975025095926,executable_quote,-0.6538461273943874,36,-0.6538461273943874,36,0.43589749467913896,40,0.475409762380715,40,-21.14981367359934,635.0,19.40452226328511,-1531959808.0196993,267471147.73441842,-599810318.584706,202310,CALL,1.0,-0.6538461273943874,36.0,20231013,thr-inf_maxday1,K0_LEVEL,KING_GEX_SLOPE1_EXECUTABLE_V1
