month,ticker,direction,config_id,trades,win_rate,profit_factor,pnl,minimum_hold,maximum_hold,max_drawdown,call_rate,put_rate,positive_month,gate_pass
202301,SPXW,D1_INVERTED,T50D15,46,0.391304347826087,0.6493984130593299,-6.382176443735956,30.0,180.0,7.376527478455047,0.7608695652173914,0.2391304347826087,False,False
202301,QQQ,D1_INVERTED,T50D15,34,0.4411764705882353,0.7494310563998406,-3.010083426598859,30.0,180.0,4.287734738444003,0.7058823529411765,0.29411764705882354,False,False
202301,SPY,D1_INVERTED,T50D15,19,0.5263157894736842,0.909488716746027,-0.5000933420633643,30.0,180.0,2.3524165493036198,0.6842105263157895,0.3157894736842105,False,False
202302,SPXW,D1_INVERTED,T50D15,40,0.425,0.9212398912844887,-1.0867750834645657,30.0,180.0,5.5616068828177365,0.775,0.225,False,False
202302,QQQ,D1_INVERTED,T50D15,27,0.3333333333333333,0.4936379344719529,-4.757034443489951,30.0,180.0,6.239157757017189,0.7407407407407407,0.25925925925925924,False,False
202302,SPY,D1_INVERTED,T50D15,19,0.3157894736842105,0.5530460499702728,-3.1570005496079405,30.0,180.0,3.5415477964911948,0.7368421052631579,0.2631578947368421,False,False
202303,SPXW,D1_INVERTED,T50D15,60,0.38333333333333336,0.8996559575954907,-2.2855064497203834,30.0,135.0,9.057491073116399,0.7833333333333333,0.21666666666666667,False,False
202303,QQQ,D1_INVERTED,T50D15,44,0.5,1.1848672269618241,2.5396053328929487,30.0,180.0,6.3708838090946305,0.75,0.25,True,False
202303,SPY,D1_INVERTED,T50D15,23,0.43478260869565216,1.130730991611605,0.9224111737119571,30.0,152.0,3.9988669852296046,0.6956521739130435,0.30434782608695654,True,False
202304,SPXW,D1_INVERTED,T50D15,48,0.4791666666666667,1.1969507154049797,2.9823581482583092,30.0,180.0,4.051655970457924,0.8125,0.1875,True,False
202304,QQQ,D1_INVERTED,T50D15,33,0.42424242424242425,0.7179700172149311,-3.3607681418549795,30.0,180.0,4.323581830884657,0.8787878787878788,0.12121212121212122,False,False
202304,SPY,D1_INVERTED,T50D15,19,0.5789473684210527,1.2587946248611828,1.23593104246049,30.0,180.0,1.8379844983577764,0.8947368421052632,0.10526315789473684,True,False
202305,SPXW,D1_INVERTED,T50D15,48,0.4166666666666667,1.0206118937295507,0.3779368171206796,30.0,161.0,5.7602262940893985,0.7708333333333334,0.22916666666666666,True,False
202305,QQQ,D1_INVERTED,T50D15,41,0.4146341463414634,0.8299163047068986,-2.443380544511582,30.0,180.0,7.987244062868413,0.6585365853658537,0.34146341463414637,False,False
202305,SPY,D1_INVERTED,T50D15,22,0.4090909090909091,0.7266067251006572,-1.8449901264104176,30.0,180.0,3.621689950719931,0.6818181818181818,0.3181818181818182,False,False
202306,SPXW,D1_INVERTED,T50D15,59,0.423728813559322,0.7216431739684485,-5.928391429865126,30.0,172.0,9.335511111589947,0.7288135593220338,0.2711864406779661,False,False
202306,QQQ,D1_INVERTED,T50D15,34,0.38235294117647056,0.632055067702534,-4.854730462872538,30.0,161.0,6.204164562489222,0.8235294117647058,0.17647058823529413,False,False
202306,SPY,D1_INVERTED,T50D15,20,0.65,1.8602287031603475,3.9054413440473077,30.0,180.0,1.512259401836321,0.9,0.1,True,True
202307,SPXW,D1_INVERTED,T50D15,48,0.2916666666666667,0.6014811367806323,-8.17296145101652,30.0,180.0,12.336648278597652,0.6875,0.3125,False,False
202307,QQQ,D1_INVERTED,T50D15,30,0.6,1.4727058691676504,3.528735563608065,30.0,180.0,2.9083036673069484,0.6,0.4,True,True
202307,SPY,D1_INVERTED,T50D15,19,0.21052631578947367,0.20387704658904893,-6.396807795265126,30.0,180.0,6.396807795265126,0.7368421052631579,0.2631578947368421,False,False
202308,SPXW,D1_INVERTED,T50D15,68,0.5,1.3084125546554344,6.2456233307952465,30.0,140.0,4.054158991112723,0.8088235294117647,0.19117647058823528,True,True
202308,QQQ,D1_INVERTED,T50D15,39,0.358974358974359,0.5381499784756083,-6.683310282530801,30.0,180.0,6.941296042069532,0.7692307692307693,0.23076923076923078,False,False
202308,SPY,D1_INVERTED,T50D15,22,0.45454545454545453,0.8712595401971683,-0.9963487171854962,30.0,180.0,3.224604419036832,0.7272727272727273,0.2727272727272727,False,False
202309,SPXW,D1_INVERTED,T50D15,55,0.4,0.6037387462117034,-8.148679589642654,30.0,174.0,9.364982048364475,0.7636363636363637,0.23636363636363636,False,False
202309,QQQ,D1_INVERTED,T50D15,36,0.4166666666666667,0.8098693243467971,-2.4649505021621265,30.0,180.0,5.115762451044517,0.8333333333333334,0.16666666666666666,False,False
202309,SPY,D1_INVERTED,T50D15,20,0.35,0.45218691910736003,-3.9553892190836035,30.0,176.0,4.755389197409188,0.7,0.3,False,False
202310,SPXW,D1_INVERTED,T50D15,67,0.43283582089552236,0.9558105590537038,-1.0851379559606187,30.0,122.0,6.557247141695131,0.7611940298507462,0.23880597014925373,False,False
202310,QQQ,D1_INVERTED,T50D15,42,0.5,1.1510440208604025,2.022789176285043,30.0,126.0,2.962445403070975,0.6904761904761905,0.30952380952380953,True,False
202310,SPY,D1_INVERTED,T50D15,22,0.4090909090909091,0.9216881727163011,-0.630039263236807,31.0,122.0,3.2384120646341454,0.6818181818181818,0.3181818181818182,False,False
202311,SPXW,D1_INVERTED,T50D15,56,0.44642857142857145,0.961402975073075,-0.714538674468542,30.0,152.0,4.960255928502781,0.8035714285714286,0.19642857142857142,False,False
202311,QQQ,D1_INVERTED,T50D15,35,0.42857142857142855,0.6565706950558977,-4.0047347702771665,30.0,180.0,5.249263662351366,0.7142857142857143,0.2857142857142857,False,False
202311,SPY,D1_INVERTED,T50D15,19,0.5263157894736842,0.9130773730577182,-0.4933224595389357,30.0,140.0,1.8606420468029277,0.8421052631578947,0.15789473684210525,False,False
202312,SPXW,D1_INVERTED,T50D15,42,0.35714285714285715,0.5662426012141913,-7.182186299922219,30.0,180.0,9.050746110992206,0.7619047619047619,0.23809523809523808,False,False
202312,QQQ,D1_INVERTED,T50D15,32,0.5625,1.641240751524314,5.3068288343137375,30.0,180.0,4.100793925465358,0.625,0.375,True,True
202312,SPY,D1_INVERTED,T50D15,20,0.45,0.5394706496259742,-3.2236012846266373,30.0,180.0,4.434234714020265,0.7,0.3,False,False
