feature,median
dte_days,0.0
minute,750.0
spot,607.52001953125
underlying_volume,60.0
dist_ib_high_bps,-9.878398720457668
dist_ib_low_bps,23.531170344073445
dist_fib_127_up_bps,-21.89334517070165
dist_fib_161_up_bps,-37.13707387175188
dist_fib_200_up_bps,-54.156698106119386
dist_fib_127_dn_bps,34.40966526026916
dist_fib_161_dn_bps,50.54928418465546
dist_fib_200_dn_bps,68.0468655225224
nearest_level_abs_bps,4.8746336471856075
ib_range_bps,42.8955135252774
ret_1m_bps,0.0
ret_5m_bps,0.15622439920370823
ret_15m_bps,0.4615756594894549
ret_30m_bps,1.042815343224035
call_d15_available,1.0
call_d15_strike,609.0
call_d15_strike_bps,38.98501106745389
call_d15_abs_delta,0.1437000036239624
call_d15_iv,0.181099995970726
call_d15_mid_bps,2.874696130873052
call_d15_spread_pct,0.057142886336968124
call_d15_theta_over_mid,-10.293488355314105
call_d15_vega,2.7172000408172607
call_d15_oi,9503.0
call_d15_volume,362.0
put_d15_available,1.0
put_d15_strike,605.0
put_d15_strike_bps,-49.33698686995447
put_d15_abs_delta,0.14669999480247498
put_d15_iv,0.23330000042915344
put_d15_mid_bps,3.699098168267324
put_d15_spread_pct,0.044444467991958274
put_d15_theta_over_mid,-10.100000031188477
put_d15_vega,2.783600091934204
put_d15_oi,7129.0
put_d15_volume,264.0
call_d25_available,1.0
call_d25_strike,609.0
call_d25_strike_bps,25.771806621868176
call_d25_abs_delta,0.24560000002384186
call_d25_iv,0.18209999799728394
call_d25_mid_bps,5.634134331453916
call_d25_spread_pct,0.02898547970379774
call_d25_theta_over_mid,-7.420215241984281
call_d25_vega,3.7736001014709473
call_d25_oi,9269.0
call_d25_volume,629.0
put_d25_available,1.0
put_d25_strike,606.0
put_d25_strike_bps,-29.99253983473782
put_d25_abs_delta,0.2451000064611435
put_d25_iv,0.21480000019073486
put_d25_mid_bps,6.530484522836713
put_d25_spread_pct,0.02531650726888082
put_d25_theta_over_mid,-7.230275046445141
put_d25_vega,3.8071999549865723
put_d25_oi,6432.0
put_d25_volume,519.0
call_d35_available,1.0
call_d35_strike,608.0
call_d35_strike_bps,15.926817429594564
call_d35_abs_delta,0.3449000120162964
call_d35_iv,0.18400000035762787
call_d35_mid_bps,8.93408782384825
call_d35_spread_pct,0.018691682494856594
call_d35_theta_over_mid,-5.415913837577087
call_d35_vega,4.435400009155273
call_d35_oi,9056.0
call_d35_volume,929.0
put_d35_available,1.0
put_d35_strike,607.0
put_d35_strike_bps,-16.923517055378312
put_d35_abs_delta,0.34549999237060547
