ticker,expiry_mode,time,minute,month,date,call_return,put_return,pred_call_return,pred_put_return,action,score,realized_return,source_variant,source_component,source_priority,component_threshold,component_max_day,component_cooldown,event_delta_bucket,event_delta_target,test_month,selected_variants,selected_max_day,selected_cooldown,selected_order,selected_threshold_override,policy_profile,policy_ticker,entry_minute,source_stream,source_file,_source_order,deploy_config,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
SPY,zero_dte,10:10,610,202603,20260325,0.2923729943667545,-0.6,0.3153652551879036,-0.1303901233734802,CALL,0.3153652551879036,0.2923729943667545,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,610,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,638,,0,15,17,18,False,primary
SPY,zero_dte,10:20,620,202603,20260326,-0.6,0.2500000522847767,-0.0496167755119361,0.3585649341540166,PUT,0.3585649341540166,0.2500000522847767,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,620,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,639,,0,16,18,18,False,primary
SPY,zero_dte,11:15,675,202603,20260327,0.7710526117657688,0.5614753986231522,0.3928743058769821,-0.0984736470322725,CALL,0.3928743058769821,0.7710526117657688,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,675,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,640,,0,17,19,18,False,primary
SPY,zero_dte,14:30,870,202603,20260330,-0.6,0.3785714358699565,0.367540313043347,-0.3399904629813202,CALL,0.367540313043347,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,870,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,641,,0,18,20,18,False,primary
SPY,zero_dte,13:40,820,202603,20260331,0.2884615948919735,-0.6,0.0842986018915016,0.4924575063575606,PUT,0.4924575063575606,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,820,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,642,,0,18,21,18,False,primary
SPY,zero_dte,10:50,650,202604,20260402,0.2669491876442191,-0.6,0.3793956972191996,-0.4676455592652103,CALL,0.3793956972191996,0.2669491876442191,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,650,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,643,,0,2,0,18,False,primary
SPY,zero_dte,10:25,625,202604,20260406,-0.6,0.4247966754758776,-0.0683980708961375,0.3308426001082187,PUT,0.3308426001082187,0.4247966754758776,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,625,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,644,,0,4,1,18,False,primary
SPY,zero_dte,12:40,760,202604,20260406,-0.6,0.7803030001996754,0.336838622116703,-0.3987966785126783,CALL,0.336838622116703,-0.6,,,,,,,,,202604,,,,,,,,760,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,391,thr0.247_maxday1,1,4,2,18,False,fallback_volume_pace
SPY,zero_dte,11:45,705,202604,20260407,2.301724141474712,-0.6,0.0071516766552386,0.3049007235285011,PUT,0.3049007235285011,-0.6,,,,,,,,,202604,,,,,,,,705,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,392,thr0.247_maxday1,1,5,3,18,False,fallback_volume_pace
SPY,zero_dte,13:00,780,202604,20260407,0.3179012064053652,-0.6,0.3007710572617146,-0.1472479275648288,CALL,0.3007710572617146,0.3179012064053652,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,780,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,645,,0,5,4,18,False,primary
SPY,zero_dte,10:35,635,202604,20260408,0.3437500058207663,0.4507874947012877,0.2573618698859999,0.5353110785996633,PUT,0.5353110785996633,0.4507874947012877,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,635,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,646,,0,5,5,18,False,primary
SPY,zero_dte,10:15,615,202604,20260410,-0.6,0.3214286322496384,-0.4548620286879486,0.4791389085359271,PUT,0.4791389085359271,0.3214286322496384,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,615,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,647,,0,7,6,18,False,primary
SPY,zero_dte,12:30,750,202604,20260413,0.9071428802548628,-0.6,0.3011474446729189,-0.0001850746101411,CALL,0.3011474446729189,0.9071428802548628,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,750,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,648,,0,8,7,18,False,primary
SPY,zero_dte,10:05,605,202604,20260414,0.7338709832478263,-0.6,0.3470646319964455,0.0761896466915079,CALL,0.3470646319964455,0.7338709832478263,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,649,,0,9,8,18,False,primary
SPY,zero_dte,10:05,605,202604,20260416,0.4166666666666667,-0.6,-0.4184412049590834,0.3979873847757187,PUT,0.3979873847757187,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,650,,0,10,9,18,False,primary
SPY,zero_dte,10:00,600,202604,20260417,0.4999999441206464,-0.6,0.192507475081448,0.3467682235773639,PUT,0.3467682235773639,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,651,,0,11,10,18,False,primary
SPY,zero_dte,10:05,605,202604,20260420,-0.6,0.3885542670499269,-0.2176164687121866,0.3001089079854089,PUT,0.3001089079854089,0.3885542670499269,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,652,,0,12,11,18,False,primary
SPY,zero_dte,10:25,625,202604,20260421,-0.6,0.75,-0.3478433219581704,0.2956275216939838,PUT,0.2956275216939838,0.75,,,,,,,,,202604,,,,,,,,625,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,400,thr0.247_maxday1,1,13,12,18,False,fallback_volume_pace
SPY,zero_dte,10:05,605,202604,20260422,0.75,-0.6,-0.4833924079395586,0.2888852169962621,PUT,0.2888852169962621,-0.6,,,,,,,,,202604,,,,,,,,605,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,401,thr0.247_maxday1,1,14,13,18,False,fallback_volume_pace
SPY,zero_dte,10:10,610,202604,20260424,0.5058139131931829,-0.6,-0.351698967569074,0.2945415501205555,PUT,0.2945415501205555,-0.6,,,,,,,,,202604,,,,,,,,610,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,403,thr0.247_maxday1,1,15,14,18,False,fallback_volume_pace
SPY,zero_dte,11:00,660,202604,20260424,1.709183713189267,-0.6,-0.5885403110228552,0.4707333915178124,PUT,0.4707333915178124,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,660,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,654,,0,15,15,18,False,primary
SPY,zero_dte,10:05,605,202604,20260428,-0.6,0.2999999888241293,-0.4468068390193563,0.3276880383161454,PUT,0.3276880383161454,0.2999999888241293,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,655,,0,17,16,18,False,primary
SPY,zero_dte,10:00,600,202604,20260429,0.2970085548461074,0.0559440880068031,-0.1960076924430185,0.3523185471907313,PUT,0.3523185471907313,0.0559440880068031,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,656,,0,18,17,18,False,primary
SPY,zero_dte,10:05,605,202604,20260430,0.6102150599657972,-0.6,-0.2594649614755053,0.3360790286128859,PUT,0.3360790286128859,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202604,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,657,,0,18,18,18,False,primary
SPY,zero_dte,10:10,610,202605,20260501,-0.6,1.0102738808860812,-0.0548814126302892,-0.2710193907610877,CALL,-0.0548814126302892,-0.6,,,,,,,,,202605,,,,,,,,610,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,408,thr-0.100_maxday2,1,1,0,18,False,fallback_volume_pace
SPY,zero_dte,10:00,600,202605,20260504,0.4362745693856513,-0.6,-0.5576728011750999,0.0265810052331282,PUT,0.0265810052331282,-0.6,,,,,,,,,202605,,,,,,,,600,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,410,thr-0.100_maxday2,1,2,1,18,False,fallback_volume_pace
SPY,zero_dte,10:00,600,202605,20260505,0.75,-0.6,0.1947668611946886,-0.412796622080655,CALL,0.1947668611946886,0.75,,,,,,,,,202605,,,,,,,,600,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,412,thr-0.100_maxday2,1,3,2,18,False,fallback_volume_pace
SPY,zero_dte,10:00,600,202605,20260506,0.8676471206968626,0.4687500756699609,0.2695296234654252,0.4688881433187666,PUT,0.4688881433187666,0.4687500756699609,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,661,,0,4,3,18,False,primary
SPY,zero_dte,10:05,605,202605,20260507,0.583333300219643,0.3906249621650195,0.2243769210989969,-0.3452217875594663,CALL,0.2243769210989969,0.583333300219643,,,,,,,,,202605,,,,,,,,605,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,416,thr-0.100_maxday2,1,5,4,18,False,fallback_volume_pace
SPY,zero_dte,10:55,655,202605,20260507,-0.6,0.9772726821176954,-0.3886267062203862,0.5703896176061679,PUT,0.5703896176061679,0.9772726821176954,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,655,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,662,,0,5,5,18,False,primary
SPY,zero_dte,10:05,605,202605,20260508,-0.2388060033440874,-0.6,-0.6069384786856334,0.3867456549343537,PUT,0.3867456549343537,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,663,,0,6,6,18,False,primary
SPY,zero_dte,11:00,660,202605,20260511,-0.6,-0.6,-0.0990265635026195,0.3037261348950654,PUT,0.3037261348950654,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,660,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,664,,0,6,7,18,False,primary
SPY,zero_dte,10:20,620,202605,20260512,-0.6,1.1413043562766507,-0.1992169180116533,0.3236452433254063,PUT,0.3236452433254063,1.1413043562766507,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,620,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,665,,0,7,8,18,False,primary
SPY,zero_dte,12:15,735,202605,20260513,1.2364864995481324,-0.6,-0.3432722231415758,0.4496971154414672,PUT,0.4496971154414672,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,735,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,666,,0,8,9,18,False,primary
SPY,zero_dte,10:05,605,202605,20260514,0.6107594793451427,-0.6,-0.3493691967418409,0.3060103290784036,PUT,0.3060103290784036,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,667,,0,9,10,18,False,primary
SPY,zero_dte,10:15,615,202605,20260515,0.2954545553065526,0.2899999618530273,-0.2599039439018903,0.4422979079567121,PUT,0.4422979079567121,0.2899999618530273,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,615,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,668,,0,10,11,18,False,primary
SPY,zero_dte,10:20,620,202605,20260518,-0.6,2.367021387224556,-0.117142631065209,0.3777464047327168,PUT,0.3777464047327168,2.367021387224556,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,620,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,669,,0,11,12,18,False,primary
SPY,zero_dte,10:30,630,202605,20260519,0.3420000076293945,-0.6,-0.1703012093604386,0.3279734321057347,PUT,0.3279734321057347,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,630,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,670,,0,12,13,18,False,primary
SPY,zero_dte,10:25,625,202605,20260520,0.3760162349481313,-0.6,-0.2281464760241791,0.3704981610167153,PUT,0.3704981610167153,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,625,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,671,,0,12,14,18,False,primary
SPY,zero_dte,10:00,600,202605,20260521,-0.6,0.5859374665305943,-0.313676272254096,0.3296514137709603,PUT,0.3296514137709603,0.5859374665305943,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,672,,0,13,15,18,False,primary
SPY,zero_dte,10:20,620,202605,20260522,0.4952831355733584,-0.6,-0.4314883035168808,0.3040118493328925,PUT,0.3040118493328925,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,620,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,673,,0,14,16,18,False,primary
SPY,zero_dte,10:10,610,202605,20260526,-0.6,0.2824675023083254,-0.0766877473172587,0.3146859488442546,PUT,0.3146859488442546,0.2824675023083254,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,610,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,674,,0,16,17,18,False,primary
SPY,zero_dte,10:05,605,202605,20260527,-0.6,0.5921052862732696,-0.200127866200321,0.3038620775944124,PUT,0.3038620775944124,0.5921052862732696,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,675,,0,17,18,18,False,primary
SPY,zero_dte,10:25,625,202605,20260528,0.3531746001710938,-0.6,-0.1958264367066189,0.3585324335369522,PUT,0.3585324335369522,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,625,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,676,,0,18,19,18,False,primary
SPY,zero_dte,10:10,610,202605,20260529,-0.6,0.7006173311910002,0.0123892256913377,0.4301701916931941,PUT,0.4301701916931941,0.7006173311910002,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202605,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,610,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,677,,0,18,20,18,False,primary
SPY,zero_dte,10:10,610,202606,20260601,-0.6,-0.6,-0.1701157326739056,0.1083753166243875,PUT,0.1083753166243875,-0.6,,,,,,,,,202606,,,,,,,,610,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,448,thr0.050_maxday1,1,1,0,18,False,fallback_volume_pace
SPY,zero_dte,10:00,600,202606,20260602,0.3611110559216275,-0.6,-0.5696644599627729,0.1941156010014663,PUT,0.1941156010014663,-0.6,,,,,,,,,202606,,,,,,,,600,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,449,thr0.050_maxday1,1,2,1,18,False,fallback_volume_pace
SPY,zero_dte,10:40,640,202606,20260602,1.0513697310311896,-0.6,-0.4166426481317476,0.4842013641498022,PUT,0.4842013641498022,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,640,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,678,,0,2,2,18,False,primary
SPY,zero_dte,10:45,645,202606,20260603,-0.6,0.3081395477781814,-0.1495322303885884,0.6164110102069966,PUT,0.6164110102069966,0.3081395477781814,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,645,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,679,,0,3,3,18,False,primary
SPY,zero_dte,10:00,600,202606,20260604,0.7193876632498204,-0.6,-0.2818964398266339,0.5449803839824285,PUT,0.5449803839824285,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,680,,0,4,4,18,False,primary
SPY,zero_dte,10:55,655,202606,20260605,-0.6,0.7756411549607725,-0.1630798128752496,0.314762943968199,PUT,0.314762943968199,0.7756411549607725,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,655,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,681,,0,5,5,18,False,primary
SPY,zero_dte,10:10,610,202606,20260608,0.2938596601301284,-0.6,-0.0814250158510864,0.4039678278810906,PUT,0.4039678278810906,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,610,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,682,,0,5,6,18,False,primary
SPY,zero_dte,10:55,655,202606,20260609,-0.6,0.8263888130033488,-0.3628216312144235,0.3667718061233637,PUT,0.3667718061233637,0.8263888130033488,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,655,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,683,,0,6,7,18,False,primary
SPY,zero_dte,10:25,625,202606,20260610,-0.6,0.5470297765923469,-0.2852869469809146,0.4169643133370909,PUT,0.4169643133370909,0.5470297765923469,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,625,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,684,,0,7,8,18,False,primary
SPY,zero_dte,10:05,605,202606,20260611,-0.6,0.5087939614205195,-0.2230209219755169,0.3815078891517207,PUT,0.3815078891517207,0.5087939614205195,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202606,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,685,,0,8,9,18,False,primary
