ticker,expiry_mode,time,minute,month,date,call_return,put_return,pred_call_return,pred_put_return,action,score,realized_return,source_variant,source_component,source_priority,component_threshold,component_max_day,component_cooldown,event_delta_bucket,event_delta_target,test_month,selected_variants,selected_max_day,selected_cooldown,selected_order,selected_threshold_override,policy_profile,policy_ticker,entry_minute,source_stream,source_file,_source_order,deploy_config,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
SPY,zero_dte,10:50,650,202601,20260116,0.6805554589739591,-0.6,-0.3232556869991946,0.3034561778903662,PUT,0.3034561778903662,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202601,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,650,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,598,,0,10,10,18,False,primary
SPY,zero_dte,10:00,600,202601,20260120,0.3586957062575238,-0.6,-0.310924093597857,0.2352813007911343,PUT,0.2352813007911343,-0.6,,,,,,,,,202601,,,,,,,,600,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,273,thr0.086_maxday3,1,12,11,18,False,fallback_volume_pace
SPY,zero_dte,10:05,605,202601,20260121,0.6527777087909232,-0.6,-0.3184975893899568,0.2455446692747018,PUT,0.2455446692747018,-0.6,,,,,,,,,202601,,,,,,,,605,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,276,thr0.086_maxday3,1,13,12,18,False,fallback_volume_pace
SPY,zero_dte,10:45,645,202601,20260121,-0.6,0.4669812742439094,-0.0870998758661483,0.4060312022025659,PUT,0.4060312022025659,0.4669812742439094,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202601,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,645,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,600,,0,13,13,18,False,primary
SPY,zero_dte,10:20,620,202601,20260126,-0.6,0.3269231210093541,-0.2607002554455908,0.1072681102677497,PUT,0.1072681102677497,0.3269231210093541,,,,,,,,,202601,,,,,,,,620,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,285,thr0.086_maxday3,1,15,14,18,False,fallback_volume_pace
SPY,zero_dte,10:00,600,202601,20260127,0.4308511137476656,-0.6,-0.0176526747107468,0.2795665657015083,PUT,0.2795665657015083,-0.6,,,,,,,,,202601,,,,,,,,600,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,287,thr0.086_maxday3,1,16,15,18,False,fallback_volume_pace
SPY,zero_dte,10:40,640,202601,20260127,0.5092591672767863,-0.6,-0.3668077015129715,0.349004679583214,PUT,0.349004679583214,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202601,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,640,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,601,,0,16,16,18,False,primary
SPY,zero_dte,10:10,610,202601,20260129,-0.6,0.9684873764380746,-0.2321578653568302,0.3124427518229415,PUT,0.3124427518229415,0.9684873764380746,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202601,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,610,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,602,,0,18,17,18,False,primary
SPY,zero_dte,10:10,610,202602,20260202,0.7055555967637062,-0.6,0.123660377382136,0.1047440081905414,CALL,0.123660377382136,0.7055555967637062,,,,,,,,,202602,,,,,,,,610,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,299,thr-999.000_maxday2,1,1,0,18,False,fallback_volume_pace
SPY,zero_dte,10:15,615,202602,20260203,-0.6,0.3597561755682448,-0.6027286708013031,0.2660332945836101,PUT,0.2660332945836101,0.3597561755682448,,,,,,,,,202602,,,,,,,,615,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,301,thr-999.000_maxday2,1,2,1,18,False,fallback_volume_pace
SPY,zero_dte,10:00,600,202602,20260204,0.8574379106809156,0.2679487003925838,-0.2253389525627704,0.3254150294578868,PUT,0.3254150294578868,0.2679487003925838,,,,,,,,,202602,,,,,,,,600,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,303,thr-999.000_maxday2,1,3,2,18,False,fallback_volume_pace
SPY,zero_dte,12:15,735,202602,20260204,-0.6,2.210869653553956,-0.0872633490464472,0.3413235367162084,PUT,0.3413235367162084,2.210869653553956,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,735,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,605,,0,3,3,18,False,primary
SPY,zero_dte,10:15,615,202602,20260205,0.4166667115665878,-0.6,0.3006741363423345,-0.0476016081104343,CALL,0.3006741363423345,0.4166667115665878,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,615,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,606,,0,4,4,18,False,primary
SPY,zero_dte,11:15,675,202602,20260206,0.6071428030796868,-0.6,-0.2992295273456253,0.3025153361723861,PUT,0.3025153361723861,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,675,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,607,,0,5,5,18,False,primary
SPY,zero_dte,12:40,760,202602,20260209,-0.6,0.2500000372529025,0.3167332245791713,-0.4615463920666155,CALL,0.3167332245791713,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,760,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,608,,0,6,6,18,False,primary
SPY,zero_dte,10:25,625,202602,20260210,0.259090846038063,0.307142931344559,-0.2920261256991225,0.4780849977998893,PUT,0.4780849977998893,0.307142931344559,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,625,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,609,,0,7,7,18,False,primary
SPY,zero_dte,10:00,600,202602,20260212,0.2625000251457092,0.3676470656983444,-0.2519122767823761,0.1189930506594886,PUT,0.1189930506594886,0.3676470656983444,,,,,,,,,202602,,,,,,,,600,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,315,thr-999.000_maxday2,1,9,8,18,False,fallback_volume_pace
SPY,zero_dte,11:35,695,202602,20260213,0.2994504681158716,-0.6,0.3120070781044778,0.0161521152227427,CALL,0.3120070781044778,0.2994504681158716,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,695,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,611,,0,9,9,18,False,primary
SPY,zero_dte,10:00,600,202602,20260217,0.5833333333333333,-0.6,-0.2211215264951147,0.2274866174222193,PUT,0.2274866174222193,-0.6,,,,,,,,,202602,,,,,,,,600,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,319,thr-999.000_maxday2,1,11,10,18,False,fallback_volume_pace
SPY,zero_dte,10:05,605,202602,20260218,-0.6,-0.6,-0.1334925250725664,0.3501079421832228,PUT,0.3501079421832228,-0.6,,,,,,,,,202602,,,,,,,,605,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,321,thr-999.000_maxday2,1,12,11,18,False,fallback_volume_pace
SPY,zero_dte,10:05,605,202602,20260219,-0.6,0.2889610027699905,-0.0828187086417401,0.4490007481693102,PUT,0.4490007481693102,0.2889610027699905,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,614,,0,13,12,18,False,primary
SPY,zero_dte,10:55,655,202602,20260220,-0.6,0.938235249568848,-0.4341510865499219,0.3192905247349771,PUT,0.3192905247349771,0.938235249568848,,,,,,,,,202602,,,,,,,,655,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,325,thr-999.000_maxday2,1,14,13,18,False,fallback_volume_pace
SPY,zero_dte,13:40,820,202602,20260220,0.4919354756011593,-0.6,-0.2442127094560634,0.3745445032585937,PUT,0.3745445032585937,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,820,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,615,,0,14,14,18,False,primary
SPY,zero_dte,11:10,670,202602,20260223,-0.6,-0.6,-0.2081008984826102,0.3225662374136564,PUT,0.3225662374136564,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,670,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,616,,0,15,15,18,False,primary
SPY,zero_dte,10:25,625,202602,20260224,0.2794117372066225,-0.6,-0.2508161677247573,0.3613080214970128,PUT,0.3613080214970128,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,625,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,617,,0,16,16,18,False,primary
SPY,zero_dte,10:00,600,202602,20260225,0.2409638459043241,-0.5726495569744519,-0.704625186190649,0.6723541802363106,PUT,0.6723541802363106,-0.5726495569744519,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,618,,0,17,17,18,False,primary
SPY,zero_dte,13:10,790,202602,20260226,1.3524097942928766,-0.6,0.1323813982951781,0.3367953995634178,PUT,0.3367953995634178,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,790,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,619,,0,18,18,18,False,primary
SPY,zero_dte,10:55,655,202602,20260227,0.2602040717026832,-0.6,0.3312978212546549,-0.2060010056865045,CALL,0.3312978212546549,0.2602040717026832,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202602,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,655,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,620,,0,18,19,18,False,primary
SPY,zero_dte,10:05,605,202603,20260302,-0.6,0.3265765562584608,-0.1760475345828079,0.3776482475149179,PUT,0.3776482475149179,0.3265765562584608,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,621,,0,1,0,18,False,primary
SPY,zero_dte,10:30,630,202603,20260303,0.3048780332676786,-0.6,0.3594356348152138,-0.2249427771336004,CALL,0.3594356348152138,0.3048780332676786,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,630,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,622,,0,2,1,18,False,primary
SPY,zero_dte,10:25,625,202603,20260304,-0.5243902571991326,-0.6,-0.1899180449734484,0.4108041665812103,PUT,0.4108041665812103,-0.6,,,,,,,,,202603,,,,,,,,625,clean_d35,research_papers\JEPA\results\_diagnostics\event_option_mh30trail_clean1000_nopool_d35_return_wf202504_202606_val2_gpu_v1_SPY\event_option_gate_trades.csv,341,thr0.284_maxday3,1,3,2,18,False,fallback_volume_pace
SPY,zero_dte,10:00,600,202603,20260305,-0.6,2.663043303615883,-0.2689160062091003,0.3466632027372354,PUT,0.3466632027372354,2.663043303615883,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,624,,0,4,3,18,False,primary
SPY,zero_dte,10:10,610,202603,20260306,0.8380502286456619,-0.6,-0.0271457237569756,0.3232503176755107,PUT,0.3232503176755107,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,610,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,625,,0,5,4,18,False,primary
SPY,zero_dte,11:20,680,202603,20260309,0.815934001154234,-0.6,-0.1142013024313815,0.344224790935379,PUT,0.344224790935379,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,680,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,626,,0,5,5,18,False,primary
SPY,zero_dte,10:15,615,202603,20260310,1.9700000286102293,-0.6,0.0667037597984785,0.3140918300870922,PUT,0.3140918300870922,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,615,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,627,,0,6,6,18,False,primary
SPY,zero_dte,10:00,600,202603,20260311,-0.6,1.6847826072872247,-0.1114583537480276,0.3511039417885662,PUT,0.3511039417885662,1.6847826072872247,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,628,,0,7,7,18,False,primary
SPY,zero_dte,10:45,645,202603,20260312,0.3965517427422351,0.3687050526300441,-0.124743129214172,0.3858700841898422,PUT,0.3858700841898422,0.3687050526300441,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,645,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,629,,0,8,8,18,False,primary
SPY,zero_dte,10:10,610,202603,20260313,-0.6,0.4586092317884915,0.3277606157173476,-0.3926917014699792,CALL,0.3277606157173476,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,610,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,630,,0,9,9,18,False,primary
SPY,zero_dte,11:10,670,202603,20260316,0.4687500756699609,0.25,-0.1642248584631304,0.3626866988196477,PUT,0.3626866988196477,0.25,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,670,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,631,,0,9,10,18,False,primary
SPY,zero_dte,10:00,600,202603,20260317,-0.6,0.4452381449762137,-0.1864566278953273,0.3000606053118278,PUT,0.3000606053118278,0.4452381449762137,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,600,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,632,,0,10,11,18,False,primary
SPY,zero_dte,13:45,825,202603,20260318,-0.6,0.3821838497721801,0.0413479422009068,0.4127163601147769,PUT,0.4127163601147769,0.3821838497721801,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,825,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,633,,0,11,12,18,False,primary
SPY,zero_dte,10:05,605,202603,20260319,-0.6,0.5127118781050612,0.4177460311855946,-0.0603583985616613,CALL,0.4177460311855946,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,605,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,634,,0,12,13,18,False,primary
SPY,zero_dte,10:30,630,202603,20260320,-0.6,-0.6,0.3358095039858008,-0.3301683006740538,CALL,0.3358095039858008,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,630,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,635,,0,13,14,18,False,primary
SPY,zero_dte,10:25,625,202603,20260323,-0.6,0.2941175606939628,-0.4237516555937256,0.3118681874506103,PUT,0.3118681874506103,0.2941175606939628,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,625,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,636,,0,14,15,18,False,primary
SPY,zero_dte,13:20,800,202603,20260324,0.354395600076949,-0.6,0.3365369900090218,0.0798919414376343,CALL,0.3365369900090218,0.354395600076949,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_SPY_v1,0.0,0.3,3.0,30.0,35.0,0.35,202603,d35,1.0,0.0,score_desc,,balanced_cap4,SPY,800,prod_static_union,research_papers\JEPA\results\event_option_mh30trail_frozen2025_static_union_deploy202607_production_v1\combined_trades.csv,637,,0,14,16,18,False,primary
