feature,importance
ib_range_bps,15339.223138093948
oi_diff,8150.7242267131805
dist_ib_low_bps,4810.51205766201
iv_diff,4198.453647732735
dist_ib_high_bps,3817.1971769332886
minute,2736.9364384412766
ret_30m_bps,1954.4084358215332
nearest_level_abs_bps,1515.5888804197311
spread_pct_diff,1199.0167500972748
vega_diff,1190.4688408374786
iv_diff_chg_25m,1098.0053094625473
ret_15m_bps,1012.2233936786652
ret_1m_bps,879.0266604423523
abs_delta_diff,838.7721416950226
ret_5m_bps,826.418499827385
iv_diff_chg_5m,709.662789940834
spread_pct_diff_chg_25m,706.2996810674667
spread_pct_diff_chg_15m,703.0469698905945
volume_diff,702.0529406070709
iv_diff_chg_15m,696.7755808830261
spread_pct_diff_chg_5m,669.8015389442444
vega_diff_chg_5m,652.8056689500809
volume_diff_chg_5m,606.1027710437775
volume_diff_chg_25m,603.6718609333038
volume_diff_chg_15m,589.0941791534424
vega_diff_chg_25m,543.7383378744125
vega_diff_chg_15m,527.6720902919769
abs_delta_diff_chg_15m,513.1496102809906
abs_delta_diff_chg_25m,470.7905293703079
abs_delta_diff_chg_5m,442.56303894519806
