ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,candidate_id
SPXW,20260113,202601,10:10,610,zero_dte,CALL,-0.1257738056610442,-0.1257738056610442,-0.3046726601164534,-0.3,0.5,-0.3,thr-999.000_maxday3,202601,610,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,21,1,8,7,18,False,fallback_volume_pace,7
SPY,20260113,202601,10:10,610,zero_dte,CALL,0.4210626591073216,0.4210626591073216,0.1022190868871764,-0.3,0.5,-0.3,thr-999.000_maxday1,202601,610,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,7,0,8,8,18,False,primary,8
QQQ,20260113,202601,10:20,620,zero_dte,CALL,0.5342625049415205,0.5342625049415205,0.0642759427188,-0.3,0.5,-0.3,thr0.321_maxday1,202601,620,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,7,0,8,9,18,False,primary,9
QQQ,20260114,202601,10:00,600,zero_dte,CALL,0.4552812032795469,0.4552812032795469,0.069422610371932,0.5,-0.3,0.5,thr0.321_maxday1,202601,600,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,8,0,9,10,18,False,primary,10
SPXW,20260114,202601,10:00,600,zero_dte,CALL,0.1157310255634036,0.1157310255634036,-0.2014818866220263,0.5,-0.3,0.5,thr-999.000_maxday3,202601,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,24,1,9,8,18,False,fallback_volume_pace,8
SPY,20260114,202601,10:00,600,zero_dte,CALL,0.5747936445382326,0.5747936445382326,0.0819605133171032,0.5,-0.3,0.5,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,8,0,9,9,18,False,primary,9
SPY,20260115,202601,10:00,600,zero_dte,CALL,0.28689451409471,0.28689451409471,0.1212533156776194,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,9,0,9,10,18,False,primary,10
QQQ,20260115,202601,10:35,635,zero_dte,PUT,0.3346805138764862,0.1978302828879608,0.3346805138764862,-0.3,0.5,0.5,thr0.321_maxday1,202601,635,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,9,0,9,11,18,False,primary,11
SPXW,20260116,202601,10:00,600,zero_dte,CALL,-0.0917445849282309,-0.0917445849282309,-0.322867656250808,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,30,1,10,9,18,False,fallback_volume_pace,9
SPY,20260116,202601,10:00,600,zero_dte,CALL,0.3358248288034836,0.3358248288034836,0.1732372077736836,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,10,0,10,11,18,False,primary,11
QQQ,20260116,202601,10:20,620,zero_dte,CALL,0.4536176377859979,0.4536176377859979,0.0756492071262273,-0.3,-0.3,-0.3,thr0.321_maxday1,202601,620,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,10,0,10,12,18,False,primary,12
SPXW,20260120,202601,10:00,600,zero_dte,CALL,-0.0654371395427078,-0.0654371395427078,-0.0895137745877641,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,33,1,12,10,18,False,fallback_volume_pace,10
SPY,20260120,202601,10:00,600,zero_dte,CALL,0.2685512387996361,0.2685512387996361,0.1648744170340352,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,11,0,12,12,18,False,primary,12
QQQ,20260120,202601,10:10,610,zero_dte,CALL,0.3818963263027151,0.3818963263027151,0.1236983081687366,0.5,-0.3,0.5,thr0.321_maxday1,202601,610,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,11,0,12,13,18,False,primary,13
SPXW,20260120,202601,10:30,630,zero_dte,CALL,-0.1349670393838831,-0.1349670393838831,-0.3369380805480917,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,630,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,34,1,12,11,18,False,fallback_volume_pace,11
SPXW,20260121,202601,10:00,600,zero_dte,PUT,-0.242994948069912,-0.2489784386559086,-0.242994948069912,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,36,1,13,12,18,False,fallback_volume_pace,12
SPY,20260121,202601,10:00,600,zero_dte,CALL,0.1881295460278593,0.1881295460278593,0.1663803173708554,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,12,0,13,13,18,False,primary,13
QQQ,20260121,202601,10:30,630,zero_dte,PUT,0.4239172265008505,0.168176653265079,0.4239172265008505,0.5,-0.3,-0.3,thr0.321_maxday1,202601,630,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,12,0,13,14,18,False,primary,14
QQQ,20260122,202601,10:00,600,zero_dte,CALL,0.4335674175484389,0.4335674175484389,0.0839318658578903,0.5,-0.3,0.5,thr0.321_maxday1,202601,600,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,13,0,14,15,18,False,primary,15
SPXW,20260122,202601,10:00,600,zero_dte,CALL,-0.0992849423218237,-0.0992849423218237,-0.3333850332058843,0.5,-0.3,0.5,thr-999.000_maxday3,202601,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,39,1,14,13,18,False,fallback_volume_pace,13
SPY,20260122,202601,10:00,600,zero_dte,CALL,0.3576701332465574,0.3576701332465574,0.1223254472209163,0.5,-0.3,0.5,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,13,0,14,14,18,False,primary,14
SPY,20260123,202601,10:00,600,zero_dte,CALL,0.2062268606092148,0.2062268606092148,0.1408203341932812,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,14,0,14,15,18,False,primary,15
QQQ,20260123,202601,10:35,635,zero_dte,CALL,0.3626927871283568,0.3626927871283568,0.2470647263997062,0.5,-0.3,0.5,thr0.321_maxday1,202601,635,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,14,0,14,16,18,False,primary,16
SPXW,20260126,202601,10:00,600,zero_dte,CALL,-0.1300657628708452,-0.1300657628708452,-0.2343994893794897,0.5,-0.3,0.5,thr-999.000_maxday3,202601,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,45,1,15,14,18,False,fallback_volume_pace,14
SPY,20260126,202601,10:00,600,zero_dte,PUT,0.2178426367381188,0.2080741096212633,0.2178426367381188,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,15,0,15,16,18,False,primary,16
QQQ,20260126,202601,10:50,650,zero_dte,PUT,0.341848733419512,0.217680691655262,0.341848733419512,0.5,-0.3,-0.3,thr0.321_maxday1,202601,650,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,15,0,15,17,18,False,primary,17
SPXW,20260127,202601,10:00,600,zero_dte,CALL,-0.1198020937040297,-0.1198020937040297,-0.213948892116687,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,48,1,16,15,18,False,fallback_volume_pace,15
SPY,20260127,202601,10:00,600,zero_dte,CALL,0.3802152041937039,0.3802152041937039,0.1965081487745601,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,16,0,16,17,18,False,primary,17
QQQ,20260127,202601,10:05,605,zero_dte,CALL,0.3900492632082598,0.3900492632082598,0.1458521621381388,0.5,-0.3,0.5,thr0.321_maxday1,202601,605,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,16,0,16,18,18,False,primary,18
SPXW,20260128,202601,10:00,600,zero_dte,CALL,-0.1500743942567048,-0.1500743942567048,-0.2697728763600461,-0.3,0.5,-0.3,thr-999.000_maxday3,202601,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,51,1,17,16,18,False,fallback_volume_pace,16
SPY,20260128,202601,10:00,600,zero_dte,CALL,0.1938273282743005,0.1938273282743005,0.1315990460999655,-0.3,0.5,-0.3,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,17,0,17,18,18,False,primary,18
QQQ,20260128,202601,10:40,640,zero_dte,PUT,0.360976144943362,0.1196019386542529,0.360976144943362,-0.3,0.5,0.5,thr0.321_maxday1,202601,640,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,17,0,17,19,18,False,primary,19
SPXW,20260129,202601,10:10,610,zero_dte,CALL,-0.1271719520839331,-0.1271719520839331,-0.1864222914336817,-0.3,0.5,-0.3,thr-999.000_maxday3,202601,610,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,54,1,18,17,18,False,fallback_volume_pace,17
SPY,20260129,202601,10:10,610,zero_dte,CALL,0.2599540971028096,0.2599540971028096,0.2592076106070208,-0.3,0.5,-0.3,thr-999.000_maxday1,202601,610,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,18,0,18,19,18,False,primary,19
QQQ,20260129,202601,10:30,630,zero_dte,CALL,0.4367866967690919,0.4367866967690919,0.1046591746095372,-0.3,0.5,-0.3,thr0.321_maxday1,202601,630,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,18,0,18,20,18,False,primary,20
QQQ,20260130,202601,10:00,600,zero_dte,CALL,0.3638867377916416,0.3638867377916416,0.0999862506893023,0.5,-0.3,0.5,thr0.321_maxday1,202601,600,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,19,0,18,21,18,False,primary,21
SPY,20260130,202601,10:00,600,zero_dte,CALL,0.3372771599950257,0.3372771599950257,0.1149161492384451,0.5,-0.3,0.5,thr-999.000_maxday1,202601,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,19,0,18,20,18,False,primary,20
SPXW,20260202,202602,10:10,610,zero_dte,PUT,0.2387413108260899,-0.2806188828335707,0.2387413108260899,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,610,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,60,1,1,0,18,False,fallback_volume_pace,18
SPY,20260202,202602,10:10,610,zero_dte,PUT,0.6772104464824781,0.1350125700838879,0.6772104464824781,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,610,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,20,0,1,0,18,False,primary,21
QQQ,20260202,202602,10:15,615,zero_dte,PUT,0.291369983528596,-0.3019977412497598,0.291369983528596,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,615,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,779,1,1,0,18,False,fallback_volume_pace,22
SPXW,20260203,202602,10:15,615,zero_dte,PUT,0.1306245422377128,-0.1504376532598327,0.1306245422377128,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,615,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,63,1,2,1,18,False,fallback_volume_pace,19
SPY,20260203,202602,10:15,615,zero_dte,PUT,0.6897316328110693,0.1407684820957414,0.6897316328110693,-0.3,-0.3,-0.3,thr-999.000_maxday1,202602,615,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,21,0,2,1,18,False,primary,22
QQQ,20260203,202602,10:25,625,zero_dte,PUT,0.2523081171017111,0.1701206564878829,0.2523081171017111,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,625,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,782,1,2,1,18,False,fallback_volume_pace,23
QQQ,20260204,202602,10:00,600,zero_dte,CALL,0.4154193825389857,0.4154193825389857,0.2060117662595948,0.5,-0.3,0.5,thr-999.000_maxday3,202602,600,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,785,1,3,2,18,False,fallback_volume_pace,24
SPXW,20260204,202602,10:00,600,zero_dte,CALL,0.5272027573325851,0.5272027573325851,0.2271338451049994,0.5,-0.3,0.5,thr-999.000_maxday3,202602,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,66,1,3,2,18,False,fallback_volume_pace,20
SPY,20260204,202602,10:00,600,zero_dte,PUT,0.7689595831197985,0.2269162550550893,0.7689595831197985,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,22,0,3,2,18,False,primary,23
QQQ,20260205,202602,10:15,615,zero_dte,PUT,0.2311860382563064,-0.1773063153862362,0.2311860382563064,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,615,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,788,1,4,3,18,False,fallback_volume_pace,25
SPXW,20260205,202602,10:15,615,zero_dte,CALL,0.4753610655172469,0.4753610655172469,0.2523081171017111,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,615,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,69,1,4,3,18,False,fallback_volume_pace,21
SPY,20260205,202602,10:15,615,zero_dte,PUT,0.7870608858400774,0.1574547588414301,0.7870608858400774,-0.3,-0.3,-0.3,thr-999.000_maxday1,202602,615,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,23,0,4,3,18,False,primary,24
SPXW,20260206,202602,10:25,625,zero_dte,PUT,0.1874580797885381,-0.2010995783328788,0.1874580797885381,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,625,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,72,1,5,4,18,False,fallback_volume_pace,22
SPY,20260206,202602,10:25,625,zero_dte,PUT,0.7361857828349722,0.0965966812736785,0.7361857828349722,-0.3,-0.3,-0.3,thr-999.000_maxday1,202602,625,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,24,0,5,4,18,False,primary,25
QQQ,20260206,202602,11:05,665,zero_dte,PUT,0.2471926535700311,-0.3115300226652103,0.2471926535700311,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,665,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,790,1,5,4,18,False,fallback_volume_pace,26
QQQ,20260209,202602,10:10,610,zero_dte,PUT,0.2687719879310549,-0.2784157734963856,0.2687719879310549,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,610,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,793,1,6,5,18,False,fallback_volume_pace,27
SPXW,20260209,202602,10:10,610,zero_dte,PUT,0.4711291014678274,-0.2206649127573149,0.4711291014678274,0.5,-0.3,-0.3,thr-999.000_maxday3,202602,610,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,75,1,6,5,18,False,fallback_volume_pace,23
SPY,20260209,202602,10:10,610,zero_dte,PUT,0.863280370398979,0.1060327224911471,0.863280370398979,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,610,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,25,0,6,5,18,False,primary,26
SPXW,20260210,202602,10:00,600,zero_dte,PUT,0.3050066703305095,-0.250079987865604,0.3050066703305095,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,600,SPXW,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spxw_backfill18_v1\monthly_volume_backfill_trades.csv,78,1,7,6,18,False,fallback_volume_pace,24
SPY,20260210,202602,10:00,600,zero_dte,PUT,0.7660696637549584,0.0925622085624733,0.7660696637549584,0.5,-0.3,-0.3,thr-999.000_maxday1,202602,600,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_backfill18_v1\monthly_volume_backfill_trades.csv,26,0,7,6,18,False,primary,27
QQQ,20260210,202602,10:05,605,zero_dte,PUT,0.3177651867102407,-0.2359155291111992,0.3177651867102407,-0.3,-0.3,-0.3,thr-999.000_maxday3,202602,605,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_backfill18_v1\monthly_volume_backfill_trades.csv,796,1,7,6,18,False,fallback_volume_pace,28
