ticker,month,test_month,train_months,train_month_max,first_val_month,val_months,val_month_max,deploy_config,train_rows,val_rows,test_rows,val_score,abstained_invalid_val,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,source_stream,source_file
QQQ,202605,202605,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",202510,202511,"202511,202512,202601,202602,202603,202604",202604,thr0.413_maxday1,22454,4013,712,7.161966183220485,False,116,0.5344827586206896,1.8900320056605253,14.418518491700517,0.12429757320431481,-2.2000000000000055,0.31896551724137934,116,0.5344827586206896,0.5,-2.2000000000000055,2.5,0.17338813286809127,16,0.8333333333333334,19,0.21052631578947367,0.44444444444444453,-2.4999999999999996,-0.13157894736842102,-3.099999999999999,0.10526315789473684,19,0.21052631578947367,-0.3,-3.099999999999999,1.7,-0.68,19,0.0,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_d25_wf2026_v1\fold_configs.csv
QQQ,202606,202606,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511",202511,202512,"202512,202601,202602,202603,202604,202605",202605,ABSTAIN_INVALID_VAL,24374,4100,619,-9.999999999999996e+17,True,359,0.33147632311977715,0.8210905346069517,-12.881481508299482,-0.0358815640899707,-18.58148150829951,0.20334261838440112,121,0.2809917355371901,-0.09999999999999998,-18.081481508299483,7.5,-0.5822311661254013,54,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,,QQQ,research_papers\JEPA\results\_diagnostics\event_option_clean_live_qqq_d25_wf2026_v1\fold_configs.csv
SPY,202601,202601,"202501,202502,202503,202504,202505,202506",202506,202507,"202507,202508,202509,202510,202511,202512",202512,thr-999.000_maxday1,12667,4822,779,5.551047837737513,False,128,0.4296875,1.2656534295306903,5.772093008749546,0.04509447663085583,-2.4999999999999982,0.6484375,128,0.4296875,-0.3,-2.4999999999999982,2.5,0.43311845394909787,19,0.8333333333333334,20,0.3,0.7142857142857144,-1.2,-0.06,-2.6,0.85,20,0.3,-0.3,-2.6,2.5,-2.0833333333333335,20,0.0,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\fold_configs.csv
SPY,202602,202602,"202501,202502,202503,202504,202505,202506,202507",202507,202508,"202508,202509,202510,202511,202512,202601",202601,thr-999.000_maxday1,15197,4731,615,3.139438079970995,False,126,0.35714285714285715,0.925925925925926,-1.8000000000000005,-0.014285714285714289,-5.799999999999999,0.047619047619047616,126,0.35714285714285715,-0.3,-5.799999999999999,2.5,-1.3888888888888886,19,0.3333333333333333,19,0.05263157894736842,0.0925925925925926,-4.8999999999999995,-0.25789473684210523,-4.899999999999999,0.0,19,0.05263157894736842,-0.3,-4.899999999999999,-0.7,0.14285714285714288,19,0.0,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\fold_configs.csv
SPY,202603,202603,"202501,202502,202503,202504,202505,202506,202507,202508",202508,202509,"202509,202510,202511,202512,202601,202602",202602,thr-999.000_maxday1,17516,4560,799,4.5585769425267575,False,124,0.4032258064516129,1.1349239857390931,2.972093008749547,0.023968492006044735,-2.599999999999998,0.7096774193548387,124,0.4032258064516129,-0.3,-2.599999999999998,2.5,0.8411580635734642,19,0.3333333333333333,22,0.4090909090909091,1.1538461538461542,0.6,0.02727272727272727,-3.0999999999999996,0.8181818181818182,22,0.4090909090909091,-0.3,-3.0999999999999996,2.5,4.166666666666667,22,1.0,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\fold_configs.csv
SPY,202604,202604,"202501,202502,202503,202504,202505,202506,202507,202508,202509",202509,202510,"202510,202511,202512,202601,202602,202603",202603,thr-999.000_maxday1,19947,4539,689,5.154760112059621,False,125,0.424,1.226851851851852,4.9,0.039200000000000006,-2.9000000000000004,0.52,125,0.424,-0.3,-2.9000000000000004,2.5,0.5102040816326531,19,0.6666666666666666,18,0.4444444444444444,1.3333333333333335,1.0,0.05555555555555555,-1.9999999999999991,0.3333333333333333,18,0.4444444444444444,-0.3,-1.9999999999999991,2.5,2.5,18,1.0,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\fold_configs.csv
SPY,202605,202605,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",202510,202511,"202511,202512,202601,202602,202603,202604",202604,thr-999.000_maxday1,22454,4376,775,5.703971820606272,False,120,0.4583333333333333,1.4102564102564104,7.999999999999998,0.06666666666666665,-2.8000000000000043,0.35,120,0.4583333333333333,-0.3,-2.8000000000000043,2.5,0.31250000000000006,18,0.6666666666666666,20,0.35,0.8974358974358977,-0.3999999999999999,-0.019999999999999997,-1.0,0.1,20,0.35,-0.3,-1.0,2.5,-6.250000000000002,20,0.0,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\fold_configs.csv
SPY,202606,202606,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511",202511,202512,"202512,202601,202602,202603,202604,202605",202605,thr-999.000_maxday1,24374,4504,724,3.484782293049079,False,121,0.371900826446281,0.9868421052631579,-0.30000000000000027,-0.002479338842975209,-5.199999999999996,0.256198347107438,121,0.371900826446281,-0.3,-5.199999999999996,2.5,-8.333333333333327,18,0.3333333333333333,21,0.38095238095238093,1.025641025641026,0.09999999999999998,0.004761904761904761,-1.7000000000000002,0.14285714285714285,21,0.38095238095238093,-0.3,-1.7000000000000002,2.5,25.000000000000007,21,1.0,SPY,research_papers\JEPA\results\_diagnostics\event_option_clean_live_spy_d25_nothr_wf2026_v1\fold_configs.csv
SPXW,202601,202601,"202501,202502,202503,202504,202505,202506",202506,202507,"202507,202508,202509,202510,202511,202512",202512,thr-999.000_maxday3,12667,4797,779,-0.8684192853133854,False,381,0.32020997375328086,0.777880786181179,-17.155971628554987,-0.045028796925341175,-19.43930493009923,0.5879265091863517,128,0.265625,-0.09999999999999998,-19.13930493009918,7.5,-0.4371655632442725,55,0.3333333333333333,60,0.36666666666666664,0.964912280701754,-0.4000000000000006,-0.006666666666666677,-3.6000000000000005,0.6,20,0.3,-0.09999999999999998,-3.3999999999999995,4.300000000000001,-10.749999999999986,60,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPXW,202602,202602,"202501,202502,202503,202504,202505,202506,202507",202507,202508,"202508,202509,202510,202511,202512,202601",202601,thr-999.000_maxday3,15197,4713,616,4.653855309416455,False,375,0.3893333333333333,1.0535555911529555,3.6582317249542875,0.0097552845998781,-6.028339103317699,0.050666666666666665,126,0.3492063492063492,-0.09999999999999998,-5.728339103317705,7.5,2.0501708376862644,55,0.6666666666666666,56,0.2857142857142857,0.6666666666666666,-4.0,-0.07142857142857142,-4.499999999999998,0.07142857142857142,19,0.2631578947368421,-0.09999999999999998,-4.5,3.5,-0.875,56,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPXW,202603,202603,"202501,202502,202503,202504,202505,202506,202507,202508",202508,202509,"202509,202510,202511,202512,202601,202602",202602,thr-999.000_maxday3,17516,4551,793,2.8018117994142306,False,368,0.35597826086956524,0.9178863281528454,-5.784996618982971,-0.0157200995081059,-6.999424109101884,0.6820652173913043,124,0.27419354838709675,-0.09999999999999998,-6.484996618982966,7.5,-1.2964571103446096,55,0.16666666666666666,66,0.36363636363636365,0.9523809523809523,-0.6000000000000003,-0.009090909090909096,-3.6999999999999997,0.8484848484848485,22,0.4090909090909091,-0.09999999999999998,-3.0999999999999996,3.5,-5.83333333333333,66,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPXW,202604,202604,"202501,202502,202503,202504,202505,202506,202507,202508,202509",202509,202510,"202510,202511,202512,202601,202602,202603",202603,thr-999.000_maxday3,19947,4530,793,5.117218849136334,False,371,0.40431266846361186,1.1280713299460825,8.440820960985365,0.02275153897839721,-6.613402099695875,0.18328840970350405,125,0.392,-0.09999999999999998,-6.413402099695864,7.5,0.8885391639825121,55,0.6666666666666666,63,0.30158730158730157,0.7196969696969695,-3.6999999999999993,-0.058730158730158716,-7.899999999999998,0.19047619047619047,21,0.38095238095238093,-0.09999999999999998,-7.6,3.5,-0.9459459459459462,63,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPXW,202605,202605,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",202510,202511,"202511,202512,202601,202602,202603,202604",202604,thr-999.000_maxday3,22454,4471,783,6.400956168195876,False,366,0.42349726775956287,1.2213787044930382,13.958258796986428,0.038137319117449255,-4.400000000000052,0.3770491803278688,123,0.4146341463414634,-0.09999999999999998,-4.4,7.5,0.5373163020604863,55,0.8333333333333334,60,0.4166666666666667,1.1659731849625994,1.7427184421072937,0.029045307368454894,-1.8999999999999992,0.21666666666666667,20,0.25,-0.09999999999999998,-1.7999999999999998,5.642718442107295,3.2378830141282746,60,1.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPXW,202606,202606,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511",202511,202512,"202512,202601,202602,202603,202604,202605",202605,thr-999.000_maxday3,24377,4606,736,1.0528501462150646,False,371,0.3611859838274933,0.9349201704958161,-4.615032118209859,-0.012439439671724688,-17.313402099695896,0.20754716981132076,124,0.3629032258064516,-0.09999999999999998,-17.11340209969587,7.5,-1.6251241178597045,56,0.3333333333333333,59,0.288135593220339,0.6746031746031745,-4.1,-0.06949152542372881,-4.399999999999999,0.01694915254237288,21,0.2857142857142857,-0.09999999999999998,-4.1,3.5,-0.853658536585366,59,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPY,202601,202601,"202501,202502,202503,202504,202505,202506",202506,202507,"202507,202508,202509,202510,202511,202512",202512,thr-999.000_maxday3,12667,4827,779,3.342752501906093,False,381,0.3674540682414698,0.9662063046945152,-2.4152261734431733,-0.006339176308249798,-7.26407672702878,0.5249343832020997,128,0.3515625,-0.09999999999999998,-6.964076727028781,6.0359232729712184,-2.499113060027144,55,0.3333333333333333,60,0.38333333333333336,1.0626987301701938,0.6784946443304352,0.01130824407217392,-3.4000000000000004,0.5333333333333333,20,0.4,-0.09999999999999998,-3.0999999999999996,4.300000000000001,6.337559236364212,60,1.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPY,202602,202602,"202501,202502,202503,202504,202505,202506,202507",202507,202508,"202508,202509,202510,202511,202512,202601",202601,thr-999.000_maxday3,15197,4736,615,3.734501974221196,False,375,0.376,1.010349819632117,0.716505058879763,0.0019106801570127013,-8.83528276248173,0.048,126,0.3253968253968254,-0.09999999999999998,-8.835282762481741,7.5,10.467476687081671,55,0.6666666666666666,56,0.30357142857142855,0.7264957264957262,-3.1999999999999997,-0.05714285714285714,-4.5,0.07142857142857142,19,0.3157894736842105,-0.09999999999999998,-4.5,3.5,-1.09375,56,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPY,202603,202603,"202501,202502,202503,202504,202505,202506,202507,202508",202508,202509,"202509,202510,202511,202512,202601,202602",202602,thr-999.000_maxday3,17516,4565,799,0.9933132963570862,False,368,0.3423913043478261,0.8653702773998971,-9.667756619024654,-0.026271077769088734,-13.684074594378142,0.6630434782608695,124,0.3225806451612903,-0.09999999999999998,-13.48407459437815,7.5,-0.7757745975153281,55,0.16666666666666666,66,0.4090909090909091,1.1538461538461533,1.7999999999999996,0.027272727272727268,-2.1,0.8484848484848485,22,0.5,0.3,-1.7999999999999998,5.1000000000000005,2.8333333333333344,66,1.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPY,202604,202604,"202501,202502,202503,202504,202505,202506,202507,202508,202509",202509,202510,"202510,202511,202512,202601,202602,202603",202603,thr-999.000_maxday3,19947,4544,689,4.271490645561541,False,371,0.3935309973045822,1.0943357389319033,6.279135154819909,0.016924892600592746,-9.521505355669564,0.18598382749326145,125,0.4,-0.09999999999999998,-8.921505355669563,7.5,1.1944320061725293,55,0.6666666666666666,54,0.3333333333333333,0.8333333333333331,-1.8,-0.03333333333333333,-5.299999999999999,0.2037037037037037,18,0.3333333333333333,-0.09999999999999998,-5.0,5.1000000000000005,-2.8333333333333335,54,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPY,202605,202605,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",202510,202511,"202511,202512,202601,202602,202603,202604",202604,thr-999.000_maxday3,22454,4381,775,6.08790642994179,False,357,0.4173669467787115,1.2063451204338667,12.74321188184869,0.035695271377727426,-5.200000000000007,0.35294117647058826,120,0.45,-0.09999999999999998,-5.200000000000001,7.5,0.5885486382505284,54,0.8333333333333334,60,0.4166666666666667,1.1639097725491208,1.7210526117657678,0.02868421019609613,-1.9000000000000004,0.13333333333333333,20,0.3,-0.09999999999999998,-1.7999999999999998,4.300000000000001,2.4984709767752427,60,1.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
SPY,202606,202606,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511",202511,202512,"202512,202601,202602,202603,202604,202605",202605,thr-999.000_maxday3,24377,4507,724,4.530296820716785,False,362,0.38950276243093923,1.05725410398153,3.7800021326506186,0.010441994841576294,-5.821505355669548,0.20718232044198895,121,0.4132231404958678,-0.09999999999999998,-5.62150535566956,7.5,1.984125864696494,54,0.5,59,0.3389830508474576,0.8547008547008543,-1.7000000000000002,-0.028813559322033902,-3.6000000000000005,0.03389830508474576,21,0.3333333333333333,-0.09999999999999998,-3.0999999999999996,4.300000000000001,-2.5294117647058827,59,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
QQQ,202601,202601,"202501,202502,202503,202504,202505,202506",202506,202507,"202507,202508,202509,202510,202511,202512",202512,thr-999.000_maxday3,12667,4524,692,0.37837707607104676,False,377,0.33156498673740054,0.8289283465652967,-12.792656929788315,-0.03393277700209102,-14.121250980162042,0.493368700265252,128,0.296875,-0.09999999999999998,-13.621250980162005,7.5,-0.5862738320243616,57,0.0,60,0.36666666666666664,0.9717635352849869,-0.3196262265326226,-0.0053271037755437105,-3.3196262265326224,0.5333333333333333,20,0.4,-0.09999999999999998,-3.3196262265326215,5.1000000000000005,-15.956137440052872,60,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
QQQ,202602,202602,"202501,202502,202503,202504,202505,202506,202507",202507,202508,"202508,202509,202510,202511,202512,202601",202601,thr-999.000_maxday3,15197,4419,550,2.5502251612281213,False,374,0.35561497326203206,0.9072627747917418,-6.672322197383494,-0.017840433682843566,-8.599999999999998,0.06149732620320856,126,0.3333333333333333,-0.09999999999999998,-8.6,7.5,-1.1240464381263056,57,0.3333333333333333,54,0.2962962962962963,0.7083920293343617,-3.293181838193708,-0.06098484885543903,-5.393181838193708,0.12962962962962962,19,0.21052631578947367,-0.09999999999999998,-5.393181838193708,3.3000000000000003,-1.0020703872853958,54,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
QQQ,202603,202603,"202501,202502,202503,202504,202505,202506,202507,202508",202508,202509,"202509,202510,202511,202512,202601,202602",202602,thr-999.000_maxday3,17516,4214,765,-0.734432617316981,False,367,0.3188010899182561,0.7739119525988878,-16.86432785910817,-0.045951847027542694,-17.964327859108266,0.5831062670299727,124,0.3064516129032258,-0.09999999999999998,-17.564327859108182,7.5,-0.4447256992782765,54,0.16666666666666666,66,0.42424242424242425,1.228070175438596,2.5999999999999996,0.03939393939393939,-2.2,0.803030303030303,22,0.45454545454545453,-0.09999999999999998,-1.6,6.7,2.5769230769230775,66,1.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
QQQ,202604,202604,"202501,202502,202503,202504,202505,202506,202507,202508,202509",202509,202510,"202510,202511,202512,202601,202602,202603",202603,thr-999.000_maxday3,19947,4182,637,2.629450067545388,False,370,0.3675675675675676,0.9662457480257525,-2.359158650497219,-0.0063761044608032945,-13.293181838193687,0.16216216216216217,125,0.336,-0.09999999999999998,-12.4931818381937,7.5,-3.1790994634546053,54,0.8333333333333334,54,0.37037037037037035,0.9445206662434719,-0.5658892043165854,-0.010479429709566397,-3.7,0.18518518518518517,18,0.3888888888888889,-0.09999999999999998,-3.3999999999999995,4.300000000000001,-7.59866059857607,54,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
QQQ,202605,202605,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",202510,202511,"202511,202512,202601,202602,202603,202604",202604,thr-999.000_maxday3,22454,4016,712,4.863448414999474,False,356,0.3960674157303371,1.0905154495057714,5.821302730957084,0.016351973963362597,-6.21280806472632,0.2949438202247191,120,0.38333333333333336,-0.09999999999999998,-5.912808064726327,7.5,1.288371408708188,54,0.6666666666666666,60,0.21666666666666667,0.4609929078014183,-7.6000000000000005,-0.12666666666666668,-8.299999999999995,0.016666666666666666,20,0.15,-0.49999999999999994,-8.299999999999999,1.8999999999999995,-0.24999999999999992,60,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
QQQ,202606,202606,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511",202511,202512,"202512,202601,202602,202603,202604,202605",202605,thr-999.000_maxday3,24377,4102,619,-1.0274417971189675,False,359,0.3203342618384401,0.7825217562517753,-15.87869726904292,-0.04423035450986886,-20.77869726904294,0.17270194986072424,121,0.2809917355371901,-0.09999999999999998,-20.278697269042915,7.5,-0.47233093955522326,54,0.3333333333333333,57,0.3508771929824561,0.9009009009009007,-1.1,-0.01929824561403509,-4.799999999999997,0.0,20,0.35,-0.09999999999999998,-4.799999999999999,5.1000000000000005,-4.636363636363637,57,0.0,D50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\fold_configs.csv
