feature,importance
ib_range_bps,11508.188909769058
oi_diff,9801.23173236847
dist_ib_high_bps,5023.339062333107
dist_ib_low_bps,3796.5091646909714
iv_diff,3004.3153409957886
minute,2216.7772901058197
nearest_level_abs_bps,2002.9227279424667
ret_30m_bps,1740.2100304365158
volume_diff_chg_5m,1228.7731219530106
ret_15m_bps,1183.1515151262283
vega_diff,1181.0633174180984
iv_diff_chg_5m,1164.3961613178253
abs_delta_diff,1155.6813380718231
iv_diff_chg_15m,1098.5453907251358
volume_diff,1063.8239904642105
iv_diff_chg_25m,1016.8633953332901
volume_diff_chg_25m,961.1602804660797
ret_1m_bps,931.6823003292084
ret_5m_bps,923.8812483549118
spread_pct_diff,886.9272208213806
abs_delta_diff_chg_5m,868.2225787639618
vega_diff_chg_15m,865.2912201881409
volume_diff_chg_15m,853.9134501218796
spread_pct_diff_chg_15m,851.6230478286743
spread_pct_diff_chg_5m,836.2918792963028
spread_pct_diff_chg_25m,761.4845789670944
vega_diff_chg_5m,761.1589903831482
abs_delta_diff_chg_25m,731.1627004146576
vega_diff_chg_25m,706.5269889831543
abs_delta_diff_chg_15m,605.9852393865585
