feature,importance
ib_range_bps,10157.804381072521
oi_diff,6644.780408322811
dist_ib_low_bps,3364.7428545951843
iv_diff,2867.340063214302
dist_ib_high_bps,2639.567240178585
minute,2008.6743567585945
ret_30m_bps,1328.7603824138641
nearest_level_abs_bps,941.8438029289246
abs_delta_diff,932.2131580710411
vega_diff,855.3309115171432
iv_diff_chg_15m,821.246969461441
ret_15m_bps,769.0368212461472
ret_1m_bps,749.1219767928123
iv_diff_chg_5m,737.510788500309
spread_pct_diff,716.9106229543686
ret_5m_bps,702.1729491353035
volume_diff,689.5671787858009
spread_pct_diff_chg_5m,684.9840329289436
volume_diff_chg_5m,645.3950127363205
spread_pct_diff_chg_15m,626.9031344652176
iv_diff_chg_25m,597.541830778122
volume_diff_chg_15m,539.0921627283096
vega_diff_chg_25m,499.59081876277924
abs_delta_diff_chg_5m,488.2487658858299
vega_diff_chg_15m,482.48925709724426
volume_diff_chg_25m,457.0593686103821
vega_diff_chg_5m,452.2083805203438
abs_delta_diff_chg_25m,439.18007159233093
spread_pct_diff_chg_25m,428.075168967247
abs_delta_diff_chg_15m,419.1278266310692
