direction,config_id,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
D0_K1,S40_H90,POOLED,1501,0.06347146656720473,0.07774619760978228,True
D0_K1,S40_H90,SPXW,792,0.11626704971689004,0.1184387015310592,True
D0_K1,S40_H90,QQQ,465,0.1172906642380672,0.12475506659917594,True
D0_K1,S40_H90,SPY,244,0.19468247753650014,0.19468247753650014,True
