feature,importance
ib_range_bps,8460.316455185413
oi_diff,5802.8433493971825
dist_ib_high_bps,2821.0546236634254
dist_ib_low_bps,2581.696415781975
iv_diff,2403.7954502105713
minute,2008.7811430692673
ret_30m_bps,1549.937004685402
nearest_level_abs_bps,1390.3546613454819
abs_delta_diff,1204.1505780220032
ret_15m_bps,1059.1665887832642
ret_5m_bps,1032.5661516189575
vega_diff,952.9029591083527
ret_1m_bps,904.1557612419128
iv_diff_chg_5m,903.5037295818329
iv_diff_chg_25m,887.7531781196594
spread_pct_diff,874.0197491645813
spread_pct_diff_chg_15m,836.6418693065643
iv_diff_chg_15m,816.2869268655777
volume_diff,805.5526098012924
volume_diff_chg_5m,774.0883702039719
volume_diff_chg_25m,751.2267881631851
vega_diff_chg_5m,733.697622179985
volume_diff_chg_15m,698.5613880157471
vega_diff_chg_25m,698.3341192007065
spread_pct_diff_chg_5m,673.946960568428
abs_delta_diff_chg_15m,575.1635840535164
spread_pct_diff_chg_25m,563.0648504495621
abs_delta_diff_chg_5m,488.59265089035034
vega_diff_chg_15m,476.21555984020233
abs_delta_diff_chg_25m,466.6879485845566
