epoch,score,train_ce,train_pred,train_sig,train_straight,train_total,train_vic,train_vis,val_acc,val_ce,val_pred,val_sig,val_straight,val_total,val_trade_precision,val_trade_rate,val_vic,val_vis,val_z_effective_rank,val_z_effective_rank_ratio,val_z_max_pc_var_ratio,val_z_mean_abs,val_z_median_dim_std,val_z_min_dim_std,val_z_n,val_z_near_zero_std_dims,val_z_z_dim
1,0.4674297869205475,1.0928160063899552,0.11453309119361967,0.396646140883443,2.7066085414935617,0.4465337382797931,0.46100281429223494,0.5697303322572208,0.3658326268196106,1.0823068618774414,0.1647053062915802,0.29028961062431335,2.166569948196411,0.4674297869205475,0.37854406237602234,0.562985360622406,0.3626231551170349,0.48523515462875366,8.264948844909668,0.5165593028068542,0.24730290472507477,0.1331254243850708,0.3566737473011017,0.25856518745422363,2318,0,16
2,0.665175661444664,1.0635297976451599,0.28008591308650493,0.18378222060980878,2.642297150444917,0.5581675446219216,0.23692950369053684,0.32853103928618044,0.4119930863380432,1.065251111984253,0.37775757908821106,0.1474885642528534,2.1439592838287354,0.6504482626914978,0.4409020245075226,0.5547885894775391,0.16646838188171387,0.3501189351081848,7.057446479797363,0.4410904049873352,0.3250851035118103,0.18817725777626038,0.5623503923416138,0.43097984790802,2318,0,16
3,0.8766657188534737,1.053332723016286,0.4877059118701788,0.06679217272496724,2.628005761337374,0.7343291299150935,0.09050018635867871,0.18031597052534115,0.4417601525783539,1.0518043041229248,0.6002441048622131,0.08820691704750061,2.131321907043457,0.8564331531524658,0.45512819290161133,0.6729939579963684,0.06254120171070099,0.2789597511291504,6.705115795135498,0.41906973719596863,0.3459371328353882,0.2696439325809479,0.7625628709793091,0.5792387127876282,2318,0,16
