feature,importance
ib_range_bps,11966.369532942772
oi_diff,5373.593094706535
dist_ib_low_bps,4072.024237394333
dist_ib_high_bps,3663.717428922653
minute,3080.6618626117706
iv_diff,2850.525017619133
nearest_level_abs_bps,1799.5246852636337
ret_30m_bps,1693.8385437726974
ret_15m_bps,1250.3840922117233
iv_diff_chg_5m,1179.6666136980057
volume_diff,1135.4743787050247
ret_1m_bps,1069.6449015140533
iv_diff_chg_25m,998.8272798061371
ret_5m_bps,991.2743916511536
spread_pct_diff,972.3713480234146
volume_diff_chg_15m,932.8402593135834
iv_diff_chg_15m,841.0362876653671
spread_pct_diff_chg_5m,816.7820986509323
spread_pct_diff_chg_25m,794.9161113500595
abs_delta_diff,793.0797802209854
spread_pct_diff_chg_15m,783.060218334198
volume_diff_chg_25m,782.634340763092
vega_diff_chg_5m,698.419562458992
volume_diff_chg_5m,662.0809993743896
abs_delta_diff_chg_15m,635.7438198328018
vega_diff_chg_25m,625.601310133934
vega_diff,586.391747713089
vega_diff_chg_15m,550.4505304098129
abs_delta_diff_chg_5m,511.1080617904663
abs_delta_diff_chg_25m,492.2889497280121
