cell_id,family,fold,ticker,horizon,valid_pair,auc_delta,average_precision_delta,log_loss_delta,brier_delta,balanced_accuracy_delta,spearman_delta,ece_delta,bootstrap_requested,bootstrap_valid,bootstrap_auc_delta_p025,bootstrap_auc_delta_median,bootstrap_auc_delta_p975,bootstrap_favorable_share
lr_2024_SPY_120m,lr,2024,SPY,120,True,-0.003952853711690352,-0.0072684659099624405,0.011746865841234966,0.004945325642809584,-0.007850079515186348,-0.006707519023282997,0.016587632241765876,1000,1000,-0.03117860591807024,-0.004802366870635566,0.02358506610356884,0.376
lr_2024_SPY_180m,lr,2024,SPY,180,True,-0.009462211043238744,-0.0020154954023937632,0.03593596898726392,0.015256568001131232,0.010046113306982907,-0.016236438821404277,0.05371469196135914,1000,1000,-0.043497742616649425,-0.007866734599493053,0.02824641589931279,0.306
lr_2025_SPXW_30m,lr,2025,SPXW,30,True,0.002283887175973609,-0.012903977597737981,-0.002642761256179904,-0.000799788966682452,0.01121388603402984,0.0036464742128706207,-0.004814401349125641,1000,1000,-0.02100226446114351,0.0024415683051458026,0.027710196940743413,0.586
lr_2025_SPXW_60m,lr,2025,SPXW,60,True,-0.00875798522181992,-0.022826330842832032,0.005604216698129938,0.0008215658914625945,-0.010082722482263162,-0.014671117392429739,-0.015545481425200972,1000,1000,-0.03836064312532676,-0.010880204617068345,0.021866746651986704,0.264
lr_2025_SPXW_120m,lr,2025,SPXW,120,True,0.0015475085112967024,-0.014548992954228235,0.028062014636318966,-0.005138651512709452,0.0011308716044091671,0.0026201415035035647,-0.05968325581686037,1000,1000,-0.04248651019769214,0.0016059438209383159,0.041689514709327795,0.527
lr_2025_SPXW_180m,lr,2025,SPXW,180,True,-0.01165410756501184,-0.02608181111500285,-0.014526759122362232,-0.0074032986215114005,-0.05027334515366433,-0.019735076736896326,-0.06175360014136947,1000,1000,-0.06947132845614479,-0.009888625057850375,0.05341172926444668,0.36
lr_2025_QQQ_30m,lr,2025,QQQ,30,True,-0.03180925360104758,-0.06766022255986931,0.009356567822767281,0.0030130983826314184,-0.04006620107667691,-0.052731131614654814,-0.030994644525846354,1000,1000,-0.06736950734250013,-0.03205184411056278,0.001086708642598212,0.03
lr_2025_QQQ_60m,lr,2025,QQQ,60,True,-0.01387489037527656,-0.051283379525463135,0.016100733617450902,0.006633796675847764,-0.0006544759610979112,-0.023808105281742153,-0.015334568245543162,1000,1000,-0.059842295870621634,-0.012234755175790535,0.030568694953482578,0.295
lr_2025_QQQ_120m,lr,2025,QQQ,120,True,-0.050139309509388164,-0.08232295887789703,0.03543136409075942,0.014688301672956317,-0.02514233797698362,-0.08618855401844497,0.01777664288886542,1000,1000,-0.09197622656391746,-0.05152135529546448,-0.008755430466859506,0.004
lr_2025_QQQ_180m,lr,2025,QQQ,180,True,-0.03534820621043111,-0.008941757466984224,0.0205344293771601,0.00846753753308585,-0.017165360265300023,-0.06105901187405928,0.011694473333617943,1000,1000,-0.09830021649568572,-0.033773506333213466,0.021760698974636485,0.124
lr_2025_SPY_30m,lr,2025,SPY,30,True,0.0019420600858369719,-8.88618621536219e-05,0.08076334039098099,0.036785896409958635,-0.00800429184549356,0.0030838092167650433,0.08492116853710396,1000,1000,-0.015327962303526394,0.0018054096300312295,0.017464454663559392,0.578
lr_2025_SPY_60m,lr,2025,SPY,60,True,0.0064404451545986285,-0.005062497751833206,0.021393172334745025,0.009942565170482753,0.013637765256636625,0.010694991753655847,0.030158875966321025,1000,1000,-0.010585141275036705,0.006409717918280933,0.023934164628712732,0.759
lr_2025_SPY_120m,lr,2025,SPY,120,True,0.0020827657191293536,0.004933094474097288,0.005770294101982487,0.0024580391164186477,-0.0015348288075560657,0.0035845700811524828,0.012891290256575844,1000,1000,-0.01743851579487594,0.0023614838219099266,0.022260931611650776,0.599
lr_2025_SPY_180m,lr,2025,SPY,180,True,0.0016026224731379157,0.003320206249300739,0.008297246830455074,0.003900718602349945,0.010139318885448834,0.0027500268782423842,0.02623049517322401,1000,1000,-0.019463052424439128,0.0009712343251335742,0.021873183697474124,0.54
lgbm_sensitivity_2024_SPXW_30m,lgbm_sensitivity,2024,SPXW,30,True,0.001235291654453352,-0.01681909798222858,0.002279803861939267,0.0007188302031382321,0.04842762028390768,0.0019605772453234194,-0.0016676668710849107,1000,1000,-0.030658629036035494,0.0009086174292295413,0.03540303752155176,0.52
lgbm_sensitivity_2024_SPXW_60m,lgbm_sensitivity,2024,SPXW,60,True,-0.00047033528186524176,0.008884959881875931,0.00473663796881707,0.0025533466785251924,-0.0014647584492374355,-0.000782493541510082,0.010563423067036781,1000,1000,-0.05317194395770109,-0.0004022856574796285,0.050492534168589565,0.494
lgbm_sensitivity_2024_SPXW_120m,lgbm_sensitivity,2024,SPXW,120,True,0.033050502757361544,0.01225896644354968,-0.017354758183396823,-0.008589564704232666,0.008040334099529978,0.056232010905759425,-0.03920240691870126,1000,1000,-0.004346288245258567,0.03258565209774883,0.07110153504933521,0.956
lgbm_sensitivity_2024_SPXW_180m,lgbm_sensitivity,2024,SPXW,180,True,0.028539939465719255,0.06094609369057252,-0.014591382168376854,-0.007432780218963264,0.01060994867745757,0.04855836228037051,0.01175088437581509,1000,1000,-0.02466617580631399,0.026311412083645513,0.0851455690484792,0.831
lgbm_sensitivity_2024_QQQ_30m,lgbm_sensitivity,2024,QQQ,30,True,-0.05134129738643567,-0.02675485184773596,0.0343979876475754,0.016084316325961218,-0.04694540852524409,-0.08534718380966186,0.02293723619238533,1000,1000,-0.08255704387320024,-0.05171499235990845,-0.021912266071580498,0.0
lgbm_sensitivity_2024_QQQ_60m,lgbm_sensitivity,2024,QQQ,60,True,-0.028134261895376156,-0.005693612470776543,0.01913405527002776,0.008528907714177691,-0.026415108113237995,-0.047275929481758266,0.013357250115767702,1000,1000,-0.06041577108368336,-0.02848340057715365,0.006796198163620979,0.046
lgbm_sensitivity_2024_QQQ_120m,lgbm_sensitivity,2024,QQQ,120,True,0.019001804843968295,0.01485083081956512,-0.016348731185606646,-0.007604997511021561,0.037639729855612536,0.032275283823728074,-0.019563975833662928,1000,1000,-0.015086990008943079,0.018445809552512293,0.05267164977871597,0.875
lgbm_sensitivity_2024_QQQ_180m,lgbm_sensitivity,2024,QQQ,180,True,-0.009592656339644234,0.011796859958252637,-0.015525827163360484,-0.0064633822140201524,0.008370625358577133,-0.016377099497711663,-0.020557831829477555,1000,1000,-0.0438789734350469,-0.010362245243850654,0.02276680583289114,0.261
lgbm_sensitivity_2024_SPY_30m,lgbm_sensitivity,2024,SPY,30,True,-0.03142361111111114,-0.00945625045314924,0.019565060243028065,0.009335251121392413,-0.014222756410256499,-0.051180825780347744,0.024961421696289274,1000,1000,-0.06606319007256964,-0.03159565756472765,0.0010778420483891903,0.031
lgbm_sensitivity_2024_SPY_60m,lgbm_sensitivity,2024,SPY,60,True,-0.013860337351993324,0.0044224043238534905,-0.002606908863731827,-0.00045540208633154666,0.0177383592017738,-0.022958641920509726,0.010153793847956588,1000,1000,-0.04645882527027924,-0.014663378901281388,0.020423602285745704,0.208
lgbm_sensitivity_2024_SPY_120m,lgbm_sensitivity,2024,SPY,120,True,0.01643313852658035,0.013908764318083633,-0.012387783677340836,-0.005954321386329453,0.01721847370108842,0.027885066667986104,-0.009142876159859842,1000,1000,-0.016284844748671937,0.01693219062839263,0.051123342168007034,0.822
lgbm_sensitivity_2024_SPY_180m,lgbm_sensitivity,2024,SPY,180,True,0.024444045195033293,0.022220263435476506,-0.006962816757550727,-0.0036453145535728093,0.023266259432267344,0.04194413362196103,0.001738570078957502,1000,1000,-0.011851258289680765,0.024690895870406376,0.06504295814635067,0.91
lgbm_sensitivity_2025_SPXW_30m,lgbm_sensitivity,2025,SPXW,30,True,-0.0038140915838756895,0.01772420931855645,-0.003878190022542638,-0.0024183066699144384,-0.0032773780975220435,-0.00608961193549401,-0.00837248495737039,1000,1000,-0.04330154354666809,-0.003601172912181816,0.03768058108996239,0.421
