cell_id,fold,ticker,horizon,target,arm,family,train_rows,test_rows,valid,roc_auc,average_precision,balanced_accuracy_05,brier,log_loss,spearman,ece_10,model_path,model_sha256,model_feature_hash
lgbm_sensitivity_2024_QQQ_180m,2024,QQQ,180,resolved_rejection_180m,F0,lgbm_sensitivity,656,599,True,0.5255192197360872,0.43934490720555575,0.5157888697647734,0.2632380945864049,0.724947869509485,0.043567786223577425,0.11771862526794497,models/lgbm_sensitivity_2024_QQQ_180m_F0.txt,d49ef1c320faeb0cb778b3d82a83e79e4aba913673387719ef73b6c11c9304d1,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_QQQ_180m,2024,QQQ,180,resolved_rejection_180m,F1,lgbm_sensitivity,656,599,True,0.5159265633964429,0.4511417671638084,0.5241594951233506,0.25677471237238475,0.7094220423461245,0.027190686725865762,0.09716079343846741,models/lgbm_sensitivity_2024_QQQ_180m_F1.txt,7e781f797ec77022c0055b6413abf6b4ba12644cfa5a408407276fe65a557ce4,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_SPY_30m,2024,SPY,30,resolved_rejection_30m,F0,lgbm_sensitivity,807,582,True,0.6371260683760683,0.42544296265818515,0.5897035256410257,0.22732064340562377,0.6469754869479063,0.22334242206230803,0.11077050788525115,models/lgbm_sensitivity_2024_SPY_30m_F0.txt,c11e323ef585e0c3f722fb616a4947eedbdf1b721a320179ebf6de05d39f4534,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_SPY_30m,2024,SPY,30,resolved_rejection_30m,F1,lgbm_sensitivity,807,582,True,0.6057024572649572,0.4159867122050359,0.5754807692307692,0.2366558945270162,0.6665405471909344,0.1721615962819603,0.13573192958154043,models/lgbm_sensitivity_2024_SPY_30m_F1.txt,87af871ad5f67a29f5f870bf516fa904db0fe6344e458dd9b392fe6ea167036e,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_SPY_60m,2024,SPY,60,resolved_rejection_60m,F0,lgbm_sensitivity,960,698,True,0.5697999048448342,0.4058103148544165,0.53212833379714,0.25071186916309623,0.698313500864046,0.11561847166640116,0.126087441234344,models/lgbm_sensitivity_2024_SPY_60m_F0.txt,b52a2f789593da89df936975fd3ead2c9d6c48fd569ff031164166bf2213a6de,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_SPY_60m,2024,SPY,60,resolved_rejection_60m,F1,lgbm_sensitivity,960,698,True,0.5559395674928409,0.41023271917827,0.5498666929989138,0.2502564670767647,0.6957065920003142,0.09265982974589143,0.1362412350823006,models/lgbm_sensitivity_2024_SPY_60m_F1.txt,a29f1ae1f48f21a2954bef772453e396fe897768cc2800db1046adcdc349c183,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_SPY_120m,2024,SPY,120,resolved_rejection_120m,F0,lgbm_sensitivity,1024,798,True,0.4989888809628209,0.4090134336013488,0.500225783862671,0.26413324878725025,0.724992803144295,-0.0017157478296311638,0.1193418794048831,models/lgbm_sensitivity_2024_SPY_120m_F0.txt,4077ebbc0d70dd66aa30d058da9c0e34c9b29903a58ba42a5a4d873812fc5f91,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_SPY_120m,2024,SPY,120,resolved_rejection_120m,F1,lgbm_sensitivity,1024,798,True,0.5154220194894013,0.4229221979194324,0.5174442575637594,0.2581789274009208,0.7126050194669542,0.02616931883835494,0.11019900324502326,models/lgbm_sensitivity_2024_SPY_120m_F1.txt,161c974599f0e21443a75f23956315e1e17fe87433a03483648c137b30034939,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_SPY_180m,2024,SPY,180,resolved_rejection_180m,F0,lgbm_sensitivity,824,639,True,0.46212121212121215,0.3970555023471751,0.48266259432267333,0.27241528115990765,0.7424077308679242,-0.06499713642112787,0.12400091495942209,models/lgbm_sensitivity_2024_SPY_180m_F0.txt,bae91caa438f4d8d551670332263d2daf3da8d9dc76f7ac189964014a108a562,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_SPY_180m,2024,SPY,180,resolved_rejection_180m,F1,lgbm_sensitivity,824,639,True,0.48656525731624545,0.41927576578265163,0.5059288537549407,0.26876996660633484,0.7354449141103735,-0.023053002799166833,0.1257394850383796,models/lgbm_sensitivity_2024_SPY_180m_F1.txt,fd4ba4656d331ec73113fc889c058665768ba49cd25b501980a82deae724feb8,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_SPXW_30m,2025,SPXW,30,resolved_rejection_30m,F0,lgbm_sensitivity,1196,454,True,0.6609112709832133,0.3999059764774152,0.6219481557611054,0.2211244688170368,0.6290633048268137,0.25691234066780205,0.13931979595990157,models/lgbm_sensitivity_2025_SPXW_30m_F0.txt,158aecd05b20fbac691b8a5b6541e53e455743bd6c390de201ac8f8907f6c81d,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_SPXW_30m,2025,SPXW,30,resolved_rejection_30m,F1,lgbm_sensitivity,1196,454,True,0.6570971793993376,0.41763018579597166,0.6186707776635834,0.21870616214712235,0.6251851148042711,0.25082272873230804,0.13094731100253118,models/lgbm_sensitivity_2025_SPXW_30m_F1.txt,d1f1069e0e2210ad28a82a89aa3c9b12192d7c891092bdaa1d45e27911e04664,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_SPXW_60m,2025,SPXW,60,resolved_rejection_60m,F0,lgbm_sensitivity,1419,539,True,0.6063322441049193,0.4835312472540776,0.5763490241102182,0.24003335867465278,0.6733714793371425,0.17812462528220602,0.10185906978677307,models/lgbm_sensitivity_2025_SPXW_60m_F0.txt,92542b3a695a66fe801622e1bf0c743b906efe5e65dc13257a1cc928bdec908f,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_SPXW_60m,2025,SPXW,60,resolved_rejection_60m,F1,lgbm_sensitivity,1419,539,True,0.5985015749654097,0.47096730224178107,0.5736627513320969,0.23927189080191044,0.6723424048186593,0.16500692031956296,0.11000888843406009,models/lgbm_sensitivity_2025_SPXW_60m_F1.txt,eea1eb2292f99977e240202a4ae7a3fc75d55a5ce36757af4e76fc2e3538729e,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_SPXW_120m,2025,SPXW,120,resolved_rejection_120m,F0,lgbm_sensitivity,1584,593,True,0.5546270504487775,0.43746188109425577,0.5367176154084232,0.25124906144782716,0.6975161288284132,0.09249099507367625,0.10142444209419438,models/lgbm_sensitivity_2025_SPXW_120m_F0.txt,b159fbb5d6cd6f2596bd52a1e435ef03dc33e89b2b7f737d85bd3ace7d7bf4c8,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_SPXW_120m,2025,SPXW,120,resolved_rejection_120m,F1,lgbm_sensitivity,1584,593,True,0.5551508225602932,0.4465888453980561,0.5349260767088065,0.24670530400047555,0.6873769865191228,0.09337781219793899,0.07147314785962958,models/lgbm_sensitivity_2025_SPXW_120m_F1.txt,e25c3746114e9bf1dc3ab96170bdd79dd56dffb1ff15dc596ed603310aebd8ce,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_SPXW_180m,2025,SPXW,180,resolved_rejection_180m,F0,lgbm_sensitivity,1200,476,True,0.5513445626477541,0.4377493373016663,0.5349438534278961,0.25307828638621455,0.7006366116225669,0.08694693079012956,0.11120125425326713,models/lgbm_sensitivity_2025_SPXW_180m_F0.txt,3c8f9e24aa38dc5553b3bb51fa0438aeace4bfd3e7ec9a7a49c5d6c23f060401,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_SPXW_180m,2025,SPXW,180,resolved_rejection_180m,F1,lgbm_sensitivity,1200,476,True,0.5493868203309693,0.42890446130372034,0.535830378250591,0.24542668396855188,0.6844099461350914,0.08363168810532608,0.0742048676301896,models/lgbm_sensitivity_2025_SPXW_180m_F1.txt,facdec42fd0bac99fa9d4052dc0f26c864bdd915a55edd68883bdf7d0919dfce,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_QQQ_30m,2025,QQQ,30,resolved_rejection_30m,F0,lgbm_sensitivity,1373,490,True,0.6750327367961589,0.5189427850792337,0.6278371890004365,0.21878282610420174,0.6260233832110748,0.2901568957458193,0.09606853287679626,models/lgbm_sensitivity_2025_QQQ_30m_F0.txt,88ed8cf1da71a0d0a1ec026af9c40d51d25d58053971680cc994438c714844f3,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_QQQ_30m,2025,QQQ,30,resolved_rejection_30m,F1,lgbm_sensitivity,1373,490,True,0.6494252873563218,0.4752895366957287,0.6367852466171977,0.22342612730719588,0.6393944223698873,0.2477066765843362,0.08976367755307088,models/lgbm_sensitivity_2025_QQQ_30m_F1.txt,c54a419de76b663d0248f0fcbd4120b7ac874d647445017d9d006e5575fb6ad8,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_QQQ_60m,2025,QQQ,60,resolved_rejection_60m,F0,lgbm_sensitivity,1534,558,True,0.5761744571121903,0.49489822468634526,0.5511472963598048,0.24773565327923455,0.6909311237642329,0.13070874404443264,0.05600633838946428,models/lgbm_sensitivity_2025_QQQ_60m_F0.txt,fc81c40ee45bf6ee60c748acc5d7306d5a245e28c3420d22447d56a932554628,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_QQQ_60m,2025,QQQ,60,resolved_rejection_60m,F1,lgbm_sensitivity,1534,558,True,0.5850491511446784,0.48873665297865104,0.5697475031742084,0.24446571298133496,0.6830177985060236,0.14593694723407527,0.0722446312512617,models/lgbm_sensitivity_2025_QQQ_60m_F1.txt,911cddb6b8e47094b00dd848897fe57bedebb7611b300e44c7cc1e8e1a782109,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_QQQ_120m,2025,QQQ,120,resolved_rejection_120m,F0,lgbm_sensitivity,1573,579,True,0.5721138703815869,0.5059919301207172,0.5420775287704421,0.24668416918575767,0.6876100676909083,0.12396242137516379,0.06346128848857302,models/lgbm_sensitivity_2025_QQQ_120m_F0.txt,e9e894c5ef7e537c43d6a5e4cbbb559bc432728ddc3e54ca21919235aa00cbdc,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_QQQ_120m,2025,QQQ,120,resolved_rejection_120m,F1,lgbm_sensitivity,1573,579,True,0.5163537250151424,0.46263577814475715,0.49465172622652936,0.2608802986627642,0.7199926923104414,0.02811175354551841,0.1081812808896874,models/lgbm_sensitivity_2025_QQQ_120m_F1.txt,bfdc001e3d4f30c6b99bb52b611cf1591f92067ade7f788b1cba677d130eff56,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_QQQ_180m,2025,QQQ,180,resolved_rejection_180m,F0,lgbm_sensitivity,1255,462,True,0.5645349713596624,0.5229771172896543,0.5613129333735303,0.2496835953649737,0.6930392916395665,0.11147500835216038,0.05816521610376175,models/lgbm_sensitivity_2025_QQQ_180m_F0.txt,b36065d78baad771e74f186589abd83a4fba36fc0b02f26b0b33c86b70be2212,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_QQQ_180m,2025,QQQ,180,resolved_rejection_180m,F1,lgbm_sensitivity,1255,462,True,0.5126243593608683,0.47029600018876994,0.5042395236659633,0.26275966858592803,0.7229568347381359,0.021806789955021156,0.09360385319801444,models/lgbm_sensitivity_2025_QQQ_180m_F1.txt,6e28704e0df5a9b2b4c6128385954416a8439c0a4196624c1a22767c4d9651e2,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_SPY_30m,2025,SPY,30,resolved_rejection_30m,F0,lgbm_sensitivity,1389,666,True,0.7396459227467811,0.5184820654719905,0.6683476394849786,0.19843555235563634,0.5770497190575306,0.3805352423008108,0.13784795186732166,models/lgbm_sensitivity_2025_SPY_30m_F0.txt,55daac8ab746e5a90a234b3817230c4b03f311f44b764f4565c0346118123fc3,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_SPY_30m,2025,SPY,30,resolved_rejection_30m,F1,lgbm_sensitivity,1389,666,True,0.6938519313304722,0.4480277654718135,0.6372532188841202,0.2136287750153004,0.6128583469285548,0.30781868021709197,0.1485659759180467,models/lgbm_sensitivity_2025_SPY_30m_F1.txt,8a6a2ee95b08b7bc0895c9407ca5441062a24a0ebdff3b9ead00fccbe3f1c638,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_SPY_60m,2025,SPY,60,resolved_rejection_60m,F0,lgbm_sensitivity,1658,788,True,0.6238191349199674,0.4761576469530874,0.5871036918677992,0.23335583415594172,0.6585353502305477,0.20561383493317817,0.10378711477574354,models/lgbm_sensitivity_2025_SPY_60m_F0.txt,4033ec15154da4121f1d121c689e2e9c8ded71599c8e05a91cd2afcbaa035604,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_SPY_60m,2025,SPY,60,resolved_rejection_60m,F1,lgbm_sensitivity,1658,788,True,0.609915061811454,0.42996409209860076,0.5626314019005971,0.23833699431051406,0.6692115148431205,0.18252475589155345,0.1139111374576888,models/lgbm_sensitivity_2025_SPY_60m_F1.txt,8a1556bfdade19afb83d160aa2e1ba3d5dd84d8fa866bb36697c3ebbf1aae285,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_SPY_120m,2025,SPY,120,resolved_rejection_120m,F0,lgbm_sensitivity,1822,818,True,0.5857960221596584,0.5062736758415921,0.5624829715738806,0.2472579623136157,0.6895059530954535,0.14766032074119564,0.05429475232948871,models/lgbm_sensitivity_2025_SPY_120m_F0.txt,92f080778ab731075d54944b22013bafca50541182d4f341139a89e2fbad752f,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_SPY_120m,2025,SPY,120,resolved_rejection_120m,F1,lgbm_sensitivity,1822,818,True,0.5589925226288863,0.5051762740529526,0.5306451124632943,0.25320301809517576,0.7010509342116271,0.10152982147008502,0.08232809177342788,models/lgbm_sensitivity_2025_SPY_120m_F1.txt,4fa7a667c4b258d3b965a27b575ec914da57323a7b7a9d0e9d084b45ebdab071,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2025_SPY_180m,2025,SPY,180,resolved_rejection_180m,F0,lgbm_sensitivity,1463,669,True,0.5769167729011109,0.4985901181055564,0.5593698779821527,0.24770326452182495,0.6890948203146796,0.131985665002916,0.06561434218537401,models/lgbm_sensitivity_2025_SPY_180m_F0.txt,894feeccfb73970c6602be38d21519ab799c0de8116d8025067727f58d3dbcd5,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2025_SPY_180m,2025,SPY,180,resolved_rejection_180m,F1,lgbm_sensitivity,1463,669,True,0.5912766344928063,0.515779494049314,0.572650701147332,0.24615199026370566,0.6861428058071382,0.15662653083807626,0.07718450526875024,models/lgbm_sensitivity_2025_SPY_180m_F1.txt,5696841a1258462bb2b10167c7c30ea48951b95c006c6d7b73a56990af9543d5,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
