cell_id,fold,ticker,horizon,target,arm,family,train_rows,test_rows,valid,roc_auc,average_precision,balanced_accuracy_05,brier,log_loss,spearman,ece_10,model_path,model_sha256,model_feature_hash
lr_2024_QQQ_60m,2024,QQQ,60,resolved_rejection_60m,F0,lr,771,763,True,0.5249587549092608,0.39466953096505597,0.5160600353320777,0.2633677425736399,0.7216926751554443,0.0419399073425354,0.14987923003221745,models/lr_2024_QQQ_60m_F0.joblib,638d14137dde1335669cf4e0a3120d0a2dfb0bd97c9b1ea8d2163a1404e95af8,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2024_QQQ_60m,2024,QQQ,60,resolved_rejection_60m,F1,lr,771,763,True,0.5115924255033361,0.38690203707485005,0.5129319784503525,0.2697947136464007,0.7439672959921304,0.01947954748755374,0.14101262721721605,models/lr_2024_QQQ_60m_F1.joblib,32826e413840f92353ade485b59e6210217306f40f39bab139fb188dcd974485,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2024_QQQ_120m,2024,QQQ,120,resolved_rejection_120m,F0,lr,817,756,True,0.5119498136935259,0.4352091918225147,0.4920237540754542,0.26658741284799686,0.7291095294445159,0.020297210279035423,0.14671943084578504,models/lr_2024_QQQ_120m_F0.joblib,3bad5ca4e113b7d5a18e5b513bcf3474879073c1590bf95e0fbe602991a5c9a8,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2024_QQQ_120m,2024,QQQ,120,resolved_rejection_120m,F1,lr,817,756,True,0.5236521891010713,0.43698751739931085,0.5078452491849093,0.26046502508787117,0.7230601813601764,0.040174137275800936,0.10758417549696686,models/lr_2024_QQQ_120m_F1.joblib,4d8b6700ac26a1b01b309960e4fbbaef0fdec8e6b8b864da8ae4195b08f6b4fe,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2024_QQQ_180m,2024,QQQ,180,resolved_rejection_180m,F0,lr,656,599,True,0.5219506597819851,0.4621516031300664,0.5305450372920253,0.25810147538561956,0.7100454740055838,0.0374753484917732,0.14883030831775576,models/lr_2024_QQQ_180m_F0.joblib,4a097cbf86fd6e08ea53bc2a030c630112938d225eb40fc16fd5d52c838ae8c6,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2024_QQQ_180m,2024,QQQ,180,resolved_rejection_180m,F1,lr,656,599,True,0.5283419391853126,0.4647473588208134,0.5377739529546758,0.26137049624670067,0.7424422470419291,0.04838688487960261,0.10567130611786309,models/lr_2024_QQQ_180m_F1.joblib,b3c212e5d65adf14f038711306e3064934b64aed793d926a5918243ff7511ce1,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2024_SPY_30m,2024,SPY,30,resolved_rejection_30m,F0,lr,807,582,True,0.6120860042735043,0.4178470389808773,0.5887820512820512,0.2392832992073632,0.6726986659809195,0.1825587211111172,0.14983403905110443,models/lr_2024_SPY_30m_F0.joblib,5d2570e1b1f0457bfdae8de4927b6778f41aca0dc9ab16698bcbf8c7426d547b,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2024_SPY_30m,2024,SPY,30,resolved_rejection_30m,F1,lr,807,582,True,0.6156650641025642,0.4234441224874643,0.5877804487179488,0.2699793708139418,0.7432061119556608,0.18838807143374073,0.22867394633386567,models/lr_2024_SPY_30m_F1.joblib,9988da2ef571ce1cf1b7b214b69dd3024b3a7096dc9e1879bb1e24cd1d84543b,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2024_SPY_60m,2024,SPY,60,resolved_rejection_60m,F0,lr,960,698,True,0.5560293365171414,0.40405124965543876,0.5512132283634209,0.25230313128110055,0.6995381145234971,0.09280852561325226,0.14459073739757286,models/lr_2024_SPY_60m_F0.joblib,ae1f1263463064593aaa73412295731c9a19840f15034e60d74207306014a513,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2024_SPY_60m,2024,SPY,60,resolved_rejection_60m,F1,lr,960,698,True,0.522886612745406,0.3631470147395941,0.5291839098000843,0.26719802855573116,0.73331623416613,0.037910011383639614,0.16368248772553404,models/lr_2024_SPY_60m_F1.joblib,8f16b556b3ab395a45225f8bf1668aca6364d54b26e82afa5d1578766d24d087,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2024_SPY_120m,2024,SPY,120,resolved_rejection_120m,F0,lr,1024,798,True,0.5014626867625211,0.412900283124393,0.5034031190895347,0.2603418116701745,0.7148843654447966,0.002482004141893625,0.12405041646697049,models/lr_2024_SPY_120m_F0.joblib,aacee12f86fe59100bdfb9fd4da4466c3684347abc39384d21b0ece0e2b9aa64,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2024_SPY_120m,2024,SPY,120,resolved_rejection_120m,F1,lr,1024,798,True,0.4975098330508308,0.40563181721443053,0.4955530395743484,0.2652871373129841,0.7266312312860316,-0.004225514881389372,0.14063804870873636,models/lr_2024_SPY_120m_F1.joblib,cc9bdafd6768e481ec29aea4cac1be20faa6242898ab03dc5de910273e74dadc,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2024_SPY_180m,2024,SPY,180,resolved_rejection_180m,F0,lr,824,639,True,0.5371102327624067,0.4561088298773691,0.5171577434423285,0.25200592783078407,0.6979674576158501,0.06367835394301803,0.06859737479489586,models/lr_2024_SPY_180m_F0.joblib,e2041d130d5ab9a2e238ca2aa4bfb474a6211530aca97b29be5f8eea2b9704f2,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2024_SPY_180m,2024,SPY,180,resolved_rejection_180m,F1,lr,824,639,True,0.5276480217191679,0.45409333447497535,0.5272038567493114,0.2672624958319153,0.733903426603114,0.047441915121613755,0.122312066756255,models/lr_2024_SPY_180m_F1.joblib,219d278a8e1dee81720b3197921897d07a3f3001354ee6356fc75a958997154f,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_SPXW_30m,2025,SPXW,30,resolved_rejection_30m,F0,lr,1196,454,True,0.6748429827566518,0.44572087754099543,0.6319972593353889,0.2284427572406178,0.6511730122588598,0.27915583336631306,0.17641101939089932,models/lr_2025_SPXW_30m_F0.joblib,4ac0dfaedabd25be72b5996b7d201da1a2f8e8d682e730088680387dea0b3dc0,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_SPXW_30m,2025,SPXW,30,resolved_rejection_30m,F1,lr,1196,454,True,0.6771268699326254,0.43281689994325745,0.6432111453694187,0.22764296827393535,0.6485302510026799,0.2828023075791837,0.17159661804177367,models/lr_2025_SPXW_30m_F1.joblib,66d2dbcc5e90a95df0b38349294e7248fabbf53ede96c7d046672904f02ae8d7,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_SPXW_60m,2025,SPXW,60,resolved_rejection_60m,F0,lr,1419,539,True,0.6126909829550472,0.4623584478912335,0.5802496393770791,0.23875883755945412,0.6706315100139003,0.1887765962293147,0.11114267873798823,models/lr_2025_SPXW_60m_F0.joblib,3a56ce9ed13dc1f019264232f225d4b013cf8f7928b8ffe7795e6f3251f314ec,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_SPXW_60m,2025,SPXW,60,resolved_rejection_60m,F1,lr,1419,539,True,0.6039329977332273,0.43953211704840145,0.5701669168948159,0.23958040345091672,0.6762357267120302,0.17410547883688496,0.09559719731278726,models/lr_2025_SPXW_60m_F1.joblib,0a165705b77627c1118e7fd345627f7b327efd182d964ceceb02f1751b177c09,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_SPXW_120m,2025,SPXW,120,resolved_rejection_120m,F0,lr,1584,593,True,0.574542294598005,0.4735045661293403,0.5500142846939504,0.244757879708694,0.6828058536442726,0.12621020073030306,0.10103116695366797,models/lr_2025_SPXW_120m_F0.joblib,62db258ddc530faf94abe31a71be39378cfaf6c0aff165ab531bcf63224594fb,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_SPXW_120m,2025,SPXW,120,resolved_rejection_120m,F1,lr,1584,593,True,0.5760898031093017,0.45895557317511204,0.5511451562983596,0.23961922819598455,0.7108678682805916,0.12883034223380663,0.0413479111368076,models/lr_2025_SPXW_120m_F1.joblib,23798cb43a11d7abc95df50a40d6b8d12971e3c7f3de8fdc15c9166b8c795418,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_SPXW_180m,2025,SPXW,180,resolved_rejection_180m,F0,lr,1200,476,True,0.5707372931442081,0.47100113896446794,0.5586583924349882,0.24702686719242714,0.6872232465628542,0.1197865988943152,0.11029105735008313,models/lr_2025_SPXW_180m_F0.joblib,021828221ed84b5ea1a6f559a05253a1ac3c78a992279353cb5fc5efbb73c3da,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_SPXW_180m,2025,SPXW,180,resolved_rejection_180m,F1,lr,1200,476,True,0.5590831855791962,0.4449193278494651,0.5083850472813238,0.23962356857091574,0.6726964874404919,0.10005152215741887,0.04853745720871366,models/lr_2025_SPXW_180m_F1.joblib,e8e7f94989c560de369a8888401c9dad8785ac4467a7fcf892fbaf74bdf27bdb,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_QQQ_30m,2025,QQQ,30,resolved_rejection_30m,F0,lr,1373,490,True,0.6260912265386294,0.49998168175857094,0.5994834861050488,0.2380851675269762,0.6688535111159031,0.20902512034556997,0.1452273392267515,models/lr_2025_QQQ_30m_F0.joblib,a2dfee3e06264becb0944005a55c8af1752c60591d2a014db47618a046541edd,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_QQQ_30m,2025,QQQ,30,resolved_rejection_30m,F1,lr,1373,490,True,0.5942819729375818,0.43232145919870163,0.5594172850283718,0.24109826590960762,0.6782100789386704,0.15629398873091516,0.11423269470090514,models/lr_2025_QQQ_30m_F1.joblib,ce256a63aecc14e9e2134ae73433cca24f33abae8804285997dc43765dfbc416,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_QQQ_60m,2025,QQQ,60,resolved_rejection_60m,F0,lr,1534,558,True,0.5637917719282171,0.5139698488941327,0.543077607759467,0.2474735135236841,0.6881998038818705,0.10946113310431177,0.08513011872704569,models/lr_2025_QQQ_60m_F0.joblib,e97451d17b7805e83e192fdce69e2932eb74479279788f793f3bb731dea1b5ec,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_QQQ_60m,2025,QQQ,60,resolved_rejection_60m,F1,lr,1534,558,True,0.5499168815529405,0.46268646936866953,0.5424231317983691,0.25410731019953187,0.7043005374993214,0.08565302782256962,0.06979555048150253,models/lr_2025_QQQ_60m_F1.joblib,59f25270deee168510687bc1d34ed606f75fba03a38ae87f2b2642f47f1d251f,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_QQQ_120m,2025,QQQ,120,resolved_rejection_120m,F0,lr,1573,579,True,0.5662628709872805,0.5239697061109929,0.5555905511811023,0.24715426564615528,0.6874128912246649,0.11390466066221164,0.06725885999227271,models/lr_2025_QQQ_120m_F0.joblib,2fe1bef8b1d360b645e852a7747ea409fa028576bb50bc677977cdcedadd2208,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_QQQ_120m,2025,QQQ,120,resolved_rejection_120m,F1,lr,1573,579,True,0.5161235614778923,0.4416467472330959,0.5304482132041187,0.2618425673191116,0.7228442553154243,0.027716106643766673,0.08503550288113813,models/lr_2025_QQQ_120m_F1.joblib,4929d379eb91643f9db5736cf58779eb5ead688fbab02a493d95ac74fc69d36b,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_QQQ_180m,2025,QQQ,180,resolved_rejection_180m,F0,lr,1255,462,True,0.5823221284293036,0.5133298243074247,0.5602954476936992,0.24647049461272255,0.6861973848230105,0.1421997989753544,0.0452472173127994,models/lr_2025_QQQ_180m_F0.joblib,a905edbf175712e51edad7efb52694a406d70a04748799b64ba07aae98fb699a,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_QQQ_180m,2025,QQQ,180,resolved_rejection_180m,F1,lr,1255,462,True,0.5469739222188725,0.5043880668404405,0.5431300874283992,0.2549380321458084,0.7067318142001706,0.08114078710129512,0.05694169064641734,models/lr_2025_QQQ_180m_F1.joblib,0e83964b4334eda192a81c4fb66947f99344aecf4dbfc977493fad812813f699,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_SPY_30m,2025,SPY,30,resolved_rejection_30m,F0,lr,1389,666,True,0.6910407725321888,0.4703629296520093,0.6390343347639484,0.22139116360313674,0.6341774094481171,0.3033548237817746,0.1747811663235202,models/lr_2025_SPY_30m_F0.joblib,be689c47aead92a23119e95eeb20adbdc4decf10747ff6ec61254f240292ad50,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_SPY_30m,2025,SPY,30,resolved_rejection_30m,F1,lr,1389,666,True,0.6929828326180257,0.4702740677898557,0.6310300429184549,0.25817706001309537,0.714940749839098,0.30643863299853963,0.25970233486062416,models/lr_2025_SPY_30m_F1.joblib,5d3f501bcfb8b1a79c9528f177be9733e3f248cc25ae3cc91230485a200c5924,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_SPY_60m,2025,SPY,60,resolved_rejection_60m,F0,lr,1658,788,True,0.6054929498500267,0.44701799350964766,0.5858282174193368,0.24261682301806115,0.678928232198797,0.17518140464393991,0.14255906001668014,models/lr_2025_SPY_60m_F0.joblib,9a6ad9ab5532d65180a3b246990ef4a7ac84d37519de32af758727562e11e273,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_SPY_60m,2025,SPY,60,resolved_rejection_60m,F1,lr,1658,788,True,0.6119333950046253,0.44195549575781445,0.5994659826759734,0.2525593881885439,0.7003214045335421,0.18587639639759576,0.17271793598300117,models/lr_2025_SPY_60m_F1.joblib,3f392c5645e7d4367ce67fcc5b51709f3eca1d543018338d22c3c8e9312b44d2,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_SPY_120m,2025,SPY,120,resolved_rejection_120m,F0,lr,1822,818,True,0.5844216389670935,0.5192026559095828,0.5755123664214573,0.24594792771613594,0.6851940355775119,0.14529492129810956,0.07246459741751442,models/lr_2025_SPY_120m_F0.joblib,2fb0e3796f1dabc100cfbcb2caaf3d8107dd0c1398acce7204ab0cc5a4cb97c0,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_SPY_120m,2025,SPY,120,resolved_rejection_120m,F1,lr,1822,818,True,0.5865044046862229,0.5241357503836801,0.5739775376139012,0.2484059668325546,0.6909643296794944,0.14887949137926204,0.08535588767409026,models/lr_2025_SPY_120m_F1.joblib,a06a0c90c03d2f86079b3541d5a20e2c31f9fcf0100c287fe82ad64ca57bff06,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lr_2025_SPY_180m,2025,SPY,180,resolved_rejection_180m,F0,lr,1463,669,True,0.5948096885813148,0.5135516312367417,0.5700919686760153,0.24390819770197664,0.6811236553004831,0.16268909009238325,0.07058017605251175,models/lr_2025_SPY_180m_F0.joblib,b7d5c02ccb062a2e8a06d01fec82c4c8d2f98b08a079f759d063ea308e3d31ba,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lr_2025_SPY_180m,2025,SPY,180,resolved_rejection_180m,F1,lr,1463,669,True,0.5964123110544527,0.5168718374860425,0.5802312875614641,0.24780891630432658,0.6894209021309382,0.16543911697062563,0.09681067122573576,models/lr_2025_SPY_180m_F1.joblib,fa1519225e37b25fb2b1e301a040a7b6f0e1583dfcb0cd24af197dfbc8342eed,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_SPXW_30m,2024,SPXW,30,resolved_rejection_30m,F0,lgbm_sensitivity,719,477,True,0.6156567982915289,0.39143947807702084,0.5421150705581843,0.22549552465739328,0.6410443048576839,0.18356319835875426,0.1365104469689694,models/lgbm_sensitivity_2024_SPXW_30m_F0.txt,7f047e5902c04c3ebb162b52636cda5365ad957942b6917049854dc13f7478fb,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_SPXW_30m,2024,SPXW,30,resolved_rejection_30m,F1,lgbm_sensitivity,719,477,True,0.6168920899459822,0.37462038009479226,0.590542690842092,0.2262143548605315,0.6433241087196232,0.18552377560407768,0.1348427800978845,models/lgbm_sensitivity_2024_SPXW_30m_F1.txt,c9c386fa3c4da6b6556fc6068c9b4f6fc893f2486a395b25ae0c2d89ca661e82,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_SPXW_60m,2024,SPXW,60,resolved_rejection_60m,F0,lgbm_sensitivity,851,568,True,0.6028220116911913,0.45732709289654094,0.5657864677820332,0.23587141117246396,0.6639692917102159,0.17106426665326963,0.10786535689931723,models/lgbm_sensitivity_2024_SPXW_60m_F0.txt,04cfac577ad5fa7c46250ab4f39c3ccb8e19b3ad5a7aa22a2b49c0b7b6bc4e49,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_SPXW_60m,2024,SPXW,60,resolved_rejection_60m,F1,lgbm_sensitivity,851,568,True,0.6023516764093261,0.4662120527784169,0.5643217093327958,0.23842475785098916,0.668705929679033,0.17028177311175954,0.11842877996635401,models/lgbm_sensitivity_2024_SPXW_60m_F1.txt,fce28ff89ac97b2a1bf6364419fd7ee3663552a3e3647c1f88576284db5806f2,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_SPXW_120m,2024,SPXW,120,resolved_rejection_120m,F0,lgbm_sensitivity,922,662,True,0.5042424586395755,0.42837804711621025,0.5101828466566398,0.2609891454566401,0.7169544951391131,0.007218104433667173,0.12443327367592695,models/lgbm_sensitivity_2024_SPXW_120m_F0.txt,532183b4f1294b3397e28a200ce06bb42a67797eeebe74beec6e831ac255cf4e,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_SPXW_120m,2024,SPXW,120,resolved_rejection_120m,F1,lgbm_sensitivity,922,662,True,0.537292961396937,0.4406370135597599,0.5182231807561698,0.2523995807524074,0.6995997369557163,0.0634501153394266,0.08523086675722569,models/lgbm_sensitivity_2024_SPXW_120m_F1.txt,5f2a9a5ca46c7c281efd8ce3f26aadc911f4f4539ca55e97105d8ad59026d145,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_SPXW_180m,2024,SPXW,180,resolved_rejection_180m,F0,lgbm_sensitivity,698,502,True,0.4705059876299512,0.3701146159852941,0.4896861429135413,0.2675755624031938,0.7307838869194204,-0.050181638944498175,0.1027101220661647,models/lgbm_sensitivity_2024_SPXW_180m_F0.txt,aaffc867aca61d5ba4fb31ffd05be50f8e1881e9a1629cc383cbf02052da3d48,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_SPXW_180m,2024,SPXW,180,resolved_rejection_180m,F1,lgbm_sensitivity,698,502,True,0.49904592709567047,0.4310607096758666,0.5002960915909989,0.26014278218423054,0.7161925047510436,-0.00162327666412766,0.11446100644197979,models/lgbm_sensitivity_2024_SPXW_180m_F1.txt,0e73e350971eef70b3bba3ea660870a1e850e39c3ebc2dea91b5cb1d4157d16b,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_QQQ_30m,2024,QQQ,30,resolved_rejection_30m,F0,lgbm_sensitivity,700,673,True,0.6057506088090354,0.43531273656352765,0.5788479607294204,0.23883012964367126,0.6709386311195592,0.17579447944361723,0.10833933015380312,models/lgbm_sensitivity_2024_QQQ_30m_F0.txt,29f72462bbc6302b4426765e7363d18323662f40ed0bde6f329269c6c148baa8,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_QQQ_30m,2024,QQQ,30,resolved_rejection_30m,F1,lgbm_sensitivity,700,673,True,0.5544093114225997,0.4085578847157917,0.5319025522041763,0.2549144459696325,0.7053366187671346,0.09044729563395537,0.13127656634618845,models/lgbm_sensitivity_2024_QQQ_30m_F1.txt,99a1664335ecccd745f93f1cad87a31a18cef7690d97f61a6f9daec99f646e0c,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_QQQ_60m,2024,QQQ,60,resolved_rejection_60m,F0,lgbm_sensitivity,771,763,True,0.5722044588498094,0.42264219203894016,0.5547063203539049,0.2496005167610862,0.6936529899407284,0.12133010340012218,0.11669021604278067,models/lgbm_sensitivity_2024_QQQ_60m_F0.txt,23e55f107391b6e7fc1329fad0cc4049fa38973d4bd209b8e114db0b0c8b1605,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_QQQ_60m,2024,QQQ,60,resolved_rejection_60m,F1,lgbm_sensitivity,771,763,True,0.5440701969544333,0.4169485795681636,0.5282912122406669,0.2581294244752639,0.7127870452107562,0.07405417391836391,0.13004746615854837,models/lgbm_sensitivity_2024_QQQ_60m_F1.txt,4fb7ac91af39b62b3e82f48a55a557322d33bb1ae2be393afe8f1699f1c0dad4,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
lgbm_sensitivity_2024_QQQ_120m,2024,QQQ,120,resolved_rejection_120m,F0,lgbm_sensitivity,817,756,True,0.5189144736842105,0.42221094819241634,0.4978749417792268,0.2650784897218729,0.727407539026405,0.0321269485476328,0.13597780681429295,models/lgbm_sensitivity_2024_QQQ_120m_F0.txt,4f6ce72db73192a8ffe053e7e5dd5e849f39b9f4186f0da385d9fe04b3b0a8b7,f8f951a66bb08143c77d253209b06051abc4960a84db0ec77a185282a6de944d
lgbm_sensitivity_2024_QQQ_120m,2024,QQQ,120,resolved_rejection_120m,F1,lgbm_sensitivity,817,756,True,0.5379162785281788,0.43706177901198145,0.5355146716348393,0.25747349221085136,0.7110588078407983,0.06440223237136088,0.11641383098063002,models/lgbm_sensitivity_2024_QQQ_120m_F1.txt,ea21719e8abd0fef9bd50477dbfa1a4333af625da676460c2a51993bac6d821e,c1d211a3d1c18398a807209db085b19d7f2cd413a6d76996cc8f2f512105814b
