direction,config_id,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
D0_K1,S100,POOLED,1001,0.04954852095481396,0.11972415071606342,True
D0_K1,S100,SPXW,393,0.12008833691981456,0.17527023629427027,True
D0_K1,S100,QQQ,364,0.1184172633914286,0.14521042695586978,True
D0_K1,S100,SPY,244,0.15227986198248072,0.15227986198248072,True
