direction,config_id,trades,win_rate,profit_factor,pnl,minimum_hold,maximum_hold,max_drawdown,call_rate,put_rate,passing_cells,minimum_monthly_trades,worst_month_pf,worst_month_wr,worst_month_pnl,positive_month_rate,concentration_pass,eligible_36_of_36
D0_K1,B00,1324,0.4222054380664652,0.8044194011408395,-89.84473407058476,30.0,180.0,94.07504776422827,0.2469788519637462,0.7530211480362538,2,19,0.300267493713264,0.1,-13.942642632654202,0.3333333333333333,True,False
D0_K1,S30,1524,0.3261154855643045,0.7656893070184493,-101.36564812558436,30.0,180.0,104.74276774794848,0.2742782152230971,0.7257217847769029,3,19,0.0359826847107466,0.0454545454545454,-11.148890198185368,0.25,True,False
D0_K1,S40,1476,0.3536585365853658,0.7535987029122972,-111.54696681211055,30.0,180.0,113.76709928466312,0.2649051490514905,0.7350948509485095,3,19,0.1709681431781374,0.064516129032258,-12.347129075091512,0.2222222222222222,True,False
D0_K1,S50,1406,0.3897581792318634,0.7686420414647496,-105.41300440262128,30.0,180.0,107.77639698044068,0.2532005689900427,0.7467994310099573,2,19,0.3040760920401372,0.064516129032258,-13.819733431049416,0.2777777777777778,True,False
D0_K1,S80,1139,0.456540825285338,0.7337457447288159,-119.34845135511202,30.0,180.0,120.94958669026678,0.2554872695346795,0.7445127304653204,2,19,0.24425501179175,0.1538461538461538,-15.79201666382332,0.25,True,False
D0_K1,S100,1001,0.4745254745254745,0.7058108730779761,-119.76580400766638,30.0,180.0,120.71645228496806,0.2647352647352647,0.7352647352647352,1,19,0.234069427823199,0.16,-11.633576936201916,0.1944444444444444,True,False
D0_K1,H60,1450,0.3806896551724137,0.7260493659225858,-117.18310971437393,30.0,60.0,121.96316630992185,0.2613793103448276,0.7386206896551725,2,19,0.2226242641468501,0.1818181818181818,-12.672931560377164,0.1666666666666666,True,False
D0_K1,H90,1388,0.4092219020172911,0.7883118655459651,-93.55633158981088,30.0,90.0,103.97945663554869,0.2543227665706052,0.7456772334293948,1,19,0.3120334907030223,0.25,-13.131987725039131,0.25,True,False
D0_K1,H120,1358,0.4123711340206185,0.7819248315949643,-99.26846436194828,30.0,120.0,103.8583842039032,0.2488954344624447,0.7511045655375552,3,19,0.2383870398060038,0.1875,-14.39979673163386,0.25,True,False
D0_K1,T30D15,1392,0.459051724137931,0.7828414702686396,-91.04767692486976,30.0,180.0,96.18494471331982,0.2514367816091954,0.7485632183908046,4,19,0.2708939527562442,0.303030303030303,-9.722236880225124,0.2777777777777778,True,False
D0_K1,T50D15,1328,0.4224397590361445,0.7994257245520676,-92.41129530705176,30.0,180.0,95.67252401349788,0.2371987951807229,0.7628012048192772,2,19,0.3347481069140756,0.1,-12.821353229229285,0.2777777777777778,True,False
D0_K1,T50D40,1305,0.4183908045977011,0.8358177562054794,-73.4042247298143,30.0,180.0,84.17187083921645,0.2620689655172414,0.7379310344827587,3,19,0.1943434253270617,0.1666666666666666,-13.31707439125029,0.3611111111111111,True,False
D0_K1,T75D25,1249,0.3755004003202562,0.8592388001594153,-67.52582719938644,30.0,180.0,71.60603534710674,0.2481985588470776,0.7518014411529224,3,19,0.3603932732132614,0.0689655172413793,-14.068928611839368,0.3333333333333333,True,False
D0_K1,S40_T30D15,1515,0.4013201320132013,0.7910630951829357,-86.44895873883067,30.0,180.0,89.52688475560834,0.2679867986798679,0.732013201320132,4,19,0.1414321322558132,0.1818181818181818,-10.933414717510226,0.3055555555555556,True,False
D0_K1,S40_T50D40,1457,0.3493479752916952,0.7725134353175246,-101.21442628899447,30.0,180.0,103.24750019524416,0.2772820864790666,0.7227179135209334,2,19,0.1408655155254656,0.0909090909090909,-13.879833912959777,0.3055555555555556,True,False
D0_K1,S40_H90,1501,0.3590939373750832,0.7490940142820384,-111.97414539710512,30.0,90.0,114.27761121954788,0.2664890073284477,0.7335109926715523,1,19,0.058252688794178,0.1818181818181818,-12.347129075091512,0.2222222222222222,True,False
D1_INVERTED,B00,1304,0.4302147239263804,0.8502829098236963,-67.67717732675477,30.0,180.0,70.03422183658665,0.7423312883435583,0.2576687116564417,1,19,0.1824505068515208,0.2105263157894736,-8.409473454401184,0.3333333333333333,True,False
D1_INVERTED,S30,1496,0.3596256684491978,0.92518147807062,-30.13129325127853,30.0,180.0,36.546784481315456,0.7132352941176471,0.2867647058823529,1,19,0.2570385565282218,0.2105263157894736,-6.873698160438583,0.3333333333333333,True,False
D1_INVERTED,S40,1431,0.3892382948986722,0.9138911880702116,-35.67890606984936,30.0,180.0,40.93799959550518,0.7274633123689728,0.2725366876310272,3,19,0.2433696440820263,0.2105263157894736,-6.970500546428831,0.3333333333333333,True,False
D1_INVERTED,S50,1364,0.4032258064516129,0.8727255980565756,-54.88499234469408,30.0,180.0,68.14112549167645,0.7404692082111437,0.2595307917888563,6,19,0.2119274609101752,0.2105263157894736,-8.457839352959311,0.3611111111111111,True,False
D1_INVERTED,S80,1158,0.4576856649395509,0.7896998781517758,-95.28434347391628,30.0,180.0,101.78667885094778,0.7452504317789291,0.2547495682210708,3,19,0.1614455195658238,0.2105263157894736,-14.644048764410948,0.2222222222222222,True,False
D1_INVERTED,S100,1003,0.4765702891326022,0.7972471670340803,-80.63864758776967,30.0,180.0,87.81864544577434,0.7248255234297108,0.2751744765702891,3,19,0.1532056050869863,0.2105263157894736,-10.205196414325302,0.25,True,False
D1_INVERTED,H60,1450,0.4027586206896552,0.895564099782224,-41.562103091183005,30.0,60.0,55.490316813847976,0.7344827586206897,0.2655172413793103,2,19,0.2646389034989781,0.2631578947368421,-9.115029703671102,0.4444444444444444,True,False
D1_INVERTED,H90,1379,0.4118926758520667,0.8837973380669836,-49.59566317719504,30.0,90.0,64.28858967366078,0.728788977519942,0.271211022480058,3,19,0.2107838715790631,0.2105263157894736,-8.060288059110938,0.3611111111111111,True,False
D1_INVERTED,H120,1341,0.4168530947054437,0.8661230418460947,-59.555776422120445,30.0,120.0,67.00501609435631,0.7404921700223713,0.2595078299776286,2,19,0.1873145759491641,0.21052631578947367,-8.216313802231406,0.3333333333333333,True,False
D1_INVERTED,T30D15,1392,0.4813218390804598,0.7986812689079834,-83.80828879215699,30.0,180.0,87.45602760952254,0.7478448275862069,0.2521551724137931,3,19,0.27638540323084393,0.3157894736842105,-10.601364693561283,0.2222222222222222,True,False
D1_INVERTED,T50D15,1308,0.43119266055045874,0.857115269884863,-64.69527794561913,30.0,180.0,66.31054952419815,0.7530581039755352,0.24694189602446484,4,19,0.20387704658904893,0.21052631578947367,-8.17296145101652,0.2777777777777778,True,False
D1_INVERTED,T50D40,1295,0.4193050193050193,0.8434737198838405,-70.68122280775358,30.0,180.0,71.68538979948661,0.7196911196911197,0.2803088803088803,2,19,0.19107085534690268,0.21052631578947367,-9.564406301823915,0.3611111111111111,True,False
D1_INVERTED,T75D25,1237,0.3742926434923201,0.8486814473778217,-72.77729767606752,30.0,180.0,77.2787357087871,0.7502021018593371,0.2497978981406629,1,19,0.1619750781958716,0.21052631578947367,-9.377889701383156,0.3611111111111111,True,False
D1_INVERTED,S40_T30D15,1498,0.4392523364485981,0.874266614077429,-49.176441588932406,30.0,180.0,56.31612307853305,0.7309746328437917,0.2690253671562083,5,19,0.366041119294698,0.3157894736842105,-9.557070148152448,0.3611111111111111,True,False
D1_INVERTED,S40_T50D40,1421,0.3736805066854328,0.8676710514822552,-55.55939522306966,30.0,180.0,56.328887170619765,0.7114707952146376,0.2885292047853624,3,19,0.2548682755815344,0.21052631578947367,-8.74434375799098,0.2777777777777778,False,False
D1_INVERTED,S40_H90,1462,0.38850889192886456,0.894028050804107,-43.1203435691081,30.0,90.0,46.81757826178574,0.7243502051983585,0.2756497948016416,3,19,0.2680924673850882,0.21052631578947367,-8.229707314687156,0.3611111111111111,True,False
