feature,importance
ib_range_bps,5497.449693977833
oi_diff,4116.668294548988
dist_ib_low_bps,2368.397337257862
ret_30m_bps,1928.9972829818726
minute,1901.0673477053642
dist_ib_high_bps,1883.9996190667152
iv_diff,1649.853107869625
nearest_level_abs_bps,1277.1043068766594
ret_5m_bps,1100.683759212494
volume_diff,1099.2107046246529
vega_diff,1019.7697485685349
iv_diff_chg_25m,982.5794203281403
iv_diff_chg_15m,961.1488338112831
volume_diff_chg_15m,942.7479314804077
ret_15m_bps,942.3266252875328
iv_diff_chg_5m,887.0861684083939
spread_pct_diff_chg_5m,880.5902996063232
volume_diff_chg_5m,875.1035243868828
spread_pct_diff,816.0961143374443
ret_1m_bps,805.022471010685
spread_pct_diff_chg_25m,794.7064252495766
abs_delta_diff_chg_5m,772.9583607912064
vega_diff_chg_25m,759.0392708778381
volume_diff_chg_25m,751.8284814357758
abs_delta_diff,723.3769457936287
spread_pct_diff_chg_15m,613.4410156011581
abs_delta_diff_chg_15m,608.9529554247856
vega_diff_chg_5m,590.3543595671654
abs_delta_diff_chg_25m,557.6464356780052
vega_diff_chg_15m,536.3240684270859
