ticker,month,trades,win_rate,profit_factor,net_bps,frequency_pass,pnl_positive
QQQ,202501,20,0.45,0.9933960229402251,-2.6556812665831586,True,False
QQQ,202502,19,0.5789473684210527,1.1625559103655592,45.462270423967304,True,True
QQQ,202503,21,0.2857142857142857,0.29582783550056635,-761.5578991025837,True,False
QQQ,202504,21,0.3333333333333333,0.17636273649266965,-1992.5017026765302,True,False
QQQ,202505,21,0.47619047619047616,0.7231693639787006,-131.77112672700343,True,False
QQQ,202506,20,0.55,0.6916276194872513,-94.64045082170307,True,False
QQQ,202507,21,0.5238095238095238,1.127320426883804,25.126510709648002,True,True
QQQ,202508,21,0.6190476190476191,1.1526533933278362,45.1656860297466,True,True
QQQ,202509,21,0.47619047619047616,0.8187822140689527,-47.68343404805144,True,False
QQQ,202510,23,0.5217391304347826,0.9793220001274114,-11.077062416328019,True,False
QQQ,202511,18,0.6111111111111112,1.9066891160545498,442.2838157101327,True,True
QQQ,202512,21,0.6666666666666666,1.6129017365551404,102.37259712427125,True,True
SPXW,202501,20,0.5,0.6865839318571625,-113.49995630197424,True,False
SPXW,202502,17,0.6470588235294118,2.2083442081873845,150.5554744807264,True,True
SPXW,202503,21,0.42857142857142855,0.4986018312840745,-383.043054219091,True,False
SPXW,202504,20,0.6,1.3450149752063043,364.6815390208918,True,True
SPXW,202505,21,0.47619047619047616,0.8620674196353277,-51.14448520582806,True,False
SPXW,202506,20,0.75,2.1829991407848692,156.2311116326936,True,True
SPXW,202507,21,0.6190476190476191,3.095754238885336,197.65067791643907,True,True
SPXW,202508,21,0.42857142857142855,1.1340312029326467,29.54671597386285,True,True
SPXW,202509,21,0.47619047619047616,0.7840992439390708,-47.591481913107344,True,False
SPXW,202510,23,0.43478260869565216,0.573899296217889,-224.97582198832364,True,False
SPXW,202511,18,0.4444444444444444,0.9825609717913897,-9.847368001635793,True,False
SPXW,202512,21,0.6666666666666666,1.650304519667955,94.46282215615375,True,True
SPY,202501,20,0.5,0.7035496055038905,-107.13711894846993,True,False
SPY,202502,17,0.5882352941176471,2.097591001329645,143.675819851872,True,True
SPY,202503,21,0.42857142857142855,0.49650996999156327,-382.1034945333103,True,False
SPY,202504,20,0.6,1.337756457997895,360.6621626122476,True,True
SPY,202505,21,0.47619047619047616,0.8729225898154342,-46.731422965591435,True,False
SPY,202506,20,0.75,2.23911565503038,163.13145769142116,True,True
SPY,202507,21,0.6666666666666666,3.08175319295409,198.24315380248277,True,True
SPY,202508,21,0.42857142857142855,1.1300238279016737,28.83278921095416,True,True
SPY,202509,21,0.47619047619047616,0.8001390417434847,-43.71264308322366,True,False
SPY,202510,23,0.43478260869565216,0.5847249766117852,-217.8724297599978,True,False
SPY,202511,18,0.4444444444444444,0.9913453673058265,-4.85849386537738,True,False
SPY,202512,21,0.6666666666666666,1.6153565271907968,90.32644598106612,True,True
