feature,importance
ib_range_bps,11970.36093056202
oi_diff,8360.230659008026
dist_ib_low_bps,4409.426012396812
iv_diff,3888.8664331436157
dist_ib_high_bps,3457.826973795891
minute,2608.501670360565
nearest_level_abs_bps,2098.0186624526978
ret_30m_bps,1848.4197479486465
volume_diff,1406.435148358345
spread_pct_diff,1317.7303833961487
ret_15m_bps,1288.0432502031326
abs_delta_diff,1123.0867193937302
ret_5m_bps,1099.9217993021011
iv_diff_chg_5m,1079.7531670331955
iv_diff_chg_25m,1029.1308888196945
ret_1m_bps,1005.264430642128
volume_diff_chg_5m,984.9857289791107
volume_diff_chg_25m,965.9225935935974
volume_diff_chg_15m,961.3872803449631
vega_diff,943.0459973812103
iv_diff_chg_15m,889.9504212141037
abs_delta_diff_chg_15m,888.0261396169662
spread_pct_diff_chg_5m,857.3519390821457
abs_delta_diff_chg_5m,777.5416400432587
spread_pct_diff_chg_25m,762.911851644516
abs_delta_diff_chg_25m,747.4823032617569
vega_diff_chg_5m,747.4786869287491
vega_diff_chg_15m,728.0698590278625
vega_diff_chg_25m,722.1717410087585
spread_pct_diff_chg_15m,708.6331579685211
