ticker,month,eligible_events,zero_pressure_events,trades,win_rate,profit_factor,net_bps,frequency_pass,win_rate_pass,profit_factor_pass,pnl_pass,month_pass
QQQ,202301,20,0,20,0.65,1.7636826821362523,300.16100532293797,True,True,True,True,True
QQQ,202302,19,0,19,0.3684210526315789,0.6746973454258592,-188.80547261474976,True,False,False,False,False
QQQ,202303,23,0,23,0.6086956521739131,2.2908378723738636,427.0362885773399,True,True,True,True,True
QQQ,202304,19,0,19,0.5789473684210527,1.0152660356095227,5.694616108665861,True,True,False,True,False
QQQ,202305,22,0,22,0.36363636363636365,0.7153536814498577,-146.35388817077325,True,False,False,False,False
QQQ,202306,20,0,20,0.5,1.095351681413421,37.68427092276531,True,True,False,True,False
QQQ,202307,19,0,19,0.5789473684210527,0.9237007395655609,-25.214318438071786,True,True,False,False,False
QQQ,202308,23,0,23,0.43478260869565216,0.9249238074566812,-30.130369587677688,True,False,False,False,False
QQQ,202309,20,0,20,0.65,2.1396438519697805,318.7947388513443,True,True,True,True,True
QQQ,202310,22,0,22,0.7272727272727273,1.6302475710842388,277.02470388694996,True,True,True,True,True
QQQ,202311,20,1,19,0.3157894736842105,0.27996232955164546,-359.2557494720726,True,False,False,False,False
QQQ,202312,20,1,19,0.47368421052631576,2.332816156701791,195.86382649939887,True,True,True,True,True
SPXW,202301,20,0,20,0.6,0.8414773248780719,-77.46462910250807,True,True,False,False,False
SPXW,202302,19,0,19,0.47368421052631576,1.0141330242111941,5.081821869129925,True,True,False,True,False
SPXW,202303,23,0,23,0.30434782608695654,0.8877031448364134,-61.57651277677418,True,False,False,False,False
SPXW,202304,19,0,19,0.5789473684210527,1.3602796724272956,82.79599336222942,True,True,True,True,True
SPXW,202305,22,0,22,0.45454545454545453,0.9191231789139963,-25.984102737241265,True,True,False,False,False
SPXW,202306,20,0,20,0.5,0.7830852257322826,-68.92322319721555,True,True,False,False,False
SPXW,202307,19,0,19,0.7368421052631579,3.228305653426836,208.8433760519872,True,True,True,True,True
SPXW,202308,22,0,22,0.45454545454545453,0.8739520768896128,-40.6477480521497,True,True,False,False,False
SPXW,202309,20,0,20,0.55,1.6850115155021952,162.63274257344807,True,True,True,True,True
SPXW,202310,22,0,22,0.2727272727272727,0.3205355059180069,-507.4650886841697,True,False,False,False,False
SPXW,202311,20,0,20,0.25,0.49430743702418706,-151.73119490515649,True,False,False,False,False
SPXW,202312,20,0,20,0.6,2.1105640999155404,117.63041954198017,True,True,True,True,True
SPY,202301,20,0,20,0.6,1.1402868414324605,59.6757553548164,True,True,False,True,False
SPY,202302,19,0,19,0.7894736842105263,5.459247320354032,489.7523020425761,True,True,True,True,True
SPY,202303,23,0,23,0.43478260869565216,1.2833741010627342,127.13772608750449,True,False,True,True,False
SPY,202304,19,0,19,0.42105263157894735,0.7641212831911841,-73.98688022481576,True,False,False,False,False
SPY,202305,22,0,22,0.45454545454545453,0.4178065331364376,-251.54056994610522,True,True,False,False,False
SPY,202306,21,0,21,0.47619047619047616,0.5155840398683729,-184.3455018033196,True,True,False,False,False
SPY,202307,19,0,19,0.47368421052631576,0.6014462238176193,-100.58154667343993,True,True,False,False,False
SPY,202308,23,0,23,0.34782608695652173,0.7401825260709102,-92.42199683543889,True,False,False,False,False
SPY,202309,20,0,20,0.5,0.9314827096940347,-22.78986214316008,True,True,False,False,False
SPY,202310,22,0,22,0.6818181818181818,1.8764452900951532,295.49183130980157,True,True,True,True,True
SPY,202311,20,0,20,0.4,0.9371617233167111,-14.287257498062555,True,False,False,False,False
SPY,202312,20,0,20,0.5,1.2858357469725006,41.894768013148564,True,True,True,True,True
