date,daily_pnl,cum_pnl
20260102,6000.0,6000.0
20260105,6000.0,12000.0
20260106,0.0,12000.0
20260107,0.0,12000.0
20260108,0.0,12000.0
20260109,0.0,12000.0
20260112,-2000.0,10000.0
20260113,-6000.0,4000.0
20260114,-4500.0,-500.0
20260115,-2369.369441934069,-2869.369441934069
20260116,0.0,-2869.369441934069
20260119,0.0,-2869.369441934069
20260120,2000.0,-869.3694419340691
20260121,-2000.0,-2869.369441934069
20260122,1772.3436117285737,-1097.0258302054954
20260123,-809.4551457993884,-1906.4809760048838
20260126,-28.823520569281072,-1935.304496574165
20260127,0.0,-1935.304496574165
20260128,3432.5939156815175,1497.2894191073526
20260129,1000.0,2497.289419107353
20260130,0.0,2497.289419107353
20260202,712.1579349915505,3209.4473540989034
20260203,0.0,3209.4473540989034
20260204,10000.0,13209.447354098904
20260205,-1500.0,11709.447354098904
20260206,271.0278213300171,11980.475175428921
20260209,0.0,11980.475175428921
20260210,0.0,11980.475175428921
20260211,0.0,11980.475175428921
20260212,2242.3314782839675,14222.806653712889
20260213,5689.802569344518,19912.609223057407
20260216,0.0,19912.609223057407
20260217,0.0,19912.609223057407
20260218,0.0,19912.609223057407
20260219,0.0,19912.609223057407
20260220,0.0,19912.609223057407
20260223,6000.0,25912.609223057407
20260224,-2000.0,23912.609223057407
20260225,0.0,23912.609223057407
20260226,0.0,23912.609223057407
20260227,0.0,23912.609223057407
20260302,6000.0,29912.609223057407
20260303,-2000.0,27912.609223057407
20260304,178.11717878632751,28090.726401843734
20260305,0.0,28090.726401843734
20260306,315.1960126667185,28405.922414510453
20260309,0.0,28405.922414510453
20260310,2000.0,30405.922414510453
20260311,750.000229248642,31155.922643759095
20260312,0.0,31155.922643759095
20260313,0.0,31155.922643759095
20260316,0.0,31155.922643759095
20260317,406.1303539474675,31562.052997706563
20260318,2000.0,33562.05299770656
20260319,2000.0,35562.05299770656
20260320,0.0,35562.05299770656
20260323,0.0,35562.05299770656
20260324,0.0,35562.05299770656
20260325,10000.0,45562.05299770656
20260326,-2000.0,43562.05299770656
20260327,0.0,43562.05299770656
20260330,0.0,43562.05299770656
20260331,0.0,43562.05299770656
20260401,0.0,43562.05299770656
20260402,0.0,43562.05299770656
20260403,0.0,43562.05299770656
20260406,-335.533222438971,43226.51977526759
20260407,2763.2915243724437,45989.81129964003
20260408,0.0,45989.81129964003
20260409,0.0,45989.81129964003
20260410,-3171.8747962731904,42817.936503366844
20260413,6000.0,48817.936503366844
20260414,2987.285708960242,51805.222212327084
20260415,0.0,51805.222212327084
20260416,1000.0,52805.222212327084
20260417,0.0,52805.222212327084
20260420,-1969.9329199470014,50835.28929238008
20260421,2000.0,52835.28929238008
20260422,152.59660453991796,52987.88589692
20260423,-3000.0,49987.88589692
20260424,1945.3191506775456,51933.20504759755
20260427,0.0,51933.20504759755
20260428,0.0,51933.20504759755
20260429,798.5529810346113,52731.75802863216
20260430,-6000.0,46731.75802863216
20260501,0.0,46731.75802863216
20260504,-79.1139741907355,46652.64405444142
20260505,0.0,46652.64405444142
20260506,0.0,46652.64405444142
20260507,3500.0,50152.64405444142
20260508,10000.0,60152.64405444142
20260511,0.0,60152.64405444142
20260512,0.0,60152.64405444142
20260513,0.0,60152.64405444142
20260514,-582.5085641840635,59570.13549025736
20260515,-2769.230769230769,56800.90472102659
20260518,3500.0,60300.90472102659
20260519,0.0,60300.90472102659
20260520,0.0,60300.90472102659
20260521,0.0,60300.90472102659
20260522,0.0,60300.90472102659
20260525,0.0,60300.90472102659
20260526,239.6835375377059,60540.5882585643
20260527,-500.0,60040.5882585643
