feature,importance
ib_range_bps,12941.027428269386
oi_diff,7143.873945951462
dist_ib_low_bps,4782.412113308907
dist_ib_high_bps,4395.263564586639
iv_diff,3983.0861048698425
minute,3268.797835111618
ret_30m_bps,2259.1102682352066
nearest_level_abs_bps,1522.9127868413925
ret_15m_bps,1370.730769276619
iv_diff_chg_25m,1263.4008107185364
ret_1m_bps,1126.739281654358
volume_diff,1050.6863090991974
spread_pct_diff,1032.868949174881
iv_diff_chg_5m,1030.2008172273636
vega_diff,956.5291191339493
iv_diff_chg_15m,888.7156881093979
spread_pct_diff_chg_5m,861.3266100883484
abs_delta_diff_chg_5m,857.0013407468796
ret_5m_bps,843.359427690506
spread_pct_diff_chg_25m,838.0991427898407
abs_delta_diff,812.4279797077179
volume_diff_chg_15m,780.4954707622528
abs_delta_diff_chg_15m,757.1059830188751
volume_diff_chg_5m,730.857901096344
abs_delta_diff_chg_25m,715.2390903234482
spread_pct_diff_chg_15m,697.4370518922806
volume_diff_chg_25m,688.4008980989456
vega_diff_chg_25m,639.2393411397934
vega_diff_chg_15m,617.8072507381439
vega_diff_chg_5m,588.6404196023941
