feature,importance
ib_range_bps,14150.379486560822
oi_diff,7545.951195716858
dist_ib_low_bps,4287.608195543289
dist_ib_high_bps,4045.7629704475403
iv_diff,3715.588350176811
minute,2648.952607989311
ret_30m_bps,2204.9541771411896
nearest_level_abs_bps,1747.8373789787292
ret_15m_bps,1199.8851017951965
ret_1m_bps,975.3687182664871
iv_diff_chg_15m,953.7329295873642
volume_diff,947.8993674516678
iv_diff_chg_25m,934.8187602758408
spread_pct_diff_chg_15m,903.1983295679092
spread_pct_diff,901.1451579332352
volume_diff_chg_15m,890.093488574028
ret_5m_bps,885.8141801357269
volume_diff_chg_5m,883.2138413190842
spread_pct_diff_chg_25m,859.6888029575348
spread_pct_diff_chg_5m,847.2765303850174
iv_diff_chg_5m,786.5885591506958
vega_diff,678.6767867803574
abs_delta_diff,658.6564306020737
abs_delta_diff_chg_5m,638.5211623907089
vega_diff_chg_5m,629.5737811326981
volume_diff_chg_25m,597.126912355423
abs_delta_diff_chg_25m,581.7871500253677
vega_diff_chg_25m,544.9386191368103
abs_delta_diff_chg_15m,525.104021191597
vega_diff_chg_15m,476.10483169555664
